bucket,total,--,AD,AE,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DZ,EC,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KH,KM,KR,KY,KZ,LB,LK,LT,LU,LV,MA,MC,MD,MK,MN,MS,MT,MV,MX,MY,NA,NL,NO,NP,NZ,OM,PA,PE,PH,PK,PL,PT,QA,RE,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SN,SY,TH,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VI,VN,ZA,ZW
2022-04-21T15,244,1,0,1,0,0,2,0,0,0,0,1,0,0,2,1,5,0,1,0,10,0,0,0,38,1,0,0,0,2,0,0,9,11,0,0,0,0,12,0,1,0,0,0,3,0,0,0,14,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,3,7,0,0,0,0,10,0,1,0,4,0,0,0,58,0,0,0,0,1,0,0
2022-04-21T16,231,0,0,9,0,0,4,0,0,0,0,1,0,0,0,0,7,0,0,0,5,0,0,0,48,1,0,0,0,5,0,0,14,11,0,0,0,0,7,0,0,1,0,0,3,0,0,0,15,0,10,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0,1,0,2,0,0,0,1,0,9,1,0,0,9,7,0,0,0,0,6,0,4,0,2,0,0,0,29,0,0,0,0,0,0,0
2022-04-21T17,252,1,0,8,0,0,1,0,0,0,0,3,0,0,0,0,4,2,0,0,11,0,0,0,55,2,0,0,0,8,0,0,14,15,0,0,0,0,9,0,0,0,3,1,0,0,0,0,20,0,5,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,7,6,0,0,0,0,11,0,3,0,1,0,2,0,28,0,0,0,0,8,0,0
2022-04-21T18,248,1,0,2,0,0,0,0,0,1,0,2,0,0,1,0,14,1,0,0,9,0,0,0,68,1,0,0,0,2,0,0,14,30,0,0,0,0,3,0,0,0,1,1,2,0,0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,4,7,0,0,0,0,7,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0
2022-04-21T19,285,4,0,1,0,0,2,0,0,1,0,5,0,0,3,0,8,3,0,0,10,0,0,0,57,2,0,0,0,7,0,0,12,24,0,0,2,0,2,0,0,0,1,1,3,0,1,0,28,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,17,2,0,0,0,0,0,0,0,1,2,0,0,1,0,7,0,0,0,5,8,0,0,0,0,5,0,3,0,0,0,2,0,47,0,0,0,0,0,0,0
2022-04-21T20,246,1,0,0,0,0,1,0,0,1,0,1,0,1,2,0,4,3,0,0,20,1,0,0,42,1,0,0,0,1,0,0,15,13,0,0,1,0,3,0,0,2,0,1,3,0,0,0,26,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,1,0,0,0,0,2,0,0,1,2,0,0,3,0,6,0,0,0,2,11,0,0,0,0,4,0,2,0,1,0,1,0,40,0,0,0,0,2,0,0
2022-04-21T21,220,0,0,0,0,2,1,0,0,1,0,1,0,0,2,0,8,2,1,0,16,0,0,0,20,0,0,0,0,1,0,0,11,16,0,0,1,0,3,0,0,1,0,0,2,0,0,0,28,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,1,0,0,2,1,0,0,1,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,1,0,0,0,56,0,0,0,0,3,0,0
2022-04-21T22,153,0,0,0,0,2,1,0,0,0,0,1,0,0,3,0,9,1,0,0,6,1,0,0,22,0,0,0,0,2,0,0,9,9,0,0,1,0,3,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,0,0,0,0,7,0,0,0,0,2,0,1,0,2,0,0,0,34,0,0,0,0,1,0,0
2022-04-21T23,168,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,16,0,0,0,11,0,0,0,16,0,0,0,0,3,0,0,7,4,0,0,0,0,5,0,0,0,0,0,1,0,0,0,7,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,67,0,0,0,0,2,0,0
2022-04-22T00,135,2,0,0,0,2,0,3,0,0,0,0,0,0,1,0,16,0,0,0,11,0,0,0,13,0,0,0,0,2,0,1,2,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,8,0,0,0,1,0,0,0,0,2,0,0,0,43,0,0,0,0,3,0,0
2022-04-22T01,141,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,15,0,0,0,15,1,0,0,8,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,9,0,0,0,0,2,0,0,0,1,0,0,0,54,0,0,0,0,2,0,0
2022-04-22T02,127,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,11,0,0,0,18,1,1,0,5,0,0,0,0,1,0,0,3,6,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,2,6,0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0
2022-04-22T03,129,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,12,1,0,0,6,0,0,0,0,1,0,0,5,1,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,2,0,1,0,61,0,0,0,0,1,0,0
2022-04-22T04,140,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0,7,1,0,0,0,1,0,0,4,2,0,0,0,0,7,0,0,1,0,0,1,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,1,9,0,0,0,0,5,0,0,0,2,0,0,0,49,0,0,0,0,1,0,0
2022-04-22T05,149,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,8,0,0,0,19,0,0,0,5,0,0,0,0,0,0,0,5,2,0,0,0,0,9,0,0,1,0,0,2,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,4,0,0,0,2,0,0,0,56,0,0,0,0,0,0,0
2022-04-22T06,115,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,6,0,0,0,19,0,0,0,9,1,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,9,0,0,0,0,3,0,0,0,7,0,1,0,21,0,0,0,0,0,0,0
2022-04-22T07,132,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,0,20,1,0,0,7,0,0,0,0,0,0,0,7,4,0,0,0,0,3,0,0,0,1,1,4,0,0,0,1,0,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,7,0,0,0,0,2,0,0,0,11,0,0,1,31,0,0,0,0,1,0,0
2022-04-22T08,117,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,7,1,0,0,11,1,0,0,18,0,0,0,0,1,0,0,5,3,1,0,0,0,5,0,0,1,0,0,1,0,0,0,3,0,6,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,0,2,0,0,0,3,0,0,1,17,0,0,0,0,1,0,0
2022-04-22T09,139,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,7,5,0,0,0,0,10,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,1,0,1,0,0,2,1,3,0,0,0,1,5,0,0,0,0,2,0,0,0,18,0,0,0,30,0,0,0,0,1,0,0
2022-04-22T10,144,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,1,10,0,0,0,0,5,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,10,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,2,1,0,1,0,0,1,0,2,0,0,0,1,8,0,0,0,0,3,0,0,0,21,0,0,0,27,0,0,0,0,5,0,0
2022-04-22T11,155,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,15,1,0,0,21,0,0,0,0,5,0,0,7,4,0,0,0,0,11,0,0,1,0,0,1,1,0,0,4,0,5,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,1,0,0,0,1,0,5,0,0,0,2,10,0,0,0,0,6,0,0,0,5,0,0,0,22,0,0,0,0,0,0,0
2022-04-22T12,153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,13,1,0,0,18,0,0,0,0,0,0,0,10,4,0,0,1,0,22,0,0,1,0,1,0,0,0,0,6,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,3,0,0,0,0,0,1,1,3,0,0,0,5,5,0,0,0,0,7,0,0,0,5,0,0,0,22,0,0,0,0,1,0,0
2022-04-22T13,206,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,15,0,0,0,28,0,0,0,0,0,0,0,6,8,0,0,0,0,14,0,0,1,0,0,3,0,0,0,10,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,4,0,0,0,0,0,1,0,4,0,0,0,4,5,0,0,0,0,14,0,0,0,7,0,1,0,53,0,0,0,0,0,0,0
2022-04-22T14,203,1,0,2,0,2,1,0,0,0,0,1,0,0,2,0,10,0,0,0,15,0,0,1,25,0,0,0,0,3,0,0,11,4,0,0,1,0,13,0,0,1,0,0,0,0,0,0,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,2,0,2,0,0,0,0,1,4,0,0,0,5,8,0,0,0,0,15,0,1,0,9,0,0,0,33,0,0,0,0,1,0,0
2022-04-22T15,227,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,4,1,0,0,9,0,0,0,32,0,0,0,0,6,0,0,12,10,0,0,0,0,15,0,0,0,0,1,1,0,0,0,17,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,0,0,0,3,0,1,0,0,0,3,1,5,0,0,0,2,10,0,0,0,0,20,0,0,0,4,0,0,0,44,0,0,0,0,0,0,0
2022-04-22T16,225,1,0,5,0,0,4,0,0,0,0,1,0,0,2,0,6,1,0,0,8,0,0,0,30,0,0,0,0,8,0,0,12,8,0,0,0,0,12,0,0,0,0,2,1,0,0,0,19,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,5,11,0,0,0,0,20,0,0,0,2,0,0,0,43,0,0,0,0,0,0,0
2022-04-22T17,257,1,0,5,0,3,2,3,0,1,1,2,0,0,1,0,8,1,0,0,10,0,0,0,56,0,0,0,0,5,0,0,14,18,0,0,0,0,10,0,0,0,0,0,0,0,1,0,13,1,2,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,1,0,2,0,0,0,1,0,4,0,0,0,4,5,0,0,0,0,17,0,0,0,3,0,0,0,38,0,0,0,0,0,0,0
2022-04-22T18,216,1,0,5,0,0,1,0,0,1,1,1,0,0,0,0,5,1,0,0,10,0,0,0,64,1,0,0,0,4,0,0,7,20,0,0,0,0,4,0,0,0,1,0,1,0,1,0,6,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0,0,0,0,0,1,0,2,0,0,0,2,0,3,0,0,0,2,5,0,0,0,0,10,0,0,0,2,0,0,0,23,0,0,0,0,1,0,0
2022-04-22T19,214,1,0,0,0,0,3,0,0,1,0,2,0,0,0,0,4,1,0,0,7,0,0,0,49,0,0,0,0,3,0,0,13,17,0,0,0,0,3,0,0,1,0,0,1,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,1,0,0,0,0,0,1,0,3,1,0,0,0,0,4,0,0,0,5,6,0,0,0,0,8,0,0,0,3,0,0,0,30,0,0,0,0,1,0,0
2022-04-22T20,212,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,7,2,0,0,7,0,0,0,36,0,0,0,0,4,0,0,15,16,0,0,0,0,4,0,0,1,0,0,2,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,2,5,0,0,0,0,9,0,1,0,5,0,0,0,32,0,0,0,0,1,0,0
2022-04-22T21,187,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4,2,0,0,9,0,0,0,37,0,1,0,0,2,0,0,16,13,0,0,0,0,3,0,0,0,0,1,1,0,0,0,23,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,1,0,2,2,0,0,2,0,4,0,0,0,2,8,0,0,0,0,2,0,1,0,1,0,0,0,21,0,0,0,0,0,0,0
2022-04-22T22,188,2,0,0,0,0,2,3,0,0,0,1,0,0,3,0,9,2,0,0,6,0,0,0,21,0,0,0,0,3,0,0,11,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,0,0,0,2,7,0,0,0,0,1,0,1,0,1,0,0,0,51,0,0,0,0,2,0,0
2022-04-22T23,130,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,7,1,0,0,13,0,0,0,13,0,0,0,0,0,0,0,8,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,31,1,0,0,0,2,0,0
2022-04-23T00,117,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,12,0,0,1,7,0,0,0,8,0,0,0,0,1,0,0,6,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,38,1,0,0,0,0,0,0
2022-04-23T01,123,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,0,1,1,13,0,0,0,4,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,1,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,1,8,0,0,0,0,1,0,0,0,2,0,0,0,50,1,0,0,0,0,0,0
2022-04-23T02,107,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,1,0,7,1,0,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,7,0,0,0,0,0,0,0,0,4,0,0,0,39,0,0,0,0,1,0,0
2022-04-23T03,141,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,11,0,1,0,13,1,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,5,0,0,0,0,1,0,0,0,2,0,0,0,69,1,0,0,0,4,0,0
2022-04-23T04,83,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,3,0,0,0,1,0,0,0,26,0,0,0,0,2,0,0
2022-04-23T05,112,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,0,0,0,0,2,0,0,0,1,0,1,0,39,0,0,0,0,0,0,0
2022-04-23T06,100,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,5,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,10,0,0,0,0,0,0,1,0,3,0,0,0,25,0,0,0,0,0,0,0
2022-04-23T07,107,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,4,0,0,0,13,0,0,0,12,0,0,0,0,0,0,1,5,2,0,0,0,0,3,0,0,1,0,0,1,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,7,0,0,0,0,2,1,0,0,4,0,0,0,30,0,0,0,0,0,0,0
2022-04-23T08,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,9,0,0,0,0,4,0,0,8,6,1,0,0,0,3,0,0,1,0,0,1,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,1,0,0,2,7,0,0,0,0,3,1,0,0,5,0,0,0,23,0,0,0,0,0,0,0
2022-04-23T09,106,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,14,0,0,0,0,4,0,0,6,2,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,11,0,0,0,0,1,1,1,0,3,0,0,0,18,0,0,0,0,0,0,0
2022-04-23T10,172,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,1,0,0,18,0,0,0,19,0,0,0,0,5,0,0,14,13,0,0,0,0,9,0,0,0,1,0,2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,14,0,0,0,0,4,0,1,0,3,0,0,0,25,0,0,0,0,0,0,0
2022-04-23T11,148,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,13,0,0,0,14,0,0,0,0,3,0,0,10,10,0,0,0,0,9,0,0,0,1,0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,3,10,0,0,0,0,8,0,2,0,3,0,0,0,31,0,0,0,0,0,0,0
2022-04-23T12,231,1,0,0,0,0,2,1,0,0,0,0,1,0,2,0,3,1,1,0,12,0,0,0,17,0,0,0,0,2,0,0,14,11,0,0,0,0,12,0,1,0,0,0,1,0,0,0,6,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,3,12,0,1,0,0,11,1,3,0,6,0,0,0,77,1,0,0,0,2,0,0
2022-04-23T13,207,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,7,1,0,0,13,0,0,0,24,0,0,0,0,1,0,0,13,13,0,0,0,0,27,0,2,0,0,0,2,0,0,0,17,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,8,1,0,0,0,0,1,2,0,1,0,0,0,1,0,3,0,0,0,2,8,0,0,0,0,12,1,1,0,6,0,0,0,22,0,0,0,0,1,0,0
2022-04-23T14,281,2,0,0,0,0,2,0,0,0,0,1,0,0,2,0,4,2,0,0,16,0,0,0,30,1,0,0,0,1,0,0,19,18,0,0,0,0,23,0,6,0,0,1,0,0,0,0,14,0,10,0,1,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3,0,9,0,0,0,0,0,0,2,0,0,2,0,0,1,0,4,1,1,0,10,9,0,0,0,0,13,0,1,0,11,0,1,0,51,0,0,0,0,0,0,0
2022-04-23T15,262,3,0,0,0,2,1,0,0,1,0,1,1,0,2,0,8,1,0,0,11,0,0,0,31,0,0,0,0,1,0,0,17,12,0,0,0,0,24,0,1,0,0,1,0,0,0,0,25,0,8,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,0,0,0,7,10,0,0,0,0,13,0,1,0,11,0,0,0,42,0,0,0,0,2,0,0
2022-04-23T16,236,0,0,0,0,0,2,0,0,1,0,3,0,0,1,0,11,2,0,0,13,1,0,0,31,0,0,0,0,2,0,0,18,11,0,0,0,1,17,0,0,1,0,1,2,0,0,0,21,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,1,1,0,0,2,1,5,0,0,0,5,7,0,0,0,0,20,0,2,0,12,0,1,0,19,0,0,0,0,1,0,0
2022-04-23T17,226,1,0,0,0,0,0,0,0,1,0,4,0,0,2,0,4,2,0,0,10,1,0,0,36,0,0,0,0,6,0,0,15,10,0,0,0,2,4,0,0,1,0,0,2,0,0,0,23,0,3,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,3,1,0,0,2,0,3,0,0,0,9,7,0,0,0,0,15,0,5,0,6,0,2,0,27,0,0,0,0,1,0,0
2022-04-23T18,148,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,2,0,0,4,0,0,0,28,0,0,0,0,4,0,0,6,13,0,0,0,1,2,0,0,0,1,1,0,0,0,0,13,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5,6,0,0,0,0,4,0,4,0,6,0,0,0,15,0,0,0,0,0,0,0
