bucket,total,--,AE,AM,AO,AR,AT,AU,BA,BB,BD,BE,BG,BJ,BO,BR,BW,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GH,GM,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IR,IT,JO,JP,KE,KH,KR,KZ,LA,LB,LR,LT,LU,LV,LY,MA,MD,MK,MM,MN,MO,MX,MY,MZ,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RU,RW,SE,SG,SK,SX,SY,TH,TN,TR,TW,TZ,UA,UG,US,UZ,VE,VN,ZA,ZW
2022-09-19T22,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,13,0,0,0,10,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,10,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,7,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0
2022-09-19T23,122,2,0,0,0,1,0,12,0,0,0,0,0,0,0,4,0,0,8,0,1,0,8,0,0,0,9,0,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,6,0,0,0,3,0,0,0,1,0,0,28,0,0,1,0,0
2022-09-20T00,105,3,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,13,0,0,0,6,1,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,7,0,0,0,0,0,0,1,0,0,1,29,0,0,2,0,0
2022-09-20T01,90,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,7,0,0,0,3,0,0,3,0,0,0,26,0,0,3,0,0
2022-09-20T02,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,6,0,0,0,0,0,0,1,0,0,0,37,0,0,1,0,0
2022-09-20T03,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,6,0,0,0,1,0,0,1,0,0,0,32,0,0,0,0,0
2022-09-20T04,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,0,0,4,1,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,8,0,0,0,1,0,0,1,0,0,0,22,0,1,0,0,0
2022-09-20T05,66,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,6,0,1,10,0,0,0,0,0,0,1,0,0,0,11,0,1,0,0,0
2022-09-20T06,90,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,5,1,0,0,0,0,0,2,2,2,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,7,0,0,0,0,0,0,3,0,0,0,27,0,0,0,1,0
2022-09-20T07,68,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,7,2,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,6,0,1,0,2,0,0,1,0,0,0,14,0,0,1,0,0
2022-09-20T08,68,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,11,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,6,0,0,0,1,0,0,2,0,0,0,11,0,0,1,0,0
2022-09-20T09,69,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,10,0,0,0,0,0,0,2,2,4,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,5,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0
2022-09-20T10,87,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,1,0,14,0,0,0,4,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,6,0,0,0,1,0,0,1,0,0,0,12,0,0,1,0,0
2022-09-20T11,127,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,5,1,1,0,16,1,0,0,9,1,0,0,0,0,0,1,1,4,9,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,8,1,0,0,0,0,0,0,1,0,0,0,2,3,0,0,9,0,0,0,6,0,0,5,0,0,0,24,0,0,0,0,0
2022-09-20T12,153,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,1,17,2,0,0,14,0,0,0,0,0,0,1,1,4,4,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,1,0,0,1,0,0,0,1,0,0,0,1,6,0,2,19,0,0,0,4,0,0,5,0,0,0,39,0,0,1,0,0
2022-09-20T13,135,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,13,1,0,0,8,0,0,0,0,0,0,0,1,7,6,1,0,0,1,0,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,4,0,1,11,0,0,0,8,0,0,7,0,0,0,36,0,0,1,0,0
2022-09-20T14,164,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,23,0,0,0,17,1,1,0,0,0,0,3,0,6,4,2,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,1,0,3,3,0,9,8,0,0,0,19,0,1,4,0,0,0,31,0,0,0,0,0
2022-09-20T15,185,2,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,4,0,1,0,17,0,0,0,27,1,0,0,0,0,0,3,1,13,13,1,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,0,0,0,0,0,1,0,0,0,2,0,1,4,0,4,5,0,0,0,10,0,2,1,0,0,0,44,0,0,0,0,0
2022-09-20T16,185,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,0,0,0,47,0,1,0,0,0,0,2,0,13,16,1,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,6,1,7,5,0,0,0,13,0,1,3,0,0,0,19,0,0,1,0,0
2022-09-20T17,190,3,3,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,2,0,0,9,0,0,0,42,0,0,0,0,0,0,4,4,13,18,0,0,0,0,0,1,0,0,0,2,0,0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,2,0,0,0,1,7,0,6,6,0,0,0,12,0,4,0,0,0,0,16,0,0,0,0,0
2022-09-20T18,170,2,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,0,0,39,0,0,0,0,0,0,4,1,10,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,1,0,0,0,0,0,0,1,0,0,0,2,5,0,6,6,0,0,0,10,0,3,1,0,0,0,15,0,0,0,0,0
2022-09-20T19,180,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,1,0,5,0,0,0,33,0,0,0,0,0,0,6,1,12,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,1,0,0,0,0,0,0,2,0,1,0,1,8,0,4,6,0,0,0,8,0,5,0,0,0,0,16,0,0,2,0,0
2022-09-20T20,180,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,4,2,2,0,5,0,0,0,32,0,0,0,0,0,0,2,1,9,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,18,2,0,0,0,0,0,0,2,0,3,0,1,8,0,3,6,0,0,0,4,0,3,0,0,0,0,25,0,0,2,0,0
2022-09-20T21,133,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,8,1,1,0,3,0,0,0,20,0,0,0,0,0,0,3,2,7,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2,0,1,0,0,0,0,1,0,3,0,1,5,0,2,5,0,0,0,0,0,2,0,0,0,0,21,0,0,0,0,0
2022-09-20T22,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,0,0,3,0,0,0,14,0,0,0,0,0,0,3,0,6,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,5,0,0,0,1,0,1,0,0,0,0,18,0,0,0,0,0
2022-09-20T23,108,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,0,0,10,0,0,0,0,0,0,1,1,4,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,6,0,0,0,1,0,1,0,0,0,0,28,0,0,0,0,0
2022-09-21T00,105,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,0,2,0,8,0,0,0,7,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,6,0,0,0,1,0,1,0,0,1,0,33,0,0,0,0,0
2022-09-21T01,111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,1,0,7,0,0,0,5,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,6,0,0,0,2,0,0,0,0,0,0,31,0,0,0,0,0
2022-09-21T02,115,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,7,0,0,0,9,0,0,1,3,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,6,0,2,6,0,0,0,0,0,0,1,0,0,0,48,0,0,1,0,0
2022-09-21T03,94,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,3,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,6,0,0,0,1,0,0,2,0,0,0,34,0,0,0,1,0
2022-09-21T04,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,5,0,0,0,1,0,0,0,0,0,0,41,0,0,0,0,0
2022-09-21T05,124,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,0,0,4,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,5,0,0,0,1,0,0,0,0,0,0,57,0,0,0,0,0
2022-09-21T06,71,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,5,0,2,6,0,0,0,1,0,0,1,0,0,0,23,0,0,0,0,0
2022-09-21T07,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,0,0,0,0,0,1,5,0,0,8,0,0,0,2,0,0,1,0,0,0,16,0,0,2,0,0
2022-09-21T08,93,5,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,0,0,9,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,1,0,1,5,0,2,6,0,0,0,4,0,0,1,0,0,0,18,0,0,1,0,0
2022-09-21T09,91,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,5,0,1,5,0,0,0,5,0,0,0,0,0,0,24,0,0,0,0,0
2022-09-21T10,121,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,3,6,0,0,0,1,0,6,0,0,0,2,0,0,2,0,4,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,0,0,0,6,0,1,0,0,0,0,17,0,0,0,0,0
2022-09-21T11,124,1,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,0,0,0,16,0,0,0,11,1,0,0,0,0,0,0,2,3,7,0,0,0,1,0,2,0,0,0,0,0,0,3,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,7,0,0,0,11,0,0,1,0,0,0,23,0,0,1,0,0
2022-09-21T12,147,3,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,16,0,0,0,11,1,0,1,0,0,0,1,1,2,9,0,0,0,1,0,4,0,0,0,1,0,0,2,0,2,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,2,3,0,3,12,0,0,0,11,0,2,4,0,0,0,30,0,0,0,0,0
2022-09-21T13,168,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,4,2,0,0,22,0,0,0,12,0,0,0,0,0,0,1,0,8,8,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,0,1,5,0,0,8,0,0,0,18,0,2,2,0,0,0,24,0,0,1,0,0
2022-09-21T14,184,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,12,1,1,0,22,0,0,0,15,0,1,0,1,0,0,2,1,9,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,6,0,0,0,24,0,3,2,0,1,0,21,1,0,0,0,0
2022-09-21T15,213,4,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,3,4,1,1,0,20,0,0,0,28,2,0,0,0,0,0,2,0,13,19,0,0,0,0,0,5,0,0,0,0,0,0,6,0,4,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,5,0,3,5,0,0,0,23,0,3,3,0,1,0,37,1,0,0,0,0
2022-09-21T16,177,2,0,0,0,2,1,2,0,0,0,1,0,0,0,2,0,1,1,1,0,0,4,0,0,0,47,2,0,0,0,0,0,3,1,15,8,0,0,0,0,0,2,0,0,0,0,0,1,1,0,12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,4,0,4,6,0,0,0,24,0,2,2,0,0,0,15,0,0,0,0,0
2022-09-21T17,231,2,1,0,0,0,0,1,0,0,0,2,0,1,0,2,0,1,4,0,0,1,6,0,0,0,49,0,0,0,1,0,0,6,0,11,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,2,0,3,5,0,0,0,20,0,3,3,0,0,0,70,0,0,0,0,0
2022-09-21T18,226,2,0,0,0,1,1,1,0,0,0,3,0,1,0,3,0,0,10,1,0,0,7,0,0,0,52,0,0,0,0,0,0,3,1,19,15,0,0,0,0,0,1,0,0,0,0,0,0,2,0,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,1,1,0,0,0,0,0,1,0,0,0,0,2,0,2,6,0,0,0,5,0,5,1,0,0,0,48,0,0,0,0,0
2022-09-21T19,199,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,9,1,1,0,1,0,0,0,35,0,0,0,1,0,0,5,0,22,14,0,0,0,0,0,2,0,0,0,0,0,1,2,0,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,1,1,0,0,0,0,0,3,0,0,0,0,3,0,3,7,0,0,0,7,0,4,0,0,0,0,33,0,0,1,0,0
2022-09-21T20,225,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,5,1,0,0,3,0,0,1,29,1,0,0,0,0,0,2,1,16,12,0,0,0,0,0,0,0,0,0,0,9,1,1,0,17,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,1,0,2,0,2,0,1,3,0,3,6,0,0,0,2,0,2,1,0,0,0,75,0,0,0,0,0
2022-09-21T21,157,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,1,1,24,0,0,0,0,0,0,3,0,11,10,0,0,0,0,0,0,0,0,0,0,5,0,1,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,2,0,1,2,0,1,5,0,0,0,3,0,1,0,0,0,0,36,0,0,0,0,0
2022-09-21T22,114,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,12,0,0,0,3,0,0,0,15,0,0,0,0,0,0,4,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0
2022-09-21T23,152,1,0,0,0,1,0,2,0,0,1,0,0,0,0,3,0,0,17,0,0,0,5,0,0,0,11,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,6,0,0,0,0,0,1,0,0,0,0,63,0,0,1,0,0
2022-09-22T00,107,2,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,10,0,0,0,6,0,0,0,7,1,0,0,0,0,0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,6,0,0,0,1,0,1,1,0,0,0,43,0,0,0,1,0
2022-09-22T01,119,2,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,0,13,0,0,0,6,0,0,0,6,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,1,2,0,2,8,0,0,0,2,0,0,6,0,0,0,50,0,0,0,0,0
2022-09-22T02,96,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,3,2,0,0,2,0,0,0,0,0,0,1,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,7,0,0,0,0,0,0,5,0,0,0,34,0,0,0,0,0
2022-09-22T03,77,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,1,0,0,3,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,6,1,0,0,1,0,0,7,0,0,0,27,0,0,1,0,0
2022-09-22T04,84,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,6,0,0,0,6,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,7,0,0,0,2,0,0,4,0,0,0,26,0,0,1,0,0
2022-09-22T05,63,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,3,0,0,1,0,0,0,18,0,0,0,0,0
2022-09-22T06,66,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,8,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,0,0,0,2,0,0,1,0,0,0,17,0,0,1,1,0
2022-09-22T07,77,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,6,0,0,0,11,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,5,0,0,0,2,0,0,1,0,0,0,18,0,0,0,1,0
2022-09-22T08,104,2,0,0,0,0,1,18,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,12,1,0,0,0,0,0,4,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,6,0,2,6,0,0,0,4,0,0,2,0,0,0,23,0,0,2,1,0
2022-09-22T09,81,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,5,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,1,0,3,0,0,0,0,0,1,4,0,2,6,0,0,0,0,0,1,2,0,0,0,16,0,0,3,0,0
