bucket,total,--,AE,AM,AR,AT,AU,AZ,BB,BD,BE,BG,BM,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FO,FR,GB,GE,GM,GR,GT,HK,HU,ID,IE,IL,IN,IR,IT,JM,JO,JP,KE,KH,KR,KZ,LA,LR,LT,MA,MD,MK,MU,MX,MY,MZ,NG,NL,NO,NP,NZ,OM,PE,PH,PK,PL,PS,PT,PY,QA,RO,RU,RW,SE,SG,SK,SY,TH,TN,TR,TW,TZ,UA,US,UZ,VE,VN,ZA,ZM,ZW
2022-08-30T15,154,4,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,2,0,0,7,0,0,0,16,0,0,0,0,0,6,0,0,0,11,9,0,1,0,0,6,0,1,0,0,0,0,10,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,6,0,0,8,0,2,2,0,0,28,0,0,0,0,0,0
2022-08-30T16,143,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,17,0,0,0,30,0,0,0,0,0,4,0,1,0,7,7,0,0,0,0,3,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,0,1,3,0,7,7,0,0,6,0,1,3,0,0,12,0,0,0,0,0,0
2022-08-30T17,150,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,4,0,0,0,44,0,0,0,0,0,8,0,0,0,8,10,0,0,0,0,2,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,0,0,1,0,2,0,0,0,3,0,2,5,0,0,5,0,1,2,0,0,13,0,0,0,0,0,0
2022-08-30T18,217,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,7,0,0,0,59,0,0,0,0,0,9,0,1,0,8,21,0,0,0,0,3,0,0,2,0,3,0,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,20,2,0,0,0,0,0,0,2,0,1,0,0,0,4,0,4,6,0,0,2,0,1,0,0,1,26,0,0,2,0,0,0
2022-08-30T19,202,4,0,0,2,1,0,1,0,1,1,0,0,0,2,0,6,2,0,0,5,0,0,0,50,0,0,0,0,0,10,0,0,0,8,13,0,0,0,0,1,0,0,0,0,1,0,26,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,3,5,0,0,1,0,3,1,0,1,27,0,0,0,0,0,0
2022-08-30T20,186,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6,1,0,0,5,0,0,0,38,0,0,0,0,0,4,0,1,0,14,12,0,0,0,0,2,0,0,0,0,0,0,20,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,13,2,1,0,1,1,0,0,1,0,0,0,0,2,4,0,3,5,0,0,1,0,2,1,0,0,37,0,0,0,0,0,0
2022-08-30T21,189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,29,0,0,0,28,0,0,0,0,0,4,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,2,6,0,0,1,0,2,0,0,0,43,0,0,1,0,0,0
2022-08-30T22,131,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,11,1,0,0,0,0,3,0,1,0,9,6,0,0,0,0,2,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,3,7,0,0,0,0,2,0,0,0,24,0,0,0,0,0,0
2022-08-30T23,141,4,0,0,2,0,1,0,0,0,0,0,0,0,1,1,17,0,2,0,24,0,0,0,9,0,0,0,0,0,1,0,0,0,4,8,0,0,0,0,0,0,1,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,5,0,0,1,0,1,2,0,0,34,0,0,0,0,0,0
2022-08-31T00,120,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20,0,2,0,19,2,0,0,11,0,0,0,0,0,2,0,1,0,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,0,1,1,0,0,32,0,0,1,0,0,0
2022-08-31T01,102,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16,1,2,0,19,1,0,0,3,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0
2022-08-31T02,111,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,8,0,0,1,0,1,1,0,0,43,0,0,0,0,0,0
2022-08-31T03,84,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,7,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0
2022-08-31T04,93,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,6,0,1,0,19,0,0,0,6,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,7,0,0,1,0,0,1,0,0,31,0,0,0,0,0,0
2022-08-31T05,90,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,2,0,0,0,48,0,0,0,0,0,0
2022-08-31T06,83,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,8,0,0,1,0,0,2,0,1,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,7,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0
2022-08-31T07,76,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,5,0,0,1,0,0,1,0,1,21,0,0,0,0,0,0
2022-08-31T08,87,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,1,0,0,12,0,0,0,0,0,2,0,1,0,3,2,0,0,0,0,4,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,7,0,0,1,0,0,0,1,1,20,0,0,2,0,0,0
2022-08-31T09,86,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,17,0,0,0,12,0,0,0,0,0,1,0,0,0,4,4,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,2,15,0,0,1,0,1,0
2022-08-31T10,77,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,1,0,1,1,2,2,0,0,1,0,3,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,6,0,0,4,0,2,1,0,1,15,0,0,0,0,1,0
2022-08-31T11,82,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,0,0,8,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,1,3,0,0,7,0,0,7,0,2,1,0,0,19,0,0,1,0,0,0
2022-08-31T12,94,5,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,1,11,0,0,0,0,0,4,0,1,0,3,6,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,1,13,0,0,5,0,1,2,0,0,13,0,0,1,0,0,0
2022-08-31T13,129,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,21,1,0,0,16,0,0,0,0,0,1,0,0,0,10,3,0,0,0,0,3,0,0,0,1,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,1,0,1,0,1,0,1,0,0,0,4,0,1,7,0,0,9,0,2,2,0,0,17,0,0,0,0,0,0
2022-08-31T14,152,2,0,0,0,1,2,0,0,0,1,0,0,0,1,0,2,1,0,0,5,1,0,0,17,0,1,0,0,0,1,0,1,0,7,5,0,0,0,1,7,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,1,0,0,1,3,0,6,5,0,0,11,0,2,8,0,0,44,0,0,1,0,0,0
2022-08-31T15,160,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,11,1,0,0,26,0,1,0,0,0,2,0,0,0,9,7,0,0,0,0,4,0,0,0,0,2,0,11,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,2,0,2,0,0,0,0,0,3,0,5,6,0,0,11,0,2,5,0,1,24,0,0,1,0,0,0
2022-08-31T16,171,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,2,0,0,0,42,0,0,0,0,0,3,0,1,0,12,5,0,0,1,0,3,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,4,0,0,0,0,2,3,0,1,6,0,0,9,0,2,1,0,0,29,0,0,0,0,0,0
2022-08-31T17,158,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,6,2,1,0,6,0,0,0,46,1,0,0,0,0,7,0,0,0,9,5,0,0,0,0,0,2,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,5,7,0,0,5,0,2,1,0,0,19,0,0,1,1,0,0
2022-08-31T18,207,4,0,0,1,0,0,0,0,0,1,0,0,0,2,0,8,2,0,0,17,0,0,0,65,2,0,0,0,0,8,0,1,0,11,7,0,0,0,0,1,1,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,6,5,0,0,3,0,2,3,0,0,19,0,0,0,0,0,0
2022-08-31T19,183,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,4,0,0,0,54,1,0,0,0,0,7,0,0,0,9,9,0,0,0,0,3,1,0,1,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,1,0,0,0,2,0,2,0,0,2,5,1,5,6,0,0,2,0,2,0,0,0,22,0,0,0,0,0,0
2022-08-31T20,156,2,1,0,2,0,1,0,0,0,0,0,0,0,1,0,4,2,0,0,4,0,0,0,37,0,0,0,0,0,3,0,1,0,11,10,0,0,1,0,0,0,0,0,1,1,0,17,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,2,0,1,0,0,2,7,0,1,5,0,0,0,0,2,0,0,0,20,0,0,0,1,0,0
2022-08-31T21,164,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,9,3,1,0,21,2,0,0,24,0,0,0,0,0,2,0,0,0,6,6,0,0,0,0,1,0,0,1,1,1,0,10,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,1,7,0,0,0,0,1,0,0,0,36,0,0,0,1,0,0
2022-08-31T22,114,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,9,1,0,0,13,0,0,0,0,0,2,0,1,0,4,10,0,1,1,0,1,0,0,0,0,1,0,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,5,1,0,0,0,0,1,0,0,25,0,0,1,0,0,0
2022-08-31T23,111,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,14,1,0,0,4,0,0,0,14,0,0,0,0,0,0,0,1,0,3,4,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,6,0,0,0,0,0,2,0,0,38,0,0,1,0,0,0
2022-09-01T00,109,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,5,0,0,0,6,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,2,0,1,0,0,0,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,0,6,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
2022-09-01T01,98,4,0,0,2,0,1,0,0,0,0,0,0,0,3,0,13,0,0,0,5,1,0,0,7,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,38,0,0,2,0,0,0
2022-09-01T02,88,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,3,0,0,0,5,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,2,0,0,1,0,0,32,0,1,2,0,0,0
2022-09-01T03,85,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,2,0,0,1,0,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,1,5,0,0,3,0,0,1,0,2,19,0,1,0,0,0,0
2022-09-01T04,89,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,7,0,0,0,0,0,2,0,1,28,0,1,0,0,0,0
2022-09-01T05,87,3,0,0,0,0,6,0,0,0,0,0,0,0,1,0,4,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,1,8,0,0,1,0,0,0,0,0,25,0,1,0,1,0,0
2022-09-01T06,73,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,5,0,1,1,0,1,1,0,0,23,0,0,0,0,0,0
2022-09-01T07,71,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,11,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,7,1,0,2,0,0,1,0,0,14,0,0,1,0,0,0
2022-09-01T08,83,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,6,0,0,0,10,0,0,0,0,0,2,0,1,0,2,2,0,0,0,0,3,0,0,7,0,1,0,3,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,6,0,0,0,0,0,0,0,1,14,0,0,1,0,0,0
2022-09-01T09,105,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,6,0,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,9,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,2,0,0,0,0,0,0,3,0,0,6,0,0,0,0,1,1,0,1,39,0,0,0,0,0,0
2022-09-01T10,104,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,17,0,0,0,0,0,2,0,1,0,1,4,0,0,0,0,4,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,7,0,0,0,0,2,4,0,0,19,0,0,0,0,0,0
2022-09-01T11,128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,13,0,0,0,0,0,1,0,0,0,1,4,0,0,1,1,6,0,1,0,0,1,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,2,0,0,0,4,0,2,17,1,0,4,0,1,3,0,0,23,0,0,0,0,0,0
2022-09-01T12,132,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,22,0,0,0,12,0,0,0,0,0,1,0,1,0,4,3,0,0,1,1,5,0,1,0,0,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,2,0,0,0,4,0,1,19,1,0,6,0,1,4,0,0,18,1,0,1,0,0,0
2022-09-01T13,132,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,17,0,0,0,11,0,0,0,0,0,2,0,0,0,4,5,0,0,2,0,8,0,1,1,0,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,11,0,0,15,0,1,5,0,1,19,0,0,1,0,0,0
2022-09-01T14,181,1,0,0,0,0,3,0,0,1,0,0,0,0,2,0,2,2,0,0,13,0,1,0,12,0,1,0,0,0,3,0,1,0,6,5,0,0,0,0,8,0,1,0,0,1,0,10,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0,1,12,0,0,11,0,2,5,0,0,46,0,0,0,0,0,0
2022-09-01T15,123,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,14,0,0,0,0,0,1,0,0,0,7,7,0,0,0,0,1,0,0,0,2,1,0,8,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,1,5,0,0,10,0,1,3,0,0,12,0,0,1,0,0,1
2022-09-01T16,207,2,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9,1,0,0,41,2,0,0,0,0,3,0,1,0,13,8,0,0,0,0,3,0,0,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,14,0,0,0,1,0,1,0,1,0,0,0,0,0,4,0,3,9,0,0,8,0,2,3,1,0,47,0,0,0,1,0,0
2022-09-01T17,194,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,4,2,0,0,39,0,0,0,0,0,8,0,0,0,9,18,0,0,1,0,3,0,0,0,0,1,1,16,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,6,0,0,6,0,4,3,0,0,30,0,0,0,0,0,0
2022-09-01T18,194,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,4,0,0,0,47,3,0,1,0,0,7,0,1,0,7,22,0,0,1,0,1,0,2,0,0,1,0,9,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,1,0,0,0,3,0,0,0,0,0,3,1,1,8,0,0,2,0,4,2,0,1,31,0,0,0,0,0,0
2022-09-01T19,216,4,1,0,1,0,0,0,0,0,3,0,0,0,1,0,6,2,1,0,5,0,0,0,47,0,0,0,0,0,5,0,0,0,15,27,0,0,0,0,0,0,0,1,0,0,0,15,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,3,0,1,0,0,0,3,0,7,6,0,0,1,0,5,2,0,0,25,0,0,0,0,0,0
2022-09-01T20,182,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,5,0,0,0,32,0,0,0,0,0,3,0,1,0,9,21,0,0,1,0,4,0,0,0,0,2,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,1,0,0,0,2,0,1,0,0,0,4,1,0,6,0,0,1,0,4,1,0,1,34,0,0,0,0,0,0
2022-09-01T21,148,2,0,0,2,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,4,0,0,0,21,0,0,0,0,0,3,0,0,0,8,13,0,0,0,0,2,0,0,0,0,3,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,1,0,0,0,2,0,2,0,0,1,3,0,2,6,0,0,0,0,2,2,0,0,36,0,0,2,0,0,0
2022-09-01T22,121,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,10,1,0,0,12,0,0,0,10,0,0,0,0,0,4,0,1,0,8,5,0,0,2,0,3,0,0,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,6,0,0,0,0,1,2,0,0,23,0,0,2,1,0,0
2022-09-01T23,150,3,0,0,2,0,2,0,0,1,0,0,0,0,5,0,14,1,0,0,16,0,0,0,11,0,0,0,0,0,2,0,0,0,3,10,0,0,1,0,1,0,0,13,0,1,0,2,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1,6,0,0,0,0,0,3,0,0,32,0,0,2,0,0,0
2022-09-02T00,71,2,0,0,2,0,1,0,0,0,0,0,0,0,6,0,7,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0
