bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BR,BW,BY,CA,CH,CL,CM,CN,CO,CZ,DE,DK,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KG,KH,KR,KW,KZ,LA,LT,LU,MA,MD,MK,MN,MO,MT,MX,MY,MZ,NG,NL,NO,NZ,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SA,SE,SG,SK,SN,SV,SY,TH,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2022-05-24T07,99,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,8,0,0,8,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,7,0,0,0,0,3,0,5,0,0,24,0,0,0,2,0,0
2022-05-24T08,116,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,9,0,0,19,1,0,0,0,0,1,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,3,0,0,1,5,0,1,0,0,3,1,4,0,0,39,0,0,0,3,0,0
2022-05-24T09,80,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,11,1,0,0,0,0,3,0,3,3,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,4,1,3,1,0,15,0,0,0,1,0,0
2022-05-24T10,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,17,0,0,12,0,0,0,0,0,1,0,5,3,0,0,0,2,0,0,0,0,0,3,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,2,0,0,1,5,0,0,0,0,3,0,4,1,0,18,0,0,0,1,0,0
2022-05-24T11,108,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,11,0,0,17,0,0,0,0,0,0,0,4,3,0,0,0,3,0,2,1,0,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,1,0,3,0,0,1,9,0,0,0,0,3,1,8,1,0,17,0,0,0,0,1,0
2022-05-24T12,140,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,11,0,0,0,0,0,0,0,6,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,1,0,0,2,0,0,0,0,0,0,6,0,0,1,8,0,0,0,0,8,1,20,0,0,30,0,0,0,0,0,0
2022-05-24T13,134,3,0,0,1,1,2,0,0,0,0,0,0,2,0,0,5,0,0,0,12,0,0,13,0,0,0,0,0,0,0,4,9,0,0,0,13,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,1,0,3,0,0,1,5,0,0,0,0,8,2,16,0,0,16,0,0,0,0,0,0
2022-05-24T14,174,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,12,0,0,19,0,0,0,0,0,2,0,6,8,0,0,0,31,0,0,1,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,0,0,0,2,0,0,0,0,0,0,2,0,0,2,7,0,0,0,0,10,1,8,0,0,29,0,0,0,0,0,0
2022-05-24T15,155,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,1,1,0,14,0,0,22,0,0,0,0,0,2,0,6,9,0,0,0,13,0,0,0,0,1,0,0,0,0,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,5,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,10,3,5,0,0,19,0,0,0,3,1,0
2022-05-24T16,207,3,0,0,1,1,0,0,1,0,0,1,0,2,0,0,4,3,0,0,9,0,0,49,0,0,0,0,0,7,0,10,12,0,0,0,8,0,0,0,0,1,1,0,0,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,7,0,2,0,0,0,0,1,0,0,5,5,0,0,0,0,9,2,7,0,0,32,0,0,0,1,0,0
2022-05-24T17,200,2,0,0,0,4,0,0,1,0,0,2,0,3,0,0,5,2,1,0,7,0,0,60,2,0,0,0,0,9,0,7,16,0,0,0,4,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,1,2,0,0,0,0,3,1,0,6,5,0,0,0,0,10,3,3,0,0,15,0,0,0,1,0,0
2022-05-24T18,236,4,0,0,0,2,14,0,1,0,0,3,0,1,0,0,4,3,0,0,10,0,0,58,0,0,0,0,0,10,0,10,22,0,0,0,2,0,0,0,0,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,3,2,0,4,0,4,0,0,7,5,1,0,0,0,6,3,2,1,0,22,1,0,0,0,0,0
2022-05-24T19,189,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,3,0,1,15,0,0,43,0,0,0,0,0,4,0,8,19,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,1,3,0,0,0,0,4,0,0,5,6,0,0,0,0,6,2,2,0,0,19,1,0,0,1,0,0
2022-05-24T20,187,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,2,1,0,10,0,0,31,0,0,0,0,0,2,0,7,17,0,0,0,2,0,0,0,0,0,1,0,0,0,18,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,18,1,1,0,0,0,0,0,0,2,0,4,1,0,8,8,0,0,0,0,10,4,3,1,0,18,0,0,0,1,0,0
2022-05-24T21,157,2,0,0,0,1,14,0,1,0,1,0,0,2,0,0,5,1,1,0,15,0,0,14,1,0,0,0,0,1,0,7,11,0,0,0,1,0,0,1,1,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,2,0,0,5,6,0,0,0,0,2,2,1,0,0,22,0,0,0,2,0,0
2022-05-24T22,144,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,11,0,1,16,0,0,0,0,0,2,0,7,13,0,0,0,3,0,0,1,1,0,3,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,0,2,7,0,0,0,0,0,0,1,0,0,32,0,0,0,1,0,0
2022-05-24T23,137,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15,0,1,0,18,0,0,9,0,0,0,0,0,0,0,4,10,0,0,0,1,0,0,0,1,0,2,0,0,0,8,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,1,0,0,40,0,0,0,4,0,0
2022-05-25T00,127,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,15,1,1,0,17,1,0,6,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,1,0,1,0,0,0,3,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,5,0,0,40,0,0,1,1,0,0
2022-05-25T01,127,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,14,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,2,0,0,1,6,0,0,0,0,1,0,5,0,0,56,0,0,0,1,0,0
2022-05-25T02,118,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,8,1,0,0,21,0,0,3,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,1,0,5,0,0,42,0,0,0,1,0,1
2022-05-25T03,99,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,15,0,0,3,0,0,0,0,0,1,0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,1,0,2,0,0,38,0,0,0,0,0,1
2022-05-25T04,80,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,10,1,0,3,0,0,0,0,0,0,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,0,0,0,0,1,1,0,1,5,0,0,0,0,1,0,4,0,0,20,0,0,0,2,0,0
2022-05-25T05,86,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,2,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,2,0,6,0,0,17,0,0,0,0,0,0
2022-05-25T06,100,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,20,0,0,8,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,1,5,0,0,0,0,2,0,7,0,0,33,0,0,1,0,0,0
2022-05-25T07,99,3,0,0,3,1,3,0,0,0,0,1,0,0,0,0,3,0,0,0,16,0,0,13,1,0,0,0,0,0,0,6,2,0,0,0,1,0,0,1,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,1,0,7,0,0,13,0,0,0,0,0,1
2022-05-25T08,125,1,0,0,1,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,21,0,0,13,0,0,0,0,0,1,0,2,4,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,2,0,0,0,0,0,0,3,0,0,1,8,0,0,0,0,2,1,6,0,0,35,0,0,0,2,0,0
2022-05-25T09,101,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,22,0,0,14,0,0,0,0,0,4,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,2,1,1,0,1,0,0,0,0,2,0,0,1,6,0,0,0,0,2,0,6,0,0,10,0,0,0,3,0,0
2022-05-25T10,116,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,10,0,0,0,0,0,3,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,1,0,0,0,2,0,0,2,5,0,0,0,0,2,1,9,0,0,31,0,0,0,5,1,0
2022-05-25T11,105,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,7,0,0,0,0,0,2,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,3,0,1,2,0,0,0,2,0,0,3,12,0,0,0,0,6,1,8,0,0,9,0,0,0,0,1,0
2022-05-25T12,122,4,0,0,1,0,2,0,0,0,0,0,1,1,0,0,2,0,1,0,12,0,0,11,0,0,0,0,0,3,0,2,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,0,0,0,0,0,2,0,0,1,12,0,0,0,0,10,1,12,0,0,15,0,0,0,1,1,0
2022-05-25T13,106,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,3,0,0,0,13,0,0,12,0,0,0,1,0,1,0,4,4,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,9,1,6,0,0,10,0,0,0,2,1,0
2022-05-25T14,143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,8,1,0,20,0,0,0,0,0,1,0,5,5,0,0,0,13,0,1,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,0,2,0,3,0,0,2,8,0,0,0,0,13,1,13,0,0,22,0,0,0,3,0,0
2022-05-25T15,163,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,8,0,0,22,0,0,0,0,0,2,0,7,8,0,0,0,8,0,0,0,9,0,0,0,0,0,6,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,3,0,2,0,0,1,0,3,0,0,1,5,0,0,0,0,15,1,15,1,0,19,0,0,0,0,0,0
2022-05-25T16,172,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,7,1,0,39,1,0,0,0,0,4,0,8,8,0,0,0,7,0,0,1,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,2,0,2,0,0,1,1,2,0,0,2,6,0,0,0,0,14,0,6,1,0,21,0,0,0,1,0,0
2022-05-25T17,201,2,1,0,0,1,0,0,0,0,0,3,0,0,0,0,7,1,0,0,6,1,0,52,1,0,0,0,0,8,0,10,14,0,1,0,4,0,0,0,0,0,0,0,0,1,8,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,13,0,0,0,1,0,4,1,0,0,0,4,6,0,4,5,0,0,0,0,15,0,3,0,0,16,0,0,0,0,0,0
2022-05-25T18,234,3,2,0,0,3,0,0,1,0,0,2,0,0,0,1,5,0,0,0,20,0,0,55,0,0,0,0,0,7,0,6,15,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,16,2,0,0,1,0,2,2,0,4,0,2,30,0,2,5,0,0,0,0,7,0,5,0,0,21,0,0,0,1,0,0
2022-05-25T19,209,2,1,0,2,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,11,0,0,43,0,0,0,0,0,5,0,10,13,0,0,0,3,0,0,1,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,1,0,1,0,0,1,2,0,0,0,1,0,0,2,6,0,0,0,0,4,2,3,0,0,52,0,0,0,0,0,0
2022-05-25T20,180,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,7,2,1,0,12,0,0,29,0,0,0,0,0,5,0,8,15,0,0,0,2,0,0,0,0,0,0,0,0,0,23,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,1,0,2,0,3,0,0,3,6,0,0,0,0,5,4,4,0,0,21,0,0,0,1,0,0
2022-05-25T21,146,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,2,1,0,5,0,0,35,1,0,0,0,0,2,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,4,0,0,1,6,0,0,0,1,3,2,2,0,0,19,0,0,0,2,0,0
2022-05-25T22,146,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,12,1,0,0,14,0,0,27,0,0,0,0,0,1,0,5,11,0,0,0,3,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,5,0,0,0,0,0,1,2,0,0,0,3,0,0,0,7,0,0,0,0,0,2,0,0,0,29,0,0,0,1,0,0
2022-05-25T23,154,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,16,1,1,1,16,1,0,17,0,0,0,0,0,1,0,5,7,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,8,0,0,0,0,0,2,4,0,0,52,0,0,0,2,0,0
2022-05-26T00,157,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,18,0,0,12,0,0,0,0,0,1,1,3,7,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,3,0,0,2,7,0,0,0,0,0,1,3,0,0,61,0,0,0,0,1,0
2022-05-26T01,119,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,11,0,5,0,8,1,0,5,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,10,1,0,47,0,0,0,0,1,0
2022-05-26T02,164,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,10,0,0,0,36,1,0,5,0,0,0,0,0,1,0,2,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,1,0,12,1,0,61,0,0,0,0,0,0
2022-05-26T03,93,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,1,0,4,0,0,0,0,1,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,10,0,0,25,0,0,0,0,0,0
2022-05-26T04,113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,29,0,0,6,0,0,0,0,1,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,7,1,0,0,0,0,0,6,0,0,27,0,0,0,1,0,0
2022-05-26T05,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,19,0,0,6,1,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,1,0,3,0,0,19,0,0,0,3,0,0
2022-05-26T06,94,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,20,2,0,5,0,0,0,0,0,0,0,2,5,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,7,0,0,18,0,0,0,0,0,0
2022-05-26T07,108,2,0,0,1,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,24,0,0,12,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,2,0,0,3,8,0,0,0,0,1,1,12,0,0,14,0,0,0,1,0,0
2022-05-26T08,114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,9,0,0,0,0,0,2,0,5,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,4,9,0,0,0,0,4,0,15,0,0,15,0,0,0,1,0,0
2022-05-26T09,120,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,14,0,0,17,0,0,0,0,0,2,0,4,6,0,0,0,5,0,0,1,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,1,0,1,0,2,0,0,4,7,0,0,0,0,4,0,8,0,0,16,0,0,0,3,0,0
2022-05-26T10,136,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,14,0,0,15,0,0,0,0,0,2,0,6,8,0,0,0,8,0,0,0,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,2,0,1,0,0,0,0,2,1,0,1,7,0,0,0,0,8,1,14,0,0,19,0,0,0,1,0,0
2022-05-26T11,128,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,14,0,0,0,0,0,3,0,4,10,0,0,0,11,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,7,1,22,0,0,13,0,0,0,2,0,0
2022-05-26T12,152,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,8,1,0,15,0,0,0,0,0,4,0,8,6,0,0,0,8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,2,0,1,0,0,0,0,2,1,0,1,14,0,0,0,0,10,1,30,0,0,18,0,0,0,1,0,0
2022-05-26T13,162,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,4,0,1,0,13,0,0,21,1,0,0,0,0,1,0,10,5,0,0,0,29,1,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0,0,0,0,2,1,0,1,7,0,0,0,0,8,1,22,0,0,10,0,0,0,0,0,0
2022-05-26T14,195,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1,2,0,27,0,0,26,1,0,0,0,0,2,0,11,5,0,0,0,39,0,0,1,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,2,0,0,0,0,0,0,2,0,0,2,7,0,0,0,0,11,2,12,0,0,16,0,0,0,1,0,0
2022-05-26T15,178,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,16,0,0,26,1,0,0,0,0,4,0,9,10,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,2,0,0,0,0,0,0,2,1,0,2,5,0,0,0,1,18,1,13,0,0,9,0,0,0,0,0,0
2022-05-26T16,186,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,5,1,0,0,11,1,0,30,0,0,0,0,0,9,0,8,9,0,0,0,11,0,0,0,0,0,1,0,0,0,11,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,2,0,0,0,0,1,0,5,0,0,5,8,0,0,0,0,11,3,8,0,0,19,0,0,0,1,1,0
2022-05-26T17,228,2,3,0,0,2,0,0,0,0,0,2,0,3,1,0,5,3,0,0,10,0,0,52,0,1,0,0,0,11,0,8,17,0,0,0,8,0,1,0,0,0,3,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,15,0,0,0,0,0,2,0,0,4,0,9,1,0,7,7,0,0,0,0,6,2,5,1,0,21,0,0,0,0,0,0
2022-05-26T18,158,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,2,1,1,38,0,1,0,0,0,8,0,8,10,0,0,0,4,0,0,0,1,0,3,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,1,0,0,2,0,2,1,0,1,8,0,0,0,0,5,2,1,0,0,24,0,0,0,1,0,0
