bucket,total,--,AE,AL,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BM,BO,BR,BT,BW,BY,CA,CH,CL,CM,CN,CO,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GR,GT,HK,HR,HT,HU,ID,IE,IL,IN,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LA,LT,LU,MA,MD,MK,MN,MO,MT,MU,MW,MX,MY,MZ,NA,NG,NL,NO,NP,NZ,OM,PA,PE,PH,PK,PL,PT,PY,QA,RO,RS,RU,RW,SA,SE,SG,SK,SL,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA,ZM
2022-03-01T04,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,10,0,0,8,0,0,0,0,0,0,1,0,1,8,0,0,0,2,0,0,0,0,3,0,3,0,0,2,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,2,8,0,0,0,0,0,1,1,46,1,0,0,0,1,0
2022-03-01T05,112,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,8,0,0,9,0,0,0,0,0,0,1,0,2,3,0,0,0,2,0,0,0,1,0,0,1,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,2,6,0,0,3,0,0,3,3,31,0,0,0,0,1,0
2022-03-01T06,115,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,17,0,0,8,0,0,0,0,0,0,1,0,2,1,0,0,0,6,0,0,1,1,3,0,1,0,0,3,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,8,0,0,3,0,0,2,2,31,0,0,0,0,0,0
2022-03-01T07,125,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,14,0,0,12,0,0,0,0,0,0,0,0,3,2,0,0,0,6,0,0,2,0,0,0,0,0,0,3,0,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,3,5,0,0,1,0,0,0,0,30,0,0,0,3,0,0
2022-03-01T08,127,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,18,0,0,19,0,0,0,0,0,0,1,0,9,2,0,0,0,8,0,0,1,0,0,0,1,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4,0,0,2,7,0,0,4,0,1,1,1,17,0,0,0,0,0,0
2022-03-01T09,114,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,7,0,0,23,0,0,0,0,0,0,1,0,3,4,0,0,0,6,0,0,1,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,0,0,2,6,0,0,2,0,0,3,1,20,0,0,0,1,0,0
2022-03-01T10,147,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,10,0,0,17,0,0,0,1,0,0,2,0,4,9,1,0,0,12,0,0,0,0,0,0,1,0,0,5,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,3,0,5,0,0,2,8,0,0,4,0,0,6,1,25,0,0,0,1,0,0
2022-03-01T11,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,12,0,0,16,0,0,0,1,0,0,1,0,4,9,1,1,0,6,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,5,0,1,1,0,0,2,0,7,0,0,2,7,0,0,7,0,0,7,1,23,0,0,0,0,0,0
2022-03-01T12,171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,1,0,0,11,0,0,17,0,0,0,0,0,0,1,0,6,4,1,0,0,12,0,0,0,0,2,1,5,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,1,3,0,1,1,0,0,1,0,6,0,0,6,9,0,0,14,0,1,14,2,25,0,0,0,2,0,0
2022-03-01T13,162,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,8,2,0,0,6,0,0,20,0,0,0,0,0,0,1,0,5,8,0,1,0,18,0,0,0,0,0,0,5,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,3,0,0,0,0,0,2,0,5,0,0,2,8,0,0,15,0,0,4,1,23,0,0,0,0,0,0
2022-03-01T14,171,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,10,0,0,18,0,0,0,0,0,0,1,0,7,8,0,1,0,13,0,0,0,0,0,0,3,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,2,0,1,0,0,0,1,0,6,0,0,3,7,0,0,15,0,1,7,2,25,0,0,0,1,0,0
2022-03-01T15,222,1,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,7,2,0,0,13,0,0,37,0,0,0,0,0,0,1,0,17,10,0,0,0,15,0,0,0,0,0,0,3,0,0,8,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,1,0,1,0,0,0,1,0,0,0,0,0,2,0,9,0,0,3,9,0,0,15,0,0,7,2,36,0,0,0,0,0,0
2022-03-01T16,252,1,2,0,1,0,3,0,0,0,0,0,1,0,0,3,0,0,0,14,3,0,0,13,0,0,49,0,0,0,0,0,0,7,0,15,16,0,0,0,12,0,0,0,0,0,0,1,0,0,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,0,0,3,0,1,0,0,0,1,0,4,0,0,6,5,0,0,19,0,1,4,2,32,0,0,0,1,0,0
2022-03-01T17,287,1,0,0,1,0,5,0,0,0,0,0,3,0,0,3,0,0,0,8,1,0,0,8,0,0,97,0,0,0,0,0,0,6,0,13,23,0,0,0,10,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16,1,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,9,5,0,0,17,0,0,1,1,24,0,0,0,2,0,0
2022-03-01T18,374,3,0,0,1,2,2,0,0,0,0,2,2,0,0,1,0,0,0,5,6,0,0,12,0,0,177,0,0,0,0,0,0,10,0,13,22,0,0,0,13,0,0,0,0,1,0,1,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,8,5,0,0,12,0,1,0,1,29,0,0,0,0,0,0
2022-03-01T19,328,2,0,0,0,1,2,0,0,0,0,3,2,0,0,2,0,0,0,9,1,1,0,8,0,0,161,0,0,0,0,0,0,7,0,12,20,0,0,0,9,0,0,2,0,0,1,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,5,6,0,0,6,0,0,0,1,25,0,0,0,0,1,0
2022-03-01T20,236,0,0,0,0,0,1,0,0,1,0,2,2,0,0,4,0,0,0,6,1,0,0,9,0,0,81,0,0,0,0,0,0,6,0,7,18,0,0,0,3,0,0,1,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,1,5,0,0,2,0,1,0,2,34,0,0,0,1,0,0
2022-03-01T21,222,0,0,0,0,0,3,0,0,1,0,1,1,0,0,5,0,0,0,9,2,0,0,8,0,0,56,0,0,0,0,0,0,2,0,11,14,0,0,0,2,0,0,0,0,0,0,1,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,1,0,0,0,0,0,0,0,4,4,0,0,2,0,5,1,0,3,6,0,0,1,0,0,0,1,31,0,0,0,7,0,0
2022-03-01T22,209,0,0,0,0,0,2,0,0,0,0,2,1,0,0,3,0,0,0,11,2,0,0,15,1,0,33,0,0,0,0,0,0,2,0,8,10,0,0,0,0,0,0,0,0,5,0,1,0,0,14,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,0,0,2,6,0,0,3,0,1,0,1,57,0,0,1,1,0,0
2022-03-01T23,184,2,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,32,1,0,0,9,1,0,18,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,6,0,0,1,0,0,0,1,55,0,0,0,0,0,0
2022-03-02T00,182,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,35,0,1,0,13,1,0,14,1,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,1,0,0,0,0,67,0,0,0,1,0,0
2022-03-02T01,178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,0,2,0,12,0,0,13,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,1,6,0,0,2,0,0,0,1,100,0,0,0,0,0,0
2022-03-02T02,134,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,15,0,0,11,0,0,0,0,0,0,1,0,1,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,5,0,0,2,0,1,0,0,53,0,0,0,0,0,0
2022-03-02T03,122,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,1,14,0,0,8,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,5,0,0,2,0,0,0,0,53,0,0,0,1,0,0
2022-03-02T04,111,2,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,13,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,1,1,0,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,1,0,0,0,1,39,1,0,0,1,0,1
2022-03-02T05,112,1,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,1,1,5,0,0,0,13,0,0,7,0,0,0,0,0,1,1,0,1,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,8,1,0,1,6,0,0,1,0,0,2,1,28,0,0,0,1,0,1
2022-03-02T06,122,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,15,0,0,9,0,0,0,0,0,0,1,0,3,3,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,1,0,1,7,0,0,3,0,0,3,1,22,0,0,0,1,1,0
2022-03-02T07,112,1,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,11,0,0,7,0,0,0,0,0,0,1,0,3,3,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,2,0,1,9,0,0,5,0,0,0,2,24,0,0,0,0,1,0
2022-03-02T08,108,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,17,0,0,10,0,0,0,0,0,0,2,0,5,1,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,1,0,0,8,0,0,2,8,0,0,5,0,0,0,2,17,0,0,0,0,1,0
2022-03-02T09,132,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,21,0,0,0,0,0,0,1,0,6,4,0,0,0,14,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,7,0,0,4,0,0,0,1,23,0,0,0,2,0,0
2022-03-02T10,148,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,12,0,0,24,1,0,0,0,0,0,2,0,6,5,0,0,0,12,0,0,0,0,0,0,2,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,6,0,0,4,0,0,0,0,37,0,1,0,0,0,0
2022-03-02T11,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,20,0,0,0,0,0,0,1,0,10,13,0,0,0,9,0,0,0,2,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,12,0,0,3,0,0,4,2,17,0,1,0,1,1,0
2022-03-02T12,159,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,17,0,0,0,0,0,0,2,0,2,9,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,1,0,5,0,0,2,12,0,0,12,0,1,15,1,20,0,1,0,0,0,0
2022-03-02T13,214,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,12,0,0,35,1,0,0,0,0,0,1,0,6,9,0,0,0,42,0,0,0,0,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,8,1,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,4,9,0,0,16,0,1,8,0,28,0,1,0,0,0,0
2022-03-02T14,185,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,21,1,0,27,0,0,1,0,0,0,3,0,6,4,0,0,0,19,0,0,0,0,1,1,3,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,3,6,0,0,9,0,1,12,1,23,0,0,0,5,0,0
2022-03-02T15,184,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,10,1,0,38,0,0,0,0,0,0,3,0,5,9,0,1,0,12,0,0,0,0,1,1,1,0,0,8,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,5,5,0,0,21,0,1,7,1,22,0,0,0,0,0,0
2022-03-02T16,234,2,1,0,0,1,2,1,0,1,0,1,2,0,0,0,0,0,0,5,0,0,0,12,0,0,56,0,0,0,0,0,0,6,0,7,12,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,1,1,7,0,0,7,5,0,0,17,0,1,4,2,44,0,0,0,1,0,0
2022-03-02T17,265,3,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,10,2,0,0,13,0,0,89,0,0,0,0,0,0,8,0,15,12,0,0,0,6,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,0,0,17,6,0,0,13,0,2,4,2,22,0,0,0,2,0,0
2022-03-02T18,375,4,1,0,0,1,2,0,0,2,0,3,0,0,0,1,0,0,0,12,2,0,0,21,0,0,164,2,0,0,0,0,0,9,0,9,26,0,0,0,2,0,0,0,0,1,0,0,0,0,16,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,1,0,0,0,0,0,0,1,1,0,0,0,2,2,8,0,0,10,8,1,0,10,0,1,2,1,22,0,0,0,0,0,0
2022-03-02T19,356,2,1,0,0,1,3,0,0,0,0,2,0,1,0,1,0,0,0,9,4,0,0,16,0,0,144,2,0,0,0,1,0,9,1,20,20,0,0,0,5,0,0,0,0,1,1,1,0,0,11,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,1,3,2,0,0,1,0,7,0,0,5,9,0,0,4,0,2,3,2,31,0,0,0,0,0,0
2022-03-02T20,248,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,11,1,0,0,11,0,0,73,0,1,0,0,1,0,4,1,13,22,0,1,0,4,0,0,1,0,0,0,0,0,0,14,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,2,0,0,0,1,0,8,0,0,4,8,0,0,7,0,1,3,0,25,0,0,0,1,1,0
2022-03-02T21,225,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,12,3,0,0,12,0,0,44,0,0,0,0,0,0,3,0,8,16,0,1,0,2,0,0,1,0,0,0,0,0,0,25,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,1,0,0,0,1,0,1,2,0,0,1,0,7,0,0,4,5,0,0,1,0,0,2,2,42,0,0,0,0,0,0
2022-03-02T22,186,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,7,3,0,0,12,0,0,35,0,0,0,0,0,0,2,0,7,16,0,2,0,3,0,0,0,1,0,0,0,0,0,17,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,1,0,2,2,0,0,1,0,5,1,0,2,6,0,0,1,0,0,2,1,33,0,0,0,1,0,0
2022-03-02T23,147,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,16,1,0,0,15,1,0,14,0,0,0,0,0,0,1,0,3,8,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,7,0,0,1,0,0,2,0,39,0,0,0,1,0,0
2022-03-03T00,163,2,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,19,1,0,0,28,0,0,13,0,0,0,0,0,0,1,0,3,3,0,0,0,2,0,0,0,0,0,0,3,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,1,5,0,0,1,0,0,3,0,53,0,0,0,0,0,0
2022-03-03T01,148,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,21,0,0,8,0,0,0,0,0,0,3,0,8,4,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,1,5,0,0,1,0,1,3,1,50,0,0,0,1,0,0
2022-03-03T02,132,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,14,0,0,17,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,2,6,0,0,2,0,0,4,1,46,0,0,0,0,0,0
2022-03-03T03,130,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,24,0,0,8,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,2,6,0,0,1,0,0,4,0,49,0,0,0,0,0,0
2022-03-03T04,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,17,0,0,4,0,0,0,0,0,0,1,0,1,2,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,7,0,0,2,0,0,2,2,35,0,0,0,0,0,0
2022-03-03T05,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,15,0,0,5,0,0,0,0,0,0,1,0,5,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,7,0,0,6,0,0,3,1,35,0,0,0,0,0,0
2022-03-03T06,95,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,13,0,0,5,0,0,0,0,0,0,1,0,2,1,0,0,0,10,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,7,0,0,3,0,0,6,0,21,0,0,0,1,0,0
2022-03-03T07,124,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,10,0,0,8,0,0,0,0,0,0,2,0,1,1,0,0,0,4,0,0,2,0,4,0,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,2,7,0,0,6,0,0,4,2,33,0,0,0,6,0,0
2022-03-03T08,117,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,13,0,0,11,0,0,0,0,0,0,1,0,3,3,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,2,7,0,0,2,0,0,1,2,31,0,0,0,1,0,0
2022-03-03T09,123,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,15,0,0,16,0,0,0,0,0,0,1,0,9,2,0,0,0,6,0,0,0,0,0,0,3,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,9,0,0,4,0,0,2,0,23,0,0,0,1,0,0
2022-03-03T10,158,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,16,0,0,18,4,0,0,0,0,0,1,0,9,5,0,0,0,28,0,0,0,0,0,0,2,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,4,6,0,0,3,0,0,3,1,23,0,0,0,1,0,0
2022-03-03T11,143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,1,0,0,13,0,0,25,3,0,0,0,0,0,3,0,5,4,0,0,0,15,0,0,1,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,5,10,0,0,6,0,1,3,0,19,0,0,0,0,0,0
2022-03-03T12,182,2,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,18,0,0,20,3,0,0,0,0,0,2,0,4,10,0,0,0,30,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,18,0,0,9,0,0,4,2,28,0,0,0,0,0,0
2022-03-03T13,188,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,22,1,1,20,1,0,0,0,0,0,2,0,3,6,0,1,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,2,7,1,0,20,1,0,5,0,42,0,0,0,0,0,0
2022-03-03T14,167,2,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,16,1,1,18,0,1,0,0,0,0,2,0,10,2,0,0,0,15,0,0,0,0,0,0,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,5,6,1,0,14,1,0,3,1,18,0,0,0,0,0,0
2022-03-03T15,187,3,4,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,15,0,0,35,0,0,0,0,0,0,4,2,8,10,0,0,0,12,0,0,0,0,0,0,1,1,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,5,6,1,0,5,0,0,4,1,25,0,0,0,0,0,0
2022-03-03T16,193,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7,2,1,0,14,0,0,48,0,0,0,0,0,0,4,1,18,8,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,0,0,3,6,1,0,5,0,1,4,0,21,0,0,0,1,0,0
