bucket,total,--,AE,AR,AT,AU,BA,BB,BE,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CY,CZ,DE,DK,EC,EE,EG,ES,FI,FR,GB,GL,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IR,IS,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LK,LT,LU,LY,MA,MD,MK,MM,MN,MO,MT,MU,MX,MY,MZ,NA,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,QA,RO,RS,RU,RW,SD,SE,SG,SI,SK,SY,TG,TH,TN,TR,TT,TW,UA,UG,US,UY,VE,VN,ZA,ZM,ZW
2022-05-10T09,128,2,0,0,1,3,0,0,0,0,0,0,0,1,3,0,0,0,25,0,0,0,0,13,0,0,0,0,3,0,2,4,0,0,0,2,0,0,0,2,0,1,1,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,2,0,1,0,2,1,0,27,0,0,2,0,0,0
2022-05-10T10,126,1,0,1,0,3,0,0,0,0,0,0,1,0,5,0,0,0,26,0,0,0,0,13,0,0,0,0,1,0,6,4,0,0,0,2,0,0,0,2,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,2,7,0,0,0,0,1,0,1,0,2,0,0,25,0,0,1,0,0,0
2022-05-10T11,139,1,0,1,1,4,0,0,0,0,0,0,1,0,15,0,0,0,17,0,0,0,0,12,0,0,0,0,4,0,5,9,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,7,0,1,0,0,5,0,2,0,8,0,0,16,0,0,1,0,0,0
2022-05-10T12,153,1,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,13,0,0,0,0,4,0,6,6,0,0,0,7,0,0,0,1,0,1,1,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,2,6,0,0,0,0,8,0,2,0,13,0,0,39,0,0,0,0,0,0
2022-05-10T13,172,1,1,1,1,13,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,12,0,0,0,0,3,0,6,5,0,0,0,14,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,3,9,0,0,0,0,9,0,2,0,5,0,0,49,0,0,1,0,0,0
2022-05-10T14,152,2,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,8,0,0,0,0,16,0,0,0,0,4,1,6,8,0,0,0,8,0,0,0,1,0,0,5,0,0,7,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,5,6,0,0,0,0,10,0,1,0,8,0,0,24,0,0,0,0,0,1
2022-05-10T15,175,2,0,0,1,1,0,0,1,0,0,0,2,0,6,1,0,0,8,0,0,0,0,35,0,0,0,0,5,0,8,11,0,0,0,7,0,0,0,2,0,0,3,0,0,6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,6,0,0,0,0,6,0,0,0,7,0,0,32,0,0,0,0,0,0
2022-05-10T16,209,3,0,0,0,0,0,0,1,0,0,0,3,0,7,1,0,0,5,0,0,0,0,48,1,0,0,0,7,1,13,14,0,0,0,5,0,0,0,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,1,0,0,1,0,0,0,1,0,0,1,0,0,5,0,0,7,6,0,0,0,0,4,0,3,0,5,0,0,34,0,0,1,1,0,0
2022-05-10T17,219,2,0,0,1,0,0,0,1,0,0,0,1,0,4,5,0,0,5,0,0,0,0,63,0,0,0,0,8,0,9,17,0,0,0,7,0,0,0,0,0,0,3,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,14,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,5,8,0,0,0,0,13,0,2,0,1,0,0,23,0,0,1,0,0,0
2022-05-10T18,266,5,0,0,0,0,1,0,2,0,0,0,1,0,17,6,0,0,6,0,0,0,0,82,0,0,0,0,11,0,6,17,0,0,0,2,0,0,3,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,5,5,0,0,0,0,8,0,1,0,1,0,0,40,0,0,1,0,0,0
2022-05-10T19,244,4,0,0,0,13,2,0,3,0,0,0,1,0,7,6,0,0,7,0,0,0,0,51,0,0,1,0,9,1,7,19,0,0,0,3,0,0,0,0,2,0,1,0,0,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,4,9,0,0,1,0,2,0,1,0,2,0,0,32,0,0,1,0,0,0
2022-05-10T20,232,5,0,0,0,1,1,0,1,0,0,0,1,0,7,4,0,0,10,0,0,0,0,46,0,0,1,0,10,0,5,19,0,0,0,2,0,0,0,1,1,0,4,0,0,24,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,4,8,0,0,0,0,2,0,3,0,0,0,0,48,0,0,1,0,0,0
2022-05-10T21,265,2,0,3,0,0,0,0,0,0,0,0,2,0,8,1,1,0,3,3,0,0,1,26,0,0,0,0,8,0,8,9,0,1,0,1,0,0,0,1,11,0,10,0,0,19,7,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,2,0,0,2,0,3,0,0,3,6,0,0,0,0,0,0,2,0,0,0,0,105,0,0,0,0,1,0
2022-05-10T22,167,1,0,0,1,1,0,0,0,0,0,0,3,0,19,0,0,0,6,3,1,0,0,14,0,0,0,0,2,0,7,6,0,1,0,1,0,0,0,0,0,0,5,0,0,9,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,1,0,0,57,1,0,0,0,1,0
2022-05-10T23,130,2,0,0,0,0,0,0,0,0,0,0,5,0,17,0,1,0,10,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,0,0,0,0,1,0,1,0,0,0,0,53,1,0,4,0,0,0
2022-05-11T00,116,1,0,0,0,0,0,0,1,0,0,0,1,0,14,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,38,0,0,5,0,0,0
2022-05-11T01,108,2,0,2,0,2,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,0,0,1,6,0,0,0,0,2,0,0,0,1,0,0,46,1,0,0,0,0,0
2022-05-11T02,152,2,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,9,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,1,0,0,0,3,0,1,2,8,0,0,0,0,1,0,0,0,3,1,0,53,0,0,3,0,0,0
2022-05-11T03,116,4,0,2,0,1,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,0,0,5,0,0,0,0,0,1,3,9,0,0,0,5,0,0,1,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,9,0,0,0,0,1,0,0,0,2,0,0,33,0,0,2,0,0,0
2022-05-11T04,114,4,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,13,1,0,0,0,1,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,0,0,0,0,0,0,0,0,2,0,0,30,0,0,1,0,0,0
2022-05-11T05,197,2,0,0,0,19,0,0,0,0,0,0,2,0,7,0,0,0,11,0,0,0,0,5,0,0,0,0,1,0,0,15,0,0,0,2,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,10,0,0,0,0,1,0,1,0,3,0,0,100,0,0,0,1,0,0
2022-05-11T06,122,1,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,8,0,1,0,0,3,0,0,0,0,1,0,6,12,0,0,0,6,0,0,0,0,0,0,6,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,0,5,0,0,0,1,0,0,41,0,0,1,1,0,0
2022-05-11T07,136,3,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,8,0,1,0,0,9,1,0,0,0,1,0,3,3,0,0,0,11,0,0,0,0,2,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,0,0,0,1,0,5,0,0,56,0,0,1,0,0,0
2022-05-11T08,96,2,0,2,1,2,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,13,0,0,0,0,1,0,2,2,0,0,0,3,0,0,0,1,0,0,5,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,0,0,2,0,1,0,3,0,0,29,0,0,1,0,0,0
2022-05-11T09,121,3,0,1,0,4,0,0,0,0,0,0,1,0,5,0,0,0,9,0,0,0,0,13,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,1,0,0,3,0,0,6,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,2,5,0,0,0,1,5,0,1,0,0,0,0,29,0,0,0,0,0,0
2022-05-11T10,122,2,0,1,0,1,0,0,0,0,0,0,3,1,4,0,0,0,6,0,0,0,0,14,0,0,0,0,3,1,1,13,0,0,0,2,0,0,0,0,0,0,9,0,0,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,7,0,0,0,1,3,0,0,0,1,0,0,28,0,0,1,0,0,0
2022-05-11T11,137,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,10,0,0,0,0,13,0,1,0,0,5,0,0,2,0,0,0,2,0,0,0,0,1,0,9,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,12,0,0,0,0,5,0,2,0,6,0,0,39,0,0,1,0,0,0
2022-05-11T12,132,5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,9,0,0,0,0,14,0,0,0,0,1,0,3,4,0,0,0,7,0,0,0,0,0,0,5,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,14,0,0,0,0,3,0,2,0,6,0,0,33,0,0,2,0,0,0
2022-05-11T13,111,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,10,0,0,0,0,20,0,0,0,0,0,0,3,5,0,0,0,9,0,0,0,0,1,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,2,6,0,0,0,0,7,0,2,0,5,0,0,11,0,0,0,0,0,0
2022-05-11T14,189,2,0,0,0,13,0,0,0,0,0,0,0,0,6,0,1,0,12,0,0,0,0,19,0,0,0,0,4,0,12,4,0,0,0,6,0,0,0,0,0,1,1,0,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,10,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,4,8,0,0,0,0,11,0,2,0,5,0,0,48,0,0,0,0,0,0
2022-05-11T15,157,3,3,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,7,1,0,0,0,16,0,0,0,0,5,0,6,5,0,0,0,6,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,2,0,1,0,0,0,2,0,4,0,0,2,8,0,0,0,0,11,0,2,0,4,0,0,24,0,0,2,0,0,0
2022-05-11T16,222,2,9,0,0,0,0,0,1,0,0,0,1,0,11,2,0,0,6,0,0,0,0,39,0,0,0,0,6,0,10,13,0,0,0,4,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,11,6,0,0,0,0,16,0,2,0,3,0,0,32,0,0,3,0,0,0
2022-05-11T17,230,1,1,0,2,0,1,0,3,0,0,0,0,0,10,1,0,0,6,0,0,0,0,52,0,0,0,0,6,1,17,13,0,0,0,4,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,7,0,0,0,0,13,0,1,0,1,0,0,29,0,0,7,0,0,0
2022-05-11T18,262,4,0,0,1,0,1,0,3,0,0,0,0,1,12,3,0,0,11,0,0,0,0,72,0,0,0,0,11,0,8,18,0,0,0,0,0,0,0,0,0,0,4,1,0,10,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,7,6,0,0,0,0,6,0,4,0,1,0,0,36,0,0,2,0,0,0
2022-05-11T19,226,3,0,0,0,0,1,0,0,0,0,0,1,0,22,3,0,0,10,0,0,0,0,49,0,0,0,0,5,0,13,15,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,6,0,0,0,0,2,0,2,0,0,1,0,43,0,0,1,0,0,0
2022-05-11T20,163,1,0,1,1,0,1,0,0,0,0,0,0,0,8,2,0,0,11,0,0,0,0,33,0,0,0,0,2,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,7,0,0,0,0,4,0,2,0,1,0,1,19,0,0,1,0,0,0
2022-05-11T21,205,2,0,0,0,17,0,0,0,0,0,0,1,0,7,2,1,0,13,0,0,0,0,31,0,0,0,0,2,0,12,17,0,0,0,0,0,0,0,0,1,0,0,0,0,21,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,1,0,0,1,0,3,0,0,3,7,0,0,0,0,1,0,1,0,0,0,1,43,0,0,1,0,0,0
2022-05-11T22,156,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,12,0,0,0,0,13,0,0,0,0,2,0,4,13,0,0,0,0,0,0,0,1,1,0,0,0,0,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,8,0,0,0,0,1,0,2,0,0,0,0,48,0,0,0,0,0,0
2022-05-11T23,182,1,0,0,0,1,0,0,0,0,0,0,0,0,17,2,2,0,10,0,0,0,0,8,0,0,0,0,3,0,2,7,0,0,0,2,0,0,0,1,1,0,6,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,91,0,0,1,0,0,0
2022-05-12T00,141,1,0,2,0,1,0,0,0,0,0,0,0,0,12,1,2,0,14,0,0,0,0,4,0,0,0,0,1,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,1,7,0,0,0,0,1,0,0,0,1,0,0,60,0,0,1,0,0,0
2022-05-12T01,95,2,0,0,0,1,0,0,0,0,0,0,1,0,14,0,2,0,6,0,0,0,0,7,0,0,0,0,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,33,0,0,1,0,0,0
2022-05-12T02,149,1,0,0,0,1,0,0,0,0,0,0,1,0,16,0,2,0,10,0,0,0,0,3,0,0,0,0,1,0,10,3,0,0,0,1,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,7,0,0,0,0,0,0,1,0,3,0,0,57,1,0,1,0,0,0
2022-05-12T03,113,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,12,0,0,0,0,5,0,0,0,0,2,0,7,3,0,0,0,2,0,0,0,0,1,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,0,2,0,0,42,0,0,0,0,0,0
2022-05-12T04,140,1,0,0,0,1,0,0,0,0,0,0,0,0,17,0,1,0,10,0,0,0,0,6,0,0,0,0,1,0,4,2,0,0,0,9,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,1,0,0,65,0,0,1,0,0,0
2022-05-12T05,128,3,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,4,0,0,0,0,1,0,3,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,5,1,0,0,0,0,0,0,0,3,0,0,65,0,0,0,1,0,0
2022-05-12T06,87,1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,8,0,0,0,0,4,0,0,0,0,2,0,3,1,0,0,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,5,0,0,0,0,3,0,0,0,3,0,0,31,0,0,0,1,0,0
2022-05-12T07,109,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,5,0,0,0,0,2,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,7,0,0,0,0,2,0,1,0,3,0,0,38,0,0,1,0,0,0
2022-05-12T08,125,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,0,0,14,0,0,0,0,2,0,5,2,0,0,0,6,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,7,0,0,0,0,1,0,1,0,2,1,0,26,0,0,1,0,0,0
2022-05-12T09,130,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,14,0,0,0,0,16,0,0,0,0,1,0,12,3,0,0,0,5,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,0,1,7,0,0,0,0,2,0,1,0,4,1,0,38,0,0,0,0,0,0
2022-05-12T10,135,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,14,0,0,0,0,17,0,0,0,0,2,0,15,2,0,0,0,8,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,1,5,0,0,0,0,4,0,2,0,6,1,0,27,0,0,6,0,0,0
2022-05-12T11,188,2,0,0,0,1,0,0,0,0,0,0,4,0,12,0,0,0,32,0,0,0,0,13,0,0,0,0,2,0,11,2,0,0,0,23,0,0,0,0,12,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,1,0,3,0,0,3,10,0,0,0,0,4,0,2,0,6,1,0,23,0,0,1,0,0,0
2022-05-12T12,154,1,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,14,0,0,0,0,9,0,0,0,0,5,0,6,8,0,0,0,14,0,0,0,1,0,0,2,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,2,0,0,1,0,0,0,0,4,1,0,2,15,0,0,0,0,3,0,2,0,5,0,0,34,0,0,0,0,0,0
2022-05-12T13,194,2,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,37,0,0,0,0,17,1,0,0,0,4,0,16,2,0,0,0,26,0,0,1,2,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,7,0,0,0,0,15,0,1,0,7,0,0,22,0,0,0,1,0,0
2022-05-12T14,150,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,14,0,0,0,0,5,0,5,6,0,0,0,13,0,0,0,0,0,0,3,0,0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,7,0,0,0,0,17,0,2,0,6,0,0,21,0,0,0,1,0,0
2022-05-12T15,153,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,16,0,0,0,0,43,0,0,0,0,5,0,5,5,0,0,0,2,0,0,0,0,0,2,2,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,3,0,0,1,0,0,1,0,2,0,0,2,6,0,0,0,0,9,0,1,0,7,0,0,19,0,0,0,0,0,0
2022-05-12T16,239,1,2,1,2,0,0,0,1,0,0,0,1,0,5,1,3,0,14,0,0,0,0,43,0,0,0,0,9,1,24,12,0,0,0,5,0,1,0,0,0,1,1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,0,5,6,0,0,0,0,11,0,2,0,4,0,0,40,0,0,2,0,0,0
2022-05-12T17,268,1,2,0,1,0,0,0,2,1,0,0,2,0,6,2,2,0,38,0,0,0,0,70,2,0,0,0,11,1,19,14,0,0,0,5,0,0,1,0,0,1,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,5,6,0,0,0,0,7,0,2,0,1,0,0,29,0,0,3,0,0,0
2022-05-12T18,256,0,0,1,1,0,1,0,2,1,1,0,2,0,12,1,0,0,14,0,0,1,0,71,3,0,0,0,7,1,14,17,0,0,0,3,0,1,1,1,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,8,6,0,0,0,0,7,0,2,0,2,0,0,37,0,0,0,0,0,0
2022-05-12T19,252,1,0,0,1,0,1,0,1,1,0,0,3,0,16,3,0,0,24,0,0,0,0,45,0,0,0,0,3,0,10,22,0,0,0,2,0,0,2,1,1,2,0,0,0,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,3,0,0,1,0,5,0,0,3,6,0,0,0,0,3,0,3,0,0,0,0,38,0,0,2,0,0,0
2022-05-12T20,216,2,0,1,0,0,2,0,0,1,0,0,0,0,5,2,0,0,9,0,0,0,0,36,0,0,0,0,3,0,6,18,0,0,0,3,0,0,1,0,0,0,8,0,0,25,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,1,0,6,0,0,5,5,0,0,0,0,2,0,1,0,1,0,0,54,0,0,0,0,0,0
