bucket,total,--,AE,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BR,BY,CA,CF,CH,CI,CL,CM,CN,CO,CV,CY,CZ,DE,DK,DO,DZ,EC,EG,ES,FI,FR,GB,GE,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IR,IT,JO,JP,KE,KH,KR,KZ,LK,LT,LU,LV,MA,MK,MM,MO,MQ,MU,MX,MY,NA,NG,NL,NO,NP,NZ,OM,PA,PH,PK,PL,PT,PY,QA,RO,RU,RW,SE,SG,SI,SK,SV,SY,TH,TN,TR,TT,TW,TZ,UA,US,UY,VE,VN,ZA,ZM,ZW
2022-06-14T02,135,2,0,0,0,0,1,0,0,0,0,0,3,0,10,0,0,0,0,0,37,0,0,0,0,3,0,0,0,0,0,1,0,3,3,0,0,0,1,0,0,0,2,0,0,2,0,2,0,2,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,1,0,0,34,0,0,1,0,0,0
2022-06-14T03,140,1,0,0,0,0,2,0,0,0,0,0,3,0,4,0,1,0,0,0,42,0,0,0,0,3,0,0,0,0,1,1,0,3,3,0,0,0,6,0,0,0,1,2,0,0,0,1,0,3,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,7,0,0,0,0,1,0,0,0,1,0,0,40,0,0,1,0,0,0
2022-06-14T04,114,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,0,0,4,0,0,50,0,0,0,0,0,0
2022-06-14T05,104,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,1,0,2,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,0,0,0,0,2,0,1,0,4,0,0,32,0,0,1,0,0,0
2022-06-14T06,127,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,5,0,0,0,0,2,0,1,0,1,0,0,46,0,0,0,0,0,0
2022-06-14T07,77,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,8,0,0,0,0,0,0,0,0,3,0,0,21,0,0,2,0,0,0
2022-06-14T08,128,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,12,0,0,0,0,0,2,0,2,5,0,0,0,4,0,0,0,0,0,0,1,0,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,3,0,1,6,0,0,0,0,2,0,1,0,3,0,0,53,0,0,1,0,0,0
2022-06-14T09,106,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,1,0,2,7,0,0,0,5,0,0,1,1,11,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,0,0,3,0,2,9,0,0,0,0,1,0,0,0,5,0,0,19,0,0,0,0,0,0
2022-06-14T10,127,2,0,0,1,1,4,0,0,0,0,0,2,0,1,0,0,0,0,0,15,0,0,0,0,11,1,0,0,0,0,4,0,5,6,0,0,0,5,0,0,1,2,0,0,5,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,4,0,1,10,0,0,0,1,3,0,0,0,8,0,0,19,0,0,1,0,0,0
2022-06-14T11,179,3,0,0,0,1,3,0,0,1,0,0,2,0,3,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,1,0,3,4,0,1,0,6,0,0,0,0,0,0,3,0,1,0,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,0,1,0,0,2,0,1,0,0,0,1,4,0,0,10,0,0,0,0,2,0,0,0,16,0,0,57,0,0,2,0,0,0
2022-06-14T12,157,3,0,0,0,0,2,0,0,1,1,0,1,0,6,0,0,0,0,0,16,0,0,0,0,11,1,0,0,0,0,2,0,6,3,0,0,0,12,0,0,0,0,0,0,1,0,2,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,0,1,0,0,4,0,0,0,0,0,0,6,0,1,11,0,0,0,0,2,0,1,0,8,0,0,40,0,0,0,0,0,0
2022-06-14T13,134,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,1,0,5,5,0,1,0,10,0,0,0,0,0,0,0,0,1,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,5,1,1,9,0,0,0,0,6,0,1,0,15,0,0,24,0,0,0,0,0,0
2022-06-14T14,143,2,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,12,0,0,0,0,14,0,0,0,0,0,1,0,5,8,0,0,0,16,0,0,0,0,0,1,2,0,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,7,0,0,0,0,8,0,1,0,14,0,1,14,0,0,1,0,0,0
2022-06-14T15,175,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,16,0,0,0,0,25,0,0,0,0,0,1,0,8,9,0,0,0,8,0,0,0,0,0,0,1,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,1,0,0,0,0,3,0,0,0,0,0,2,5,0,1,10,0,0,0,0,10,0,1,0,10,0,0,28,0,0,0,0,0,0
2022-06-14T16,177,1,4,0,0,2,1,0,0,0,3,0,1,0,2,0,0,0,0,0,12,0,0,0,1,32,0,0,0,0,0,5,0,7,11,0,0,0,10,0,0,0,0,0,0,1,0,13,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,5,1,2,8,0,0,0,0,11,0,1,0,8,0,0,19,0,0,2,0,0,0
2022-06-14T17,230,2,0,0,0,0,0,0,0,0,4,0,3,0,4,0,2,0,0,0,14,0,0,0,1,34,0,0,0,0,0,7,0,8,13,0,0,0,5,0,0,0,0,1,0,1,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,2,0,0,0,2,4,1,2,8,0,0,0,0,10,0,2,0,6,0,0,64,0,0,0,0,0,0
2022-06-14T18,218,1,0,0,0,0,0,0,0,0,2,0,1,0,5,0,1,0,0,0,20,0,0,0,0,43,0,0,0,0,0,4,0,11,12,0,0,0,2,0,0,0,1,2,0,0,0,9,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,9,0,0,0,0,17,0,1,0,4,0,2,30,0,0,5,0,0,0
2022-06-14T19,167,1,0,0,0,0,0,0,0,0,2,0,2,0,3,0,1,0,0,0,12,0,0,0,0,33,1,0,0,0,0,6,0,7,17,0,0,0,2,0,0,1,0,0,0,1,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,7,0,0,0,0,9,0,1,0,4,0,1,20,0,0,2,0,0,0
2022-06-14T20,194,1,0,0,0,0,0,0,0,0,4,0,1,0,2,0,1,0,0,0,27,0,0,0,0,35,0,0,0,0,0,2,0,11,14,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,1,1,0,1,0,0,0,1,1,0,4,7,0,0,0,0,9,1,1,0,3,0,0,32,0,0,4,0,0,0
2022-06-14T21,160,3,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,20,0,0,0,0,22,0,0,0,0,0,1,0,7,8,0,0,0,0,0,0,0,0,0,0,1,0,16,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,1,3,0,2,7,0,0,0,0,5,1,0,0,3,0,0,34,0,0,2,0,0,0
2022-06-14T22,146,1,0,1,1,1,1,0,0,0,0,0,0,0,5,0,1,1,0,0,16,0,0,0,0,11,0,0,0,0,0,2,0,3,7,0,0,0,0,0,0,0,1,0,0,1,0,11,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,5,0,0,0,0,8,0,0,0,2,0,0,40,0,1,1,0,0,1
2022-06-14T23,179,2,0,1,0,0,16,0,0,0,0,0,4,0,8,0,0,1,0,0,42,0,0,0,0,6,0,0,0,0,0,1,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,8,0,7,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,7,0,0,0,0,3,0,0,0,3,0,3,38,0,1,1,0,0,0
2022-06-15T00,140,1,0,0,0,1,1,0,0,0,0,0,4,0,11,0,0,0,0,0,34,0,0,0,0,4,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,1,0,0,56,1,0,1,0,0,0
2022-06-15T01,91,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,7,0,0,0,0,2,0,0,0,1,0,0,27,0,0,0,0,0,0
2022-06-15T02,109,1,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,1,0,16,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,1,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,3,0,2,43,0,0,0,1,0,0
2022-06-15T03,125,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,1,17,0,0,0,0,4,0,0,0,0,0,1,0,1,3,0,0,1,2,0,0,0,2,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,7,0,0,0,0,1,0,0,0,2,0,1,60,0,0,1,0,0,0
2022-06-15T04,137,2,0,0,1,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,1,0,1,2,0,0,0,7,0,0,0,2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,6,0,0,0,0,1,0,0,0,3,0,0,70,0,0,1,0,0,0
2022-06-15T05,89,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,0,3,0,0,0,5,0,0,25,0,0,0,0,0,0
2022-06-15T06,115,1,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,4,1,0,0,0,0,1,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,0,0,0,0,0,0,0,0,4,0,0,37,0,0,1,0,0,0
2022-06-15T07,109,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,24,0,0,0,0,4,0,0,0,0,0,1,0,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,6,0,0,0,0,3,0,0,0,2,0,0,32,0,0,0,0,0,0
2022-06-15T08,105,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,22,0,0,0,0,10,0,0,0,0,0,1,0,4,5,0,0,0,3,0,0,0,2,0,0,0,1,1,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,6,0,0,0,0,1,0,1,0,5,0,1,12,0,0,3,0,0,0
2022-06-15T09,123,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,1,0,5,7,0,0,0,1,0,0,0,1,0,0,2,1,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,2,1,1,0,0,0,0,3,1,0,6,0,0,0,0,1,0,1,0,5,0,0,36,0,0,1,0,0,0
2022-06-15T10,129,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,11,1,0,0,0,0,3,0,1,5,0,0,0,3,0,0,0,1,0,0,0,0,1,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,2,0,0,0,8,0,0,32,0,0,2,0,0,0
2022-06-15T11,110,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,2,0,3,3,0,0,0,4,0,0,0,1,0,0,1,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4,1,1,8,0,0,0,0,2,0,0,0,12,0,0,20,0,0,0,0,0,0
2022-06-15T12,150,4,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,37,0,0,0,0,11,1,0,0,0,0,1,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,12,0,0,0,0,7,0,0,0,11,0,0,23,0,0,0,0,0,0
2022-06-15T13,169,1,0,0,0,1,0,0,0,0,2,0,2,0,2,0,0,1,0,1,48,0,0,0,0,9,2,0,0,0,0,1,0,5,3,0,0,0,4,0,0,0,1,10,0,0,0,2,0,16,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,13,0,0,0,0,7,0,1,0,8,0,1,14,0,0,0,0,0,0
2022-06-15T14,153,3,2,0,0,0,1,0,0,1,1,1,1,0,2,0,0,0,0,0,20,0,0,0,0,21,1,0,0,0,0,2,0,1,6,0,0,0,7,0,0,0,1,0,0,0,1,5,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,8,0,0,0,0,5,0,0,0,12,0,1,26,0,0,1,0,0,0
2022-06-15T15,199,2,3,0,1,0,0,0,0,0,3,0,1,0,4,0,1,0,0,0,33,0,0,0,0,22,0,0,0,0,0,3,0,6,9,0,0,0,8,0,0,0,0,0,0,0,1,14,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,3,1,0,0,0,4,0,2,9,0,0,0,0,6,0,1,0,9,0,0,28,0,0,2,0,0,0
2022-06-15T16,195,1,4,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,1,0,13,0,0,0,0,26,0,0,0,0,0,8,0,11,9,0,0,0,9,0,0,0,0,0,0,1,1,16,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,1,0,0,0,0,4,1,0,0,1,6,0,4,8,0,0,0,0,6,0,2,0,3,0,0,35,0,0,2,0,0,0
2022-06-15T17,208,1,1,0,0,0,2,0,0,0,5,0,2,0,9,0,1,0,0,0,11,0,0,0,0,35,0,0,0,0,0,12,0,6,8,0,0,0,4,0,0,0,0,0,0,2,0,11,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,1,0,0,0,2,6,0,5,8,0,0,0,0,7,0,2,0,5,0,0,43,0,0,0,0,0,0
2022-06-15T18,265,1,2,0,1,0,0,0,0,0,2,0,1,0,12,0,2,0,0,0,32,0,0,0,0,48,0,0,0,0,0,9,0,4,14,0,0,0,6,0,0,0,0,14,0,1,0,8,0,8,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,3,1,1,0,2,3,0,3,8,0,0,0,0,8,0,0,0,6,0,0,39,0,0,1,0,0,0
2022-06-15T19,232,1,2,0,1,0,13,0,0,0,2,1,3,0,3,0,3,0,0,0,27,0,0,0,0,32,0,0,0,0,0,6,0,9,18,0,0,0,2,0,0,0,0,2,0,2,0,12,0,7,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,0,2,1,0,0,0,5,0,3,7,0,0,0,0,4,0,0,0,7,0,0,31,0,0,1,0,0,0
2022-06-15T20,230,2,0,0,1,2,0,0,0,0,3,1,3,0,5,0,1,0,0,0,15,0,0,0,0,35,0,0,0,0,0,2,0,10,14,0,0,0,5,0,0,0,0,0,0,1,0,19,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,2,0,0,0,2,5,0,3,7,0,0,0,0,6,0,1,0,9,0,1,54,0,0,0,0,0,0
2022-06-15T21,243,2,0,0,2,2,2,1,1,0,2,0,2,0,1,0,1,0,0,0,34,0,0,0,0,39,0,0,0,0,0,2,0,5,8,0,0,0,1,0,0,0,1,0,0,1,0,17,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,2,0,0,0,1,4,0,2,11,0,0,0,0,5,0,2,0,5,0,2,59,0,0,1,0,0,0
2022-06-15T22,160,2,0,0,1,3,0,0,1,0,1,0,3,0,9,0,1,0,0,0,14,1,0,0,0,23,0,0,0,0,0,4,0,7,7,0,0,0,2,0,0,0,0,0,0,0,0,14,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,5,0,0,0,0,0,0,1,0,4,0,1,31,0,0,1,0,0,0
2022-06-15T23,145,1,0,0,0,0,1,0,0,0,0,0,1,0,11,0,1,0,0,0,8,0,0,0,0,14,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,7,0,5,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,5,0,1,7,0,0,0,0,2,0,1,0,6,0,0,40,0,0,3,0,0,0
2022-06-16T00,125,1,0,0,1,0,2,0,0,0,0,1,2,0,11,0,1,0,0,0,13,0,0,0,0,11,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,4,1,1,5,0,0,0,0,1,0,0,0,3,0,0,41,0,0,1,0,0,0
2022-06-16T01,123,1,0,0,0,1,0,0,0,1,0,0,1,0,17,0,0,0,1,0,14,0,0,0,0,4,0,0,0,0,1,2,0,0,4,0,0,0,2,0,0,0,0,0,1,1,0,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,6,0,0,0,0,1,0,0,0,6,0,0,35,0,0,1,0,0,0
2022-06-16T02,124,2,0,0,2,0,1,0,0,1,0,1,0,0,8,0,0,0,0,0,11,1,0,0,0,4,0,0,0,0,0,2,0,1,2,0,0,0,4,0,0,0,1,0,0,0,1,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,8,0,2,7,0,0,1,0,0,0,0,0,6,0,0,46,0,0,0,0,0,0
2022-06-16T03,96,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,7,0,1,7,0,0,0,0,2,0,1,0,7,0,0,35,0,0,1,0,0,0
2022-06-16T04,95,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,11,0,0,0,0,4,0,0,0,0,0,1,0,3,2,0,0,0,3,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,4,0,2,6,0,0,0,0,1,0,0,0,3,0,0,27,0,0,1,0,0,0
2022-06-16T05,84,2,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,9,0,0,0,1,2,0,0,0,0,0,1,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,0,0,0,0,1,0,0,0,2,0,0,26,0,0,0,0,0,0
2022-06-16T06,91,2,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,15,0,0,0,0,9,0,0,0,0,0,2,0,2,2,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,8,0,0,0,0,2,0,0,0,3,0,0,22,0,0,0,0,0,0
2022-06-16T07,92,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,2,0,4,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,7,0,0,0,0,1,0,1,0,4,0,0,24,0,0,1,0,0,0
2022-06-16T08,95,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,1,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,5,1,1,5,0,0,0,0,2,0,0,0,6,0,0,14,0,0,1,0,0,0
2022-06-16T09,127,1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,6,2,0,0,0,17,0,0,0,0,0,1,1,5,4,0,0,0,4,0,0,0,1,0,0,0,0,6,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,3,1,0,0,0,5,0,1,7,0,0,0,0,3,0,1,1,5,0,0,30,0,0,1,1,0,0
2022-06-16T10,138,2,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,10,1,0,0,0,14,0,0,0,0,0,2,1,2,4,0,0,0,4,0,0,0,1,0,0,2,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,2,0,1,0,0,0,0,4,0,2,8,1,0,0,0,3,0,0,0,10,0,0,31,0,0,0,1,0,0
2022-06-16T11,149,1,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,12,1,0,0,0,21,0,0,0,0,0,2,0,2,7,0,0,0,16,0,0,0,1,0,0,3,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,6,1,2,0,0,0,0,4,0,1,9,1,0,0,0,3,0,1,0,10,0,0,17,0,0,3,1,0,0
2022-06-16T12,143,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,13,1,0,0,0,14,1,0,0,0,0,1,0,6,2,0,1,0,15,0,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,3,1,0,0,0,0,1,7,1,2,14,0,0,0,0,7,0,1,0,15,0,0,16,0,0,0,0,0,0
2022-06-16T13,173,1,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,18,2,0,0,0,24,1,0,0,1,0,2,0,5,7,0,0,0,27,0,0,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,5,1,0,1,0,0,0,3,0,1,10,0,0,0,0,4,0,1,0,7,0,0,22,0,0,1,0,0,0
2022-06-16T14,166,1,0,0,0,1,1,0,0,0,0,0,3,0,8,0,0,0,0,0,13,2,0,0,0,22,0,0,0,0,0,1,0,5,5,0,0,0,13,0,0,0,1,0,0,1,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,1,0,0,0,0,6,0,2,9,0,0,0,0,12,0,0,0,8,0,0,28,0,0,0,0,0,0
2022-06-16T15,161,1,1,0,0,2,1,0,0,0,1,0,2,0,3,0,0,0,0,0,15,0,0,0,0,25,0,0,0,0,0,2,0,5,4,0,0,0,10,0,0,0,0,0,0,1,0,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,4,0,0,0,0,0,2,4,0,2,9,0,0,0,0,13,0,1,0,12,0,1,18,1,0,0,0,0,0
2022-06-16T16,195,2,4,0,1,1,0,0,0,1,1,0,1,0,3,0,1,0,0,0,13,0,0,0,0,24,0,1,0,0,2,6,1,11,7,0,0,0,12,0,0,0,3,0,0,1,0,14,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,3,0,0,0,0,0,2,4,0,4,6,0,0,0,0,14,0,1,0,11,0,1,19,0,0,0,1,0,0
