bucket,total,--,AE,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BW,BY,CA,CH,CI,CL,CM,CN,CO,CV,CY,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,GU,HK,HR,HU,ID,IE,IN,IR,IS,IT,JE,JP,KE,KG,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MK,MM,MN,MO,MQ,MU,MX,MY,MZ,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SE,SG,SI,SK,TH,TN,TR,TW,TZ,UA,US,UZ,VE,VN,ZA,ZW
2022-12-13T08,104,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,5,0,0,0,1,8,0,0,0,0,0,1,0,0,6,4,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,47,1,0,0,0,0
2022-12-13T09,94,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,4,0,0,0,0,10,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,3,0,2,1,0,1,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,11,0,0,2,0,0,1,0,0,23,1,0,0,0,0
2022-12-13T10,116,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,17,0,0,0,0,9,0,0,0,0,0,3,0,1,4,4,0,1,0,0,0,2,0,1,2,0,1,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,0,0,2,0,1,0,1,0,0,0,2,0,1,6,0,0,3,0,1,3,0,0,21,0,0,1,0,0
2022-12-13T11,101,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,1,2,0,1,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,6,0,1,1,0,0,7,0,1,17,0,0,0,0,0
2022-12-13T12,111,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,18,0,0,0,0,18,1,0,0,0,0,0,0,0,3,8,0,0,0,0,0,4,0,0,1,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,5,0,0,2,0,0,2,0,0,21,0,0,0,1,0
2022-12-13T13,138,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,15,0,0,0,1,13,1,1,0,0,0,0,0,0,6,8,0,0,0,0,0,9,0,0,1,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,0,0,47,0,0,0,0,0
2022-12-13T14,151,2,2,0,0,0,25,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,18,0,0,0,0,15,1,0,0,0,0,0,0,0,5,11,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,5,0,0,4,0,0,3,0,0,34,0,0,0,0,0
2022-12-13T15,133,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,0,0,14,0,0,0,0,18,0,0,0,0,0,2,0,0,7,6,0,0,0,0,0,5,0,0,0,0,1,0,0,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,2,0,2,0,1,0,0,1,2,0,0,7,0,0,9,0,0,3,0,0,23,0,0,0,0,0
2022-12-13T16,179,2,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,4,1,0,0,0,5,0,0,0,0,32,0,0,0,0,0,4,0,1,7,7,1,0,1,0,0,0,0,0,0,0,1,0,0,15,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,8,0,0,5,0,0,3,0,0,49,0,0,0,1,0
2022-12-13T17,212,3,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,4,2,0,1,0,3,0,0,0,0,44,0,0,0,0,0,9,0,0,10,6,0,0,0,0,0,2,0,0,0,0,1,0,0,17,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,1,0,1,0,0,1,0,2,0,1,0,2,0,1,0,2,8,0,0,0,0,1,2,0,1,55,0,0,0,2,0
2022-12-13T18,159,2,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,2,0,0,0,0,36,0,0,0,0,0,8,0,0,7,19,0,0,0,0,0,3,0,0,1,0,2,0,0,11,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,6,0,0,2,0,2,0,0,1,22,0,0,0,0,0
2022-12-13T19,199,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,0,0,0,1,0,0,0,0,40,0,0,0,0,0,8,0,0,10,19,0,0,0,0,0,4,0,0,1,0,2,1,0,10,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,2,0,1,0,1,0,3,6,0,0,1,0,2,0,0,1,55,0,0,0,0,0
2022-12-13T20,159,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,3,2,0,0,0,3,0,0,0,0,30,0,0,0,0,0,6,0,1,10,15,0,0,0,0,0,1,0,0,1,0,1,0,0,22,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,1,25,0,0,2,0,0
2022-12-13T21,148,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,1,0,1,1,0,0,0,23,0,0,0,0,0,5,0,1,15,14,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,24,0,0,0,0,0
2022-12-13T22,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,10,2,0,0,0,25,0,0,0,0,0,2,0,1,10,12,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,5,0,0,0,0,1,1,0,0,25,0,0,2,0,0
2022-12-13T23,135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,14,0,0,0,0,16,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,3,0,0,0,25,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,21,0,0,3,0,0
2022-12-14T00,125,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,19,1,0,0,0,7,0,0,0,0,0,2,0,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,36,0,0,3,0,0
2022-12-14T01,184,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,16,0,0,0,0,7,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,19,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7,0,0,2,0,0,2,0,0,64,0,0,1,0,0
2022-12-14T02,109,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,19,1,0,0,0,3,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,3,0,0,45,0,0,2,0,0
2022-12-14T03,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,14,0,0,0,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,55,0,0,1,0,0
2022-12-14T04,56,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,22,0,0,0,0,0
2022-12-14T05,82,2,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,4,0,0,0,0,5,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,18,0,0,0,0,0
2022-12-14T06,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,4,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,21,0,0,0,0,0
2022-12-14T07,55,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,1,0,0,0,0,0,21,0,0,0,0,0
2022-12-14T08,57,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,16,0,0,0,0,0
2022-12-14T09,91,3,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,12,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,4,0,0,1,0,3,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,6,0,0,1,1,1,3,0,0,20,0,0,0,0,0
2022-12-14T10,129,2,0,0,0,0,23,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,17,0,0,0,0,15,0,0,0,0,0,1,0,0,5,7,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,1,0,1,1,0,0,4,0,0,5,0,0,3,1,1,1,0,0,19,0,0,0,0,0
2022-12-14T11,105,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,15,0,0,0,0,11,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,2,0,1,0,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,3,0,0,0,1,0,1,0,3,0,0,8,0,0,1,1,1,1,0,0,19,0,0,0,0,0
2022-12-14T12,112,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,21,1,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,9,0,0,5,0,2,4,0,0,21,0,0,1,0,0
2022-12-14T13,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,0,0,0,0,12,0,1,0,0,0,1,0,0,5,5,0,0,0,0,0,4,0,0,0,0,1,2,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,2,0,3,0,0,9,1,0,4,0,0,6,0,0,41,0,0,1,2,0
2022-12-14T14,127,6,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,21,0,0,0,0,12,0,0,0,0,0,1,0,0,7,6,0,0,0,0,0,3,0,0,0,0,1,2,0,7,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,7,1,0,4,0,2,3,0,0,23,0,0,0,1,0
2022-12-14T15,148,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,12,0,0,0,0,25,0,0,0,0,0,1,0,0,5,7,0,0,0,0,0,6,0,0,0,0,2,0,0,9,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,1,12,1,0,11,0,1,3,0,1,24,0,0,0,1,0
2022-12-14T16,178,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,29,1,0,0,0,0,3,0,0,9,12,0,0,1,0,0,3,1,0,0,0,2,0,0,12,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,11,0,0,13,0,1,0,0,0,51,0,0,0,0,0
2022-12-14T17,206,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,2,4,0,0,0,2,1,0,0,0,32,1,0,0,0,0,6,0,1,9,12,1,0,1,0,0,2,0,0,0,0,1,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,11,0,0,11,0,0,1,0,0,75,0,0,0,0,0
2022-12-14T18,170,2,0,0,0,2,0,0,1,1,3,0,0,1,0,0,0,4,3,0,0,0,2,1,0,0,0,35,0,0,0,0,0,8,0,0,11,10,1,0,0,0,0,2,0,0,1,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,3,5,0,0,6,0,0,0,0,0,31,0,0,1,0,0
2022-12-14T19,182,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,10,2,0,1,0,6,0,0,0,0,43,0,0,0,0,0,3,0,0,3,15,1,0,0,0,0,4,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,5,7,0,1,2,0,1,0,0,0,46,0,0,0,0,0
2022-12-14T20,155,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,30,0,0,0,0,0,6,0,0,7,17,0,0,0,0,0,2,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,0,0,2,0,3,0,2,7,0,0,3,0,1,1,0,0,35,0,0,0,0,0
2022-12-14T21,230,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,7,4,0,0,1,4,0,0,0,0,29,0,0,0,0,0,4,1,1,11,15,0,0,0,0,0,4,0,0,0,48,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,1,0,1,0,1,0,3,0,2,10,0,0,4,0,0,0,0,0,36,0,0,1,0,0
2022-12-14T22,247,2,0,0,0,0,34,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,1,1,7,14,0,0,0,0,0,3,0,0,0,47,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,1,2,2,0,3,7,0,0,3,0,1,0,0,0,57,0,0,1,0,1
2022-12-14T23,281,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,0,10,0,0,0,0,0,1,1,0,3,16,0,0,0,0,0,4,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,1,0,3,0,3,9,0,0,1,0,0,0,0,0,193,0,0,0,0,1
2022-12-15T00,139,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,1,3,11,0,0,0,0,0,3,1,0,1,0,2,0,0,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,7,0,0,1,1,0,1,0,0,50,0,0,1,0,1
2022-12-15T01,150,2,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,15,1,1,0,0,6,0,0,0,1,5,0,0,1,0,0,0,0,0,2,10,0,0,0,0,0,2,1,0,2,0,3,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,8,0,0,1,1,0,1,0,0,57,0,0,1,0,0
2022-12-15T02,116,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,15,0,1,0,0,8,0,0,0,1,2,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,1,2,0,1,6,0,0,0,0,0,0,0,0,46,0,0,1,0,0
2022-12-15T03,154,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,1,1,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,1,1,1,0,0,1,0,0,5,0,1,8,0,0,1,0,0,0,0,0,69,0,0,2,0,0
2022-12-15T04,114,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,1,2,1,0,0,0,1,0,0,2,0,2,7,0,0,1,0,1,0,0,0,40,0,0,3,0,0
2022-12-15T05,108,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,8,0,0,3,0,0,2,0,1,37,0,0,3,0,0
2022-12-15T06,61,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,7,0,0,1,0,1,1,0,0,17,0,0,2,0,0
