bucket,total,--,AD,AE,AR,AT,AU,BA,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GM,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IR,IS,IT,JP,KE,KH,KR,KZ,LB,LK,LT,LU,LY,MA,MK,MM,MO,MT,MX,MY,MZ,NL,NO,NP,NZ,PE,PH,PK,PL,PS,PT,PY,QA,RE,RO,RS,RU,RW,SC,SE,SG,SI,SK,SV,TH,TN,TR,TT,TW,TZ,UA,US,UY,VE,VI,VN,ZA,ZW
2022-02-22T10,125,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,16,0,0,0,22,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,8,0,0,0,1,0,0,3,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,10,0,0,1,7,0,1,0,4,0,0,0,0,0,1,22,0,0,0,0,0,0
2022-02-22T11,142,1,0,2,0,1,0,0,0,0,0,2,1,2,0,0,0,0,25,0,0,0,22,0,0,0,0,0,0,1,0,0,5,7,0,0,0,0,10,0,0,0,0,0,0,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1,0,0,0,2,0,0,0,0,0,0,0,1,0,9,0,0,4,7,0,0,0,2,0,0,0,0,0,0,16,0,0,0,1,0,0
2022-02-22T12,186,0,0,3,1,1,0,0,0,0,0,1,1,2,0,0,0,0,59,0,0,0,29,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,4,0,0,0,0,0,0,0,1,0,5,0,0,4,6,0,0,0,2,0,1,0,9,0,2,21,0,0,0,0,0,0
2022-02-22T13,157,0,0,7,1,0,1,0,0,0,0,5,0,5,1,0,0,0,19,0,0,0,30,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,1,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,5,0,1,0,0,0,0,0,1,0,7,0,0,3,7,0,0,0,4,0,2,0,1,0,0,21,0,0,0,0,0,0
2022-02-22T14,176,2,0,4,0,2,0,0,0,0,0,3,0,10,1,0,0,0,12,0,0,0,49,0,0,0,1,0,0,2,0,0,4,7,0,0,0,0,11,0,0,0,1,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,2,8,0,0,0,8,0,0,0,2,0,2,13,0,0,0,0,0,0
2022-02-22T15,196,0,0,2,0,1,0,1,0,2,0,2,0,8,1,0,0,0,16,0,0,0,41,0,0,0,0,0,0,1,0,0,8,6,0,0,0,0,14,0,0,0,0,1,0,3,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,3,0,2,0,1,0,0,0,1,0,6,0,0,6,5,0,0,0,13,0,0,0,2,0,2,20,0,0,0,6,0,0
2022-02-22T16,232,0,0,2,2,2,0,1,0,1,0,1,0,13,2,0,0,0,13,0,0,0,59,0,0,0,0,0,0,4,0,0,17,10,0,0,0,2,11,0,0,0,0,2,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,2,0,1,0,1,0,0,0,1,0,5,0,0,7,5,0,0,0,8,0,0,0,0,0,2,25,0,0,0,0,0,0
2022-02-22T17,322,1,1,2,2,1,0,1,4,1,0,1,0,14,1,0,0,0,7,0,0,1,143,0,0,0,0,0,0,5,0,0,15,15,0,0,0,2,7,0,0,0,0,1,0,0,0,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,2,0,1,0,0,0,2,1,5,0,0,8,8,0,0,0,11,0,2,0,3,0,1,20,0,0,0,1,0,0
2022-02-22T18,481,1,0,2,1,2,0,1,5,1,0,1,0,4,3,0,0,0,11,1,0,1,283,0,0,0,0,0,0,5,0,0,18,23,0,0,1,0,4,0,0,0,0,1,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,12,7,0,0,0,7,0,2,0,1,0,2,27,0,0,0,0,1,0
2022-02-22T19,384,0,0,2,0,3,0,0,2,1,0,2,0,10,1,0,0,0,12,0,0,0,207,0,0,0,0,0,0,8,0,0,13,19,0,0,0,0,2,0,0,1,1,1,0,1,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,25,2,0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,0,10,6,0,0,0,2,0,2,0,1,0,1,25,0,0,0,1,0,0
2022-02-22T20,311,2,0,2,1,3,0,1,6,1,0,4,0,16,2,0,0,0,12,0,0,0,118,0,0,0,0,0,0,8,0,0,6,24,0,0,0,0,0,0,0,1,0,1,1,3,0,0,22,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,0,0,1,0,0,0,1,0,1,1,0,0,1,0,5,0,0,4,6,0,0,0,4,0,2,0,0,0,0,27,0,0,0,0,0,0
2022-02-22T21,240,0,0,2,2,2,0,1,1,1,0,5,0,15,2,0,0,0,10,0,0,0,79,0,0,0,0,0,0,5,0,0,7,16,0,1,1,0,0,0,0,0,0,1,0,1,0,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,2,1,0,0,1,0,5,0,0,2,9,0,0,0,4,0,2,0,0,0,0,26,0,0,0,2,0,0
2022-02-22T22,182,2,0,2,0,1,0,1,1,1,1,2,0,9,2,0,1,0,16,0,0,0,36,0,0,1,0,0,0,7,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,0,0
2022-02-22T23,190,1,0,2,0,0,0,1,0,1,0,4,0,44,1,0,0,0,12,0,0,0,22,0,0,0,0,0,0,2,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,0,0,2,6,0,0,0,1,0,0,1,0,0,1,36,0,0,0,0,0,0
2022-02-23T00,151,1,0,2,0,0,1,0,0,1,0,1,0,36,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,2,5,0,0,0,2,0,0,0,0,0,1,46,0,0,0,1,0,0
2022-02-23T01,148,0,0,2,0,1,0,0,0,1,0,0,0,24,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,1,1,0,1,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,1,0,0,0,1,0,4,0,0,2,6,0,0,0,0,0,0,0,0,0,1,56,0,0,0,0,0,0
2022-02-23T02,145,0,0,2,0,0,2,0,0,1,0,1,0,18,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,3,1,0,0,0,1,0,0,0,1,0,6,0,0,2,6,0,0,0,0,0,0,0,1,0,1,54,1,0,0,1,0,0
2022-02-23T03,121,2,0,2,0,0,2,0,0,1,0,0,0,14,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,5,0,0,0,0,0,0,0,0,0,3,45,1,0,0,2,0,0
2022-02-23T04,116,0,0,2,1,0,0,0,0,1,0,0,0,8,0,0,0,0,14,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,2,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,2,1,1,1,0,0,0,0,0,0,1,0,7,0,0,2,5,0,0,0,0,0,0,0,0,0,2,41,0,0,0,1,0,0
2022-02-23T05,103,1,0,2,2,0,3,0,0,2,0,0,0,3,0,0,0,0,15,0,0,0,5,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,6,0,0,3,5,0,0,0,0,0,0,0,0,0,0,33,0,0,0,2,0,0
2022-02-23T06,89,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,0,0,0,4,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,5,0,0,1,5,0,0,0,3,1,0,0,1,0,1,23,0,0,0,0,0,0
2022-02-23T07,100,0,0,2,1,0,1,0,0,0,0,1,0,3,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,2,0,2,0,2,0,0,0,0,0,1,0,5,0,0,1,6,0,0,0,4,1,0,0,0,0,2,19,0,0,0,0,0,0
2022-02-23T08,117,1,0,2,2,0,0,0,0,0,0,4,0,4,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,7,0,0,0,2,0,0,2,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,5,0,0,0,0,0,1,0,1,0,1,24,0,0,0,3,0,0
2022-02-23T09,130,3,0,2,1,1,5,0,0,0,0,3,0,2,0,0,1,0,13,0,0,0,26,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,1,0,0,0,0,0,0,2,0,6,0,0,1,6,0,0,0,2,0,1,0,0,0,1,21,0,0,0,0,0,0
2022-02-23T10,139,0,0,3,0,0,2,0,0,1,1,1,0,2,1,0,0,0,18,0,0,0,24,0,0,0,0,0,0,1,0,0,13,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,3,1,0,0,0,0,0,0,1,0,6,0,0,2,8,0,0,0,2,0,1,0,1,0,1,15,0,0,0,0,0,0
2022-02-23T11,143,0,0,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,13,0,0,0,24,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,12,0,0,0,1,0,0,1,0,0,5,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,1,0,10,0,0,2,13,0,0,0,2,0,0,0,2,0,0,18,0,0,0,0,0,0
2022-02-23T12,167,1,0,1,2,1,0,0,0,0,0,1,0,6,1,0,0,0,12,1,0,0,23,0,0,0,0,0,0,4,0,0,9,8,0,0,0,0,9,0,0,0,1,0,0,2,0,0,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,2,15,0,0,0,4,0,1,0,8,1,1,22,0,0,0,2,0,0
2022-02-23T13,175,0,0,2,0,1,0,0,0,0,0,1,0,7,1,0,0,0,19,1,0,0,24,0,0,0,0,0,0,1,0,0,9,11,0,0,0,0,12,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,12,1,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,2,7,0,0,0,11,0,0,0,4,0,1,25,0,1,0,0,0,0
2022-02-23T14,172,0,0,4,0,0,2,0,0,0,0,0,0,3,1,0,0,0,22,0,0,0,29,0,0,0,0,0,0,1,0,0,9,7,0,0,0,0,8,0,2,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,3,8,0,0,0,9,0,1,0,11,0,0,22,0,0,0,0,0,0
2022-02-23T15,184,0,0,2,0,0,0,1,0,0,0,3,0,3,1,1,0,0,13,0,0,0,44,0,0,0,0,0,0,0,0,1,7,13,0,0,0,0,4,0,2,0,0,1,2,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,2,7,0,0,0,15,0,1,0,1,0,0,19,0,0,0,0,0,0
2022-02-23T16,237,1,0,1,0,1,0,1,1,1,0,2,0,6,1,1,0,0,11,0,0,0,81,1,0,0,0,0,1,0,0,1,10,14,0,0,0,1,5,0,2,0,0,0,3,0,0,0,15,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,17,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,2,5,0,0,0,14,0,3,0,0,0,2,23,0,0,0,0,0,0
2022-02-23T17,344,0,0,1,0,1,0,1,0,0,1,3,0,10,4,0,0,0,11,0,0,0,171,1,0,0,0,0,0,3,0,0,20,9,0,0,1,0,3,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,2,0,2,0,2,0,0,0,1,0,5,1,0,17,5,0,0,0,8,0,2,0,1,0,2,23,0,0,0,0,0,0
2022-02-23T18,554,0,0,1,0,5,0,1,3,1,1,3,0,8,5,0,0,0,11,0,0,0,332,2,0,0,0,0,0,7,0,0,18,22,0,0,1,0,3,0,1,1,0,0,0,1,0,0,17,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,33,1,0,0,0,1,0,0,0,1,0,0,0,1,0,6,0,0,20,6,1,0,0,4,0,1,0,0,0,0,24,0,0,0,1,0,1
2022-02-23T19,463,1,0,2,0,3,0,0,2,0,0,2,0,14,5,0,0,0,8,0,0,0,239,2,0,0,0,0,0,6,0,0,12,33,0,0,1,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,3,0,0,0,0,0,1,0,1,0,0,0,1,0,6,0,0,8,6,0,0,0,7,0,2,0,0,0,2,31,1,0,0,2,0,1
2022-02-23T20,290,0,0,1,2,1,0,0,1,0,0,1,0,7,6,0,0,0,10,0,0,0,118,2,0,0,0,0,0,3,0,0,7,31,0,0,0,0,0,0,0,1,0,2,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0,0,0,0,0,3,0,3,0,0,0,1,0,4,0,0,1,7,0,0,0,3,0,1,0,0,0,2,21,0,0,0,0,0,0
2022-02-23T21,267,0,0,2,2,1,0,0,1,0,1,0,0,11,4,0,0,0,16,0,0,0,79,0,0,0,0,0,0,4,1,0,10,18,0,0,0,0,0,0,0,1,0,1,0,1,0,0,25,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,1,0,2,0,1,0,0,0,2,0,3,0,0,2,8,0,0,0,8,0,0,0,0,0,0,36,0,1,0,1,1,0
2022-02-23T22,230,3,0,1,1,0,2,0,0,0,0,2,0,11,2,0,0,0,10,0,0,1,50,0,0,0,0,0,0,4,0,0,7,14,0,0,0,0,1,0,0,1,0,0,0,2,0,0,16,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,2,0,0,0,1,0,6,0,1,6,7,0,0,0,7,0,0,0,0,0,0,44,0,1,0,1,1,0
2022-02-23T23,167,0,0,1,1,0,0,0,0,0,0,3,0,31,2,0,1,0,11,0,0,0,23,0,0,0,0,0,0,1,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,2,0,0,0,2,0,3,0,0,2,6,0,0,0,5,0,0,0,0,0,1,38,0,0,0,1,0,0
2022-02-24T00,161,0,0,1,1,0,0,0,0,0,0,5,0,22,0,0,1,0,9,1,0,0,12,1,0,0,0,0,0,1,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,4,5,0,0,0,3,0,1,0,1,0,1,56,0,0,0,1,0,0
2022-02-24T01,174,2,0,1,0,0,0,0,0,0,0,3,0,18,1,0,1,0,11,0,0,0,11,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,9,0,0,0,4,0,0,0,0,0,0,79,0,0,0,0,0,0
2022-02-24T02,179,1,0,2,2,1,0,0,0,0,0,3,0,14,0,0,1,0,18,1,0,0,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,0,1,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,1,0,0,0,0,0,1,0,5,0,0,2,9,0,0,0,1,0,0,0,0,0,2,70,0,0,0,5,0,0
2022-02-24T03,131,0,0,1,2,0,0,0,0,0,0,3,0,16,0,0,1,0,15,1,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,1,0,0,4,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0,1,44,0,0,0,2,0,0
2022-02-24T04,124,0,0,1,0,0,1,0,0,0,0,2,0,8,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,0,0,0,0,8,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,0,0,1,6,0,0,0,0,0,0,0,0,0,1,51,0,0,0,1,0,0
2022-02-24T05,124,2,0,1,0,0,3,0,0,0,0,0,0,3,1,0,0,0,8,0,0,0,8,2,0,0,0,0,0,0,1,0,12,3,0,0,0,0,9,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0
2022-02-24T06,95,2,0,1,0,0,3,0,0,0,0,0,0,3,1,0,0,0,6,0,0,0,8,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,1,7,0,0,0,2,0,0,0,0,0,1,24,0,0,0,2,1,0
2022-02-24T07,92,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,1,7,0,0,0,4,0,0,0,0,0,1,23,0,0,0,1,0,0
2022-02-24T08,99,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,1,0,4,0,0,1,6,0,0,0,3,0,0,0,1,0,0,29,0,0,0,1,0,0
2022-02-24T09,114,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,9,0,0,0,0,3,1,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,5,0,0,0,3,0,0,0,1,0,1,19,0,0,0,0,0,0
2022-02-24T10,153,0,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,23,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,28,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,4,7,0,0,0,11,0,0,0,0,0,0,17,0,0,0,1,0,0
2022-02-24T11,128,1,0,2,0,1,1,0,0,0,0,3,0,2,0,0,1,0,5,0,0,0,22,2,0,0,0,0,0,0,0,2,5,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,1,0,0,0,0,0,6,0,0,2,7,0,0,0,2,0,0,0,3,0,1,17,0,0,0,3,0,0
2022-02-24T12,156,0,0,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,5,0,0,0,24,4,0,0,0,0,0,1,0,1,3,5,0,0,0,0,23,0,0,0,1,0,1,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,3,11,0,0,0,2,0,1,0,6,0,3,25,0,0,0,2,0,0
2022-02-24T13,133,0,0,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,8,0,0,0,24,0,0,0,0,0,0,1,0,0,8,5,0,0,0,0,13,0,0,0,1,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,2,10,0,0,0,2,0,0,0,2,0,0,17,0,0,0,0,0,0
2022-02-24T14,142,1,0,2,0,0,0,0,1,0,0,1,0,10,0,0,0,0,12,0,0,0,34,0,0,0,0,0,0,1,0,0,10,3,0,0,0,0,13,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,2,0,0,0,0,0,0,0,3,0,0,2,9,0,0,0,4,0,1,0,3,0,1,12,0,0,0,0,1,0
2022-02-24T15,221,0,0,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,51,0,0,0,0,0,0,2,0,1,10,11,0,0,0,0,5,0,0,0,0,0,1,1,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,2,0,1,0,1,1,0,0,1,0,4,0,0,4,6,0,0,0,10,0,1,0,2,0,0,55,0,0,0,0,0,0
2022-02-24T16,276,0,0,0,0,0,0,1,1,0,0,4,0,8,1,0,0,1,11,0,0,0,85,0,1,0,0,0,0,4,0,3,17,12,0,0,0,0,5,0,2,0,0,0,0,2,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,0,1,1,0,1,0,5,0,0,3,7,0,0,0,9,0,1,0,0,0,3,33,0,0,0,1,0,0
2022-02-24T17,352,2,0,0,0,1,0,1,2,1,0,1,0,6,1,0,0,0,18,0,0,0,137,0,1,0,0,0,0,10,0,3,17,13,0,0,0,0,6,0,0,1,0,0,0,0,0,0,25,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,1,0,2,0,0,0,1,0,4,0,0,14,5,0,0,0,10,0,2,0,1,0,2,31,0,0,0,1,1,0
2022-02-24T18,464,1,0,0,0,4,0,1,2,1,1,0,0,7,3,0,0,0,23,0,0,0,264,0,0,0,0,0,0,7,0,0,14,13,0,0,0,0,4,0,0,2,0,0,0,1,0,0,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,18,6,0,0,0,6,0,1,0,1,0,0,28,0,0,0,2,0,0
2022-02-24T19,435,0,0,1,0,1,1,0,3,1,1,0,0,15,2,0,0,0,15,0,0,0,238,0,0,0,0,0,0,5,0,0,9,22,0,0,0,0,3,0,0,2,0,2,1,4,1,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,7,0,0,0,4,0,2,0,0,0,2,35,0,0,0,5,0,0
2022-02-24T20,250,0,0,0,0,3,1,0,4,0,0,1,0,6,3,0,0,0,15,0,0,0,90,0,0,0,0,0,0,3,0,0,11,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,7,0,0,0,2,0,3,0,0,0,1,27,0,0,0,0,0,0
2022-02-24T21,243,1,0,0,1,2,0,0,1,0,0,2,0,11,3,0,0,0,14,0,0,0,48,0,0,0,0,0,0,1,0,1,12,19,0,0,0,0,1,0,0,0,1,3,0,3,0,0,17,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,1,0,2,0,0,0,0,0,6,0,0,0,6,0,1,0,5,0,1,0,0,0,1,52,0,0,0,2,0,0
2022-02-24T22,196,0,0,0,0,1,0,0,4,0,0,4,0,13,3,0,0,0,11,0,0,0,33,0,0,0,0,0,0,1,0,0,9,17,0,0,0,0,2,0,0,0,1,0,0,3,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,3,6,0,0,0,5,0,0,0,0,0,2,35,0,0,0,0,0,0
2022-02-24T23,177,0,0,0,0,1,0,1,1,0,0,1,0,11,2,0,0,0,13,0,0,0,19,0,0,0,0,0,0,2,0,1,5,8,0,0,0,0,1,0,0,0,1,1,0,2,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,0,0,2,9,0,0,0,4,0,0,0,1,0,1,58,0,0,0,1,0,0
2022-02-25T00,188,1,0,0,2,0,0,0,0,0,0,1,0,29,2,0,0,0,12,1,0,0,12,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,4,8,0,0,0,1,0,0,0,1,0,1,72,0,0,0,1,0,0
