bucket,total,--,AE,AM,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,BZ,CA,CH,CL,CM,CN,CO,CV,CY,CZ,DE,DK,DO,DZ,EC,EG,ES,ET,FI,FR,GB,GE,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KH,KR,KZ,LK,LT,LV,LY,MA,ME,MK,MM,MO,MW,MX,MY,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,QA,RE,RO,RS,RU,RW,SA,SD,SE,SG,SI,SK,SY,TH,TN,TR,TW,UA,US,UY,UZ,VE,VI,VN,ZA,ZM,ZW
2022-07-26T03,92,1,0,0,2,0,2,0,0,0,0,0,1,0,0,10,1,0,0,8,0,0,1,0,3,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,0,2,0,0,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,2,6,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,1,0
2022-07-26T04,85,3,0,0,1,0,0,0,0,0,0,1,1,0,0,8,0,0,0,7,0,0,0,0,4,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0
2022-07-26T05,95,3,0,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,8,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0
2022-07-26T06,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,5,0,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,8,0,0,0,1,0,0,4,2,19,0,0,0,0,0,0,0,0
2022-07-26T07,121,1,0,0,0,0,17,0,0,0,0,0,1,0,0,9,0,0,0,8,0,0,0,0,8,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,6,0,0,0,0,0,0,3,1,48,0,0,0,0,0,0,0,0
2022-07-26T08,84,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,4,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,3,5,0,0,0,1,0,1,2,0,21,0,0,0,0,0,0,0,0
2022-07-26T09,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,14,1,0,0,0,8,0,0,0,0,0,1,0,0,2,2,0,0,0,4,0,0,2,0,0,5,0,0,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,0,2,8,0,0,0,2,0,0,2,0,29,0,0,0,0,0,0,0,1
2022-07-26T10,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,8,0,0,0,0,0,1,0,0,9,2,0,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,6,0,0,0,3,7,0,0,0,2,0,0,3,0,43,0,0,0,0,0,0,0,0
2022-07-26T11,88,1,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,10,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,0,0,1,0,0,8,0,16,0,0,0,0,0,0,0,0
2022-07-26T12,135,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,10,0,0,0,0,0,2,0,0,6,3,0,0,0,6,0,0,0,0,0,3,0,0,3,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,2,0,0,0,3,6,0,0,0,3,0,1,4,0,51,0,0,0,0,0,0,0,0
2022-07-26T13,136,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,16,0,0,0,0,0,1,0,1,2,3,0,1,0,2,0,0,0,0,0,4,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,4,0,0,0,3,7,0,0,0,7,0,0,2,1,44,0,0,0,0,0,0,0,0
2022-07-26T14,131,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,9,1,0,0,0,17,0,0,0,0,0,1,0,0,3,1,0,0,0,3,0,0,1,0,0,3,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,1,12,0,0,0,0,0,5,0,0,0,1,1,0,0,2,0,3,0,0,0,6,6,0,0,0,9,0,1,4,0,20,0,0,0,0,0,0,0,0
2022-07-26T15,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,2,0,0,1,38,0,0,0,0,0,2,0,0,4,6,0,0,0,1,0,0,0,10,0,0,0,0,12,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,3,8,0,0,0,9,0,1,5,0,41,0,0,0,0,1,0,0,0
2022-07-26T16,173,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,12,1,0,0,1,29,1,0,0,0,0,6,0,0,9,4,0,0,0,4,0,0,0,0,0,1,0,0,8,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,2,9,0,0,0,9,0,0,3,0,39,0,0,0,0,1,0,0,0
2022-07-26T17,201,2,0,0,2,0,0,0,0,2,0,0,2,0,0,7,2,0,0,17,0,0,0,0,44,1,0,0,0,0,7,0,0,9,12,0,1,0,3,0,0,0,0,0,2,0,1,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,12,0,0,0,5,0,1,1,0,24,0,0,0,0,3,0,0,0
2022-07-26T18,194,3,0,0,1,0,0,0,0,2,0,0,4,0,0,4,3,0,0,8,1,0,0,0,44,0,0,0,0,0,3,0,0,6,12,0,1,0,0,0,0,0,0,0,5,0,1,10,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,1,0,0,0,4,0,0,0,2,0,0,0,1,0,6,0,0,0,7,6,0,0,0,3,0,0,1,0,32,0,0,0,0,1,0,0,0
2022-07-26T19,160,2,0,0,0,1,0,0,0,2,0,0,2,0,0,7,0,0,0,6,0,0,0,0,35,0,0,0,0,0,5,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,5,8,0,0,0,2,0,0,1,0,29,0,0,0,0,0,0,0,0
2022-07-26T20,169,3,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,0,4,0,0,0,0,27,0,0,1,0,0,2,0,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,5,12,0,0,0,2,0,0,1,0,26,0,0,0,0,0,0,0,0
2022-07-26T21,130,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,13,0,0,0,0,15,0,0,0,0,0,6,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,2,1,0,0,4,6,0,0,0,1,0,0,1,0,16,0,0,0,0,0,0,0,0
2022-07-26T22,174,1,0,0,2,0,0,0,1,0,1,0,1,0,0,4,1,0,0,19,0,0,0,0,13,0,0,0,0,0,3,0,0,7,8,0,0,0,1,0,0,0,13,0,1,0,0,10,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,5,5,0,0,0,1,0,0,1,0,49,0,0,0,0,0,0,0,0
2022-07-26T23,187,1,0,0,0,0,0,0,1,0,0,0,2,0,0,27,1,0,0,18,0,0,0,0,7,0,0,0,0,0,1,0,0,7,15,0,0,0,0,0,0,0,1,0,5,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,0,0,2,6,0,0,0,2,0,0,1,0,70,0,0,0,0,1,0,0,0
2022-07-27T00,132,1,0,0,1,0,0,0,0,0,0,0,3,0,0,9,0,2,0,19,0,0,0,0,5,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,1,0,3,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,2,6,0,1,0,3,0,0,2,0,47,0,0,0,0,1,0,0,0
2022-07-27T01,110,1,1,0,2,0,0,0,0,0,0,0,3,0,0,8,0,0,0,21,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,2,6,0,0,1,1,0,0,4,0,40,0,0,0,0,1,0,0,0
2022-07-27T02,93,2,0,0,2,0,0,0,0,0,0,0,1,0,0,8,0,0,0,19,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,0,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0
2022-07-27T03,173,3,0,0,2,0,1,0,0,0,0,0,0,0,0,15,0,0,0,23,0,0,0,1,4,0,1,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,12,0,4,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,7,0,0,0,3,1,0,1,0,71,0,0,0,0,1,0,0,0
2022-07-27T04,98,2,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,12,1,0,0,1,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,1,0,0,0,0,3,0,40,0,0,0,0,0,0,0,0
2022-07-27T05,106,3,0,0,0,0,1,0,0,0,0,0,1,0,0,13,0,0,0,13,1,0,0,0,5,0,0,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,6,0,1,0,1,0,0,3,0,32,0,0,0,0,0,0,0,0
2022-07-27T06,68,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,1,4,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,1,0,1,0,0,2,0,20,0,0,0,1,1,0,0,0
2022-07-27T07,104,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,7,0,0,0,2,0,0,3,0,44,0,0,0,0,0,0,0,0
2022-07-27T08,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,3,5,0,0,0,1,0,0,3,0,30,0,0,0,0,0,0,0,0
2022-07-27T09,69,1,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,3,0,0,1,1,10,0,0,0,0,2,0,0,0
2022-07-27T10,66,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,5,0,0,0,2,0,0,4,0,12,0,0,0,0,0,0,0,0
2022-07-27T11,111,4,0,0,0,0,2,0,0,1,0,1,0,0,0,3,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,3,1,0,0,0,0,2,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,8,0,0,0,5,0,0,3,0,20,0,0,0,0,0,0,0,0
2022-07-27T12,142,2,0,0,1,0,0,0,0,1,0,0,1,0,0,9,0,0,0,4,0,0,0,0,12,1,0,0,0,0,1,0,0,6,6,0,0,0,1,0,0,2,12,0,2,0,0,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,3,12,0,0,0,4,0,0,2,0,38,0,0,0,0,0,0,0,0
2022-07-27T13,119,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,1,0,0,0,16,0,0,0,0,1,0,0,0,8,6,0,0,0,3,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,14,0,0,0,8,0,1,3,0,18,0,0,0,0,0,0,0,0
2022-07-27T14,152,4,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,4,1,0,0,0,23,2,1,0,0,0,2,0,0,4,10,0,0,0,3,0,0,0,0,0,4,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,10,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,2,8,0,0,0,15,0,0,3,0,24,0,0,0,0,0,0,0,0
2022-07-27T15,135,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,4,0,0,0,0,16,3,0,0,0,0,3,0,0,4,6,0,0,0,3,0,0,1,0,0,3,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,0,0,1,13,0,0,6,1,29,0,0,0,0,1,0,0,0
2022-07-27T16,167,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,2,0,0,12,0,0,0,0,20,3,0,0,0,0,2,0,0,8,10,0,1,0,3,0,0,2,0,0,3,0,0,13,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,0,14,0,0,3,0,28,0,0,0,0,1,0,0,0
2022-07-27T17,176,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,8,0,0,0,0,29,3,0,1,0,0,1,0,0,7,8,0,0,0,4,0,0,0,0,0,2,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3,0,0,0,4,7,0,0,0,11,0,2,3,0,42,0,0,0,0,0,0,0,0
2022-07-27T18,198,1,0,0,0,2,0,0,1,2,0,0,1,0,0,9,1,0,1,4,0,0,0,0,37,2,0,0,0,0,1,0,0,2,15,0,0,0,0,0,0,0,13,0,4,1,1,6,0,3,0,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0,3,6,0,0,0,3,0,1,2,0,52,1,0,0,0,1,0,0,0
2022-07-27T19,187,2,0,0,2,1,0,0,1,2,0,0,1,0,0,10,2,0,0,4,0,0,0,0,34,1,0,0,0,0,2,0,0,11,11,0,0,0,0,0,0,0,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,4,8,0,0,0,5,0,0,3,1,39,1,0,0,0,0,0,0,0
2022-07-27T20,172,2,0,0,0,1,0,0,0,0,0,0,1,0,0,7,3,0,0,5,0,0,0,0,31,0,0,0,0,0,4,0,0,9,13,0,0,0,0,0,1,0,0,0,1,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,3,6,0,0,0,6,0,0,0,0,44,0,0,0,0,0,0,0,0
2022-07-27T21,163,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,6,0,0,0,0,23,0,0,0,0,0,5,0,0,11,14,0,0,0,0,0,1,0,0,0,4,0,1,9,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,8,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,2,1,0,0,3,9,0,0,0,2,0,0,2,0,41,0,0,0,0,0,0,0,0
2022-07-27T22,134,1,0,0,2,0,1,0,0,0,0,1,0,0,0,8,0,0,0,17,0,0,0,0,17,0,0,0,0,0,1,0,0,4,11,0,1,0,0,0,0,1,0,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,6,0,0,0,0,0,0,1,0,35,0,0,0,0,1,0,0,0
2022-07-27T23,143,1,0,0,1,0,2,0,0,0,0,0,2,0,0,21,1,0,0,23,0,0,0,0,7,0,0,0,0,0,2,0,0,4,6,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,8,0,0,0,3,0,0,0,1,44,0,0,0,0,2,0,0,0
2022-07-28T00,112,2,0,0,0,0,3,0,0,0,0,0,0,0,0,12,2,2,0,17,2,0,0,0,5,0,0,1,0,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,4,0,1,1,0,36,0,0,0,0,0,0,0,0
2022-07-28T01,109,2,0,0,1,0,1,0,0,0,0,0,2,0,0,8,0,0,0,22,0,0,0,0,5,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,2,7,0,0,0,1,0,1,2,0,38,0,0,0,0,0,0,0,0
2022-07-28T02,121,1,0,0,1,0,3,0,0,0,0,0,1,0,0,10,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,0,0,0,0,1,2,0,58,0,0,0,0,0,1,0,0
2022-07-28T03,113,1,0,0,1,0,2,0,0,0,0,0,1,0,0,10,0,0,1,18,0,0,0,0,4,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,0,0,0,0,0,0,2,0,41,0,0,0,0,0,0,0,0
2022-07-28T04,135,2,0,0,3,0,4,0,0,0,0,0,1,0,0,8,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,7,4,0,0,0,4,0,0,2,0,0,2,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,2,0,0,3,0,54,0,0,0,0,0,0,0,0
2022-07-28T05,89,3,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,0,8,2,0,0,0,3,0,0,0,0,0,1,1,0,2,4,0,0,0,5,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,2,8,0,0,0,1,0,0,2,0,23,0,0,0,0,0,0,0,0
2022-07-28T06,97,1,0,0,2,0,3,0,0,0,0,0,2,0,0,1,0,0,0,11,1,0,0,0,8,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,3,2,0,0,3,6,0,0,0,3,0,0,2,1,19,0,0,0,0,3,0,0,0
2022-07-28T07,66,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,1,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,6,0,0,0,3,0,0,2,0,18,0,0,0,0,1,0,0,0
2022-07-28T08,86,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,11,0,0,0,0,10,1,0,0,0,0,1,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,3,6,0,0,0,4,0,0,2,0,22,0,0,0,0,0,0,0,0
2022-07-28T09,112,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,5,0,0,0,0,0,1,0,0,6,2,0,0,0,7,0,0,0,0,0,1,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,2,8,0,0,0,5,0,1,2,0,30,0,0,0,0,1,0,0,0
2022-07-28T10,115,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,11,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,6,0,0,0,5,0,0,2,0,40,0,0,0,0,2,0,0,0
2022-07-28T11,105,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,6,3,0,0,0,7,0,0,0,0,0,1,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,10,0,0,0,8,0,0,2,0,21,0,0,0,0,1,0,0,0
2022-07-28T12,142,2,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,5,0,0,0,0,8,0,0,0,0,1,3,0,0,8,7,0,0,0,19,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,2,12,0,0,0,9,0,2,4,0,36,0,0,0,0,0,0,0,0
2022-07-28T13,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,1,0,0,0,12,1,1,0,0,0,0,0,0,8,4,0,1,0,21,0,0,0,1,0,2,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,1,0,3,0,0,0,0,0,0,0,2,0,4,0,0,0,3,16,0,0,0,6,0,2,2,1,28,0,0,0,0,0,1,0,0
2022-07-28T14,152,1,0,0,1,0,2,0,0,0,0,0,1,0,0,8,0,0,0,3,1,0,0,0,10,0,0,0,0,0,1,0,0,9,7,0,0,0,12,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,1,8,0,0,0,13,0,1,4,0,42,0,0,0,0,0,1,0,0
2022-07-28T15,180,2,1,0,1,0,0,0,0,1,0,0,0,0,0,7,1,1,0,8,0,0,0,0,15,1,0,0,0,0,3,0,1,9,12,0,0,0,3,0,0,1,0,0,1,0,0,11,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,7,0,2,0,1,0,0,0,0,0,8,0,0,0,3,10,0,0,0,17,0,1,4,0,31,0,0,0,0,2,0,0,0
2022-07-28T16,175,1,1,0,1,0,0,0,0,1,0,0,0,0,0,4,1,1,0,9,0,0,0,0,32,0,1,0,1,0,2,0,1,9,10,0,0,0,1,0,1,0,0,0,3,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,8,0,0,0,2,7,0,0,0,11,0,1,8,0,28,0,0,0,0,1,0,0,1
