bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BF,BG,BO,BR,BY,BZ,CA,CH,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EG,ES,FI,FR,GB,GE,GN,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KG,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MK,MM,MO,MT,MW,MX,MY,NG,NL,NO,NP,NZ,OM,PA,PE,PH,PK,PL,PS,PT,PY,QA,RO,RS,RU,RW,SD,SE,SG,SI,SK,SY,TH,TN,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VI,VN,ZA,ZW
2022-06-02T16,172,3,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,10,0,0,0,29,0,0,0,0,5,0,10,7,0,0,0,3,0,0,0,1,0,0,0,0,0,16,0,2,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,2,0,10,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,4,0,0,6,7,0,0,0,8,0,0,0,10,0,0,19,0,0,0,0,0,1,0
2022-06-02T17,192,5,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,1,0,10,0,0,0,40,0,0,0,0,6,0,9,9,0,0,0,2,0,0,0,0,0,0,0,0,1,12,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,7,7,0,0,0,9,0,1,0,4,0,3,30,0,0,0,0,1,0,0
2022-06-02T18,240,3,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,3,3,0,15,0,0,0,51,0,0,0,0,8,0,5,12,0,0,0,3,0,0,0,0,0,0,1,0,1,10,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,3,6,0,0,0,10,0,2,0,5,0,2,46,0,0,0,0,0,0,0
2022-06-02T19,236,5,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,6,2,0,9,0,0,0,41,0,0,0,0,5,0,9,16,0,0,0,1,0,0,0,0,1,0,1,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,3,6,0,0,0,9,0,3,0,6,0,1,57,0,0,0,0,0,0,0
2022-06-02T20,189,4,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,2,0,9,0,0,0,40,0,0,0,0,5,0,8,16,0,0,0,2,0,0,0,1,1,0,2,0,0,16,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,5,6,0,0,0,4,0,1,0,3,0,1,20,0,0,0,0,0,0,0
2022-06-02T21,151,6,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,12,0,0,0,20,0,0,0,0,4,0,10,15,0,0,0,1,0,0,0,1,0,0,2,0,0,17,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,4,6,0,0,0,1,0,1,0,3,0,0,17,0,0,0,0,1,0,0
2022-06-02T22,133,4,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,4,1,0,8,0,0,0,10,1,0,0,0,2,0,8,13,0,0,0,4,0,0,0,1,0,0,1,0,0,12,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,6,0,0,0,3,0,1,0,4,0,0,24,0,0,0,0,1,0,0
2022-06-02T23,125,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,8,0,0,0,0,3,0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,2,6,0,0,0,1,0,0,0,3,0,0,33,0,0,0,0,2,0,0
2022-06-03T00,118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,5,1,0,0,6,0,0,0,0,0,0,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,2,6,0,0,0,1,0,0,1,2,0,0,58,0,0,0,0,0,0,0
2022-06-03T01,136,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,8,1,0,0,6,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,2,0,2,66,0,0,0,0,3,0,0
2022-06-03T02,118,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,2,10,1,0,0,3,0,0,0,0,0,0,3,2,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,5,0,0,0,1,0,0,0,2,0,1,37,0,0,0,0,1,0,0
2022-06-03T03,115,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,9,0,0,0,3,0,0,0,0,0,0,4,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2,6,0,0,0,2,0,0,0,9,0,2,26,0,0,0,0,1,0,0
2022-06-03T04,114,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,7,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,3,6,0,0,0,1,0,1,0,4,0,0,52,0,0,0,0,0,0,1
2022-06-03T05,95,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,6,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,6,0,0,0,3,0,0,0,7,0,0,32,0,0,0,0,1,0,0
2022-06-03T06,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,0,0,8,0,0,0,0,0,0,4,2,0,0,0,6,0,0,0,1,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,3,5,0,0,0,2,0,0,0,4,0,0,40,0,0,0,0,1,0,0
2022-06-03T07,104,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,1,0,0,14,0,0,0,0,0,0,6,2,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,3,5,0,0,0,3,0,1,0,7,0,1,15,0,0,0,0,0,0,0
2022-06-03T08,189,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,2,1,0,15,0,0,1,22,0,0,0,0,2,0,8,4,0,0,0,7,0,0,1,1,1,0,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,4,0,0,0,2,0,0,1,0,8,0,0,3,6,0,1,0,4,0,0,0,9,0,0,49,0,0,0,0,0,0,0
2022-06-03T09,154,3,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,5,1,0,13,0,0,0,16,1,0,0,0,1,0,7,5,0,0,1,7,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,7,0,0,4,6,0,0,0,1,0,1,0,7,0,0,26,0,0,0,0,2,0,0
2022-06-03T10,113,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,17,0,0,0,15,0,0,0,0,2,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,6,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,4,1,0,2,7,0,0,0,1,0,1,0,4,0,0,13,0,0,0,0,2,0,0
2022-06-03T11,151,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,16,0,0,0,13,0,0,0,0,2,0,3,4,0,0,0,5,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,4,0,0,3,12,0,0,0,5,0,0,0,7,0,0,43,0,0,0,0,1,0,0
2022-06-03T12,141,4,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,19,0,0,1,12,0,0,0,0,3,0,3,8,0,0,0,11,0,0,0,0,0,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,6,0,0,0,7,0,1,0,16,0,0,17,0,0,0,0,0,0,0
2022-06-03T13,182,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,13,1,0,0,23,0,0,0,0,2,0,7,9,0,0,0,26,0,0,0,0,0,0,2,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,8,0,0,0,6,0,2,0,11,0,0,21,0,0,0,0,0,0,0
2022-06-03T14,163,5,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,1,1,8,0,0,0,15,0,0,0,0,1,0,6,5,0,0,0,24,0,2,0,1,0,0,3,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,6,0,0,3,7,0,0,0,9,0,1,0,9,0,0,18,0,0,0,0,0,0,0
2022-06-03T15,157,4,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,9,0,0,0,19,1,0,0,0,2,0,11,4,0,0,0,12,0,1,0,0,0,0,2,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,3,0,0,3,6,0,0,0,11,0,1,0,11,0,1,21,0,0,0,0,0,0,0
2022-06-03T16,178,4,3,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,0,1,10,1,0,0,29,1,0,0,0,4,0,14,5,0,0,0,10,0,1,0,0,0,0,1,0,0,13,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,3,1,0,2,7,0,0,0,15,0,2,0,5,0,1,21,0,0,0,0,0,0,0
2022-06-03T17,204,5,1,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,5,0,0,7,1,0,0,51,2,0,0,0,4,0,12,7,0,0,0,4,0,1,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,5,5,0,1,0,9,0,1,0,5,0,1,40,0,0,0,0,0,0,0
2022-06-03T18,244,3,0,0,0,3,15,0,1,0,0,3,0,0,0,1,0,0,6,1,0,7,1,0,0,49,0,0,0,0,6,1,11,6,0,0,0,6,0,0,0,0,11,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,3,0,0,8,6,0,0,0,4,0,1,0,4,1,0,43,0,0,0,0,0,0,0
2022-06-03T19,185,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,1,0,10,0,0,0,45,0,0,0,0,7,0,10,9,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,0,0,0,0,0,0,5,0,1,0,0,1,0,2,0,0,5,5,0,0,0,5,0,2,0,6,1,0,30,0,0,0,0,0,0,0
2022-06-03T20,190,4,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1,1,7,0,0,0,35,0,0,0,0,8,0,10,13,0,0,0,3,0,0,0,0,0,0,1,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,4,5,0,0,0,1,0,1,0,2,0,0,41,0,0,0,0,4,0,0
2022-06-03T21,176,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,7,2,3,8,0,0,0,33,0,0,1,0,5,0,10,17,0,0,0,2,0,0,0,0,0,0,1,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,3,5,0,0,0,4,0,2,0,1,0,0,21,0,0,0,0,0,0,0
2022-06-03T22,164,3,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,12,2,0,6,0,0,0,21,0,0,0,0,2,0,8,8,0,0,0,4,0,0,0,0,1,0,1,0,0,19,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4,5,0,0,0,3,0,1,0,2,0,0,33,0,0,0,0,3,0,1
2022-06-03T23,144,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,14,1,0,0,9,0,0,0,0,2,0,6,6,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,5,0,0,0,1,0,0,0,1,0,0,52,0,0,0,0,2,0,0
2022-06-04T00,117,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,8,1,0,0,3,0,0,0,0,1,0,5,7,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,5,0,0,0,2,0,0,1,3,0,0,40,0,0,0,0,0,0,0
2022-06-04T01,111,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,1,10,2,0,0,3,0,0,0,0,0,0,3,5,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,2,0,0,2,6,0,0,0,2,0,0,0,2,0,0,33,1,0,0,0,1,0,0
2022-06-04T02,136,5,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,13,0,2,13,0,0,0,4,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,3,0,0,2,7,0,0,0,4,0,0,0,3,0,0,47,0,0,0,0,0,0,0
2022-06-04T03,108,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,3,18,0,0,0,4,0,0,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,3,0,0,2,7,0,0,0,2,0,2,0,2,0,0,26,0,0,0,0,0,0,0
2022-06-04T04,94,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,16,0,0,0,2,0,0,0,0,1,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,2,5,0,0,0,2,0,0,0,3,0,0,24,0,0,0,0,1,0,0
2022-06-04T05,110,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,26,0,0,0,5,1,0,0,0,0,0,1,7,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,3,0,0,2,5,0,0,0,3,0,0,0,5,0,0,23,0,0,0,0,0,0,0
2022-06-04T06,120,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,20,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,1,0,0,3,5,0,0,0,2,0,0,0,6,0,0,39,0,0,0,0,0,0,0
2022-06-04T07,139,2,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23,0,0,0,10,0,0,1,0,0,1,3,3,0,0,0,6,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,6,0,0,3,6,0,0,0,7,0,1,0,9,0,0,27,0,0,0,0,1,0,0
2022-06-04T08,127,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,8,0,0,0,0,3,1,4,3,0,0,0,6,0,0,0,0,0,0,1,0,0,6,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,3,0,0,5,6,0,0,0,6,0,2,0,4,0,0,24,0,0,0,0,0,0,0
2022-06-04T09,124,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,16,0,0,0,6,0,0,0,0,6,0,4,1,0,0,0,5,0,0,0,0,1,1,0,0,0,6,0,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,2,8,0,0,0,6,0,1,0,6,0,0,27,0,0,0,0,0,0,0
2022-06-04T10,107,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,6,1,0,0,0,4,0,3,1,0,0,0,7,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,2,0,0,2,7,0,0,0,5,0,2,0,6,0,0,20,0,0,0,0,1,0,0
2022-06-04T11,149,3,0,1,1,0,16,0,0,0,0,0,0,0,0,2,0,0,1,1,0,24,0,0,0,7,0,0,0,0,1,0,4,5,0,0,0,6,0,0,0,1,2,0,0,0,0,5,0,6,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,7,0,0,0,0,0,0,3,1,1,0,1,0,0,2,0,3,0,0,2,5,0,0,0,10,0,1,0,5,0,0,15,0,0,0,0,0,0,0
2022-06-04T12,90,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,2,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,4,0,0,0,0,0,0,4,0,2,0,1,0,0,1,0,2,1,0,1,6,0,0,0,5,0,1,0,8,0,0,9,0,0,0,0,0,0,0
