bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BF,BG,BO,BR,BY,BZ,CA,CH,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EG,ES,FI,FR,GB,GE,GN,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KG,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MK,MM,MO,MT,MW,MX,MY,NG,NL,NO,NP,NZ,OM,PA,PE,PH,PK,PL,PS,PT,PY,QA,RO,RS,RU,RW,SD,SE,SG,SI,SK,SY,TH,TN,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VI,VN,ZA,ZW
2022-05-31T04,74,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,9,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,2,6,0,0,0,1,0,0,0,3,0,0,19,0,0,0,0,1,0,0
2022-05-31T05,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,31,1,0,0,5,1,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0
2022-05-31T06,119,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,6,0,0,0,0,0,0,4,1,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,1,0,2,0,0,2,5,0,0,1,1,0,1,0,2,0,0,31,0,0,0,0,0,0,1
2022-05-31T07,112,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,13,1,0,0,0,0,0,10,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,3,0,0,0,1,0,0,15,0,0,0,0,1,0,0
2022-05-31T08,98,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,17,0,0,0,0,1,0,6,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,4,5,0,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0
2022-05-31T09,132,4,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,34,0,0,0,11,1,0,1,0,2,0,3,6,0,0,0,2,0,0,0,1,0,0,2,0,0,6,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,2,5,0,0,0,2,0,1,0,2,0,0,17,1,0,0,0,1,0,0
2022-05-31T10,138,1,0,0,1,1,2,0,0,0,1,0,0,0,0,4,0,0,2,0,0,18,0,0,0,15,0,0,1,0,3,0,6,6,0,0,0,4,0,0,0,1,1,0,4,0,0,6,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,4,0,2,0,6,0,0,19,1,0,0,0,0,0,0
2022-05-31T11,113,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16,1,0,2,8,0,0,0,0,3,0,2,4,0,0,0,3,0,0,0,3,1,0,2,0,0,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,0,2,5,0,0,0,5,0,1,0,6,0,0,19,0,0,0,0,0,0,0
2022-05-31T12,145,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,34,1,0,2,12,0,0,0,0,2,0,4,6,0,0,0,12,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,2,6,0,0,0,4,0,1,0,11,0,1,20,0,0,0,0,1,0,0
2022-05-31T13,144,2,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,15,0,0,0,16,0,0,0,0,1,0,7,6,0,0,0,15,0,0,0,3,0,0,2,0,0,3,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,3,0,0,4,6,0,0,0,5,0,2,0,7,0,1,21,0,0,0,0,1,0,0
2022-05-31T14,175,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23,0,0,0,27,0,0,0,0,2,0,6,7,0,0,0,22,0,0,0,2,1,0,2,0,0,4,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,0,4,0,3,0,8,0,0,21,0,0,0,0,1,0,0
2022-05-31T15,184,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,12,0,0,0,28,0,0,0,0,2,0,8,10,0,0,0,8,0,0,0,0,1,0,1,1,0,7,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,1,0,7,7,0,0,0,12,0,2,0,10,0,0,30,0,0,0,0,0,0,0
2022-05-31T16,169,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,0,0,0,31,0,0,0,0,1,0,7,8,0,0,0,4,0,0,0,0,1,0,0,0,0,14,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,7,8,0,0,0,5,0,1,0,8,0,0,23,0,1,0,0,3,0,0
2022-05-31T17,213,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,4,3,0,12,0,0,0,44,0,0,0,0,8,0,9,8,0,0,0,4,0,0,0,0,0,0,0,0,0,14,1,9,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,1,1,0,12,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,6,5,0,0,0,3,0,2,0,4,0,1,38,0,1,0,0,4,0,0
2022-05-31T18,224,3,0,1,1,1,0,0,0,0,0,1,0,0,0,3,1,0,5,3,0,13,0,0,0,47,2,0,0,0,6,0,6,13,0,0,0,1,0,0,0,0,0,1,1,0,1,18,1,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,4,0,3,0,0,2,0,6,0,0,6,8,0,0,0,2,0,2,0,4,0,0,23,0,0,0,0,0,1,0
2022-05-31T19,216,1,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,4,0,0,13,0,0,0,44,0,0,0,0,7,0,9,16,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,0,1,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,6,8,0,0,0,4,0,2,0,3,0,0,32,0,0,0,0,2,0,0
2022-05-31T20,189,1,0,0,0,0,0,0,1,0,0,1,0,3,0,3,0,0,6,1,0,10,0,0,0,34,0,0,0,0,3,0,10,14,0,0,0,3,0,0,0,0,1,0,1,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,2,0,0,7,5,0,0,0,2,0,2,0,3,0,0,37,0,0,0,0,0,0,0
2022-05-31T21,256,3,0,0,0,0,0,0,1,0,1,0,0,1,0,5,0,0,6,0,0,16,0,0,0,19,0,0,0,0,3,0,6,17,0,0,0,2,0,0,0,0,0,0,1,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,6,7,0,0,0,2,0,1,0,3,0,0,22,0,0,0,0,1,0,0
2022-05-31T22,145,4,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,11,1,0,7,0,0,0,12,1,0,0,0,3,0,7,7,0,0,0,1,0,0,0,0,0,0,5,0,0,7,0,8,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,7,0,0,0,1,0,1,0,2,0,0,30,0,0,0,0,1,0,0
2022-05-31T23,141,1,0,0,1,0,1,0,1,0,0,0,0,1,0,3,0,0,10,0,0,14,1,0,0,9,0,0,0,0,1,0,6,5,0,0,0,2,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,2,6,0,0,0,0,1,0,0,2,0,0,44,0,0,0,0,1,0,0
2022-06-01T00,147,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,9,1,0,28,1,0,0,7,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,7,0,0,0,1,1,0,0,1,0,0,39,0,0,0,0,1,0,0
2022-06-01T01,140,3,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,7,0,0,35,1,0,0,5,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,7,0,0,0,1,0,0,0,5,0,0,44,0,0,0,0,0,0,0
2022-06-01T02,129,2,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,10,0,0,15,1,0,0,4,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,0,0,3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,2,10,0,0,0,1,0,0,0,5,0,0,40,0,0,0,0,0,0,0
2022-06-01T03,106,2,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,16,1,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,7,0,0,0,0,0,0,0,3,0,1,34,0,0,0,0,1,0,0
2022-06-01T04,93,3,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,1,13,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,1,0,2,7,0,0,0,0,0,1,0,4,0,1,27,0,0,0,0,3,0,1
2022-06-01T05,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,18,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0
2022-06-01T06,85,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,13,0,0,0,7,1,0,0,0,1,0,1,2,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,1,0,0
2022-06-01T07,119,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39,0,0,0,10,2,0,0,0,0,0,5,4,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,1,0,1,0,5,0,0,17,0,0,0,0,0,0,0
2022-06-01T08,89,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8,0,0,0,11,1,0,0,0,1,0,3,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,2,8,0,0,0,0,0,1,0,2,0,1,15,0,0,0,0,0,0,0
2022-06-01T09,119,3,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,13,0,0,0,11,1,0,0,0,3,0,2,4,0,0,0,3,0,0,0,2,0,0,2,0,0,3,0,9,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,4,0,0,4,9,0,0,0,0,0,1,0,3,0,1,19,0,0,0,0,3,0,0
2022-06-01T10,121,4,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,1,0,26,1,0,0,10,0,0,0,0,2,0,3,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,2,1,0,3,9,0,0,0,1,1,1,0,4,0,0,16,0,0,0,0,0,0,0
2022-06-01T11,118,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,1,0,21,1,0,0,9,0,0,0,0,3,0,3,4,0,0,0,9,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,2,12,0,0,0,0,1,1,0,3,0,0,20,0,0,0,0,1,0,0
2022-06-01T12,133,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,1,0,0,11,0,0,0,0,1,0,3,4,0,0,0,13,0,0,0,0,1,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,4,0,0,4,9,0,0,0,8,0,4,0,3,0,0,13,0,0,0,0,4,0,0
2022-06-01T13,124,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,1,0,0,13,0,0,0,0,0,0,2,2,0,0,0,31,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,4,0,1,2,6,0,0,0,8,0,2,0,6,0,0,15,0,0,0,0,0,0,0
2022-06-01T14,168,4,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,11,0,0,0,20,0,0,0,0,0,0,7,4,0,0,0,41,0,0,0,1,0,1,1,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,10,0,1,0,9,0,0,19,0,0,0,0,0,0,0
2022-06-01T15,173,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,9,0,0,0,27,0,0,0,0,1,0,9,7,0,0,0,23,0,0,1,1,0,0,1,0,0,7,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,3,0,0,2,8,0,0,0,10,0,1,0,11,0,0,15,0,0,0,0,1,0,0
2022-06-01T16,172,2,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,21,0,0,0,35,1,0,0,0,10,0,8,5,1,0,0,10,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,7,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,3,7,0,0,0,8,0,2,0,6,0,0,14,0,0,0,0,1,0,0
2022-06-01T17,195,3,1,0,0,1,0,0,0,0,1,2,0,1,0,1,0,0,8,1,0,27,0,0,0,45,0,0,0,0,7,0,16,8,1,0,0,5,0,0,0,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,3,6,0,0,0,11,0,1,0,3,0,0,12,0,0,0,0,0,0,0
2022-06-01T18,261,3,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,8,2,0,28,0,0,0,56,1,0,0,0,9,0,11,9,0,0,0,4,0,0,1,0,2,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,2,0,0,0,0,0,1,0,2,0,1,0,0,2,0,2,0,0,4,8,0,0,0,2,0,3,0,1,0,1,55,0,0,0,0,1,0,0
2022-06-01T19,229,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,8,2,0,30,0,0,0,37,0,0,0,0,6,1,12,13,0,0,0,2,0,0,2,0,1,0,0,0,0,6,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,6,0,0,0,3,0,2,0,1,0,0,51,0,0,0,0,2,0,0
2022-06-01T20,201,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6,1,0,29,1,0,0,38,0,0,0,0,7,2,11,12,0,0,0,3,0,0,2,0,2,0,1,0,0,16,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,6,0,0,0,2,0,3,0,2,0,0,27,0,0,0,0,0,0,0
2022-06-01T21,146,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,10,0,0,0,23,0,0,0,0,3,0,7,14,0,0,0,1,0,0,0,0,1,0,1,0,0,19,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,2,5,1,0,0,0,0,1,0,1,0,0,26,0,0,1,0,1,0,0
2022-06-01T22,125,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,18,0,0,0,1,1,0,6,14,0,0,0,3,0,0,0,0,0,0,1,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,5,1,0,0,0,0,0,0,1,0,0,27,0,0,0,0,3,0,0
2022-06-01T23,145,5,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,15,0,0,7,0,0,0,8,0,0,0,0,0,0,4,8,0,0,0,4,0,0,0,1,0,0,0,0,0,9,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,7,1,0,0,2,0,0,0,1,0,0,40,0,0,0,0,4,0,0
2022-06-02T00,159,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,12,0,1,16,0,0,0,5,0,0,0,0,0,0,4,9,0,0,0,2,0,0,0,2,0,0,2,0,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,6,0,0,1,0,0,0,0,1,0,0,50,0,0,0,0,2,0,0
2022-06-02T01,132,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,11,0,3,16,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,5,0,0,0,1,0,0,0,2,0,0,55,0,0,0,0,1,0,0
2022-06-02T02,118,4,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,19,0,0,0,3,0,0,0,0,0,1,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,8,0,0,38,0,0,0,0,0,1,0
2022-06-02T03,112,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,6,0,0,26,0,0,0,5,0,0,0,0,0,1,4,3,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,8,0,0,0,2,0,0,0,3,0,0,26,0,0,0,0,0,0,0
2022-06-02T04,95,3,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,13,1,0,0,6,0,0,0,0,1,0,3,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,7,0,0,0,2,0,0,0,2,0,0,29,0,0,0,0,0,0,0
2022-06-02T05,99,5,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,11,1,0,0,10,0,0,0,0,1,0,4,4,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,2,0,0,0,2,0,0,22,0,0,0,0,2,0,0
2022-06-02T06,118,5,0,0,3,0,16,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,0,0,1,6,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,7,0,0,0,3,0,1,0,1,0,0,26,0,0,0,0,3,0,0
2022-06-02T07,92,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,8,1,0,0,10,1,0,0,0,0,0,4,3,0,0,0,2,0,0,0,2,0,0,3,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,2,9,0,0,0,3,0,0,0,4,0,0,17,0,0,0,0,0,0,0
2022-06-02T08,105,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,8,1,0,0,0,1,0,7,4,0,0,0,6,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,8,0,0,0,1,0,1,0,9,0,0,18,0,0,0,0,1,0,0
2022-06-02T09,107,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,2,0,3,7,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,4,0,0,0,1,0,0,23,0,0,0,0,0,0,1
2022-06-02T10,150,3,0,0,2,0,4,0,0,0,0,0,0,1,0,2,1,0,1,0,0,11,0,0,0,21,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,1,0,1,1,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,1,0,1,0,10,0,0,37,0,0,0,0,3,0,1
2022-06-02T11,177,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,1,2,0,13,0,0,0,15,0,0,0,2,0,0,5,5,0,0,0,2,0,0,0,1,0,2,2,0,0,7,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,3,0,0,2,11,0,0,0,2,0,1,0,4,0,0,49,0,0,0,0,1,0,0
2022-06-02T12,140,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,11,1,0,0,3,1,0,6,5,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,3,13,0,0,0,8,0,2,0,7,0,0,17,0,0,0,0,0,0,0
2022-06-02T13,136,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,11,0,0,0,14,0,0,0,0,0,0,6,5,0,0,0,2,0,0,0,0,1,0,0,0,1,7,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,3,8,0,0,0,10,0,2,0,6,0,0,22,0,0,0,0,1,0,0
2022-06-02T14,132,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,7,0,0,0,19,0,0,0,0,0,0,7,4,0,0,0,5,0,0,0,0,0,1,0,0,1,7,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,3,7,0,0,0,9,0,2,0,9,0,0,18,0,0,0,0,0,0,0
2022-06-02T15,132,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,11,1,0,0,24,0,0,0,0,3,0,7,7,0,0,0,4,0,0,0,0,0,1,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,7,0,0,0,6,0,1,0,6,0,0,18,0,0,0,0,0,0,0
