bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BM,BO,BR,BY,CA,CH,CL,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IR,IT,JO,JP,KE,KG,KH,KR,KZ,LA,LT,LU,MA,MD,MK,MM,MO,MX,MY,NA,NG,NL,NO,NZ,PE,PG,PH,PK,PL,PS,PT,RO,RS,RU,RW,SA,SE,SG,SK,TH,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZW
2022-08-23T10,80,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,1,0,1,2,3,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,1,0,0,0,0,3,0,0,0,5,1,2,0,0,2,1,1,12,0,0,0,0,0,0
2022-08-23T11,83,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,1,8,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,2,2,0,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,8,0,1,0,0,5,1,1,18,0,0,0,1,0,0
2022-08-23T12,113,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,5,3,0,0,0,11,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,5,1,7,0,0,6,0,0,33,0,0,0,1,0,0
2022-08-23T13,116,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,3,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,4,0,1,0,11,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,6,0,10,0,2,9,0,0,15,0,0,0,0,0,0
2022-08-23T14,126,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,3,0,0,0,0,0,11,0,1,0,0,0,0,4,0,1,10,5,0,0,0,7,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,6,0,6,0,0,4,0,0,36,0,0,0,1,0,0
2022-08-23T15,153,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,4,0,0,12,0,0,0,0,0,24,0,0,0,0,0,0,3,1,1,12,5,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,2,0,0,4,0,0,0,0,2,0,3,1,0,1,5,0,9,0,0,4,0,0,37,1,0,0,0,0,0
2022-08-23T16,206,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,3,0,0,20,0,0,0,0,0,27,0,0,0,1,0,0,3,0,1,13,4,0,0,0,5,0,0,1,0,0,1,0,6,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,8,0,0,0,0,2,0,1,0,0,2,0,2,0,0,1,9,1,9,0,2,6,0,0,63,0,0,0,0,0,0
2022-08-23T17,206,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,4,0,0,21,0,0,0,0,0,52,0,0,0,0,0,0,8,0,0,11,10,0,0,0,3,0,0,1,0,0,0,0,11,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,1,1,0,0,3,0,1,2,0,3,0,0,2,10,0,8,0,2,3,0,0,28,0,0,0,0,0,0
2022-08-23T18,228,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,2,0,28,0,0,0,0,0,52,0,0,0,1,0,1,6,0,1,8,21,0,0,0,5,0,0,0,3,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,1,0,0,0,0,0,3,0,1,1,0,4,0,0,5,7,0,2,0,2,2,0,0,27,0,0,0,0,1,0
2022-08-23T19,228,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,0,30,0,0,0,0,0,46,1,0,0,0,0,0,9,0,0,6,14,0,0,0,4,0,0,0,1,0,1,0,10,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,17,2,0,0,0,0,0,1,0,0,0,0,2,0,0,4,7,0,5,0,3,2,0,0,43,0,0,0,1,0,0
2022-08-23T20,217,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,3,0,29,0,0,0,0,0,33,0,0,0,0,0,0,3,0,1,13,10,0,0,0,0,0,0,0,0,0,1,0,19,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14,2,0,0,0,0,0,1,0,1,2,1,4,0,0,3,6,0,2,0,3,2,0,0,51,0,0,0,0,0,0
2022-08-23T21,185,1,0,0,1,0,1,0,0,1,1,0,0,0,4,0,4,1,0,19,1,0,0,0,0,21,0,0,0,0,0,0,3,0,0,9,11,0,1,0,1,0,0,0,0,0,0,0,12,0,4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,9,2,1,0,0,0,0,1,0,1,1,1,4,0,0,1,5,0,0,0,3,1,0,0,54,0,0,0,0,0,0
2022-08-23T22,118,3,1,0,3,0,0,0,0,1,0,0,0,0,6,0,3,1,0,5,0,0,0,0,0,11,0,0,0,0,0,0,4,0,1,5,9,0,1,0,1,0,0,1,0,0,1,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,6,0,1,0,4,1,0,0,21,0,0,0,0,0,0
2022-08-23T23,136,3,1,0,1,0,1,0,0,0,0,1,0,0,3,0,10,1,0,7,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,8,6,0,0,0,0,0,0,1,1,0,3,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,5,0,0,0,3,1,0,0,51,0,0,0,1,0,0
2022-08-24T00,118,1,0,0,1,0,0,0,0,0,0,1,0,0,7,0,9,1,1,4,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,3,2,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,4,0,0,0,9,0,0,0,1,1,0,0,49,0,0,0,0,0,0
2022-08-24T01,137,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,12,0,0,11,1,0,0,0,0,9,0,0,0,0,0,0,2,0,1,14,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,7,0,1,0,0,6,0,0,49,0,0,0,1,0,0
2022-08-24T02,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,3,1,0,0,0,0,5,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,7,0,0,0,0,5,0,0,36,0,0,0,0,0,0
2022-08-24T03,167,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,7,1,0,0,0,0,10,0,0,0,0,0,0,1,1,0,2,10,0,0,0,1,0,0,0,8,0,3,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,2,0,0,87,0,0,0,0,0,0
2022-08-24T04,136,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,0,8,0,0,0,0,0,1,2,0,1,3,2,0,0,0,4,0,0,0,9,0,3,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,7,0,0,0,0,3,0,0,64,0,1,0,0,1,0
2022-08-24T05,135,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,11,1,0,0,0,0,0,1,0,0,2,1,0,1,0,3,0,0,0,8,0,7,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,7,0,1,0,0,3,0,0,57,0,0,0,0,0,0
2022-08-24T06,133,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1,11,2,0,0,0,4,0,0,0,8,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,2,0,0,3,0,0,50,0,0,0,1,0,0
2022-08-24T07,86,1,0,0,0,1,9,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,7,1,0,0,2,0,0,1,23,0,0,0,1,0,0
2022-08-24T08,87,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,1,5,2,0,0,0,2,0,0,1,6,1,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,5,0,0,3,5,0,2,0,0,2,0,0,16,0,0,0,0,0,0
2022-08-24T09,128,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,9,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,9,1,6,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,2,0,1,0,0,0,0,3,0,0,3,5,0,1,0,0,4,0,0,44,0,0,0,3,0,0
2022-08-24T10,112,1,0,0,2,0,15,0,2,0,0,0,0,0,0,0,2,0,0,6,2,0,0,0,0,8,0,0,0,0,0,0,2,0,1,3,1,0,0,0,5,0,0,1,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,2,0,1,0,0,0,0,3,0,0,6,6,0,2,0,0,3,0,0,17,0,0,0,3,0,0
2022-08-24T11,118,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,2,0,1,2,1,0,0,0,3,0,1,1,13,0,7,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,8,0,3,0,1,3,0,0,28,0,0,0,0,0,0
2022-08-24T12,127,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,6,0,0,0,0,0,12,1,0,0,0,0,0,2,0,0,5,3,0,0,0,4,0,1,0,14,0,6,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,13,0,5,0,0,8,0,0,25,0,0,0,0,0,0
2022-08-24T13,146,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2,1,0,4,0,0,0,0,0,15,1,0,0,0,0,0,1,0,1,9,5,0,0,0,13,0,0,1,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,5,0,0,0,7,0,11,0,0,4,0,0,47,0,0,0,0,0,0
2022-08-24T14,117,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0,0,0,0,10,0,1,0,0,0,0,2,0,0,12,5,0,1,0,10,0,0,0,0,0,1,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0,3,0,0,2,8,0,5,0,1,4,0,0,23,0,0,0,1,0,0
2022-08-24T15,196,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,24,1,0,0,0,0,0,0,0,1,15,10,0,0,0,9,0,0,0,0,0,0,0,12,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,1,0,4,0,0,1,6,0,14,0,1,5,0,0,58,0,0,0,0,0,0
2022-08-24T16,262,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,13,0,0,0,0,0,26,1,0,0,0,0,0,4,0,0,21,15,0,0,0,6,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,2,0,0,0,2,1,2,0,1,1,0,4,0,0,1,6,0,17,0,1,1,0,0,95,0,0,0,0,1,0
2022-08-24T17,222,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,5,1,1,20,0,0,0,0,0,31,2,0,0,0,0,0,7,0,1,14,18,0,0,0,3,0,0,0,13,0,2,0,17,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,1,1,0,3,0,1,2,8,0,7,0,2,1,0,0,36,2,0,0,1,0,0
2022-08-24T18,272,2,1,0,0,4,0,0,0,1,1,0,0,0,2,0,9,1,0,15,0,0,0,0,0,55,1,0,0,0,0,0,6,0,0,12,19,0,0,0,3,0,0,1,0,2,0,0,16,0,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,21,2,0,1,0,0,0,2,0,0,0,0,5,1,0,3,6,0,9,0,2,0,0,0,60,1,0,1,0,0,0
2022-08-24T19,198,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,3,0,20,0,0,0,0,0,37,0,0,1,0,0,0,7,0,1,12,12,0,0,0,1,0,0,2,0,2,5,0,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,1,0,0,1,0,4,0,0,2,5,0,2,0,1,1,0,0,40,0,0,0,0,0,0
2022-08-24T20,173,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,4,0,13,0,0,0,0,0,26,0,1,0,0,0,0,2,0,0,10,12,0,0,0,1,0,0,2,0,1,4,0,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,1,0,0,4,0,0,2,5,0,3,0,2,0,0,0,26,0,0,0,1,0,0
2022-08-24T21,171,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,13,1,0,16,1,0,0,0,0,29,0,0,0,0,0,0,3,0,1,9,8,0,0,0,2,0,0,1,0,1,1,1,11,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,6,0,0,0,5,0,0,0,34,0,0,0,0,0,0
2022-08-24T22,129,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,5,1,0,0,0,0,10,0,0,0,0,0,0,2,0,0,10,16,0,0,0,3,0,0,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,5,1,0,1,1,0,0,0,35,0,0,0,0,0,0
2022-08-24T23,138,2,0,0,3,0,0,0,0,0,0,0,0,0,4,0,13,1,0,8,1,0,0,0,0,11,0,0,0,0,0,0,1,0,1,5,6,0,0,0,1,1,1,1,0,0,10,0,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,43,0,0,0,0,0,0
2022-08-25T00,69,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,1,0,1,0,0,0,22,0,0,0,0,0,0
