bucket,total,--,AE,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EG,ES,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IR,IS,IT,JO,JP,KE,KH,KM,KR,KZ,LA,LB,LK,LT,LU,LV,MK,MM,MN,MO,MT,MX,MY,MZ,NA,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,SN,SY,TH,TN,TR,TT,TW,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2022-01-25T05,95,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,16,3,0,0,2,0,0,0,0,0,1,0,3,1,1,0,0,0,0,2,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,2,0,0,0,4,1,27,0,0,0,0,0,0,0
2022-01-25T06,105,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,16,2,0,0,5,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,6,0,0,0,1,0,0,0,0,1,42,0,0,0,0,0,0,0
2022-01-25T07,113,0,0,2,0,5,0,0,0,0,0,0,0,0,2,0,7,0,0,0,19,1,0,0,5,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,2,32,0,0,1,0,0,0,0
2022-01-25T08,125,0,0,1,1,4,0,0,0,0,1,0,0,0,1,0,4,0,0,0,14,0,0,0,20,0,0,0,0,0,1,0,4,1,0,0,3,0,0,1,0,0,1,1,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,1,8,0,0,0,4,0,0,0,1,0,28,0,0,1,2,0,0,0
2022-01-25T09,109,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,3,0,0,1,8,0,0,0,20,0,0,0,0,0,1,0,5,2,0,0,1,0,0,1,0,0,0,1,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,3,5,0,0,0,2,1,0,0,0,2,22,0,0,1,0,0,0,0
2022-01-25T10,144,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,41,0,0,0,0,0,1,2,4,2,0,0,2,1,0,0,0,0,0,0,0,4,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,3,0,0,0,0,1,1,0,6,0,0,0,0,6,1,0,1,3,1,1,0,2,2,26,0,0,0,0,0,0,0
2022-01-25T11,147,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,31,0,0,0,0,0,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0,1,1,0,5,0,0,0,2,5,0,0,1,4,0,2,0,4,1,26,0,0,0,0,0,0,0
2022-01-25T12,144,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,9,0,0,0,21,0,0,0,0,0,1,1,9,6,0,0,1,1,0,1,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,1,0,0,1,2,0,6,0,0,0,0,7,0,0,0,10,0,4,0,10,3,20,0,0,0,0,0,0,0
2022-01-25T13,153,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,25,0,0,0,0,0,0,1,10,9,0,0,1,1,0,0,0,0,0,0,0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,4,0,1,0,0,0,1,0,4,0,0,0,3,9,0,0,0,10,0,2,0,6,2,15,0,0,0,1,0,0,0
2022-01-25T14,180,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,11,0,0,0,31,0,0,0,0,0,0,1,7,6,0,0,7,0,0,0,0,0,1,0,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,5,0,0,0,0,0,1,0,4,0,0,0,2,6,0,0,0,16,0,2,0,5,1,25,0,0,0,1,0,0,0
2022-01-25T15,225,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,16,0,0,0,50,0,0,0,0,0,1,14,9,11,0,0,11,0,0,0,0,0,2,0,0,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,3,0,1,0,0,0,1,0,5,0,0,0,7,8,0,0,0,11,0,1,0,4,1,21,0,0,0,0,0,0,0
2022-01-25T16,305,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,14,2,1,0,17,0,0,0,85,0,0,0,0,0,5,11,12,15,0,0,4,0,0,0,0,1,1,1,0,14,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,22,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,17,9,0,0,0,10,0,0,0,4,2,35,1,0,0,0,0,0,0
2022-01-25T17,400,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,20,1,1,0,12,0,0,0,166,0,0,0,0,0,5,2,14,16,0,2,1,0,0,0,1,0,3,0,0,16,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25,1,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,45,5,0,0,0,4,0,2,0,1,2,33,0,0,0,1,0,0,0
2022-01-25T18,504,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,13,6,2,0,21,0,0,0,255,1,0,0,0,0,6,2,15,16,0,1,1,0,0,0,0,0,2,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,3,0,1,0,2,0,4,0,0,0,17,9,0,0,0,2,0,2,0,0,1,39,0,0,0,5,1,0,0
2022-01-25T19,456,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,17,0,0,0,232,0,0,0,0,0,5,1,12,28,0,0,1,2,0,0,6,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,0,6,0,2,0,2,0,4,0,0,0,12,7,0,0,0,3,0,2,0,1,2,42,0,0,0,0,0,0,0
2022-01-25T20,317,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,17,2,0,0,17,0,0,2,115,0,0,0,0,0,6,0,11,19,0,0,2,1,0,1,1,1,1,0,0,20,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,3,0,0,0,0,0,3,0,1,0,1,0,3,0,0,0,5,7,0,0,0,4,0,1,0,0,1,34,0,0,0,0,1,0,0
2022-01-25T21,279,2,0,0,4,0,0,0,0,0,1,0,0,0,7,0,17,2,0,0,18,1,0,0,64,0,0,0,0,0,5,0,12,15,0,0,0,0,0,1,0,1,0,0,0,33,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,19,2,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,9,0,0,0,2,0,1,0,0,0,47,0,0,0,0,0,0,0
2022-01-25T22,214,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,19,1,0,0,16,0,0,0,37,0,0,0,0,0,0,0,9,14,0,0,3,0,0,0,0,1,1,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,12,1,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,1,8,0,0,0,1,0,0,0,0,1,48,0,0,0,0,0,0,0
2022-01-25T23,201,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,37,1,1,0,15,0,0,0,24,0,0,0,0,0,0,0,3,9,0,0,1,0,0,0,0,1,1,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,7,0,0,1,0,0,0,0,0,4,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,1,1,55,0,0,0,1,1,0,0
2022-01-26T00,216,2,0,2,2,5,0,0,0,0,0,0,0,0,3,0,50,1,0,0,14,1,0,0,10,0,0,1,0,0,0,0,5,5,0,0,2,0,0,0,1,1,0,0,0,7,0,4,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1,0,0,0,1,3,69,0,0,0,3,0,0,0
2022-01-26T01,170,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,29,0,1,0,12,1,0,0,10,0,0,1,0,0,1,0,3,4,0,0,1,0,0,0,0,1,1,0,0,3,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,2,0,0,0,1,1,65,0,0,1,0,0,0,0
2022-01-26T02,173,1,0,0,1,4,0,0,1,0,0,0,0,0,1,0,33,0,1,0,11,1,0,0,7,0,0,0,0,0,1,0,6,3,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,1,0,72,0,0,0,0,0,0,0
2022-01-26T03,156,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,25,0,0,0,13,0,0,0,9,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,1,0,0,0,2,0,76,0,0,0,0,0,0,0
2022-01-26T04,117,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,6,0,0,0,1,1,45,0,0,0,0,0,0,0
2022-01-26T05,107,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17,1,0,0,6,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,0,3,2,38,0,0,0,0,0,0,0
2022-01-26T06,99,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,14,1,0,0,9,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,8,1,0,0,4,0,0,0,1,1,28,0,0,0,0,0,0,0
2022-01-26T07,102,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,6,0,0,0,0,8,0,0,0,4,0,0,0,3,3,28,0,0,0,0,0,0,0
2022-01-26T08,110,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,15,0,0,0,0,1,0,0,3,3,0,0,2,0,0,0,0,1,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,4,0,0,0,0,1,27,0,0,0,0,0,0,0
2022-01-26T09,150,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,12,0,0,0,25,1,0,0,0,0,0,0,6,3,0,0,4,0,0,0,1,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,1,0,1,0,0,0,3,0,9,0,0,1,2,8,0,0,0,2,0,0,0,1,2,30,0,0,0,1,0,0,0
2022-01-26T10,142,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,14,0,0,0,37,0,0,0,0,0,1,0,8,4,0,0,2,0,0,0,0,1,1,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,0,6,0,0,0,4,0,0,0,3,2,27,0,0,0,0,0,0,0
2022-01-26T11,138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,26,0,0,0,0,0,0,1,6,5,0,0,2,0,0,1,0,1,0,0,0,7,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,7,0,0,0,3,0,0,0,1,1,24,0,0,0,6,0,0,0
2022-01-26T12,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,29,0,0,0,0,0,0,2,7,3,0,1,2,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3,0,1,0,0,0,0,0,6,0,0,0,2,12,0,0,0,7,0,0,0,10,2,26,0,0,0,0,0,0,0
2022-01-26T13,203,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,19,1,0,0,55,0,0,0,0,0,0,0,5,8,1,0,2,0,1,0,0,1,1,1,0,5,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,13,1,0,0,0,3,0,1,0,0,0,0,0,5,0,0,0,4,11,0,0,0,15,0,1,0,8,3,23,0,0,0,0,0,0,0
2022-01-26T14,203,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,18,0,0,0,56,0,0,0,0,0,0,0,12,4,0,0,2,0,0,0,0,1,3,1,1,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,3,0,1,0,0,0,1,1,7,0,0,0,4,9,0,0,0,5,0,0,0,15,2,26,0,0,0,0,0,0,0
2022-01-26T15,219,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,13,0,0,0,15,0,0,0,64,0,0,0,0,0,0,6,7,5,0,1,1,0,0,1,0,1,2,1,0,5,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,1,0,0,1,0,7,0,0,0,6,6,0,0,0,11,0,0,0,7,2,30,0,0,0,0,0,0,0
2022-01-26T16,297,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,12,0,0,1,96,0,0,0,0,0,0,20,12,10,0,1,1,0,0,0,0,2,0,0,0,25,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,8,6,0,0,0,14,0,0,0,6,1,36,0,0,0,0,0,0,0
2022-01-26T17,360,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,14,2,0,0,12,0,0,0,160,0,0,0,0,0,2,5,11,12,0,0,0,0,0,0,0,1,1,0,0,21,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,1,0,1,0,3,0,0,0,4,0,0,0,23,5,0,0,0,18,0,0,0,2,0,41,0,0,0,0,0,0,0
2022-01-26T18,596,1,1,0,3,0,0,0,0,0,3,0,0,0,1,0,23,2,0,0,11,0,0,0,354,1,0,0,0,0,8,1,13,17,0,2,1,0,0,0,1,1,1,0,0,30,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,0,1,0,1,0,0,0,1,0,7,0,0,0,15,6,0,0,0,2,0,1,0,0,2,44,0,0,0,0,0,0,0
2022-01-26T19,518,1,1,1,4,1,0,0,0,0,2,1,0,0,3,0,14,2,0,0,21,0,0,0,263,0,0,0,0,0,9,0,12,35,0,1,2,0,0,1,0,1,1,0,0,17,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,2,0,1,0,2,0,5,0,0,0,5,6,0,0,0,2,0,4,0,2,2,42,0,0,0,0,0,0,0
2022-01-26T20,358,0,0,1,3,0,0,0,0,0,1,0,1,0,2,0,13,3,0,0,20,0,0,0,129,0,0,0,0,0,5,0,16,25,0,2,3,0,0,0,0,1,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,3,0,0,0,1,0,7,0,0,0,6,7,0,0,0,3,0,2,0,1,1,43,0,0,0,0,0,0,0
2022-01-26T21,278,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,17,3,0,0,22,0,0,0,64,0,0,0,0,0,2,0,11,16,0,5,1,2,0,1,0,1,0,0,1,31,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,3,0,1,0,6,1,0,0,0,6,0,0,0,2,0,3,0,1,1,41,0,0,0,2,0,0,0
2022-01-26T22,227,0,0,1,1,3,0,0,0,0,1,0,0,0,3,0,17,2,0,0,20,0,0,0,37,0,0,0,0,0,6,0,10,14,0,0,1,0,0,0,0,0,1,0,0,16,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,3,0,1,0,5,0,0,0,0,7,0,0,0,2,0,2,0,0,0,61,0,0,0,0,1,0,0
2022-01-26T23,186,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29,0,2,0,13,0,0,0,20,0,0,0,0,0,3,0,8,10,0,0,0,0,0,0,0,0,1,0,0,9,0,12,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,1,0,0,0,44,0,0,0,0,0,0,0
2022-01-27T00,224,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,56,0,1,0,15,0,0,1,12,0,0,0,0,0,2,0,6,5,0,0,2,0,0,0,1,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,8,0,0,0,1,0,0,0,1,1,85,1,0,0,0,0,0,0
2022-01-27T01,180,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,31,0,0,0,14,0,0,0,8,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,2,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,1,1,0,2,0,1,0,0,0,2,0,0,0,0,7,0,0,0,3,0,0,0,2,1,75,2,0,0,0,0,0,0
2022-01-27T02,144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,12,1,0,0,2,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,6,0,0,0,2,0,0,0,2,4,68,0,0,0,0,0,0,0
2022-01-27T03,154,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,0,5,0,0,0,0,0,1,0,3,3,1,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,3,0,1,0,0,1,86,0,0,0,0,0,0,0
2022-01-27T04,113,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,11,1,0,0,12,0,0,0,4,0,0,0,0,0,1,0,1,2,0,0,4,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,0,3,0,1,0,0,2,40,0,0,0,6,0,0,0
2022-01-27T05,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,6,1,0,0,0,0,1,0,3,2,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,7,0,0,0,3,0,0,0,2,2,35,0,0,0,0,1,0,0
2022-01-27T06,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,8,1,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,2,7,0,0,0,2,0,0,0,1,1,56,0,0,0,0,1,0,0
2022-01-27T07,89,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,9,2,0,0,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,3,0,0,0,2,1,30,0,0,0,0,0,0,0
2022-01-27T08,106,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,10,0,0,1,9,0,0,0,0,0,2,0,3,3,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,2,0,0,0,0,0,1,0,4,0,0,0,1,5,0,0,0,1,0,0,0,1,0,31,0,0,0,0,0,0,0
2022-01-27T09,141,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,3,0,0,0,6,0,0,0,28,0,0,0,0,0,1,0,12,3,0,1,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,1,0,3,0,0,0,0,0,1,0,3,0,0,0,1,9,0,0,0,1,0,0,0,3,1,26,0,0,0,0,1,0,0
2022-01-27T10,146,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,10,0,0,0,20,0,0,0,0,0,1,0,10,7,0,1,5,0,0,0,0,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,3,0,3,0,0,0,0,0,4,0,0,0,3,7,0,0,0,6,0,0,0,3,2,33,0,0,0,0,0,0,0
2022-01-27T11,150,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,12,0,0,0,42,1,0,0,0,0,1,0,4,6,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,0,7,0,0,0,2,1,23,0,0,0,0,0,0,0
2022-01-27T12,143,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,16,1,0,0,35,0,0,0,0,0,1,0,5,4,0,0,1,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,1,15,0,0,0,9,0,0,0,1,1,18,0,0,0,0,0,0,0
2022-01-27T13,170,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,9,1,0,0,50,0,0,0,0,0,1,0,4,6,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,13,0,0,0,11,0,4,0,4,1,19,0,0,0,0,0,0,0
2022-01-27T14,223,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,17,0,0,0,11,3,0,0,44,0,0,0,0,0,1,1,8,11,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,1,0,2,0,1,0,1,0,1,0,4,0,0,0,4,11,0,0,0,11,0,3,0,8,1,39,0,0,0,0,0,0,0
2022-01-27T15,223,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,1,0,0,11,2,0,0,59,0,0,0,0,1,2,2,8,9,0,1,1,0,0,0,0,0,1,0,0,10,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,3,0,2,0,3,0,1,2,5,0,0,0,4,9,0,0,0,8,0,3,0,4,1,30,0,0,0,0,1,0,0
2022-01-27T16,289,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14,0,1,0,12,1,0,0,109,0,0,0,0,0,6,0,14,11,0,0,4,0,0,0,0,0,1,0,0,18,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,0,2,0,1,0,2,1,5,0,0,0,6,6,0,0,0,7,0,2,0,0,0,37,0,0,0,0,1,0,0
2022-01-27T17,435,1,2,2,2,1,0,0,0,0,3,0,0,0,4,0,17,2,0,0,12,1,0,0,197,0,0,0,0,0,5,1,18,14,0,0,1,0,1,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,2,0,4,0,2,0,4,0,3,0,0,0,12,6,0,0,0,10,0,3,0,1,0,56,0,0,0,0,0,0,0
2022-01-27T18,590,1,0,0,4,0,0,1,0,0,3,0,0,0,2,0,18,1,1,0,11,0,0,1,334,0,0,0,0,0,6,1,17,26,0,0,4,0,0,0,0,0,2,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,2,0,3,0,1,0,5,0,0,0,31,5,0,0,0,5,0,5,0,0,2,31,0,0,0,0,0,0,0
