bucket,total,--,AE,AM,AR,AT,AU,BA,BD,BE,BG,BO,BR,BW,BY,CA,CH,CL,CM,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EC,ES,FI,FR,GB,GR,GT,HK,HR,HU,ID,IE,IL,IN,IR,IS,IT,JO,JP,KH,KR,KZ,LA,LR,LT,LV,MA,MD,MK,MM,MN,MO,MT,MX,MY,MZ,NG,NL,NO,NP,NZ,OM,PE,PH,PK,PL,PS,PT,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SY,TH,TN,TR,TT,TW,UA,US,UY,UZ,VN,ZA,ZM,ZW
2022-10-04T13,138,1,0,0,0,0,1,0,0,0,1,0,3,0,0,2,0,0,0,20,0,0,0,0,10,0,0,0,0,1,0,12,3,1,0,5,0,0,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,3,5,0,0,0,12,0,0,0,6,0,30,0,0,0,1,0,0
2022-10-04T14,133,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,6,0,0,0,0,13,0,1,0,0,3,0,8,4,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,3,7,0,0,0,10,0,0,0,7,0,35,0,0,0,0,0,0
2022-10-04T15,176,1,0,0,0,0,1,0,0,0,2,0,1,0,0,2,1,0,0,19,0,0,0,0,22,0,0,0,0,3,1,14,6,0,0,4,0,0,0,0,0,4,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,2,0,0,2,0,5,0,0,0,5,8,0,0,0,17,0,0,0,5,1,26,0,0,1,0,0,0
2022-10-04T16,173,2,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2,0,0,16,0,0,0,0,41,0,0,0,0,4,0,14,5,0,0,5,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,3,0,0,2,0,5,0,1,0,4,6,0,0,0,7,0,0,0,4,2,19,0,0,0,0,0,0
2022-10-04T17,226,1,0,0,0,1,0,0,0,3,1,0,1,0,0,5,3,0,0,37,0,0,0,0,43,0,0,0,0,6,0,9,22,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,3,7,0,0,0,6,0,1,0,6,0,38,0,0,0,0,0,0
2022-10-04T18,242,2,0,0,1,1,0,0,0,3,0,0,1,0,1,3,1,0,0,19,0,1,0,0,56,0,0,0,0,3,0,8,24,0,0,2,0,0,1,1,0,0,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,1,1,0,1,0,3,0,0,3,0,6,0,0,0,4,9,0,0,0,3,0,3,0,5,0,42,1,0,1,1,0,0
2022-10-04T19,199,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,16,0,0,0,0,42,1,0,0,0,5,0,12,11,0,0,2,0,0,2,0,0,2,0,0,14,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,18,1,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,3,5,0,0,0,0,0,5,0,2,0,36,0,0,1,1,0,0
2022-10-04T20,194,2,0,0,2,0,0,0,0,3,0,0,0,0,0,3,3,0,0,18,0,0,0,0,46,0,0,0,0,0,0,9,13,0,0,3,0,0,2,0,0,2,0,0,18,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,1,0,2,0,0,5,1,0,0,2,6,0,0,1,0,0,2,0,2,1,27,0,0,0,0,0,0
2022-10-04T21,150,2,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,16,0,0,0,0,24,0,1,0,0,3,0,6,9,0,0,1,0,0,1,0,0,1,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,4,6,0,0,0,2,0,4,0,3,0,23,0,0,1,0,0,0
2022-10-04T22,154,2,0,0,2,0,0,0,0,1,0,0,1,0,0,13,2,1,0,8,0,0,0,0,16,0,0,0,0,1,0,3,6,0,0,1,0,0,1,0,0,7,0,0,13,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,1,6,0,0,0,1,0,0,0,1,0,48,0,0,0,0,0,0
2022-10-04T23,114,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,0,0,0,7,0,0,0,0,13,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,5,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,6,0,0,0,0,0,0,0,1,0,28,0,0,0,1,0,0
2022-10-05T00,118,1,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,4,0,0,0,0,7,1,0,0,0,3,0,2,6,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,1,0,0,0,0,5,0,0,0,1,6,0,0,0,0,0,0,0,1,0,33,0,0,1,0,0,0
2022-10-05T01,100,2,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,2,0,42,0,0,0,0,0,0
2022-10-05T02,142,2,0,0,0,0,1,0,0,0,1,0,3,0,0,12,0,0,0,13,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,1,0,0,0,1,0,75,0,0,0,0,0,0
2022-10-05T03,93,2,0,0,0,0,3,0,0,1,0,0,0,0,0,9,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,3,0,29,0,0,1,0,0,0
2022-10-05T04,129,1,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,3,0,1,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,0,0,1,0,76,0,0,0,0,0,0
2022-10-05T05,133,1,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,31,0,0,0,0,11,0,0,0,0,1,0,2,4,0,0,4,0,1,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,0
2022-10-05T06,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,31,0,0,0,0,4,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,9,0,0,0,1,0,0,0,3,0,25,0,0,0,0,0,0
2022-10-05T07,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,41,0,0,0,0,8,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,1,9,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,0
2022-10-05T08,154,2,0,0,2,0,3,0,0,1,0,0,1,0,0,1,1,0,0,36,0,0,0,0,14,1,0,0,0,1,1,2,10,0,0,2,0,0,0,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,1,7,0,0,0,2,0,0,0,3,0,41,0,0,0,0,0,0
2022-10-05T09,147,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,35,1,0,0,0,16,0,0,0,0,3,0,8,6,0,0,2,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,1,6,0,0,0,3,0,0,0,2,0,34,0,0,1,0,0,0
2022-10-05T10,130,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29,1,0,0,0,16,0,0,0,0,5,0,3,4,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,1,7,0,0,0,2,0,0,0,2,0,32,0,0,1,0,0,0
2022-10-05T11,98,2,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,19,0,0,0,0,7,0,0,0,0,1,0,8,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,1,6,0,0,0,2,0,0,0,2,0,24,0,0,1,0,0,0
2022-10-05T12,111,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,7,0,0,0,0,11,0,0,0,0,1,0,3,3,0,0,4,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,3,0,0,2,0,4,0,0,0,2,13,0,0,0,8,0,0,0,4,0,20,0,0,2,0,0,0
2022-10-05T13,121,1,0,0,1,1,1,0,0,0,0,0,0,0,0,9,2,0,0,5,0,0,0,0,10,1,0,0,0,1,0,2,10,0,0,2,0,0,0,10,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,7,0,0,0,10,0,2,0,6,0,17,0,0,0,1,0,0
2022-10-05T14,179,1,0,0,0,1,19,0,0,0,0,0,1,0,0,2,0,0,0,12,0,0,0,0,17,4,1,0,0,2,0,7,5,0,0,3,0,0,0,8,0,0,0,0,3,0,6,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,0,1,1,0,4,0,0,0,4,7,0,0,0,11,0,1,0,5,0,37,0,0,0,0,0,0
2022-10-05T15,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,26,0,0,0,0,1,0,9,15,0,0,1,0,1,0,0,0,6,0,0,12,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,6,0,0,0,17,0,1,0,3,0,61,0,0,0,0,0,0
2022-10-05T16,172,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,22,0,0,0,0,34,0,0,0,0,6,0,9,4,0,0,3,0,1,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,9,0,0,0,0,0,0,0,4,0,0,2,0,6,0,0,0,1,6,0,0,0,10,0,2,0,4,0,26,0,0,0,0,0,0
2022-10-05T17,246,2,0,0,1,1,0,0,0,2,0,0,1,0,0,11,0,0,0,5,0,0,0,0,64,0,0,0,0,8,0,11,9,0,1,1,0,1,0,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,6,5,0,0,0,16,0,1,0,1,1,58,0,0,0,0,0,0
2022-10-05T18,230,2,0,0,2,1,0,0,0,2,0,0,0,0,0,11,2,0,0,9,0,0,0,0,70,0,0,1,0,5,0,18,9,0,0,4,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,5,6,0,0,0,11,0,1,0,1,0,30,0,0,0,0,0,0
2022-10-05T19,234,2,0,0,1,1,0,0,0,1,0,0,1,0,0,12,3,0,0,14,0,0,0,0,38,0,0,0,0,6,0,18,12,0,0,1,0,0,0,1,0,7,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,5,0,0,0,2,0,2,0,2,0,62,0,0,0,0,0,0
2022-10-05T20,169,1,0,0,0,0,10,0,0,1,0,0,1,0,0,5,2,0,0,5,0,0,0,0,27,0,0,0,0,1,0,14,14,0,0,1,0,1,0,0,0,1,0,0,15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,2,0,2,0,0,5,0,0,0,5,6,0,0,0,0,0,1,0,2,0,30,0,0,0,0,0,0
2022-10-05T21,172,1,0,0,3,0,4,0,0,1,0,0,0,0,0,4,1,0,0,3,0,0,0,0,32,0,0,0,0,2,0,14,14,0,0,1,0,1,0,0,0,1,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,2,5,0,0,0,3,0,1,0,2,0,41,0,0,0,0,0,0
2022-10-05T22,150,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16,1,0,0,12,0,0,0,0,15,0,0,0,0,0,0,5,10,0,0,2,0,0,0,0,0,0,0,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,1,7,0,0,0,2,0,0,0,1,0,50,0,0,0,0,0,0
2022-10-05T23,175,3,0,0,3,0,1,0,0,0,0,0,0,0,0,15,1,0,0,31,0,0,0,0,14,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,5,0,0,0,2,0,0,0,1,0,68,0,0,1,0,0,0
2022-10-06T00,110,1,0,0,3,0,1,0,0,0,0,0,1,0,0,12,0,0,1,18,0,0,0,0,8,0,0,0,0,2,0,2,5,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,1,6,0,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0
2022-10-06T01,85,1,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,14,1,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,6,0,0,0,2,0,0,0,2,0,26,0,0,0,0,0,0
2022-10-06T02,121,1,0,0,0,0,3,0,0,0,0,0,0,0,0,9,1,0,0,16,1,0,0,0,4,0,0,0,0,1,0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,7,0,0,0,1,0,0,0,2,0,49,0,0,0,1,0,0
2022-10-06T03,99,1,0,0,1,0,1,0,0,1,0,0,2,0,0,6,0,0,0,18,1,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,2,0,0,0,2,0,39,0,0,0,0,0,0
2022-10-06T04,76,1,0,0,1,0,2,0,0,1,0,0,2,0,0,2,0,0,0,6,0,0,0,0,6,0,0,0,0,1,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,6,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0
2022-10-06T05,77,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,8,0,0,0,0,1,0,3,1,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,1,0,0,0,3,0,21,0,0,0,0,0,0
2022-10-06T06,59,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,5,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,1,0,0,0,1,0,19,0,0,0,0,0,0
2022-10-06T07,106,1,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,1,0,42,0,0,1,0,0,0
2022-10-06T08,100,3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,13,2,0,0,0,1,0,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,2,0,0,0,2,0,33,0,0,2,0,0,0
2022-10-06T09,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,14,1,0,0,0,1,0,3,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,6,0,0,0,4,0,0,0,3,0,10,0,0,0,0,0,0
2022-10-06T10,108,1,0,0,2,2,7,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,0,14,0,0,0,0,1,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,9,0,0,0,2,0,0,0,3,0,13,0,0,0,0,0,0
2022-10-06T11,116,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,3,0,0,16,0,0,0,0,8,0,0,0,0,1,0,4,10,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,2,6,0,0,0,3,0,0,0,6,0,18,0,0,0,0,0,0
2022-10-06T12,145,3,0,0,1,2,3,0,0,0,0,0,0,0,0,3,1,0,0,16,0,0,0,0,11,2,0,0,0,3,0,4,7,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,1,13,0,0,1,12,0,1,0,4,0,17,0,0,1,0,0,0
2022-10-06T13,146,5,0,0,0,2,4,0,0,0,0,0,1,0,0,1,1,0,0,15,1,0,0,0,13,0,0,0,0,3,0,3,7,0,0,22,0,0,1,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,4,0,0,0,0,1,0,5,0,0,0,1,6,0,0,0,11,0,0,0,9,0,18,0,0,0,0,0,0
2022-10-06T14,161,3,0,0,0,1,1,0,0,0,0,0,3,1,0,1,0,0,0,19,0,0,0,0,18,1,1,0,0,2,0,6,5,0,0,7,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,23,0,0,0,7,0,27,0,0,1,0,0,0
2022-10-06T15,134,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,14,0,0,0,0,28,0,0,0,0,2,0,8,6,0,0,1,0,0,1,0,1,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,5,0,0,0,16,0,0,0,5,0,15,0,0,0,0,0,0
2022-10-06T16,196,2,2,0,0,0,0,0,0,2,0,0,1,0,1,2,1,0,0,5,0,0,0,0,42,0,0,0,1,4,0,12,8,0,0,3,0,1,0,0,0,1,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,4,5,0,0,0,16,0,0,0,3,0,53,0,0,0,0,0,0
2022-10-06T17,206,2,1,0,1,1,0,0,0,3,0,0,2,0,1,1,1,0,0,5,1,0,0,0,51,2,0,0,0,8,2,9,24,0,0,3,0,0,2,0,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,5,6,0,0,0,15,0,1,0,4,0,14,0,0,0,0,0,0
2022-10-06T18,245,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,7,0,0,2,1,0,0,0,62,2,0,0,0,9,0,10,28,0,0,3,0,1,0,0,1,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,8,7,0,0,0,8,0,0,0,2,0,35,0,0,1,0,0,0
2022-10-06T19,195,5,0,0,1,0,0,0,0,2,0,0,2,0,0,0,3,1,0,5,0,0,0,0,45,0,0,0,0,9,0,8,21,0,0,0,0,1,0,0,1,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,7,0,0,0,3,0,2,0,3,0,31,0,0,0,0,0,0
2022-10-06T20,139,3,0,0,2,0,0,0,0,1,0,0,1,0,0,1,3,0,0,5,0,0,0,0,27,0,0,0,0,3,0,5,13,0,0,1,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,2,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,2,7,0,0,0,3,0,3,0,2,0,15,0,0,0,0,0,0
2022-10-06T21,146,2,0,0,1,1,0,1,0,2,0,0,0,0,0,5,3,0,0,6,0,0,1,0,27,0,0,0,0,4,0,7,11,0,0,4,0,0,1,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,3,9,1,0,0,2,1,2,0,2,0,23,0,0,1,0,0,0
2022-10-06T22,127,2,0,0,0,0,0,0,0,1,0,0,4,0,0,10,2,0,0,5,0,0,0,0,8,0,0,0,0,2,0,4,9,0,0,2,0,0,1,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,7,0,0,0,2,1,2,1,2,0,38,0,0,1,0,0,0
2022-10-06T23,107,2,0,0,1,0,2,0,0,0,0,0,3,0,0,12,1,1,0,5,0,0,0,0,9,0,0,0,0,2,0,4,4,0,0,1,0,0,0,0,0,1,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,2,0,0,0,2,0,33,0,0,0,0,0,0
2022-10-07T00,79,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,0,0,2,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10,0,0,0,2,0,0,0,1,0,34,0,0,0,0,0,0
