bucket,total,--,AD,AE,AR,AT,AU,BA,BB,BD,BE,BG,BH,BM,BR,CA,CH,CI,CL,CM,CN,CO,CY,CZ,DE,DK,DO,DZ,EE,EG,ES,FI,FR,GB,GE,GI,GR,HK,HR,HU,ID,IE,IL,IN,IT,JM,JP,KH,KR,KW,KZ,LA,LB,LK,LT,LV,MA,MD,ML,MM,MO,MV,MX,MY,NA,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PS,PT,QA,RO,RS,RU,RW,SD,SE,SG,SI,SK,TH,TR,TT,TW,UA,US,UY,VE,VN,ZA
2021-12-07T08,110,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,7,0,0,0,13,0,0,0,0,0,1,0,3,4,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,6,0,0,1,9,0,0,2,1,0,1,2,30,0,0,0,0
2021-12-07T09,112,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,22,0,0,0,0,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,3,0,1,0,0,0,1,0,6,0,0,2,6,0,0,4,0,0,1,1,15,0,0,0,0
2021-12-07T10,136,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,8,0,0,0,27,0,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,1,1,8,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,9,0,1,2,0,0,5,1,24,0,0,1,1
2021-12-07T11,153,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,9,0,0,0,27,0,0,0,0,0,2,1,5,6,0,0,0,1,0,0,0,0,1,1,7,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,10,0,1,0,0,0,0,0,3,0,0,1,13,0,2,3,0,0,7,1,16,0,0,0,1
2021-12-07T12,164,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,30,2,0,0,0,0,2,1,9,8,0,0,1,1,0,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,5,0,1,0,0,0,1,0,2,0,0,2,12,0,1,6,0,0,5,2,23,0,0,6,1
2021-12-07T13,155,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,9,0,0,0,38,0,0,0,0,0,3,0,7,6,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,4,0,2,0,0,0,1,0,3,0,0,1,8,0,0,10,0,0,7,1,20,0,0,0,1
2021-12-07T14,172,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0,37,0,0,0,0,0,2,0,12,8,0,0,0,0,0,1,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,8,0,2,0,0,0,1,0,5,0,0,1,12,0,0,11,2,0,5,1,21,0,0,0,1
2021-12-07T15,207,2,0,0,0,1,0,0,0,0,3,0,0,0,1,5,4,0,1,0,9,0,0,0,49,0,0,0,0,0,3,1,7,10,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,4,0,3,0,0,0,0,0,5,0,0,2,11,0,0,10,2,0,5,1,24,0,0,0,1
2021-12-07T16,252,2,0,0,0,1,0,0,0,0,3,0,0,0,2,4,3,0,1,0,5,0,0,0,83,0,0,0,0,0,5,0,11,14,0,0,0,0,0,0,0,1,1,0,12,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29,0,0,0,2,0,3,0,1,1,2,0,7,0,0,1,11,0,0,8,3,0,2,2,25,0,0,0,1
2021-12-07T17,336,2,0,0,0,2,0,0,0,0,1,0,0,0,2,7,4,0,0,0,4,0,0,0,155,0,0,0,0,0,7,1,11,14,0,0,0,1,0,0,1,0,0,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44,1,0,0,0,0,2,0,1,0,3,0,7,0,0,5,6,0,0,4,2,0,2,1,24,0,0,1,0
2021-12-07T18,692,3,0,0,0,16,0,0,0,0,5,0,0,0,0,3,5,0,0,0,3,0,0,0,314,0,0,0,0,0,8,1,8,27,0,0,1,1,0,1,0,0,0,1,12,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,3,0,0,0,0,0,2,0,0,6,7,0,2,3,1,0,5,4,28,0,0,0,1
2021-12-07T19,533,3,0,0,1,1,0,0,0,0,5,0,0,0,0,5,5,0,1,0,3,0,0,0,214,1,0,0,0,0,8,0,11,23,0,0,2,0,0,1,0,1,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,2,0,1,0,4,0,4,0,0,3,5,0,1,0,2,0,3,3,31,0,0,0,0
2021-12-07T20,346,1,0,0,1,4,0,0,0,0,3,0,0,0,1,2,3,0,0,0,3,0,0,0,115,1,0,0,0,0,5,0,4,20,0,0,2,0,0,0,0,2,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,99,0,0,0,0,0,1,0,0,0,5,0,4,0,0,6,6,1,0,2,0,0,1,2,29,1,0,0,0
2021-12-07T21,247,1,0,0,0,0,1,0,0,0,2,0,0,0,5,6,3,0,0,0,2,0,0,0,82,0,0,0,0,0,5,0,4,12,0,0,1,0,0,1,0,2,0,0,20,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,2,0,0,0,1,0,1,0,0,5,7,0,0,0,1,0,2,1,24,1,0,0,0
2021-12-07T22,169,2,0,0,0,0,0,0,0,0,2,0,0,0,4,5,1,0,0,0,4,0,0,0,34,0,0,0,0,0,7,0,3,18,0,0,1,0,0,0,0,0,0,0,16,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,2,0,1,0,2,0,2,0,0,3,7,0,0,1,0,0,1,0,32,1,0,0,0
2021-12-07T23,186,2,0,0,2,1,0,0,0,0,0,0,0,0,5,24,1,0,0,0,7,0,0,0,23,0,0,0,0,0,5,0,2,11,0,0,1,0,0,0,0,0,0,1,13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,8,0,1,1,0,0,0,0,53,3,0,0,0
2021-12-08T00,148,1,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,5,0,0,0,7,0,0,0,0,0,5,0,2,5,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,6,0,0,0,0,0,0,1,53,3,0,0,0
2021-12-08T01,148,2,0,0,2,0,0,0,0,0,0,0,0,0,2,29,1,0,1,0,8,0,0,0,8,0,0,0,0,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,8,0,0,0,1,0,2,0,1,0,0,0,3,0,0,2,7,0,0,1,0,0,0,1,47,0,0,0,0
2021-12-08T02,129,3,0,0,2,0,0,0,0,1,0,0,0,0,0,15,0,0,1,0,6,0,0,0,3,0,0,0,0,0,3,0,2,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,0,3,0,0,2,5,0,1,1,0,0,0,1,60,0,0,0,0
2021-12-08T03,110,1,0,1,0,0,2,0,0,0,0,0,0,0,1,8,0,0,2,0,8,0,0,0,4,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,3,0,0,2,8,0,0,1,0,0,0,1,51,0,0,0,0
2021-12-08T04,85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,7,0,0,2,0,0,0,2,39,0,0,0,0
2021-12-08T05,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,6,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,12,0,0,5,0,0,0,0,33,0,0,6,0
2021-12-08T06,89,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,5,0,0,0,0,0,1,0,5,4,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,10,0,0,1,0,0,0,4,28,0,0,0,0
2021-12-08T07,97,1,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,15,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,1,0,2,0,0,2,9,0,0,1,1,0,1,0,20,0,0,0,0
2021-12-08T08,95,2,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,12,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,2,0,1,0,0,0,0,0,4,0,0,2,7,0,0,2,1,0,0,2,21,0,0,0,0
2021-12-08T09,116,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,7,0,0,0,20,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,1,0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,8,0,0,1,1,0,2,1,21,0,0,0,0
2021-12-08T10,140,2,0,0,1,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,10,0,0,0,28,1,0,0,0,0,3,0,2,8,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,3,0,2,0,0,0,0,0,5,0,0,3,7,0,0,2,1,0,1,1,26,0,0,0,0
2021-12-08T11,137,2,0,0,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,8,0,0,0,16,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,0,0,1,0,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,2,0,0,0,0,0,1,0,5,0,0,3,16,0,0,5,1,0,2,0,21,0,0,0,0
2021-12-08T12,144,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,0,0,6,0,0,0,21,0,0,0,0,0,1,0,4,6,0,0,0,1,0,0,0,0,1,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,25,0,0,0,2,0,1,0,1,0,1,0,5,0,0,2,14,0,0,8,1,0,2,1,15,0,0,0,0
2021-12-08T13,180,1,0,1,0,0,0,0,0,0,1,0,0,0,4,2,4,0,1,0,12,0,0,0,27,0,0,0,1,0,1,0,9,6,0,0,0,1,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,1,0,1,0,2,0,4,0,0,2,13,0,0,18,0,0,4,3,19,0,0,0,0
2021-12-08T14,184,1,0,0,0,4,0,0,0,0,1,0,0,0,1,2,4,0,1,0,12,0,0,0,34,0,0,0,0,0,2,0,5,6,0,0,0,0,0,0,1,0,1,1,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25,1,0,0,1,0,0,0,0,0,0,0,3,0,0,3,15,0,0,14,0,0,9,2,19,0,0,0,0
2021-12-08T15,224,3,0,0,0,4,0,0,0,0,3,0,0,0,1,2,4,0,1,0,10,0,0,0,56,0,0,0,0,0,3,0,8,8,0,0,1,1,0,0,1,0,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0,0,1,1,2,0,1,0,0,0,6,0,0,4,8,0,0,15,1,0,4,1,19,0,0,0,0
2021-12-08T16,298,2,0,0,0,0,1,0,0,0,4,0,0,0,2,6,4,0,0,0,9,0,0,0,87,0,0,0,0,0,3,0,8,9,0,0,0,1,0,1,1,0,1,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,53,1,0,0,2,0,2,0,1,0,1,1,3,0,0,2,13,0,0,7,1,0,4,1,37,0,0,0,0
2021-12-08T17,329,2,0,0,0,1,0,0,0,0,2,0,0,0,0,4,3,0,1,0,4,0,0,0,121,0,0,0,0,0,7,1,15,14,0,0,0,0,0,0,0,0,0,1,35,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,50,0,0,0,1,0,2,0,1,0,2,0,3,0,0,7,8,0,0,4,2,0,2,2,24,1,0,0,0
2021-12-08T18,618,3,0,0,0,5,0,0,0,0,4,0,0,0,0,4,6,0,1,0,6,0,0,0,237,0,0,0,0,0,8,0,16,15,0,0,0,0,0,0,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,223,2,0,0,2,0,2,0,2,0,1,0,2,0,0,8,12,0,1,4,0,0,1,3,26,0,0,0,1
2021-12-08T19,456,0,0,1,0,2,0,0,0,0,5,0,0,0,1,5,6,0,2,0,3,1,0,0,172,0,0,0,0,0,9,0,9,16,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,144,1,0,0,0,0,1,0,0,0,2,0,8,0,0,7,6,0,1,2,2,0,0,2,32,0,0,0,0
2021-12-08T20,313,1,0,0,0,0,1,0,0,0,2,0,0,0,1,6,4,0,3,0,4,0,0,0,105,1,0,0,0,0,5,0,14,15,0,0,1,1,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,0,0,1,0,0,0,0,0,5,0,0,7,7,0,1,3,1,0,0,5,28,1,0,0,0
2021-12-08T21,247,1,0,0,0,0,0,0,0,0,3,0,0,0,1,2,4,0,1,0,5,0,0,0,58,0,0,0,0,0,5,0,8,11,0,0,1,0,0,0,0,1,0,0,36,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0,0,1,0,3,0,0,3,7,0,0,4,0,0,0,3,33,1,0,0,0
2021-12-08T22,221,2,0,1,0,0,0,0,0,0,2,0,0,0,1,11,4,0,0,0,5,0,0,0,45,0,0,0,0,0,3,0,7,10,0,0,1,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,1,0,1,0,0,0,3,0,0,2,8,0,0,2,0,0,1,2,46,0,0,7,0
2021-12-08T23,164,2,0,0,1,1,2,0,0,0,0,0,0,0,4,11,3,0,0,0,4,0,0,0,19,0,0,0,0,0,2,0,4,13,0,0,1,0,0,0,0,0,0,1,15,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,12,0,0,0,0,0,0,0,47,0,0,0,0
2021-12-09T00,144,2,0,0,1,0,1,0,0,0,0,0,0,0,4,23,1,0,0,0,5,0,0,0,11,0,0,0,0,0,3,0,3,6,0,0,1,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,3,0,48,0,0,0,0
2021-12-09T01,145,2,0,0,0,0,2,0,0,0,0,1,0,0,2,22,0,0,1,0,8,0,0,0,5,0,0,0,0,0,2,0,2,4,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,4,0,0,1,11,0,0,1,0,0,0,1,62,0,0,0,0
2021-12-09T02,111,2,0,0,0,1,1,0,0,0,0,1,0,0,1,13,0,0,0,0,4,0,0,0,1,0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,1,0,0,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,10,0,0,3,0,0,1,2,38,0,0,0,0
2021-12-09T03,86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,1,0,0,0,0,1,0,4,0,0,1,9,0,0,3,0,0,0,0,32,0,0,1,0
2021-12-09T04,91,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,0,0,1,0,3,0,0,1,9,0,0,3,0,0,0,0,38,0,0,0,0
2021-12-09T05,134,1,0,0,2,0,3,0,0,0,0,1,0,0,0,4,0,0,0,0,10,0,0,0,9,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,1,0,4,0,0,1,7,0,0,2,0,0,4,1,62,0,0,0,0
2021-12-09T06,91,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0,0,0,0,0,2,0,0,1,7,0,0,1,0,0,0,1,44,0,0,0,0
2021-12-09T07,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,14,3,0,0,0,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,4,0,0,3,10,0,0,2,0,0,0,2,29,0,0,0,0
2021-12-09T08,102,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,8,0,0,0,11,1,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,8,0,0,2,0,0,1,2,30,0,0,0,0
2021-12-09T09,144,1,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,7,0,0,0,36,0,0,0,0,0,1,0,8,6,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,2,0,1,0,0,0,3,0,5,0,0,2,11,0,0,4,0,0,2,2,21,0,0,0,0
2021-12-09T10,137,1,0,0,0,1,1,0,0,0,1,0,0,0,0,3,1,0,0,0,6,0,0,0,26,0,0,0,0,0,2,0,9,3,0,0,0,0,0,0,0,0,0,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,2,0,0,0,0,0,0,1,2,0,0,2,11,0,0,3,0,0,2,2,26,0,0,0,0
2021-12-09T11,140,1,0,0,0,2,3,0,0,0,0,0,0,0,1,3,0,0,0,0,13,0,0,0,31,0,0,0,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,7,0,0,1,0,0,3,1,26,0,0,1,0
2021-12-09T12,130,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,9,0,0,0,30,0,0,0,0,0,2,0,8,6,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,8,0,0,6,1,0,4,1,19,0,0,0,0
2021-12-09T13,159,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,12,0,0,0,43,0,0,0,0,0,1,0,6,5,0,0,0,2,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17,0,0,0,2,0,1,0,1,0,1,0,2,0,0,1,12,0,0,6,0,0,2,1,24,0,0,0,0
2021-12-09T14,181,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,12,0,0,2,33,1,0,0,0,0,2,1,6,6,0,0,0,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,0,28,2,0,0,4,0,0,0,0,0,0,0,5,0,0,1,5,0,0,7,1,0,4,1,34,0,0,0,0
2021-12-09T15,222,0,0,0,0,1,1,0,0,0,2,0,0,0,1,3,4,0,0,0,14,0,1,0,62,0,0,0,0,0,2,0,5,6,0,0,0,1,0,0,0,0,0,3,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,33,3,0,0,2,0,0,0,0,0,1,0,4,0,0,7,7,0,0,8,1,0,7,1,29,0,0,0,0
2021-12-09T16,306,0,0,2,0,2,0,0,0,0,1,0,0,0,1,4,2,0,0,0,7,0,0,0,112,0,0,0,0,0,5,0,13,16,0,0,0,0,0,0,0,0,3,2,16,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,41,1,0,0,1,0,1,0,2,0,2,0,5,0,0,3,10,0,0,5,1,0,4,1,31,0,0,6,0
2021-12-09T17,381,0,0,2,0,6,0,0,0,0,3,0,0,0,1,5,2,0,0,0,8,0,1,0,178,0,0,0,0,0,5,0,9,12,0,0,1,2,0,0,0,1,0,0,17,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,43,0,0,0,1,0,1,0,0,0,2,0,7,0,0,10,10,0,0,10,1,0,1,2,29,0,0,0,0
2021-12-09T18,581,0,0,2,1,3,0,0,0,0,4,0,0,0,0,5,3,0,0,0,6,0,1,0,242,0,0,0,0,0,8,0,6,19,0,0,1,2,0,0,0,2,0,0,14,0,9,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,2,0,0,0,183,1,0,0,1,0,0,0,0,0,1,0,3,0,0,9,6,0,0,8,1,0,2,6,24,0,0,0,0
2021-12-09T19,558,1,0,0,3,2,0,0,0,0,4,0,0,0,0,8,2,0,0,0,8,0,1,1,190,2,0,0,0,0,8,0,9,26,0,0,1,1,0,1,0,1,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,196,1,0,0,0,0,1,0,1,0,3,0,6,0,0,5,7,0,0,6,2,0,0,2,43,0,0,1,0
2021-12-09T20,348,1,0,0,1,2,0,0,0,0,5,0,0,0,0,3,5,0,0,0,8,0,1,1,118,0,0,0,1,0,3,0,9,15,0,0,1,0,0,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,88,2,0,0,0,0,2,0,1,0,2,0,3,0,0,4,5,0,1,4,2,0,0,0,36,1,0,0,0
2021-12-09T21,253,0,0,0,2,1,1,0,0,0,2,0,0,0,0,8,2,0,0,0,7,0,1,0,61,0,0,0,0,0,2,0,9,14,0,0,1,0,0,0,0,4,0,0,23,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,45,2,0,0,0,0,1,0,0,0,1,0,4,0,0,6,11,0,0,2,1,0,0,1,34,1,0,1,0
2021-12-09T22,182,2,0,0,1,0,0,0,0,0,3,0,0,0,1,8,1,0,0,0,10,0,1,0,30,0,0,0,0,0,2,0,8,19,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,2,0,1,0,4,0,0,1,8,0,0,3,0,0,0,1,42,0,0,1,0
2021-12-09T23,160,4,0,0,0,1,1,0,0,0,2,0,0,0,2,9,1,0,2,0,7,0,1,0,15,0,0,0,0,0,2,0,4,12,0,0,1,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,8,0,0,2,0,0,0,1,40,0,0,1,0
2021-12-10T00,173,2,0,0,1,0,3,0,0,0,1,0,0,0,1,28,3,0,0,0,7,0,1,0,5,0,0,0,0,0,1,0,4,9,0,0,1,1,0,0,0,1,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,10,0,0,2,1,0,0,2,64,0,0,1,0
2021-12-10T01,163,0,0,0,0,0,3,0,0,0,1,0,0,0,0,28,0,0,0,0,9,0,1,0,4,0,0,0,0,0,2,0,2,6,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,8,0,0,1,0,0,0,1,76,0,0,1,0
2021-12-10T02,153,1,0,0,1,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,11,0,1,0,5,0,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,12,0,0,3,0,0,0,1,65,0,0,1,0
2021-12-10T03,112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,12,0,1,0,2,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,9,0,0,1,0,0,0,0,46,0,0,1,0
