bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EE,EG,ES,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IR,IT,JP,KE,KH,KR,KZ,LT,LU,LV,MD,MG,MM,MN,MO,MQ,MX,MY,MZ,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PS,PT,RO,RS,RU,RW,SA,SE,SG,SK,SY,TH,TR,TT,TW,UA,US,UY,VN,VU,ZA
2021-11-02T13,163,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,5,0,0,0,17,2,0,0,0,0,5,1,5,6,0,0,1,0,0,1,0,0,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,0,1,0,2,0,0,8,10,0,0,19,1,0,6,1,39,0,0,0,1
2021-11-02T14,167,4,0,0,0,0,0,0,0,1,0,1,0,6,2,0,0,4,0,0,1,22,0,0,0,0,0,1,0,8,6,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,8,0,0,16,1,0,10,2,31,0,0,0,1
2021-11-02T15,171,2,0,0,0,0,0,0,0,1,0,0,0,7,3,0,0,5,0,0,0,34,0,0,0,0,0,3,0,9,9,0,1,0,0,0,0,2,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,16,0,1,0,0,1,0,1,0,0,0,0,3,0,0,3,8,0,0,10,1,0,9,1,28,0,1,0,1
2021-11-02T16,202,2,0,0,0,0,1,0,0,2,0,0,0,5,4,0,0,7,0,0,0,44,0,0,0,0,0,3,0,9,13,0,0,3,0,0,0,3,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,8,0,1,14,2,0,5,1,38,0,0,0,1
2021-11-02T17,546,1,0,0,0,0,1,0,0,2,1,2,0,2,5,0,0,5,0,0,0,64,0,0,0,0,0,2,0,9,13,0,0,3,0,0,0,1,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,1,0,1,0,0,1,0,331,0,0,3,11,0,2,12,2,0,2,2,25,0,6,0,0
2021-11-02T18,250,2,1,0,0,0,0,0,0,3,0,1,0,8,2,0,0,5,0,0,0,87,0,0,0,0,0,4,0,11,12,0,1,4,0,2,0,2,0,0,0,14,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2,0,0,1,0,2,0,0,9,6,0,0,4,1,0,0,0,30,0,0,0,0
2021-11-02T19,227,3,0,3,1,0,0,0,0,2,0,0,0,9,4,1,0,3,0,0,0,71,0,0,0,0,0,3,0,9,20,0,1,4,0,2,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,3,0,0,3,6,0,0,2,1,0,0,0,32,0,0,0,0
2021-11-02T20,232,1,0,3,0,1,0,0,0,2,0,1,0,12,8,3,0,5,0,0,1,62,1,0,0,0,0,5,0,7,19,0,1,2,0,0,1,2,0,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,2,0,3,0,0,5,9,0,0,1,2,0,0,2,30,0,1,0,0
2021-11-02T21,187,2,0,1,0,1,0,0,0,0,0,3,0,11,2,1,0,7,0,0,1,36,1,0,0,0,1,3,0,12,15,0,2,1,0,1,0,0,0,0,0,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,1,0,0,1,0,2,0,0,2,9,0,0,2,0,0,0,0,33,0,1,0,0
2021-11-02T22,161,4,0,2,1,0,0,0,0,1,0,3,0,22,2,0,0,5,0,0,0,27,1,0,0,0,0,2,0,3,10,0,0,1,0,0,0,0,0,1,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2,8,0,0,0,1,0,1,0,36,0,1,0,0
2021-11-02T23,154,1,1,1,0,1,0,0,0,2,0,2,0,29,0,0,0,6,0,0,0,19,0,0,0,0,0,1,0,1,12,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,10,0,0,1,0,0,0,1,36,0,1,0,0
2021-11-03T00,121,2,0,0,0,1,0,0,0,1,0,0,0,12,1,0,0,6,0,0,0,12,0,0,0,0,0,1,0,3,7,0,0,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,11,0,0,1,0,0,0,0,41,0,0,0,0
2021-11-03T01,133,2,0,0,0,1,0,0,0,0,0,1,0,16,1,1,0,5,0,0,0,5,0,0,0,0,0,1,0,3,3,0,1,1,0,0,0,1,0,1,0,4,6,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,0,0,1,0,0,2,0,51,0,0,0,0
2021-11-03T02,123,2,0,1,0,2,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,6,0,0,0,0,0,1,0,1,4,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,11,0,0,1,0,0,2,1,52,0,1,0,0
2021-11-03T03,103,2,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,3,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,13,0,0,5,0,0,1,0,44,0,0,0,0
2021-11-03T04,83,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,1,0,0,0,1,1,2,2,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11,0,0,3,0,0,1,0,33,0,0,0,0
2021-11-03T05,61,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,12,0,0,0,0,0,1,1,22,0,0,0,0
2021-11-03T06,72,2,0,0,0,3,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,10,0,0,4,0,0,1,0,25,0,1,0,0
2021-11-03T07,192,2,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,107,0,0,3,8,0,0,5,1,0,1,0,29,0,1,0,0
2021-11-03T08,92,4,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,9,0,0,3,0,0,1,0,23,0,0,0,0
2021-11-03T09,105,1,0,1,0,3,0,0,0,1,0,0,0,2,1,0,0,8,0,0,0,12,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,1,0,1,1,0,1,0,0,5,11,0,0,5,1,0,3,0,22,0,0,0,0
2021-11-03T10,125,4,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,4,0,0,0,17,0,0,0,0,0,3,2,4,7,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,2,0,0,0,0,2,0,0,3,12,0,0,10,0,0,3,1,20,0,6,0,1
2021-11-03T11,135,2,0,0,0,0,0,0,0,1,0,2,0,3,2,0,0,5,0,0,0,15,0,0,0,0,0,1,0,1,8,0,0,2,0,0,0,2,0,0,0,5,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,1,0,0,0,0,3,0,0,3,16,0,0,16,0,0,9,0,13,0,0,0,1
2021-11-03T12,137,2,0,0,0,0,0,0,0,3,0,0,0,4,2,0,0,16,0,0,0,12,0,0,0,0,0,2,0,4,8,0,0,4,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,4,0,2,0,0,2,0,5,0,0,4,10,0,0,16,1,0,3,0,17,0,1,0,0
2021-11-03T13,130,2,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,8,0,0,0,19,0,0,0,0,0,1,0,4,7,0,0,2,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,0,0,0,0,3,0,0,3,13,0,0,20,2,0,4,0,13,0,1,0,1
2021-11-03T14,150,2,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,5,0,0,0,20,0,0,0,0,0,2,0,3,10,0,0,5,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,10,0,0,0,0,1,0,0,0,1,2,0,2,0,0,3,8,0,0,24,0,0,5,1,24,0,0,0,1
2021-11-03T15,195,1,2,0,0,0,0,0,0,1,0,2,0,9,1,0,0,6,0,0,0,28,0,1,0,0,0,2,2,8,8,0,0,1,0,0,0,2,0,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,3,0,0,0,0,1,0,5,0,0,4,12,0,0,28,3,0,3,2,26,0,1,0,0
2021-11-03T16,211,4,1,0,0,0,0,0,0,2,0,0,0,11,4,2,0,9,0,0,0,43,0,0,0,0,0,7,0,8,9,0,0,4,0,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,10,0,0,0,0,1,0,0,0,0,3,0,6,0,0,5,7,0,0,27,2,0,3,1,23,0,0,0,1
2021-11-03T17,228,2,2,1,0,0,1,0,0,3,0,0,0,8,3,1,0,8,0,0,0,52,0,1,0,0,0,7,1,14,6,0,1,2,0,0,0,1,0,0,0,21,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,1,0,0,1,0,4,0,0,9,5,0,0,16,3,0,5,1,29,0,2,0,1
2021-11-03T18,263,2,1,2,1,0,0,0,0,6,0,0,0,6,4,6,0,14,0,0,0,79,0,1,0,0,0,9,0,8,10,0,0,2,0,0,0,0,0,0,0,21,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,1,1,0,6,0,4,0,0,8,7,0,0,6,2,0,3,1,26,0,1,0,0
2021-11-03T19,271,2,2,2,0,0,1,0,0,4,0,0,0,7,2,2,0,7,0,0,0,98,1,1,0,0,0,5,1,6,22,0,0,0,2,0,0,0,0,2,0,17,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,1,0,0,2,0,4,1,0,9,7,0,0,2,4,0,0,0,23,0,1,0,0
2021-11-03T20,247,2,0,3,0,1,0,0,0,2,0,1,0,10,2,2,0,9,1,0,1,60,0,1,0,0,0,4,0,9,28,0,1,2,1,0,0,1,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,1,0,2,0,0,6,12,0,0,9,2,0,0,0,29,0,0,0,0
2021-11-03T21,194,2,0,1,0,0,0,0,0,1,0,1,0,8,2,0,0,10,0,0,1,38,0,0,0,0,0,0,0,7,15,0,1,1,0,0,0,1,0,0,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,17,1,0,0,0,0,0,2,0,1,0,0,2,0,0,4,7,0,0,3,1,0,2,0,36,0,0,0,1
2021-11-03T22,167,2,0,1,0,2,0,0,0,1,0,0,0,12,1,0,0,11,0,0,0,34,0,0,0,0,0,0,0,3,14,0,0,1,0,0,0,0,0,1,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,10,0,0,1,1,0,0,1,39,0,1,0,0
2021-11-03T23,166,3,0,0,0,1,0,0,0,1,0,2,0,22,3,0,0,11,0,0,0,15,0,1,0,0,0,1,0,3,13,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,1,1,53,0,0,0,0
2021-11-04T00,134,2,0,1,0,2,0,0,0,0,0,2,0,17,0,0,0,9,0,0,0,9,0,0,0,0,0,1,0,3,5,0,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,47,0,1,1,0
2021-11-04T01,118,2,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,9,1,0,0,9,0,0,0,0,0,0,0,2,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,10,0,0,0,1,0,1,1,41,1,1,0,0
2021-11-04T02,108,3,0,1,0,2,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,4,0,1,0,0,0,0,0,1,3,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,9,0,0,1,0,0,1,0,49,1,0,0,0
2021-11-04T03,76,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,1,1,30,0,1,0,0
2021-11-04T04,86,2,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,3,4,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,0,0,4,0,0,1,0,27,0,7,0,0
2021-11-04T05,77,3,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,4,0,20,0,1,0,0
2021-11-04T06,79,2,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,7,0,0,4,0,0,7,0,23,0,0,0,0
2021-11-04T07,76,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,10,0,0,2,0,0,2,0,22,0,1,0,0
2021-11-04T08,96,4,0,2,0,7,0,0,0,1,0,0,0,2,0,0,0,6,0,0,1,6,0,0,0,0,0,1,0,2,3,0,0,2,0,0,1,0,0,0,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,3,0,3,0,0,1,9,0,0,3,1,0,3,1,21,0,0,0,0
2021-11-04T09,99,2,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,8,0,0,1,0,0,2,2,4,4,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,14,0,0,6,0,0,2,1,22,0,0,0,0
2021-11-04T10,112,2,0,0,0,2,0,0,0,0,0,1,0,3,1,0,0,2,0,0,0,10,0,0,0,0,0,2,1,7,7,0,0,1,0,0,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0,0,10,0,0,4,1,22,0,1,0,1
2021-11-04T11,123,3,0,0,0,3,0,0,0,0,0,4,0,6,1,0,0,5,0,0,0,19,0,0,0,0,0,3,1,2,6,0,0,1,0,0,0,1,0,0,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,6,0,0,12,1,0,0,1,18,0,1,0,0
2021-11-04T12,146,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,10,0,0,0,19,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,3,0,0,0,0,2,0,2,0,0,2,17,0,0,24,1,0,7,0,17,0,1,0,1
2021-11-04T13,167,3,0,0,0,1,0,0,0,0,0,0,0,9,2,0,0,3,0,0,2,19,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,1,0,4,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,4,0,1,0,1,2,0,1,0,0,5,13,0,0,20,1,0,6,0,38,0,1,0,1
2021-11-04T14,234,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,24,1,0,0,0,0,1,1,8,4,0,0,3,0,0,0,1,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,1,0,0,1,0,2,0,0,3,15,0,0,15,0,0,6,92,23,0,3,0,0
2021-11-04T15,169,3,0,0,0,0,0,0,0,2,0,3,0,5,1,0,0,4,2,0,0,31,0,0,0,0,0,4,0,7,5,0,0,4,0,0,0,2,0,0,0,6,1,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,2,0,0,0,0,1,0,2,0,0,3,12,0,0,20,0,0,4,2,26,0,0,0,1
2021-11-04T16,199,2,0,0,0,0,1,0,0,1,0,1,0,9,2,0,0,7,0,0,0,40,2,0,0,0,0,3,0,16,5,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,12,0,0,0,0,1,0,1,0,1,1,0,2,0,0,3,10,0,0,11,0,0,2,0,41,0,1,0,1
2021-11-04T17,212,3,0,0,0,0,1,0,0,1,1,0,0,7,2,0,0,4,1,0,1,52,3,0,0,0,0,4,1,15,8,0,0,3,0,0,0,1,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,1,0,2,0,1,1,0,2,0,0,10,9,0,0,12,1,0,2,0,24,0,3,0,0
2021-11-04T18,210,5,0,0,0,0,0,0,0,3,0,0,0,11,1,0,0,8,0,0,0,57,1,0,0,0,0,6,0,9,24,1,0,3,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,6,0,0,7,2,0,2,1,25,1,0,0,0
2021-11-04T19,230,5,0,0,0,0,0,0,0,3,0,1,0,12,2,0,0,5,0,0,1,63,0,0,0,0,0,6,1,10,30,0,0,2,0,0,1,3,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,1,1,0,3,0,0,3,7,0,0,3,3,0,1,0,20,0,0,0,0
2021-11-04T20,225,3,0,0,0,0,0,0,0,3,0,2,0,9,2,0,0,7,0,0,1,61,1,0,0,0,0,6,1,12,12,0,0,3,0,0,0,2,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,1,3,0,3,0,0,5,7,0,0,0,4,0,0,0,33,0,0,0,0
2021-11-04T21,211,4,0,0,1,0,0,0,0,1,0,4,0,4,2,6,0,4,1,0,0,52,0,0,0,0,0,6,0,9,14,0,0,2,0,0,1,1,0,0,0,18,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,0,1,0,3,0,0,4,9,0,1,0,3,0,1,0,33,0,6,0,0
2021-11-04T22,166,3,0,6,0,0,0,0,0,0,0,4,0,12,2,0,0,4,0,0,0,23,0,0,0,0,0,2,0,7,11,1,0,1,0,0,0,0,0,0,0,22,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,7,0,0,2,1,0,0,0,34,0,0,0,0
2021-11-04T23,179,3,0,10,0,1,0,0,0,0,0,4,0,22,0,3,0,4,0,0,0,24,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,8,0,0,2,2,0,2,0,48,0,0,0,0
2021-11-05T00,152,3,0,1,0,0,0,0,0,0,0,4,0,18,1,2,0,9,0,0,0,12,0,0,0,0,0,0,1,3,4,0,1,1,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5,0,1,0,0,2,0,2,0,0,1,0,2,0,0,1,9,0,0,0,0,0,1,0,52,0,1,0,0
2021-11-05T01,115,3,0,1,0,0,0,0,0,0,0,1,0,12,2,0,0,5,0,0,0,5,0,1,0,0,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,12,0,0,0,0,0,1,0,46,0,0,0,0
2021-11-05T02,103,2,0,1,0,2,0,0,0,0,0,1,0,14,1,0,0,5,0,0,0,5,0,1,0,0,0,0,0,3,5,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,9,0,0,1,0,0,2,0,33,0,0,0,0
2021-11-05T03,79,3,0,0,0,1,0,0,0,0,0,0,0,10,1,1,0,5,0,0,0,5,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5,0,0,3,0,0,2,1,23,0,0,0,0
2021-11-05T04,85,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,10,0,0,0,0,0,1,0,34,0,1,0,0
2021-11-05T05,77,2,0,0,0,2,0,0,0,1,0,1,0,7,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,9,0,0,4,0,0,2,0,16,0,0,0,0
2021-11-05T06,102,3,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,3,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,1,1,0,2,0,0,1,10,0,0,3,0,0,2,0,41,0,4,0,0
2021-11-05T07,78,3,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,8,0,0,0,5,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,8,0,0,3,0,0,3,0,18,0,2,0,0
2021-11-05T08,90,3,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,5,0,0,0,0,0,1,0,7,3,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,1,0,0,1,0,2,0,0,1,9,0,0,2,1,0,4,0,16,0,0,0,0
2021-11-05T09,111,4,0,1,0,3,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,15,0,0,0,0,0,3,0,8,4,0,0,0,0,0,1,0,0,1,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,3,0,1,0,0,1,0,1,0,0,4,10,0,0,5,0,0,2,0,18,0,0,0,0
2021-11-05T10,109,4,0,0,0,2,0,0,0,1,0,0,0,2,2,0,0,7,0,0,0,23,0,0,0,0,0,1,0,4,3,0,0,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,1,0,0,0,0,2,0,0,3,8,0,0,5,0,0,6,0,13,0,0,0,1
2021-11-05T11,107,5,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,11,0,0,0,19,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,1,0,0,0,0,2,0,1,2,13,0,0,8,1,0,2,0,13,0,0,0,1
2021-11-05T12,132,3,0,0,1,2,0,0,0,0,0,1,0,4,0,0,0,6,0,0,0,21,0,0,0,0,0,1,0,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,3,0,2,0,0,1,0,0,0,0,3,11,0,0,12,1,0,6,1,21,0,1,0,1
2021-11-05T13,138,4,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,7,1,0,0,20,0,0,0,0,0,0,0,12,7,0,0,2,0,0,0,1,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,12,0,0,13,1,0,4,2,21,0,1,0,0
