bucket,total,--,AD,AE,AR,AT,AU,BB,BD,BE,BG,BR,CA,CH,CL,CM,CN,CO,CZ,DE,DK,DO,EE,ES,FI,FR,GB,GE,GH,GR,GT,HK,HU,ID,IE,IL,IN,IR,IT,JP,KE,KH,KR,KZ,LA,LT,LU,MD,MK,ML,MO,MT,MX,MY,MZ,NG,NL,NO,NZ,PE,PH,PK,PL,PT,RO,RS,RU,SC,SE,SG,SI,SK,TH,TN,TR,TW,UA,US,UY,VE,VN,YE,ZA
2021-12-21T18,477,2,0,0,0,2,0,0,0,6,0,1,5,6,0,0,8,0,0,179,0,0,0,13,0,7,11,0,0,1,0,0,1,0,0,1,0,0,20,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,156,1,0,0,0,0,3,1,1,0,6,0,4,5,0,1,6,0,1,2,2,19,0,0,0,0,0
2021-12-21T19,428,3,0,0,0,0,0,0,0,5,0,1,8,4,0,0,7,0,1,137,0,0,0,8,1,12,23,0,0,1,0,0,0,0,0,0,0,1,14,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,132,2,0,0,0,0,0,1,1,1,3,0,6,7,0,0,4,0,0,2,0,38,0,0,0,0,0
2021-12-21T20,294,2,0,0,0,3,1,0,0,0,0,2,8,1,0,0,11,0,0,85,1,0,0,3,0,11,18,0,0,1,0,1,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,2,2,0,4,0,5,6,0,0,1,0,0,2,0,35,0,0,1,0,0
2021-12-21T21,243,2,0,0,0,2,1,0,0,0,0,1,8,2,0,0,13,0,0,62,0,0,0,3,0,9,14,0,0,1,0,1,0,1,0,0,0,0,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,1,0,0,0,0,2,2,0,0,3,0,4,6,0,0,2,0,0,2,0,34,0,0,0,0,0
2021-12-21T22,221,1,0,0,1,1,0,0,0,1,0,1,8,2,0,1,11,0,0,52,0,0,0,4,0,10,18,0,0,1,0,1,0,0,1,0,0,0,24,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,1,1,0,4,0,3,5,0,0,1,0,0,2,0,32,0,0,6,0,0
2021-12-21T23,172,2,0,0,1,1,1,0,0,1,0,3,13,4,0,0,10,0,0,25,0,0,0,1,0,8,11,0,0,1,0,0,0,0,1,0,0,0,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,2,1,2,0,4,9,0,0,0,0,0,2,0,46,0,0,0,0,0
2021-12-22T00,136,4,0,0,0,0,1,0,0,1,0,2,12,0,0,0,8,0,0,13,0,0,0,2,0,3,8,0,0,0,0,1,0,0,0,0,2,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,2,2,48,0,0,0,0,0
2021-12-22T01,137,2,0,0,2,0,1,0,0,0,0,3,15,0,0,0,7,1,0,6,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,1,0,0,3,0,56,0,0,0,0,0
2021-12-22T02,117,1,0,0,0,0,0,0,1,0,1,0,16,1,0,0,3,0,0,9,0,2,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,6,0,0,1,0,0,1,0,53,0,0,1,0,0
2021-12-22T03,104,3,0,0,0,0,1,0,0,0,0,0,10,0,0,0,4,0,0,3,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,7,0,0,2,0,0,1,0,50,0,0,0,0,0
2021-12-22T04,89,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,1,9,0,0,0,0,0,1,0,34,0,0,0,0,0
2021-12-22T05,94,2,0,0,0,0,2,0,0,0,0,1,8,0,0,0,12,0,0,4,0,0,1,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,2,6,0,0,2,0,0,4,0,31,0,0,0,0,0
2021-12-22T06,91,2,0,0,0,0,0,0,0,0,0,1,4,1,0,0,4,0,0,6,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,3,9,0,0,0,0,0,9,0,27,0,1,0,0,0
2021-12-22T07,73,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,5,0,0,4,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,4,0,2,7,0,1,5,0,1,2,0,14,0,0,0,0,0
2021-12-22T08,110,1,0,0,0,1,0,0,0,1,0,0,2,2,0,0,9,0,0,11,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,0,1,0,4,0,4,6,0,0,4,0,0,2,0,24,0,0,0,0,0
2021-12-22T09,116,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,11,0,0,19,0,0,0,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1,0,1,0,0,0,3,0,4,7,0,1,2,0,0,1,0,24,0,0,0,0,0
2021-12-22T10,134,1,0,0,0,2,0,0,0,1,0,0,2,1,0,0,8,0,0,14,1,0,0,1,0,12,4,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,1,0,1,0,6,0,5,7,0,0,2,0,0,1,0,35,0,0,0,0,0
2021-12-22T11,123,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,8,0,0,24,0,0,0,2,0,7,4,0,0,0,0,1,0,0,4,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,5,0,4,10,0,0,4,0,1,2,0,16,0,0,0,0,0
2021-12-22T12,133,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,16,0,0,0,4,0,7,4,0,0,0,0,0,0,0,1,0,1,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,1,0,0,3,0,2,8,0,0,7,0,0,4,1,33,0,0,0,0,0
2021-12-22T13,145,4,0,0,0,1,0,0,0,1,0,0,1,2,0,0,4,0,0,29,0,0,0,1,0,6,6,0,0,0,0,1,0,0,3,0,0,0,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23,0,0,0,1,0,2,0,3,0,4,0,2,6,0,0,5,0,1,3,1,24,0,0,0,0,0
2021-12-22T14,195,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,38,0,0,0,2,0,5,12,0,0,0,0,4,0,0,1,0,1,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,1,0,0,2,0,4,13,0,0,8,0,1,4,1,40,0,0,1,0,0
2021-12-22T15,206,1,0,1,0,0,0,0,0,1,0,1,8,2,0,0,6,1,0,42,0,0,0,2,0,9,13,0,0,0,0,3,0,0,1,0,2,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,0,0,1,0,1,0,2,0,3,0,3,6,0,0,13,0,0,5,0,27,0,0,0,0,0
2021-12-22T16,233,3,0,4,1,2,0,0,0,0,0,1,4,2,0,0,3,1,0,70,0,0,0,2,0,9,15,0,0,0,0,3,0,0,2,1,1,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,2,0,3,0,0,0,3,0,2,5,0,0,11,0,2,3,0,27,0,0,5,0,0
2021-12-22T17,307,2,0,1,0,0,0,0,0,2,0,0,3,3,0,0,4,0,0,98,0,0,0,5,1,13,17,0,0,1,0,2,3,0,0,0,0,0,25,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,33,0,0,0,1,0,3,0,2,0,1,0,2,8,0,0,15,0,1,4,1,41,0,0,1,0,1
2021-12-22T18,447,2,0,0,0,1,0,0,0,4,0,1,6,5,1,0,4,0,0,141,0,0,0,11,0,10,15,0,0,1,0,3,0,0,0,1,0,0,13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,161,0,0,0,0,0,2,2,0,1,3,0,2,9,0,0,11,0,1,3,0,30,0,0,0,0,0
2021-12-22T19,440,1,0,1,0,0,0,0,1,3,0,1,15,5,1,0,6,0,0,137,1,0,0,8,1,13,27,0,0,1,0,4,0,0,1,1,0,0,15,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,123,0,0,0,0,0,1,1,0,1,5,0,4,7,0,0,7,0,2,5,4,34,0,0,0,0,0
2021-12-22T20,319,2,0,1,1,1,1,0,0,4,0,2,8,5,0,0,8,0,0,86,0,0,0,9,1,11,20,0,0,1,0,1,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,0,0,0,0,2,3,1,1,2,0,4,5,0,0,5,0,1,4,2,28,0,0,0,0,0
2021-12-22T21,242,1,0,0,1,1,0,0,0,2,0,1,9,2,0,0,8,0,0,54,1,0,0,5,0,15,13,0,0,1,0,1,0,0,0,0,0,0,27,1,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,38,0,0,0,0,0,3,4,0,0,1,0,3,5,0,1,2,0,0,2,1,33,0,0,0,0,0
2021-12-22T22,189,0,0,0,1,1,1,0,0,2,0,0,5,3,0,0,7,0,0,39,0,0,0,1,0,14,16,0,0,1,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,4,0,1,2,0,1,6,0,1,0,0,1,2,1,28,0,0,1,0,1
2021-12-22T23,176,1,0,0,1,0,2,0,0,0,0,1,10,3,0,0,7,0,0,22,1,0,0,0,0,8,14,0,0,1,0,0,0,1,0,0,0,0,17,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,4,3,4,0,3,0,1,7,0,0,2,0,0,3,2,37,0,0,0,0,0
2021-12-23T00,130,2,0,0,0,1,3,0,0,0,0,2,13,0,0,0,6,0,0,9,0,0,0,1,0,6,10,0,0,1,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,0,0,4,0,1,6,0,0,0,0,0,2,2,40,0,0,0,0,0
2021-12-23T01,114,1,0,0,0,0,2,0,0,0,0,2,13,0,0,0,5,0,0,6,0,0,0,1,0,2,5,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,4,0,1,8,0,0,1,0,0,3,1,42,1,0,0,0,0
2021-12-23T02,107,2,0,0,0,0,0,0,0,0,0,1,21,0,0,0,7,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,4,0,1,7,0,0,2,0,0,4,0,38,1,0,0,0,0
2021-12-23T03,117,2,0,0,1,1,0,0,0,0,0,0,19,0,0,0,6,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,7,0,1,8,0,0,3,0,1,4,1,46,0,0,0,0,0
2021-12-23T04,96,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,5,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,1,8,0,0,3,0,0,3,0,48,0,0,0,0,0
2021-12-23T05,81,2,0,0,0,1,2,0,0,0,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,4,0,1,8,0,0,1,0,1,2,1,32,0,0,0,0,0
2021-12-23T06,87,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,3,1,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,1,7,0,0,6,0,1,2,0,35,0,0,0,0,0
2021-12-23T07,81,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,5,0,1,6,0,0,6,0,0,3,0,30,0,0,1,0,0
2021-12-23T08,78,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0,0,6,0,1,5,0,0,3,0,0,3,1,22,0,0,0,0,0
2021-12-23T09,104,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,1,0,3,3,0,0,1,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,1,0,0,0,1,1,3,0,2,10,0,0,2,0,1,4,0,19,0,0,6,0,0
2021-12-23T10,106,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,4,0,0,14,0,0,0,1,0,6,4,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,20,0,0,0,1,0,0,0,1,0,2,0,1,7,0,0,4,0,1,3,0,17,0,0,0,0,0
2021-12-23T11,121,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,3,0,0,15,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,8,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,1,0,0,0,2,0,1,0,1,10,0,0,9,0,0,3,2,23,0,0,0,0,0
2021-12-23T12,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,0,0,0,1,0,6,8,0,0,0,0,2,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,31,0,0,0,1,0,1,0,1,0,1,0,2,13,0,0,2,0,0,3,0,21,0,0,0,0,1
2021-12-23T13,165,1,0,1,0,3,0,0,0,0,0,0,2,0,0,0,4,0,0,35,0,0,0,1,0,8,8,0,0,0,0,2,0,0,1,1,1,0,6,1,0,0,3,0,0,1,0,0,0,0,0,0,0,5,0,0,31,0,0,0,1,0,1,2,0,0,1,0,5,8,0,0,8,0,1,4,0,18,0,0,0,0,1
2021-12-23T14,168,2,0,1,0,1,0,0,0,1,0,0,3,0,0,0,5,0,0,38,0,0,0,1,0,6,4,0,0,1,0,3,0,0,0,0,0,0,11,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,27,0,0,0,1,0,2,2,1,0,0,0,4,13,0,0,9,0,1,4,0,16,0,0,0,0,1
2021-12-23T15,178,1,0,0,0,0,1,0,0,0,1,1,3,0,0,0,5,0,0,39,0,0,0,3,0,6,10,0,0,0,0,4,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,1,0,0,1,0,1,1,0,0,4,0,3,10,0,0,18,0,1,5,0,16,0,0,0,0,0
2021-12-23T16,237,2,0,5,0,0,0,0,0,2,0,0,1,1,0,0,7,1,0,67,0,0,0,2,0,10,13,0,0,0,0,4,0,0,1,0,0,0,18,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,30,0,0,0,1,0,1,2,0,0,1,0,4,14,0,0,13,0,1,6,2,22,0,0,0,0,0
2021-12-23T17,237,1,0,1,0,0,0,0,0,2,0,0,2,1,1,0,10,0,0,73,0,0,0,6,2,11,9,0,0,1,0,0,0,0,1,0,0,0,28,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,2,1,0,0,2,0,6,6,0,0,9,0,2,4,0,19,0,0,1,0,0
2021-12-23T18,418,1,1,1,0,3,0,0,0,3,0,0,3,1,1,0,8,0,1,91,0,0,0,14,0,12,15,0,0,1,0,1,0,0,0,0,2,0,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,178,0,0,0,1,0,1,1,1,0,2,0,3,8,0,0,11,0,2,4,0,27,0,0,0,0,0
2021-12-23T19,373,1,0,0,0,0,0,0,0,2,0,0,5,1,1,0,9,0,1,71,1,0,0,13,0,8,27,0,0,1,0,0,0,0,0,0,1,0,20,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,142,0,0,0,0,0,2,3,1,0,1,0,3,9,0,0,7,0,1,3,0,35,0,0,0,0,0
2021-12-23T20,256,1,0,0,0,1,0,0,0,2,0,2,4,1,0,0,10,1,0,67,0,0,0,4,1,9,17,0,0,1,0,1,0,0,1,0,0,0,28,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,0,0,2,0,2,7,0,0,3,0,1,3,2,26,0,0,0,0,0
2021-12-23T21,239,2,0,0,0,2,1,0,0,2,0,1,4,2,0,0,10,0,0,67,0,0,0,2,1,7,17,0,0,1,0,1,0,1,3,0,0,0,25,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,35,0,0,0,0,0,1,2,0,0,1,0,1,6,0,0,5,0,0,3,0,30,0,0,0,0,0
2021-12-23T22,192,1,0,0,0,1,0,0,0,2,0,0,7,3,0,0,8,0,0,40,0,0,0,4,0,10,21,0,0,1,0,1,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,2,0,0,1,0,3,6,0,0,2,0,1,3,2,32,1,0,0,0,0
2021-12-23T23,162,2,0,0,1,0,0,0,0,1,0,4,9,3,0,0,7,0,0,27,0,0,0,3,0,5,16,0,0,1,0,1,0,0,2,0,0,0,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,3,0,4,7,0,0,2,0,0,1,1,32,1,0,0,0,0
2021-12-24T00,142,2,0,0,0,0,0,0,0,0,0,2,17,1,0,0,8,0,0,20,0,0,0,1,0,1,8,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,3,0,1,6,0,0,3,0,0,1,0,48,1,0,0,0,0
2021-12-24T01,141,2,0,0,0,1,1,0,0,0,0,1,25,1,0,0,12,0,0,14,0,0,0,2,0,2,7,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,2,5,0,0,2,0,0,1,1,40,3,0,0,0,0
2021-12-24T02,117,3,0,0,0,0,0,0,0,0,0,2,15,0,0,0,13,0,1,9,0,0,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,1,0,0,0,1,0,2,0,1,6,0,0,5,0,0,1,0,30,0,0,6,0,0
2021-12-24T03,104,2,0,0,0,0,1,0,0,0,0,0,8,0,0,0,9,0,1,8,0,0,0,2,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,3,0,0,1,0,41,1,0,0,0,0
2021-12-24T04,96,1,0,4,0,0,1,0,0,1,0,1,9,0,0,0,9,0,1,5,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,1,8,0,0,2,0,0,1,1,33,0,0,0,0,0
2021-12-24T05,85,1,0,1,0,1,2,0,0,0,0,1,3,0,0,0,9,0,0,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,1,7,0,0,2,0,0,2,0,31,0,0,1,0,0
2021-12-24T06,87,1,0,1,1,0,1,0,0,0,0,1,3,0,1,0,8,0,0,11,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,3,0,1,7,0,0,3,0,0,1,0,28,0,0,0,0,0
2021-12-24T07,81,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,8,0,0,10,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,7,0,0,0,2,0,0,0,0,0,1,0,1,8,0,0,2,0,0,4,0,22,0,0,0,0,0
2021-12-24T08,89,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,13,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0,2,7,0,0,2,0,0,5,0,16,0,0,1,0,0
2021-12-24T09,104,2,0,0,0,2,0,0,0,2,0,0,1,0,0,1,15,0,0,14,0,0,0,1,1,3,3,0,0,0,0,1,0,0,0,0,1,0,5,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,1,1,0,0,1,0,1,7,0,0,3,0,0,2,1,14,0,0,0,0,0
2021-12-24T10,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,26,0,0,0,3,0,5,4,0,0,1,0,2,0,0,1,0,0,0,5,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,1,0,2,6,0,0,3,0,0,3,1,18,0,0,0,0,0
2021-12-24T11,115,2,0,0,0,1,0,0,0,3,0,1,0,2,0,0,6,0,0,28,1,0,0,5,0,3,4,0,0,1,0,2,0,0,1,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,1,2,0,1,0,2,8,0,0,2,0,0,2,0,12,0,0,0,0,0
2021-12-24T12,129,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,26,0,0,0,3,0,6,4,0,0,1,0,4,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,1,0,1,1,2,0,3,0,1,7,0,0,6,0,0,2,0,22,0,0,0,0,0
2021-12-24T13,134,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,7,0,0,25,0,0,0,3,0,6,5,0,0,0,0,3,0,0,0,1,0,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,25,0,0,0,1,0,2,1,0,0,1,0,1,5,0,0,4,0,1,4,0,20,0,0,0,0,0
2021-12-24T14,157,1,1,0,0,0,0,0,0,1,0,0,3,1,0,0,7,0,0,35,0,0,0,0,0,10,4,0,0,0,0,1,0,0,0,1,1,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,25,0,0,0,1,0,2,0,1,0,2,0,1,8,0,0,7,0,1,6,1,20,0,0,0,0,0
2021-12-24T15,148,3,1,0,0,1,0,0,0,2,0,0,4,1,0,0,6,0,0,33,0,0,0,2,0,9,6,0,0,0,0,2,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,2,1,2,0,2,0,1,6,0,0,9,0,0,2,0,12,0,0,0,0,1
2021-12-24T16,163,1,1,0,0,0,0,0,0,2,0,1,3,2,0,0,6,0,0,23,0,1,0,8,0,12,6,0,0,0,0,1,0,0,0,0,0,0,16,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,3,1,0,0,0,0,1,6,0,0,13,0,2,1,0,25,0,0,0,0,1
2021-12-24T17,142,1,0,0,0,0,0,0,0,0,0,2,4,1,0,0,7,0,0,21,0,0,0,7,0,10,10,0,0,1,0,2,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,1,0,1,2,0,0,0,0,1,5,0,0,11,0,2,1,0,17,0,0,1,0,0
2021-12-24T18,156,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,6,0,0,22,0,0,0,6,0,6,3,0,0,1,0,2,0,0,0,0,0,0,19,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,1,1,1,0,2,0,1,7,0,0,6,0,4,3,0,29,0,0,0,0,0
2021-12-24T19,170,1,0,0,0,1,0,0,0,1,0,2,2,1,1,0,10,0,0,24,0,0,0,4,0,8,10,0,0,1,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,1,0,1,0,1,8,0,0,10,0,2,3,1,27,0,0,5,0,0
2021-12-24T20,136,2,0,0,0,0,0,0,0,0,0,1,5,1,0,0,5,0,0,23,0,0,0,2,0,5,12,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,10,0,1,2,1,24,0,0,0,0,0
2021-12-24T21,135,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,6,0,0,23,0,0,0,1,0,5,10,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,1,0,0,1,0,4,7,0,0,5,0,0,1,0,25,0,0,0,0,0
2021-12-24T22,123,1,0,0,2,1,0,0,0,0,0,0,2,1,0,0,9,0,0,25,0,0,0,0,0,3,10,0,0,1,0,1,0,0,1,0,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,1,0,2,6,0,0,2,0,3,2,1,21,0,0,0,0,0
2021-12-24T23,120,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,9,0,0,27,0,0,0,1,0,4,6,0,0,2,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,1,1,0,0,1,0,2,5,0,0,1,0,0,2,0,22,1,0,1,0,0
