bucket,total,--,AE,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,ES,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KZ,LA,LK,LT,LV,MD,ME,MK,MM,MN,MO,MW,MX,MY,NE,NG,NL,NO,NP,NZ,PE,PH,PL,PT,PY,RO,RU,RW,SA,SE,SG,SN,SO,TH,TM,TN,TR,TW,TZ,UA,US,VN,ZA
2024-07-02T10,82,1,0,0,1,5,0,1,0,1,0,1,0,1,0,0,0,0,9,0,0,0,7,0,0,0,0,0,1,0,7,4,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,19,1,0
2024-07-02T11,99,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,9,1,0,1,6,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,3,1,0,0,0,2,0,0,2,8,0,0,2,1,0,0,6,0,0,24,1,1
2024-07-02T12,102,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,17,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,1,2,0,0,3,5,0,0,6,0,0,0,2,0,0,27,0,0
2024-07-02T13,100,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,1,0,3,9,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0,1,6,0,0,5,0,0,0,1,0,0,27,0,0
2024-07-02T14,102,0,0,0,3,1,1,1,1,1,0,1,0,4,1,0,0,0,12,0,0,0,11,0,0,0,0,0,3,0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,1,0,1,0,1,6,0,0,5,0,0,0,3,0,0,20,0,0
2024-07-02T15,134,2,0,0,1,1,0,1,0,0,0,2,0,7,1,0,0,0,9,0,0,0,23,0,0,0,0,0,2,0,14,4,0,0,5,0,0,0,0,0,0,1,0,0,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,2,7,0,0,11,0,0,1,1,0,0,21,0,0
2024-07-02T16,135,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,0,0,18,0,0,0,18,0,0,0,0,0,5,2,15,5,1,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,7,0,0,7,0,0,0,1,0,0,33,0,0
2024-07-02T17,205,0,0,0,1,1,0,2,2,0,0,1,0,1,0,0,0,0,21,0,0,0,42,0,0,0,0,0,1,1,14,15,1,0,0,0,0,0,0,0,1,0,0,0,8,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,3,0,0,0,1,3,0,0,2,2,0,0,2,6,0,0,8,0,0,1,2,0,0,39,0,1
2024-07-02T18,184,1,0,1,0,0,0,1,2,1,0,2,0,1,1,0,0,0,7,1,0,0,41,1,0,0,0,0,3,0,9,18,0,0,0,0,0,1,0,0,3,0,0,0,11,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,2,0,1,0,1,2,0,0,2,2,0,0,1,5,0,0,5,0,0,1,0,0,0,38,0,0
2024-07-02T19,202,2,0,1,0,1,0,1,0,0,1,3,1,6,0,0,0,0,11,3,0,0,30,0,0,0,0,0,4,0,14,14,0,0,0,0,0,2,0,0,4,0,0,0,18,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,2,1,0,0,1,2,0,0,0,5,0,0,4,0,0,1,0,0,0,45,0,0
2024-07-02T20,187,0,0,0,0,1,0,1,2,0,1,4,1,2,0,0,0,0,12,1,0,1,21,0,0,0,1,0,0,1,11,11,0,0,1,0,0,1,11,1,2,0,1,0,33,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,4,0,0,0,3,1,0,0,8,0,0,2,0,0,2,0,0,0,27,1,0
2024-07-02T21,171,1,0,1,0,1,0,1,1,1,0,3,0,3,0,0,1,0,13,1,0,1,18,0,0,0,0,0,2,0,5,21,0,0,3,0,0,0,0,1,1,0,1,0,22,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,2,0,0,0,6,0,0,2,0,0,2,0,0,0,43,0,0
2024-07-02T22,150,0,0,3,0,1,0,1,0,0,0,3,0,5,1,0,0,0,36,0,0,0,4,0,0,1,0,0,4,0,2,14,0,0,2,0,0,0,1,0,2,0,0,0,10,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,6,0,0,0,0,0,1,0,0,0,35,0,0
2024-07-02T23,154,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0,19,0,0,0,3,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,9,0,0,1,0,0,0,1,0,0,90,0,0
2024-07-03T00,115,0,0,0,0,0,0,1,1,2,0,1,0,5,2,0,0,0,23,0,0,0,4,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,51,1,0
2024-07-03T01,108,0,0,0,0,1,0,1,0,0,1,1,0,9,0,0,0,0,17,0,0,0,5,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,48,0,0
2024-07-03T02,108,1,0,0,0,1,0,1,0,0,0,0,0,12,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,42,0,0
2024-07-03T03,89,1,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,43,0,0
2024-07-03T04,88,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,39,0,0
2024-07-03T05,81,0,0,0,0,1,0,1,0,0,0,1,0,6,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,33,0,0
2024-07-03T06,77,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,40,0,0
2024-07-03T07,88,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,1,0,0,1,5,0,0,3,0,0,0,1,0,0,30,0,0
2024-07-03T08,83,2,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,1,0,1,5,0,0,5,0,0,0,0,0,0,26,0,0
2024-07-03T09,89,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,9,0,0,0,0,0,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,5,0,0,0,0,0,0,32,0,0
2024-07-03T10,98,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,6,0,0,0,1,0,1,1,2,5,0,0,0,0,0,2,0,0,1,0,0,0,5,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,2,0,0,33,0,1
2024-07-03T11,102,2,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,7,0,0,0,9,0,0,0,1,0,0,1,3,4,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,1,0,0,0,1,3,0,0,1,8,0,0,3,0,0,0,6,0,0,29,0,0
2024-07-03T12,93,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,9,0,0,0,0,0,1,1,3,4,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,2,1,0,0,0,1,0,0,0,10,0,0,7,0,0,0,2,0,0,23,1,0
2024-07-03T13,128,1,0,0,0,1,0,0,2,1,0,1,0,1,2,0,0,0,8,0,0,0,12,0,0,0,0,0,2,1,4,5,0,0,6,0,0,0,0,0,1,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,15,0,0,0,4,0,0,37,0,0
2024-07-03T14,128,2,0,0,0,1,1,0,0,0,0,2,0,5,1,0,0,0,9,1,0,0,15,0,0,0,0,0,3,0,7,4,0,0,3,0,0,0,0,0,0,0,0,0,10,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,3,0,1,1,0,0,0,6,0,0,13,0,0,0,2,0,0,22,0,1
2024-07-03T15,138,2,0,0,2,1,1,0,0,1,0,3,0,4,1,0,0,0,7,0,0,0,16,0,0,0,0,0,1,0,9,5,0,0,0,0,0,0,0,0,1,0,0,0,18,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,1,1,0,0,0,5,0,0,14,0,0,1,2,0,1,30,0,0
2024-07-03T16,169,2,0,0,1,2,0,0,1,1,0,0,0,3,0,0,0,0,8,1,0,0,25,1,0,0,0,0,3,0,14,5,0,0,1,0,0,0,1,0,2,0,0,0,16,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,1,0,0,2,1,0,0,5,0,0,17,0,0,0,1,0,0,43,1,0
2024-07-03T17,177,1,0,0,1,1,1,0,2,1,0,4,0,1,1,0,0,0,8,0,0,0,32,0,0,0,0,0,2,0,13,13,0,0,1,1,0,1,0,0,0,0,0,0,18,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,5,0,0,0,0,0,0,38,0,0
2024-07-03T18,202,2,0,1,0,1,1,0,4,0,0,1,0,2,1,0,1,0,6,0,0,0,34,1,0,0,0,0,4,0,10,29,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,1,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,13,3,0,0,0,0,3,0,0,0,2,0,0,2,6,0,0,8,0,0,1,0,0,0,40,0,2
2024-07-03T19,183,2,0,3,1,1,1,0,2,0,0,1,0,4,2,0,1,0,10,0,0,0,26,0,0,0,0,0,2,0,9,14,0,0,1,0,0,1,0,0,0,0,0,0,14,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,16,1,0,0,0,0,4,3,1,1,3,1,0,2,7,0,0,4,0,0,1,0,0,0,34,1,1
2024-07-03T20,167,3,0,1,1,1,1,0,1,0,0,1,0,7,3,0,0,0,10,0,0,0,25,0,0,0,0,0,2,0,7,16,0,0,1,1,0,1,0,0,1,0,0,0,21,4,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2,0,1,1,0,0,0,1,6,0,0,1,0,0,3,0,0,0,28,0,0
2024-07-03T21,125,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,7,0,0,0,19,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,2,1,0,0,0,0,0,0,6,0,0,1,0,0,3,0,0,0,31,0,0
2024-07-03T22,124,1,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,16,1,0,0,13,0,0,0,0,0,1,0,1,11,0,1,1,0,0,0,0,0,1,0,1,0,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,1,1,0,0,0,5,0,0,1,0,0,0,1,0,0,40,0,0
2024-07-03T23,92,0,0,0,0,1,0,0,1,0,0,2,0,3,0,0,1,0,13,0,0,0,7,0,0,0,0,0,1,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,38,0,0
2024-07-04T00,93,1,0,0,0,1,0,0,0,2,0,0,0,6,0,0,1,0,16,0,0,0,7,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,39,0,1
2024-07-04T01,112,0,0,1,0,2,0,0,0,0,0,1,0,7,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,48,0,0
2024-07-04T02,94,1,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,18,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,38,0,0
2024-07-04T03,94,3,0,1,0,1,0,0,2,0,0,1,0,5,0,0,0,0,17,1,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,6,0,0,2,0,0,0,0,0,0,29,1,1
2024-07-04T04,91,1,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,16,1,0,0,4,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,5,0,0,1,0,0,0,0,0,0,34,2,0
2024-07-04T05,83,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,1,0,0,0,6,0,0,1,0,0,0,1,0,0,30,0,0
2024-07-04T06,88,2,0,0,0,5,0,0,0,3,0,0,0,1,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,3,0,0,0,1,0,0,0,5,0,0,1,0,0,0,1,0,0,29,0,0
2024-07-04T07,85,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,3,0,0,0,2,0,0,0,7,0,0,0,0,0,1,2,0,0,23,0,0
2024-07-04T08,91,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,11,1,0,0,0,0,2,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,1,2,0,0,1,2,0,0,0,6,0,0,3,0,0,0,3,0,0,19,0,0
2024-07-04T09,93,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,8,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,1,0,0,21,1,0
2024-07-04T10,83,2,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,4,0,0,0,0,1,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,6,0,0,2,0,0,0,1,0,0,27,0,0
2024-07-04T11,73,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,2,0,4,4,0,0,2,0,0,0,0,0,1,0,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,1,2,1,0,0,1,0,0,0,8,0,0,3,0,0,0,1,0,1,16,0,0
2024-07-04T12,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,15,0,0
