bucket,total,--,AE,AL,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CN,CO,CR,CZ,DE,DK,DO,EE,EG,ES,FI,FR,GB,GE,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KG,KH,KR,KZ,LA,LK,LT,LV,MD,ME,MK,MN,MO,MT,MU,MX,MY,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SA,SE,SG,SI,SY,TH,TN,TR,TW,UA,US,UY,VE,VN,ZA
2024-07-30T12,90,3,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,6,0,0,0,11,0,0,0,0,1,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,7,0,0,1,1,31,0,0,0,1
2024-07-30T13,90,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,6,0,0,0,10,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,8,0,0,3,0,25,0,0,0,0
2024-07-30T14,113,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,6,0,0,0,9,1,0,1,0,2,0,5,6,0,0,3,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,9,0,1,2,0,38,0,0,0,0
2024-07-30T15,101,2,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,0,3,0,0,0,7,0,0,1,0,3,0,9,5,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,12,0,1,2,0,24,0,0,0,1
2024-07-30T16,114,2,0,0,0,2,0,0,0,1,1,0,0,1,0,4,1,0,2,0,0,0,25,0,0,0,0,2,0,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,20,0,0,0,1
2024-07-30T17,142,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,30,1,0,0,0,3,0,12,14,0,0,1,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,2,0,1,5,1,0,11,0,0,0,0,31,0,0,0,0
2024-07-30T18,156,2,0,0,0,1,1,0,0,0,0,1,0,0,0,8,1,0,4,0,0,0,29,1,0,0,0,0,0,5,21,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,5,0,0,10,0,1,0,0,39,0,0,0,0
2024-07-30T19,154,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,6,0,0,0,23,2,0,0,0,1,0,12,22,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,2,0,0,0,0,4,0,0,0,0,3,0,1,0,0,2,5,0,0,7,0,1,0,0,37,0,0,0,0
2024-07-30T20,123,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,4,0,0,0,14,0,0,0,0,4,0,9,12,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,1,5,0,0,6,0,1,0,0,25,0,0,0,0
2024-07-30T21,104,2,0,0,1,0,0,0,0,0,0,0,0,1,0,7,1,0,2,0,0,0,9,0,0,0,0,2,0,4,15,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,5,0,0,3,0,1,0,0,25,0,0,0,0
2024-07-30T22,104,2,0,0,1,0,0,0,0,0,1,0,0,2,0,6,1,0,11,0,0,0,8,0,0,0,0,1,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,3,0,1,1,0,35,0,0,2,0
2024-07-30T23,95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,15,2,0,0,8,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,3,0,0,0,0,37,0,0,1,0
2024-07-31T00,113,1,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0,0,16,1,0,0,7,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,2,0,0,1,1,58,0,0,0,0
2024-07-31T01,104,1,0,0,1,0,2,0,0,0,0,0,0,2,0,8,0,0,16,0,0,0,5,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,5,0,0,2,0,0,0,0,44,0,0,0,1
2024-07-31T02,82,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,16,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,3,0,0,1,0,32,0,0,1,0
2024-07-31T03,90,2,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,14,0,1,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,38,0,0,0,1
2024-07-31T04,80,1,0,0,0,0,1,0,0,1,0,1,0,1,0,5,0,0,3,1,0,0,5,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,32,0,0,0,0
2024-07-31T05,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,8,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,2,0,0,0,0,27,0,0,0,0
2024-07-31T06,69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,5,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,0,29,0,0,0,0
2024-07-31T07,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,6,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,6,0,0,3,0,0,0,0,26,0,0,0,0
2024-07-31T08,81,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,7,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,1,6,0,0,4,0,0,0,1,27,0,0,0,0
2024-07-31T09,79,1,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,3,0,0,0,6,0,0,0,0,1,0,8,4,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,8,0,0,4,0,0,0,0,23,0,0,0,0
2024-07-31T10,85,1,0,0,0,0,0,0,0,0,1,4,0,0,0,2,1,0,12,0,0,0,9,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,0,0,3,0,0,1,0,24,0,0,0,0
2024-07-31T11,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,12,0,0,0,9,0,0,0,0,0,0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,4,0,0,2,0,18,0,0,0,0
2024-07-31T12,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,0,0,0,9,0,0,0,0,0,0,2,7,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,4,0,1,2,0,16,0,0,1,0
2024-07-31T13,116,1,0,0,0,0,1,0,0,0,1,1,0,2,0,1,1,0,15,0,0,0,14,0,0,0,0,0,0,8,7,0,0,3,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,1,7,0,0,5,0,1,1,1,29,0,0,0,0
2024-07-31T14,120,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,16,0,0,0,13,0,0,0,0,2,0,4,5,0,0,0,0,0,1,1,0,0,1,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,1,8,0,0,12,0,1,0,1,26,0,0,0,1
2024-07-31T15,140,1,0,0,0,2,0,1,0,0,1,2,0,0,0,1,0,0,13,0,0,0,17,0,0,0,0,3,0,7,6,0,0,1,0,0,0,1,0,0,1,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,1,0,2,1,0,0,7,0,0,16,0,2,2,0,31,0,0,0,0
2024-07-31T16,139,1,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,13,0,0,0,26,0,0,0,0,3,0,12,6,0,0,1,0,0,1,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,5,0,0,13,0,1,0,0,23,0,0,0,0
2024-07-31T17,135,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,14,0,0,0,17,0,0,0,0,2,0,15,5,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,2,5,0,0,13,0,0,0,0,23,0,0,0,0
2024-07-31T18,161,3,0,0,1,1,1,0,0,0,6,0,0,0,0,3,1,0,16,0,0,0,23,0,0,0,0,1,0,4,13,0,0,3,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,2,0,0,1,0,2,0,0,2,0,2,0,1,0,1,1,6,0,0,9,0,1,0,0,25,0,1,0,1
2024-07-31T19,168,3,0,0,2,1,0,0,0,0,2,1,0,1,0,6,1,0,15,0,0,0,19,0,0,0,0,2,0,3,18,0,0,3,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,1,0,2,0,0,1,0,1,0,3,0,1,0,5,0,0,5,0,2,0,0,32,0,0,0,1
2024-07-31T20,155,2,0,0,0,1,0,0,0,0,4,1,0,0,0,2,2,0,19,1,0,0,21,1,0,0,0,2,0,10,13,0,0,1,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,2,0,0,1,0,2,0,1,0,0,2,6,0,0,2,0,2,0,0,24,0,0,0,1
2024-07-31T21,135,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,15,3,0,0,15,0,0,0,0,1,0,6,13,0,0,1,0,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,0,0,1,0,1,0,0,1,0,0,0,2,0,0,2,5,0,0,2,0,1,0,1,29,0,0,0,0
2024-07-31T22,106,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,3,0,10,3,0,0,9,0,0,0,1,1,0,6,12,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,3,6,0,0,3,0,1,1,0,21,0,0,0,0
2024-07-31T23,76,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,0,3,0,0,0,7,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,1,0,0,1,0,27,0,0,0,0
2024-08-01T00,80,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,6,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,6,0,0,1,0,0,0,0,38,0,0,0,0
2024-08-01T01,82,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,6,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,2,0,0,1,0,42,0,0,0,0
2024-08-01T02,101,1,0,1,2,0,1,0,0,0,1,0,0,2,0,12,0,0,7,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,2,0,0,1,0,44,0,0,2,0
2024-08-01T03,86,2,0,0,0,0,0,0,0,2,1,2,0,3,0,6,0,0,5,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,2,0,1,1,0,33,0,0,0,1
2024-08-01T04,91,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,16,0,0,0,6,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,0,0,3,0,0,2,0,38,0,0,0,0
2024-08-01T05,89,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,13,0,0,0,8,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,1,0,38,0,0,1,1
2024-08-01T06,80,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,12,0,0,0,7,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,6,0,0,4,0,0,1,0,31,0,0,0,1
2024-08-01T07,87,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,25,0,0,0,7,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,2,0,1,0,0,0,5,0,0,1,0,0,0,0,26,0,0,0,0
2024-08-01T08,100,2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,20,0,0,0,8,0,0,0,0,2,1,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,4,0,0,0,0,2,0,1,0,0,0,6,0,0,3,1,0,0,0,24,0,0,0,0
2024-08-01T09,95,2,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,20,1,0,0,10,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,8,0,0,3,0,0,0,0,26,0,0,0,0
2024-08-01T10,97,2,0,0,0,0,5,0,0,1,0,1,0,0,0,1,1,0,18,0,0,0,7,0,0,0,0,2,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,7,0,0,3,0,0,1,0,22,0,0,1,0
2024-08-01T11,111,2,0,0,0,0,5,0,0,0,0,1,0,0,0,3,1,0,15,0,0,0,8,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,3,0,1,1,0,36,0,0,0,0
2024-08-01T12,109,2,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,16,0,0,0,8,0,0,0,0,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,3,0,0,0,10,0,0,13,0,1,0,0,22,0,0,0,0
2024-08-01T13,127,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,16,0,0,0,13,0,0,0,0,1,2,4,7,0,0,3,0,0,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,9,0,0,13,0,0,1,0,30,0,0,0,0
2024-08-01T14,147,1,1,0,1,0,1,0,0,0,0,2,0,3,0,3,0,0,19,0,0,0,15,0,0,2,0,1,2,5,9,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,2,0,2,0,0,2,0,0,0,2,2,0,0,8,0,0,14,0,1,1,0,23,0,0,0,0
2024-08-01T15,133,2,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,14,0,0,0,11,0,0,2,0,2,0,7,6,0,0,1,0,0,0,0,0,0,2,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,1,6,0,0,13,0,1,2,0,34,0,0,0,0
2024-08-01T16,134,3,0,0,0,1,0,0,0,0,0,2,0,1,0,6,1,0,4,0,0,0,23,0,0,0,0,1,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,6,0,0,12,0,0,0,0,27,0,0,1,0
2024-08-01T17,142,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,5,0,0,0,23,1,0,1,0,2,0,9,12,0,0,0,0,0,0,0,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,3,7,0,0,11,0,0,0,0,24,0,0,0,0
2024-08-01T18,152,2,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,2,0,0,0,28,1,0,0,0,1,0,7,23,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,1,0,0,0,3,0,0,0,0,1,0,2,0,0,3,6,1,0,7,0,1,0,0,32,0,0,1,0
2024-08-01T19,167,3,0,0,1,1,0,0,0,0,2,0,0,0,0,2,1,0,3,0,0,0,26,1,0,0,0,1,0,12,21,0,0,0,0,0,0,1,2,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,5,0,0,8,0,1,0,0,37,0,0,0,0
2024-08-01T20,147,2,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,5,0,1,0,18,0,1,0,0,1,0,8,12,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,2,0,0,1,0,2,0,2,0,0,0,9,0,0,5,0,2,0,0,32,0,0,0,0
2024-08-01T21,121,3,0,0,3,0,0,0,0,0,0,2,0,2,0,7,2,0,3,0,0,0,17,0,0,0,0,2,0,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,6,0,0,2,0,0,0,0,31,0,0,0,1
2024-08-01T22,117,1,0,0,2,0,0,0,0,0,1,2,0,1,0,1,2,0,5,2,0,0,11,0,0,0,0,3,0,5,9,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,1,5,0,0,3,0,0,0,0,39,0,0,0,0
2024-08-01T23,93,2,0,0,1,0,0,0,0,0,0,1,0,1,0,6,0,0,4,1,0,0,8,1,0,0,0,3,0,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,36,0,0,0,0
2024-08-02T00,105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,8,0,0,0,4,0,0,0,0,0,0,1,11,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,9,0,0,1,0,0,0,0,49,0,0,0,0
2024-08-02T01,81,2,0,0,1,0,3,0,0,0,0,1,0,0,0,6,0,1,4,0,0,0,14,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,32,0,0,0,0
2024-08-02T02,85,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,1,45,0,0,0,0
2024-08-02T03,97,1,0,0,1,0,0,0,0,0,0,3,0,2,0,4,0,0,8,0,0,0,6,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,58,0,0,0,0
2024-08-02T04,98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,9,0,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,2,0,58,0,0,1,0
2024-08-02T05,93,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,7,1,0,0,9,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,52,0,0,0,0
2024-08-02T06,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,10,1,0,0,11,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,49,0,0,0,0
