bucket,total,--,AE,AM,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,BZ,CA,CH,CL,CM,CN,CO,CU,CW,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GA,GB,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KG,KH,KN,KR,KZ,LA,LT,LU,LV,MA,MD,MK,MM,MN,MO,MW,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PT,PY,QA,RO,RU,RW,SA,SE,SG,SK,SZ,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA,ZW
2024-03-29T04,89,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,9,1,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,1,0,0,0,0,32,0,0,0,0,0,0
2024-03-29T05,74,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,0,0,1,0,23,0,0,0,0,0,0
2024-03-29T06,78,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,2,0,1,4,0,29,0,0,0,0,0,0
2024-03-29T07,76,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,1,0,0,4,1,23,0,0,0,0,0,0
2024-03-29T08,93,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,5,0,0,3,0,1,2,0,27,0,0,0,0,0,0
2024-03-29T09,98,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,5,1,0,0,8,0,0,0,0,11,1,0,0,0,0,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,1,1,0,0,0,2,0,0,0,3,5,0,0,1,0,0,0,1,25,0,1,0,0,0,0
2024-03-29T10,108,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,15,0,0,0,0,10,0,0,0,0,0,0,4,0,0,1,0,5,2,0,2,0,0,0,0,0,1,0,0,0,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,7,0,0,2,0,0,3,0,19,0,0,0,0,1,0
2024-03-29T11,129,4,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,4,0,0,0,18,0,0,0,0,14,0,0,0,0,0,1,5,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,4,6,1,0,0,7,0,0,6,0,0,6,0,20,0,0,0,1,0,0
2024-03-29T12,121,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,1,0,0,15,0,0,0,0,20,0,0,0,0,0,0,5,0,0,6,0,3,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,7,0,0,7,0,0,8,0,22,0,0,0,0,0,0
2024-03-29T13,119,2,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,4,1,0,0,13,0,0,0,0,18,0,0,0,0,0,0,1,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,2,0,0,0,2,4,0,0,0,7,0,0,11,0,0,3,0,22,0,0,0,0,0,0
2024-03-29T14,144,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,8,0,0,0,19,1,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,4,0,0,1,0,0,1,0,0,1,0,0,0,5,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,0,0,1,3,0,0,3,6,0,0,11,0,1,3,0,23,0,0,0,1,0,0
2024-03-29T15,174,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,3,2,0,0,19,0,0,0,0,18,0,0,1,0,0,0,1,0,0,5,0,5,1,0,2,0,1,1,0,0,2,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,3,3,0,0,3,8,0,0,13,0,0,5,0,31,0,0,0,2,0,0
2024-03-29T16,161,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,4,1,0,0,5,0,0,0,0,19,0,0,0,0,0,0,1,1,0,10,0,6,1,0,2,0,0,0,0,0,0,0,1,0,12,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,8,0,0,12,0,1,7,0,35,0,0,0,2,0,0
2024-03-29T17,177,3,0,0,0,1,2,1,0,1,0,0,1,1,2,0,0,6,1,0,0,13,0,0,0,0,22,0,1,0,0,0,2,4,0,0,8,0,7,0,0,2,0,1,0,0,0,0,0,1,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,4,0,0,4,8,0,0,10,0,1,1,0,36,0,0,0,2,0,0
2024-03-29T18,169,1,0,0,0,1,0,1,0,1,0,3,1,0,0,0,0,5,2,0,0,13,0,0,0,1,30,0,1,0,0,0,1,3,0,0,6,0,8,0,0,0,0,1,1,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,5,1,0,0,2,4,1,0,4,8,0,0,7,0,1,3,0,26,0,0,0,2,0,0
2024-03-29T19,189,0,0,0,0,2,0,1,0,2,0,2,1,0,0,0,0,7,1,0,0,6,0,0,0,1,35,0,0,0,0,0,1,7,0,0,12,0,12,0,0,0,0,1,0,0,0,0,0,0,0,11,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,1,0,0,0,0,0,5,0,0,0,1,2,0,0,4,6,0,0,8,0,1,0,0,37,0,0,0,1,0,0
2024-03-29T20,192,2,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,7,3,0,0,8,0,0,0,0,28,0,0,0,0,0,1,3,0,0,8,0,18,0,1,1,0,1,1,0,0,1,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,1,2,0,0,3,6,0,0,8,0,1,0,0,42,0,0,0,1,1,0
2024-03-29T21,181,1,0,0,1,2,0,1,0,1,0,1,1,0,2,0,0,6,1,0,0,7,1,0,0,0,24,0,0,0,0,0,1,4,0,0,7,0,20,0,1,0,0,0,1,0,0,0,0,0,0,14,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,1,4,1,0,4,5,1,0,8,0,0,1,1,32,0,0,0,1,1,0
2024-03-29T22,166,5,0,0,1,1,0,1,0,1,0,2,1,0,3,0,0,6,1,0,0,13,1,0,0,0,25,0,0,0,0,0,1,2,0,0,7,0,21,0,0,2,0,0,0,0,0,2,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,5,0,0,3,0,0,1,0,26,0,0,0,0,0,0
2024-03-29T23,156,1,0,0,0,2,0,1,1,1,0,1,1,0,1,0,0,7,1,1,0,22,0,0,0,0,17,0,0,0,0,0,0,1,0,0,7,0,14,0,0,1,0,0,0,0,0,0,0,0,0,19,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,6,0,0,4,0,1,0,0,30,0,0,0,0,0,0
2024-03-30T00,147,1,0,0,0,2,2,2,0,0,0,1,1,0,0,0,0,9,1,0,0,17,0,0,0,0,11,0,0,0,1,0,0,1,0,1,4,0,5,0,0,2,0,0,0,0,0,0,0,1,0,7,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,45,0,0,0,0,0,0
2024-03-30T01,127,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,12,2,0,0,17,1,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,5,0,0,2,0,0,0,0,0,1,0,0,0,3,8,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,0,0,1,0,0,0,0,39,0,0,0,0,0,0
2024-03-30T02,113,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,13,1,0,0,15,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,5,1,0,2,0,0,2,0,41,0,0,0,0,0,0
2024-03-30T03,90,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,7,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,4,0,0,2,0,27,0,0,0,1,0,0
2024-03-30T04,87,2,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,9,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,34,0,0,0,0,1,0
2024-03-30T05,111,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,0,0,0,19,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,0,3,0,0,0,7,0,0,6,0,0,2,0,32,0,0,0,0,1,0
2024-03-30T06,89,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,7,0,0,3,0,0,2,0,22,0,0,0,0,1,0
2024-03-30T07,88,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,0,3,0,0,6,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,1,5,0,0,1,0,0,2,0,23,0,0,0,0,1,0
2024-03-30T08,105,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,8,1,0,0,17,0,0,0,0,10,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,0,0,4,0,2,1,1,26,0,0,0,2,0,0
2024-03-30T09,108,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,1,0,0,14,0,0,0,0,15,0,0,0,0,0,0,2,0,0,3,0,5,0,0,2,0,0,0,0,0,2,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,5,0,0,3,0,2,5,0,18,0,0,0,0,0,0
2024-03-30T10,91,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,2,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,5,0,0,5,0,1,5,0,23,0,0,0,0,0,0
2024-03-30T11,97,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,4,0,1,0,8,0,0,0,0,11,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,7,0,0,6,0,0,3,0,25,0,0,0,0,0,0
2024-03-30T12,118,2,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,4,0,1,0,16,0,0,0,0,14,0,0,0,0,0,0,1,0,0,5,0,4,0,0,2,0,0,0,0,0,0,0,1,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,1,5,0,0,1,7,0,0,3,0,0,7,0,21,0,0,0,0,1,0
2024-03-30T13,115,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,5,0,1,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,6,0,0,2,0,0,1,0,0,0,0,0,0,6,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,7,0,0,10,0,0,6,0,18,0,0,0,0,1,0
2024-03-30T14,121,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,4,3,0,0,11,0,0,0,0,10,0,0,0,0,0,0,1,0,0,10,0,6,0,0,2,0,0,0,0,0,1,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,1,3,0,0,0,7,0,0,7,0,1,6,0,21,0,0,0,0,0,0
2024-03-30T15,152,2,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,4,3,0,0,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,10,0,5,0,0,3,0,0,0,1,0,0,0,1,0,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,4,1,1,0,0,5,0,0,12,0,1,7,0,23,0,0,0,0,0,0
2024-03-30T16,174,1,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,8,2,0,0,10,0,0,0,0,16,0,0,0,0,0,1,1,0,0,13,0,8,0,0,2,0,1,0,1,1,2,0,0,0,17,3,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,5,1,0,17,0,1,9,0,27,0,0,0,0,1,0
2024-03-30T17,168,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,7,1,0,0,10,0,0,0,0,24,0,0,0,0,0,0,1,0,0,8,0,5,0,0,2,0,0,1,0,1,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,1,0,2,1,0,0,0,4,1,0,1,6,0,0,16,0,2,7,2,33,0,0,0,0,0,0
2024-03-30T18,147,0,1,0,0,0,1,1,0,0,0,2,1,0,1,0,0,4,1,0,0,7,0,0,0,0,25,0,0,0,0,0,0,1,0,0,6,0,7,0,0,0,0,1,1,1,0,0,0,0,1,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,2,1,0,0,1,3,0,0,3,7,0,0,12,0,1,1,1,28,0,0,0,0,0,0
2024-03-30T19,149,0,0,0,0,0,0,1,0,0,1,2,1,0,2,0,0,9,1,0,0,2,0,0,0,0,34,0,0,0,0,0,0,3,0,0,6,0,8,0,0,0,0,1,1,0,0,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,2,1,0,0,1,2,0,0,1,5,0,0,12,0,1,1,1,28,0,0,0,0,0,0
2024-03-30T20,148,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,6,2,0,0,3,0,0,0,0,29,0,0,0,0,0,0,2,0,0,10,0,12,0,0,1,0,1,0,1,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,5,0,0,10,0,0,1,1,33,0,0,0,0,0,0
2024-03-30T21,153,1,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,4,1,0,0,9,0,0,0,0,16,0,0,0,0,0,0,1,0,0,9,0,10,0,0,0,0,0,0,1,1,2,0,0,0,11,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,7,0,0,9,0,1,1,1,28,0,0,0,1,0,0
2024-03-30T22,145,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,2,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,1,0,2,0,0,0,13,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,3,0,0,0,1,0,1,0,1,0,0,0,2,5,0,0,7,0,1,1,1,31,0,0,0,0,0,0
2024-03-30T23,112,1,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,8,2,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,1,3,0,0,1,5,0,0,4,0,1,0,0,27,0,0,0,0,0,0
