bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BI,BO,BR,BY,BZ,CA,CH,CL,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,ES,ET,FI,FR,GA,GB,GE,GP,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JP,KH,KR,KY,KZ,LA,LT,LU,LV,MA,MD,ME,MM,MO,MT,MW,MX,MY,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,RO,RS,RU,RW,SC,SE,SG,SI,SK,TH,TN,TR,TW,TZ,UA,US,UY,VE,VI,VN,ZA
2024-02-20T06,77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,4,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,6,0,0,1,0,0,0,0,1,36,0,0,0,0,0
2024-02-20T07,68,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0,1,8,0,0,1,7,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,6,0,0,1,0,0,2,0,1,20,0,0,0,0,0
2024-02-20T08,101,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,0,1,5,0,0,1,0,0,1,0,1,48,0,0,0,1,0
2024-02-20T09,140,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,8,0,0,4,0,0,2,0,2,77,0,0,0,0,0
2024-02-20T10,136,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,13,0,0,1,12,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,6,0,0,4,0,0,2,0,0,60,0,0,0,0,0
2024-02-20T11,84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,7,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,2,0,3,0,0,1,5,0,0,3,0,0,7,0,0,24,0,0,0,0,0
2024-02-20T12,86,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,11,0,0,0,10,0,0,0,0,0,0,0,2,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,5,0,0,6,0,0,1,0,0,21,0,0,0,0,0
2024-02-20T13,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,16,0,0,0,0,0,1,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,8,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,2,0,6,0,0,0,7,0,0,16,0,0,1,0,0,18,0,0,0,0,1
2024-02-20T14,115,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,11,0,0,0,17,1,0,0,0,0,1,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,4,0,0,1,6,1,0,12,0,0,2,0,0,16,0,0,0,0,0
2024-02-20T15,137,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4,2,0,14,0,0,0,13,2,0,0,0,0,2,0,0,9,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,1,4,0,4,1,0,2,5,0,0,10,0,0,4,0,0,17,0,0,0,0,0
2024-02-20T16,127,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,15,0,0,0,22,0,0,0,0,0,1,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,1,0,3,0,0,3,6,1,0,7,0,1,1,0,2,15,0,0,0,0,0
2024-02-20T17,161,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,14,0,0,0,26,0,0,0,0,0,2,0,1,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,1,0,3,0,0,7,5,1,0,9,0,1,1,0,0,25,0,0,0,0,0
2024-02-20T18,206,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,5,1,0,13,2,0,0,51,0,0,0,0,0,4,0,1,10,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,7,0,0,6,0,1,1,0,2,28,0,0,0,1,0
2024-02-20T19,183,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,4,2,0,12,1,0,0,39,0,0,0,0,0,4,0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,0,0,0,0,0,0,1,1,1,0,5,0,0,1,6,0,0,4,0,0,0,0,1,22,0,0,0,1,0
2024-02-20T20,167,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,4,2,0,15,0,0,1,34,0,0,0,0,0,2,0,0,9,0,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,2,0,1,0,0,2,26,0,0,0,1,0
2024-02-20T21,137,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5,0,0,13,0,0,1,25,1,0,0,0,0,1,0,1,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,7,0,0,2,0,1,0,0,0,25,0,0,0,0,0
2024-02-20T22,121,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,11,0,0,0,14,0,0,0,0,0,2,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,6,0,0,6,0,0,0,0,0,25,0,0,0,0,0
2024-02-20T23,119,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,7,1,0,6,0,0,0,9,1,0,1,0,0,2,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,11,2,0,0,0,0,0,0,1,1,0,0,1,0,1,2,5,0,0,2,0,0,0,0,0,31,0,0,0,0,0
2024-02-21T00,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,3,0,7,0,0,0,5,0,0,1,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,5,0,0,1,0,0,0,0,0,34,0,0,0,0,0
2024-02-21T01,88,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,7,0,0,7,0,0,0,5,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,41,0,0,0,0,0
2024-02-21T02,73,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,10,0,0,4,0,0,0,3,0,0,0,0,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,33,0,0,0,0,0
2024-02-21T03,81,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,37,0,0,0,0,0
2024-02-21T04,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,1,0,1,0,0,0,31,0,0,0,0,0
2024-02-21T05,60,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,26,0,0,0,0,1
2024-02-21T06,66,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,29,0,0,0,0,0
2024-02-21T07,64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,5,0,0,4,0,0,1,0,1,19,0,0,0,0,1
2024-02-21T08,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,0,0,1,5,0,0,1,0,0,3,0,0,17,0,0,0,1,0
2024-02-21T09,80,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,8,0,0,0,8,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,3,0,0,0,2,0,0,1,6,0,0,4,0,0,1,0,0,15,0,0,0,1,0
2024-02-21T10,89,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,3,1,0,11,0,0,0,11,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,8,0,0,4,0,0,2,0,0,15,0,0,0,2,0
2024-02-21T11,103,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,17,0,0,0,11,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,4,0,0,5,0,1,17,0,0,0,1,0
2024-02-21T12,104,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,18,0,0,0,8,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,0,0,0,0,0,3,0,0,1,10,0,0,4,0,0,9,0,0,18,0,0,0,1,0
2024-02-21T13,102,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,13,0,0,0,8,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,1,7,0,0,10,0,0,2,0,0,18,0,0,0,0,0
2024-02-21T14,120,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,16,0,0,0,12,0,0,0,0,0,1,0,2,6,0,11,0,0,2,2,0,0,1,0,3,0,1,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,6,0,0,12,0,0,3,0,0,15,0,0,0,1,0
2024-02-21T15,131,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,12,0,0,0,19,0,0,1,0,0,0,0,0,14,0,7,0,0,0,4,0,0,0,0,0,1,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,6,1,0,12,0,0,3,0,2,25,0,0,0,0,0
2024-02-21T16,141,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,14,0,0,0,22,0,0,0,0,0,7,0,1,16,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,6,0,0,3,5,0,0,3,0,0,2,0,2,20,0,0,0,0,0
2024-02-21T17,151,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,34,0,0,0,0,0,5,0,1,17,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,4,0,0,3,5,1,0,4,0,1,1,0,0,21,0,0,0,0,2
2024-02-21T18,175,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,12,0,0,2,41,0,0,0,0,0,3,0,0,10,0,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,2,0,3,0,2,0,0,4,5,0,0,3,0,1,1,0,0,28,0,0,0,0,0
2024-02-21T19,185,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,16,0,0,1,37,0,0,0,0,0,2,0,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,2,2,5,0,4,0,0,3,5,0,0,2,0,0,0,0,0,26,0,0,0,0,0
2024-02-21T20,175,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,13,0,0,0,28,0,0,0,0,0,1,0,0,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,1,0,0,0,1,2,3,0,5,0,0,4,5,0,0,3,1,1,0,0,0,32,0,0,0,0,0
2024-02-21T21,169,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,0,18,0,0,0,24,0,0,1,0,0,2,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,1,0,2,1,1,0,3,0,0,1,6,0,0,3,0,0,0,0,0,33,0,0,0,0,0
2024-02-21T22,135,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,12,0,0,0,16,0,0,0,0,1,0,0,1,6,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,5,0,0,2,0,0,0,0,1,27,0,0,0,0,0
2024-02-21T23,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,6,0,0,0,12,0,0,0,0,0,0,0,0,5,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,5,0,0,1,0,0,1,0,0,30,0,0,0,1,0
2024-02-22T00,102,1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,8,3,0,7,0,0,0,5,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,36,0,0,0,0,0
2024-02-22T01,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,1,0,0,37,0,0,0,0,0
2024-02-22T02,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,32,0,0,0,0,1
2024-02-22T03,88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,10,1,0,1,5,0,0,0,0,0,1,0,1,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,35,0,0,0,0,0
2024-02-22T04,81,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,29,0,0,0,0,0
2024-02-22T05,75,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,0,23,0,0,0,0,0
2024-02-22T06,93,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,19,0,0,0,4,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,8,0,0,1,0,0,1,0,0,26,0,0,0,0,0
2024-02-22T07,86,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,16,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,3,0,0,0,2,0,0,0,7,0,0,2,0,0,1,0,0,24,0,0,0,0,0
2024-02-22T08,99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,15,0,0,0,8,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0,2,1,0,0,8,0,0,2,0,0,1,0,0,24,0,0,0,0,0
2024-02-22T09,92,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,7,0,0,2,0,0,0,0,0,18,0,0,0,1,1
2024-02-22T10,109,1,1,0,0,2,0,0,1,0,1,0,0,1,0,0,1,2,0,9,0,0,0,16,0,0,0,0,0,2,0,0,1,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,8,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,3,1,0,1,0,0,1,0,0,0,1,0,4,0,0,0,6,0,0,6,0,0,0,0,2,20,0,0,0,0,1
2024-02-22T11,117,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,13,1,0,0,0,0,1,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,5,0,0,0,7,0,7,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,10,0,0,6,0,0,4,0,0,32,0,0,0,0,0
2024-02-22T12,109,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,9,0,0,0,0,0,0,0,0,6,0,8,0,0,0,5,0,0,0,1,0,0,2,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,16,0,0,9,0,0,3,0,0,23,0,0,0,0,0
2024-02-22T13,126,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,7,0,0,0,18,1,0,0,0,0,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,11,0,0,15,0,0,4,0,0,23,0,0,0,0,0
2024-02-22T14,132,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,8,0,0,0,16,1,0,0,0,0,0,0,0,6,0,7,0,0,0,8,0,1,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,0,4,1,0,1,11,0,0,17,0,0,2,0,0,21,0,0,0,0,0
2024-02-22T15,152,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,25,0,0,1,0,0,3,0,0,10,0,13,0,0,0,3,0,0,0,0,1,0,1,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,0,0,14,0,0,4,0,2,38,0,0,0,0,0
2024-02-22T16,153,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,5,1,0,0,23,0,0,0,0,0,6,0,0,14,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,6,1,0,12,0,0,4,0,1,31,0,0,0,0,0
2024-02-22T17,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,27,0,0,0,0,0,7,0,1,19,0,6,1,0,0,3,0,0,2,0,0,0,2,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,7,0,0,0,0,0,0,0,1,1,3,0,5,0,0,3,7,0,0,6,0,1,2,0,0,26,0,0,0,0,1
2024-02-22T18,159,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,4,0,0,1,27,1,0,0,0,0,5,0,0,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,2,3,0,4,0,0,4,7,0,0,6,0,0,0,0,0,27,0,0,0,0,0
2024-02-22T19,201,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,2,0,3,0,0,0,42,1,0,1,0,0,5,0,0,10,0,26,0,0,0,2,0,2,0,0,0,0,1,0,0,1,23,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,6,0,0,4,0,1,0,0,0,38,0,0,0,0,0
2024-02-22T20,166,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,2,5,0,3,0,0,0,30,0,0,0,0,0,4,0,0,14,0,17,0,0,0,3,0,1,0,0,0,0,1,0,0,1,14,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,8,0,0,2,0,2,1,0,0,30,0,0,0,0,1
2024-02-22T21,176,2,0,1,0,0,1,0,0,2,0,0,0,1,0,0,4,3,0,9,0,0,0,19,0,0,0,0,0,2,0,0,19,0,14,0,0,0,3,0,1,0,0,0,0,1,0,0,1,17,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,0,1,1,0,0,3,0,0,3,7,0,0,2,0,0,0,0,0,38,0,0,0,0,0
