bucket,total,--,AE,AL,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BN,BO,BR,BT,CA,CH,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LA,LT,LU,LV,MA,MD,MG,MK,MM,MN,MO,MT,MX,MY,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PT,PY,RE,RO,RU,RW,SE,SG,SI,SK,SV,TG,TH,TN,TR,TW,UA,US,VE,VN,ZA,ZW
2024-06-04T05,90,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,4,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,29,0,1,0,0
2024-06-04T06,76,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,8,0,0,0,0,0,0,0,1,0,21,1,2,0,0
2024-06-04T07,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,0,0,0,1,1,0,0,6,0,0,0,0,3,0,0,1,0,27,0,0,0,0
2024-06-04T08,70,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,1,0,16,0,0,0,0
2024-06-04T09,95,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,6,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,1,2,0,0,7,0,0,0,0,1,0,0,0,0,28,0,0,0,0
2024-06-04T10,105,2,0,0,0,1,0,5,0,0,0,0,1,0,0,1,1,2,1,0,0,17,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,1,1,0,5,0,0,0,0,6,0,0,0,0,32,0,0,0,0
2024-06-04T11,104,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,15,0,1,0,0,1,6,0,0,0,0,0,0,1,0,0,6,4,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,1,2,0,5,0,0,0,0,1,0,1,5,0,0,0,0,10,0,0,0,1,22,0,0,0,0
2024-06-04T12,124,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,14,0,1,0,0,1,8,0,0,0,0,0,1,1,0,0,6,7,0,0,0,0,2,0,0,1,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,1,1,0,1,0,0,0,0,3,0,1,7,0,0,0,0,11,0,0,2,0,26,0,1,0,0
2024-06-04T13,121,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,4,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,2,2,0,0,6,0,0,0,0,10,0,0,4,0,30,0,0,0,0
2024-06-04T14,158,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,1,0,0,0,0,16,2,0,1,0,0,0,0,0,1,11,6,0,0,0,0,5,0,0,0,1,1,1,0,0,0,10,0,3,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,0,1,1,0,1,6,0,0,0,0,12,0,1,4,0,31,0,1,0,0
2024-06-04T15,129,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,16,1,0,0,0,0,17,0,0,0,0,0,0,1,0,1,15,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,0,0,1,6,0,0,0,0,13,0,3,3,0,18,0,0,0,0
2024-06-04T16,158,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,3,0,0,0,10,0,0,0,0,0,26,0,0,0,0,0,0,6,0,2,15,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,0,0,9,0,0,2,0,31,0,0,1,0
2024-06-04T17,187,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,4,1,0,0,10,0,0,0,0,0,39,0,0,0,0,0,0,2,0,2,8,11,0,0,0,0,1,0,0,0,0,0,2,0,0,0,12,0,6,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,2,0,1,0,0,2,2,0,2,5,0,0,0,0,6,0,3,3,2,35,0,2,0,0
2024-06-04T18,165,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,5,0,1,0,8,0,0,0,0,0,36,0,0,0,0,0,0,1,0,1,14,12,0,0,0,0,3,0,0,0,0,0,2,0,0,0,7,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,0,0,3,3,0,4,5,0,0,0,0,4,0,2,2,0,27,0,2,0,0
2024-06-04T19,182,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,5,2,0,0,8,0,0,0,0,0,26,0,0,0,0,0,0,4,0,0,17,12,0,0,0,0,2,0,0,1,1,0,1,0,1,0,12,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,2,0,0,0,3,1,0,0,3,2,0,5,7,1,0,0,0,2,0,3,1,0,35,0,0,1,0
2024-06-04T20,196,3,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,5,1,0,0,16,0,0,0,0,0,26,0,0,1,0,0,0,4,0,0,8,12,0,0,0,0,3,0,1,1,1,0,1,0,0,0,26,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,1,1,0,0,2,3,0,4,9,0,0,1,0,3,0,4,2,0,30,0,4,1,0
2024-06-04T21,177,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,22,0,0,0,0,0,1,2,0,0,8,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,4,1,2,8,0,0,0,0,4,0,3,2,0,44,0,2,1,0
2024-06-04T22,121,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,1,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,5,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1,5,0,0,0,0,1,0,1,1,0,35,0,1,0,0
2024-06-04T23,120,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,1,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,3,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,43,0,1,0,0
2024-06-05T00,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,40,0,0,1,0
2024-06-05T01,103,1,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,7,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,2,0,1,0,0,38,0,0,0,0
2024-06-05T02,102,2,0,0,0,2,0,3,0,0,1,0,0,0,0,3,1,5,0,1,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,36,0,0,0,0
2024-06-05T03,79,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,34,0,0,2,0
2024-06-05T04,105,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,4,1,0,0,10,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,9,0,0,0,0,1,0,0,0,0,39,0,0,0,0
2024-06-05T05,209,5,1,0,0,0,1,3,0,0,1,2,1,0,0,5,1,4,0,0,0,10,0,0,0,0,0,15,1,0,0,0,0,0,3,0,0,6,3,0,0,0,0,5,0,1,5,2,0,9,0,0,0,4,0,7,0,2,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,5,0,2,11,0,0,0,0,1,0,0,0,0,78,0,1,0,0
2024-06-05T06,85,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,0,0,1,12,0,0,0,0,0,11,0,0,1,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,26,0,0,0,0
2024-06-05T07,96,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,1,0,0,7,0,0,0,0,0,5,0,0,1,0,0,0,2,0,1,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,5,0,0,0,0,0,0,1,1,0,25,0,0,0,0
2024-06-05T08,116,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,3,2,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,1,0,1,5,6,0,0,0,0,1,0,0,0,0,0,3,0,0,0,8,0,6,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,1,0,1,0,0,0,1,4,0,0,6,0,0,0,0,0,0,1,0,0,25,0,2,0,0
2024-06-05T09,96,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,4,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,7,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,1,4,0,1,6,0,0,0,0,3,0,0,0,0,19,0,1,0,0
2024-06-05T10,93,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,4,1,0,0,14,0,0,0,0,0,10,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,2,0,19,0,0,0,0
2024-06-05T11,126,2,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,22,0,0,0,0,0,10,0,0,0,0,0,1,2,0,1,9,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,1,0,1,0,2,0,0,0,2,1,0,2,9,0,0,0,0,8,0,0,4,0,22,0,1,0,0
2024-06-05T12,135,2,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,3,1,0,0,20,0,0,0,0,0,8,1,0,0,0,0,1,1,0,1,7,3,0,0,0,0,3,0,0,0,3,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,2,0,3,0,0,0,1,3,0,2,11,0,0,0,0,10,0,0,5,0,23,0,0,1,0
2024-06-05T13,129,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,8,5,0,0,0,0,7,0,0,0,5,0,2,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,3,3,0,2,6,0,0,0,0,13,0,0,6,0,18,0,1,0,0
2024-06-05T14,136,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,22,0,0,0,0,1,13,0,0,0,0,0,0,2,0,0,15,4,0,0,0,0,5,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,4,0,0,0,2,0,0,1,6,0,0,0,0,14,0,0,3,0,17,0,1,0,0
2024-06-05T15,160,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,4,0,0,0,19,0,0,0,1,0,11,0,0,0,0,2,0,2,0,0,16,5,0,0,0,0,3,0,0,0,0,0,2,0,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5,2,0,0,0,1,0,1,0,0,0,1,0,1,2,7,0,0,0,0,22,0,1,5,0,29,0,0,0,0
2024-06-05T16,241,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,10,1,0,0,0,0,29,0,0,0,0,0,0,4,1,1,12,9,0,0,0,0,2,0,0,0,1,0,1,0,0,0,8,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,5,2,0,1,0,1,0,2,0,0,0,0,4,0,1,7,0,0,0,0,17,0,2,3,0,101,0,0,0,0
2024-06-05T17,287,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,2,0,0,0,5,0,0,0,1,0,31,0,0,0,0,0,0,8,1,2,12,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,1,0,1,0,0,0,0,3,0,1,6,0,0,0,0,8,0,3,2,0,150,0,0,1,0
2024-06-05T18,313,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,6,1,0,0,8,0,0,0,0,0,40,1,0,1,0,0,0,5,0,2,12,25,0,0,0,0,0,0,0,1,0,0,2,0,1,0,19,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,2,0,1,1,0,0,1,0,0,0,2,1,1,1,5,0,0,0,0,4,0,1,1,0,146,0,0,0,0
2024-06-05T19,172,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,27,1,0,0,0,0,0,4,0,1,11,20,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1,1,0,0,2,0,0,0,1,1,0,2,5,0,0,0,0,6,0,1,0,0,35,0,0,0,0
2024-06-05T20,154,1,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,3,2,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,6,0,0,11,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,3,1,0,1,6,0,0,0,0,1,0,2,0,0,25,0,0,0,0
2024-06-05T21,143,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,2,0,0,9,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,10,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0,2,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,30,0,0,1,0
2024-06-05T22,128,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,17,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,5,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,40,0,0,0,0
2024-06-05T23,213,6,0,0,1,1,1,2,0,0,0,0,1,0,0,3,1,11,1,1,0,20,0,0,0,0,0,12,0,0,0,1,0,0,2,0,0,8,8,0,0,0,0,5,0,1,2,2,0,4,0,0,0,2,0,6,0,0,2,1,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,5,1,0,0,0,0,0,3,1,0,0,0,5,0,1,13,0,0,0,0,0,0,0,1,0,70,0,1,1,0
2024-06-06T00,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,56,0,0,0,0
2024-06-06T01,196,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,6,0,0,0,17,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,130,0,0,0,0
2024-06-06T02,117,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,16,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,2,0,0,0,1,1,1,0,6,0,0,0,0,1,0,0,1,0,48,0,0,1,0
2024-06-06T03,99,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,6,0,1,0,19,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7,0,0,0,0,0,0,1,1,0,38,0,0,0,0
2024-06-06T04,72,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,0,1,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,23,0,0,0,0
2024-06-06T05,148,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,1,0,20,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,6,0,0,0,0,1,0,0,1,1,84,0,1,0,0
2024-06-06T06,134,2,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,5,1,0,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,61,0,0,0,0
2024-06-06T07,161,2,0,0,0,0,1,1,0,0,1,0,3,0,0,0,1,4,1,0,1,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,5,0,0,0,1,2,0,0,5,0,0,0,0,2,0,0,1,0,77,0,1,0,0
2024-06-06T08,137,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,3,0,0,0,20,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,0,0,0,1,1,0,1,6,0,0,0,0,0,0,0,1,0,66,0,0,0,0
2024-06-06T09,122,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,2,0,0,0,20,0,0,0,0,1,8,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,2,0,0,1,1,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,2,0,0,0,2,1,0,0,7,0,0,1,0,2,0,1,1,0,39,0,0,0,0
2024-06-06T10,103,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,7,1,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,3,0,0,0,1,0,1,0,1,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,1,3,0,1,7,0,0,0,0,3,0,0,1,0,30,0,0,0,0
2024-06-06T11,103,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,1,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,6,0,30,0,0,0,0
2024-06-06T12,118,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,1,0,3,0,0,0,0,3,0,0,13,0,0,0,0,15,0,0,3,0,30,0,0,0,0
2024-06-06T13,110,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,7,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,2,0,0,0,2,2,0,0,8,0,0,0,0,10,0,0,4,0,25,0,0,0,0
2024-06-06T14,126,4,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1,0,0,13,1,0,0,0,0,13,0,0,0,0,0,0,4,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,3,0,0,0,1,2,1,1,8,0,0,0,0,13,0,0,2,0,19,0,0,0,0
2024-06-06T15,146,4,0,0,0,1,0,1,0,0,0,2,3,0,0,1,0,2,1,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,9,7,0,0,0,0,2,1,0,0,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,0,1,0,0,0,1,1,1,1,6,0,0,0,0,19,0,0,2,0,29,0,0,2,0
2024-06-06T16,229,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,10,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,15,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,15,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,1,0,2,0,0,0,0,2,0,0,9,0,0,0,0,19,0,0,5,1,89,0,2,0,0
2024-06-06T17,223,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,1,1,0,9,0,0,0,0,0,46,0,0,0,0,0,0,5,0,0,15,11,0,0,0,0,1,0,0,0,0,0,3,0,1,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,1,0,0,0,1,0,1,1,0,0,1,0,0,0,5,0,0,0,0,19,0,1,1,0,62,0,0,1,0
2024-06-06T18,208,0,0,0,0,1,0,1,0,1,0,2,0,0,0,3,0,2,2,1,0,7,0,0,0,0,0,52,0,0,0,0,0,0,4,0,0,13,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,3,0,1,0,0,0,3,0,0,0,2,4,0,0,6,0,0,0,0,11,0,3,1,0,37,0,0,0,0
