bucket,total,--,AE,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,CA,CD,CH,CI,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KG,KH,KN,KR,KZ,LA,LB,LC,LT,LU,LV,MA,MD,MK,MM,MN,MO,MU,MX,MY,MZ,NC,NG,NI,NL,NO,NP,NZ,OM,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SE,SG,SK,SN,SZ,TH,TN,TR,TW,UA,UG,US,UY,VE,VN,ZA,ZW
2024-04-09T04,89,2,0,1,0,2,0,1,0,1,0,2,0,6,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,5,0,0,0,1,0,0,2,0,0,38,0,0,0,0,0
2024-04-09T05,85,1,0,0,1,2,0,1,0,1,0,0,0,3,0,1,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,1,0,0,2,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,8,0,0,0,1,0,0,3,0,0,23,0,0,1,0,0
2024-04-09T06,82,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,7,0,0,0,2,0,0,1,0,0,28,0,0,0,0,0
2024-04-09T07,102,1,0,0,0,2,0,0,1,1,0,0,0,2,0,2,0,1,0,7,0,0,0,11,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,1,0,1,0,1,4,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,3,0,0,1,0,0,27,0,0,1,0,0
2024-04-09T08,94,2,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,9,0,1,0,13,0,0,0,0,0,0,1,0,4,2,0,0,2,0,0,0,0,0,1,0,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,7,0,0,0,3,0,0,1,0,0,19,0,0,1,1,0
2024-04-09T09,106,1,0,0,0,1,0,1,2,1,0,1,0,6,0,1,0,0,0,7,0,0,0,11,0,0,0,0,0,0,2,0,4,2,0,0,2,0,0,0,0,0,3,0,0,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,1,0,2,1,0,5,1,0,0,4,0,1,3,0,0,23,0,0,1,0,0
2024-04-09T10,94,1,0,0,0,3,0,0,1,1,0,2,0,2,0,1,0,0,0,6,0,0,0,14,1,0,0,0,0,0,0,0,6,7,0,0,1,0,0,0,0,0,2,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,5,0,1,2,0,0,21,0,0,1,0,0
2024-04-09T11,94,1,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,1,0,5,0,0,0,10,0,0,1,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,5,0,0,0,5,0,2,7,0,0,17,0,0,0,1,0
2024-04-09T12,97,1,0,2,0,1,0,0,1,1,0,2,0,2,0,2,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,1,5,3,0,0,1,0,0,0,0,0,1,0,1,5,9,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,7,0,0,0,4,0,1,2,0,0,18,0,0,0,0,0
2024-04-09T13,95,2,0,2,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,5,0,1,0,13,0,0,0,0,0,0,2,0,3,5,0,0,1,0,0,1,0,0,1,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,5,0,0,0,7,0,0,6,0,0,17,0,0,1,0,0
2024-04-09T14,110,1,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,1,5,0,0,0,15,0,0,0,0,0,0,4,0,4,7,0,0,3,0,0,0,0,0,1,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,3,0,0,0,0,0,1,0,3,0,1,5,0,0,0,5,0,0,2,1,0,19,0,0,0,0,0
2024-04-09T15,124,1,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,6,0,0,1,21,0,0,0,0,0,0,2,0,9,9,0,0,2,0,0,0,0,0,1,0,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3,5,0,0,0,10,0,0,4,0,0,16,0,0,0,1,0
2024-04-09T16,208,1,0,0,0,1,0,0,0,1,0,1,0,2,0,3,0,0,0,6,0,0,0,34,0,0,0,0,0,0,1,0,10,8,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,3,5,0,0,0,15,0,1,3,0,0,77,0,0,0,0,0
2024-04-09T17,174,1,0,0,0,1,0,0,2,0,0,1,0,4,0,2,0,0,0,5,0,0,0,54,0,0,0,0,0,0,3,0,8,15,0,0,1,0,1,0,0,0,0,1,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,3,0,1,0,2,5,0,0,0,8,0,1,0,0,0,26,0,0,1,0,0
2024-04-09T18,181,0,0,0,1,1,0,0,2,1,0,0,0,4,0,1,0,0,0,9,0,0,0,43,1,0,0,0,2,0,0,0,10,15,0,0,2,0,1,0,0,0,1,1,1,13,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,4,6,0,0,0,5,0,0,1,1,0,28,0,0,0,2,0
2024-04-09T19,185,2,0,0,0,1,0,0,3,1,0,2,0,5,0,2,0,1,0,7,0,0,0,35,1,0,0,0,0,0,0,0,10,14,0,0,2,0,0,0,0,0,0,0,0,18,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,9,0,0,0,5,0,0,1,0,0,35,0,0,0,0,0
2024-04-09T20,214,2,0,1,0,1,0,0,3,1,0,2,1,4,0,3,0,1,0,10,0,0,0,30,0,0,0,0,0,0,2,0,17,10,0,0,2,0,1,0,0,0,2,0,1,17,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,1,0,0,0,0,2,0,0,0,1,0,2,1,2,10,0,0,0,5,0,3,1,0,0,47,0,0,0,0,0
2024-04-09T21,156,0,0,1,0,1,0,0,2,1,0,3,1,6,0,2,0,0,0,14,0,0,0,23,0,0,0,0,0,0,1,0,12,10,0,0,1,0,0,0,0,0,1,0,0,15,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,1,8,0,0,0,3,0,2,2,0,0,18,0,0,1,0,0
2024-04-09T22,118,1,0,0,0,1,0,0,0,1,0,2,0,7,0,1,0,1,0,9,0,0,0,13,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6,0,0,0,2,0,1,1,0,0,32,0,0,1,0,0
2024-04-09T23,108,1,0,0,0,1,0,0,0,1,0,2,0,12,0,0,0,1,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,2,5,0,0,0,0,0,1,0,0,0,36,0,0,2,0,0
2024-04-10T00,84,3,0,0,0,2,0,0,0,2,0,0,0,6,0,0,0,0,0,5,0,0,0,9,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,33,0,0,0,0,0
2024-04-10T01,88,0,0,1,0,3,0,0,0,2,0,0,0,5,0,0,0,1,0,5,0,0,0,7,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0
2024-04-10T02,74,1,0,2,0,2,0,0,0,1,0,0,0,7,0,1,0,0,0,8,0,0,0,10,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
2024-04-10T03,88,2,0,3,0,3,0,1,0,1,0,1,0,5,0,0,0,0,0,9,1,0,0,10,0,0,0,0,0,0,1,0,1,4,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0
2024-04-10T04,92,1,0,2,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,1,0,2,4,0,0,2,0,0,1,0,0,1,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,2,0,0,1,0,0,22,0,0,0,0,0
2024-04-10T05,95,2,0,0,0,3,0,0,0,1,0,1,0,2,0,0,0,0,0,20,0,0,0,12,0,0,0,0,0,0,1,0,2,5,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0
2024-04-10T06,128,1,0,1,1,1,0,0,0,2,0,1,0,3,0,1,0,0,0,18,0,0,0,13,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,5,0,0,5,0,0,0,2,0,0,1,0,0,58,0,0,0,0,0
2024-04-10T07,104,2,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,18,0,0,0,15,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,6,0,0,0,2,0,0,1,1,0,39,0,0,1,0,0
2024-04-10T08,103,1,0,0,0,2,0,0,1,2,0,0,0,4,0,1,0,0,0,17,0,0,0,13,0,0,0,0,0,1,2,0,3,2,0,0,1,0,0,0,0,0,1,0,0,5,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,6,0,0,0,2,0,0,1,0,0,21,0,0,1,1,0
2024-04-10T09,103,2,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,16,0,0,0,16,0,0,0,0,0,3,1,0,2,5,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,4,0,2,6,0,0,0,2,0,1,1,0,0,21,0,0,0,0,0
2024-04-10T10,80,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,4,3,0,1,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,5,0,0,0,4,0,1,1,0,0,17,0,0,0,0,0
2024-04-10T11,91,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,6,0,0,0,6,0,0,2,0,0,20,0,0,0,0,0
2024-04-10T12,101,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,2,0,2,0,1,5,0,0,0,12,0,0,5,0,0,18,0,0,1,0,0
2024-04-10T13,107,1,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,1,0,6,9,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,4,0,2,5,0,0,0,12,0,1,1,0,0,22,0,0,0,0,0
2024-04-10T14,110,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,5,0,0,0,21,0,0,0,0,0,0,0,1,5,8,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,5,0,0,0,16,0,0,3,0,0,25,0,0,0,0,0
2024-04-10T15,122,2,0,0,3,1,0,0,0,1,0,2,0,1,0,0,0,0,0,9,0,0,0,26,0,0,0,0,0,0,2,1,7,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,7,0,0,0,8,0,0,3,0,0,24,0,0,0,1,0
2024-04-10T16,163,2,0,0,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,18,0,0,0,30,0,0,0,0,0,0,4,0,13,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,5,0,0,0,9,0,0,2,1,0,25,0,0,0,0,0
2024-04-10T17,201,1,0,0,1,1,0,0,3,2,0,1,0,3,0,2,0,0,0,16,0,0,0,43,2,0,0,0,0,0,2,0,12,14,0,0,3,0,0,0,0,0,0,0,0,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,2,0,0,0,2,0,1,1,4,7,0,0,0,16,0,0,2,0,0,29,0,0,0,0,0
2024-04-10T18,193,0,0,0,0,3,0,0,2,2,0,1,0,2,0,3,0,0,0,10,0,0,0,40,0,0,0,0,0,0,4,1,11,12,0,0,2,0,0,0,1,0,0,0,0,19,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,1,0,0,1,0,2,0,1,0,1,0,1,0,2,8,0,0,0,15,0,0,4,0,0,24,0,0,0,0,0
2024-04-10T19,179,0,0,0,0,1,0,0,2,1,0,1,0,3,0,2,0,0,0,14,0,0,0,37,0,0,0,0,0,0,0,1,14,17,0,0,1,0,0,0,0,0,0,0,0,18,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,1,6,1,0,0,5,0,0,1,0,0,27,0,0,0,0,0
2024-04-10T20,168,1,1,0,0,1,0,0,0,1,0,2,0,5,0,1,0,0,0,12,0,0,0,27,0,0,0,0,0,0,3,0,10,11,0,0,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,1,0,0,2,0,0,0,0,0,3,0,2,5,1,0,0,10,0,0,1,1,0,29,0,0,0,0,0
2024-04-10T21,154,1,1,0,0,1,0,1,1,1,0,0,1,5,0,2,0,0,0,17,0,0,0,15,0,0,0,0,0,0,1,0,12,11,0,0,1,0,0,1,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,6,0,0,0,11,0,1,1,1,0,30,0,0,1,1,0
2024-04-10T22,122,0,0,1,0,1,0,0,0,1,0,1,0,6,0,3,0,0,0,14,0,0,0,14,0,0,0,0,0,0,1,0,5,12,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,0,8,0,1,2,0,0,25,0,0,0,0,0
2024-04-10T23,110,0,0,1,0,1,0,0,0,2,0,2,0,11,0,2,0,0,0,12,0,0,0,7,0,0,0,0,0,0,3,0,4,8,0,0,2,0,0,0,0,0,1,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,5,0,0,0,1,0,1,1,0,0,30,0,0,1,0,0
2024-04-11T00,117,2,0,1,0,2,0,0,0,2,0,4,0,9,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,2,0,0,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,2,0,1,46,0,0,0,0,0
2024-04-11T01,94,2,0,0,0,2,0,0,0,1,0,0,0,5,0,2,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,1,0,0,39,0,0,0,0,0
2024-04-11T02,152,1,0,1,0,3,0,1,0,1,1,0,0,11,0,1,0,0,0,15,1,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,6,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,1,10,0,0,0,1,0,0,1,0,0,55,0,0,1,0,0
2024-04-11T03,118,2,0,0,0,3,0,1,0,1,1,0,0,5,0,0,0,1,0,17,0,0,0,6,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,1,4,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,13,0,0,0,1,0,0,1,0,0,36,0,0,1,0,0
2024-04-11T04,118,3,0,0,0,2,0,0,0,1,1,1,0,8,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,1,0,0,1,1,0,43,0,0,1,0,0
2024-04-11T05,90,1,0,0,0,3,0,0,0,1,0,1,0,9,0,0,0,0,0,6,0,0,0,10,0,1,0,0,0,0,0,0,1,5,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,2,0,0,2,0,0,24,0,0,0,0,0
2024-04-11T06,83,2,0,0,0,2,0,0,1,1,0,1,0,3,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,0,30,0,0,0,0,0
2024-04-11T07,123,1,0,0,0,2,0,0,1,2,0,1,0,1,0,1,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,1,0,0,1,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,7,0,0,0,2,0,0,2,0,0,46,0,0,0,0,0
2024-04-11T08,93,1,0,0,0,2,0,0,2,2,0,2,0,3,0,0,0,1,0,4,0,0,0,11,0,0,0,0,0,0,2,0,3,3,0,0,1,0,0,0,0,0,1,0,0,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,2,0,1,0,1,0,4,1,0,7,0,0,0,2,0,0,2,0,0,19,0,0,0,0,0
2024-04-11T09,107,0,0,0,0,2,0,0,0,2,0,1,0,8,0,2,0,1,0,6,0,0,0,13,0,0,0,0,0,0,1,0,4,6,0,0,1,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0,2,5,0,0,0,5,0,0,2,0,0,20,0,0,0,0,0
2024-04-11T10,122,2,0,0,0,5,0,0,0,1,0,0,0,3,0,2,0,1,0,19,0,0,0,11,0,1,0,0,0,0,0,0,6,5,0,0,2,0,0,0,0,1,1,0,0,3,10,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,1,0,4,0,0,25,0,0,0,0,0
2024-04-11T11,129,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,20,0,0,0,13,0,0,0,0,0,0,3,0,7,8,0,0,1,0,0,0,0,0,5,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,7,0,0,0,4,0,0,3,0,0,32,0,0,2,0,0
2024-04-11T12,114,1,0,1,0,2,0,0,0,1,0,2,0,2,0,1,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,1,5,5,0,0,6,0,0,0,0,0,7,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,4,0,0,11,0,0,0,8,0,0,4,0,0,24,0,0,0,0,0
2024-04-11T13,144,1,0,0,0,3,0,1,2,1,0,2,0,2,0,0,0,0,0,16,0,0,0,13,0,0,1,0,0,0,1,1,7,4,0,0,1,0,0,0,0,0,2,0,1,3,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,3,10,0,0,0,11,0,1,2,1,0,28,0,0,2,0,0
2024-04-11T14,152,2,0,0,0,1,0,1,1,3,0,0,0,2,0,1,0,0,0,14,0,0,0,14,0,0,0,0,0,0,1,0,8,6,0,1,2,0,1,0,0,0,2,0,1,3,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,11,0,0,0,12,0,1,4,0,0,30,0,0,2,0,0
2024-04-11T15,159,0,0,0,0,1,0,1,1,1,0,1,0,4,0,3,0,0,0,13,0,0,0,25,0,0,0,0,0,0,1,1,10,9,0,1,2,0,0,0,0,0,7,0,0,10,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,5,1,0,0,10,0,1,4,0,0,19,0,0,0,0,0
2024-04-11T16,155,1,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,1,20,0,0,0,28,0,0,0,0,0,0,2,0,10,7,0,0,3,0,0,1,0,0,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5,0,0,0,11,0,1,2,0,0,24,0,0,0,0,0
2024-04-11T17,181,1,0,0,0,1,0,0,0,2,1,0,0,6,0,1,0,0,0,14,1,0,0,29,0,0,0,0,1,0,4,0,12,8,0,0,2,0,1,1,0,0,3,0,0,20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,1,8,0,0,0,10,0,1,2,0,0,28,0,0,0,0,0
