bucket,total,--,AE,AF,AL,AM,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GH,GM,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LT,LU,LV,MC,MD,ML,MM,MO,MT,MU,MX,MY,NC,NG,NL,NO,NP,NZ,PH,PK,PL,PR,PT,PY,QA,RO,RS,RU,RW,SC,SE,SG,SK,SN,SY,TH,TN,TR,TW,TZ,UA,UG,US,UY,VE,VN,ZA,ZW
2024-02-13T07,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,8,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,6,0,3,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,7,0,0,0,4,0,0,1,0,0,0,42,0,0,0,0,0
2024-02-13T08,112,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,4,0,0,0,8,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,6,0,0,0,3,0,1,1,0,0,0,48,0,0,0,0,0
2024-02-13T09,142,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,1,0,8,2,0,0,8,0,0,0,0,0,0,1,0,1,3,4,0,0,0,1,0,0,0,8,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,6,0,0,0,4,0,0,2,0,0,0,63,0,0,0,0,0
2024-02-13T10,141,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,3,0,0,8,0,1,0,0,0,0,0,0,0,3,7,0,0,0,3,0,1,4,2,0,2,0,0,0,6,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,1,0,0,0,0,3,0,5,0,0,1,7,0,0,0,1,0,0,5,0,0,0,37,0,0,0,1,0
2024-02-13T11,200,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,10,1,0,0,8,0,1,0,0,0,0,1,0,0,4,5,0,0,0,7,0,0,4,0,0,3,0,0,0,7,31,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,2,0,0,0,0,4,0,7,1,0,3,8,0,0,0,3,0,0,6,0,0,0,66,0,0,0,1,0
2024-02-13T12,121,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,1,0,0,5,0,0,0,15,0,0,0,0,0,0,3,0,1,1,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,16,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,1,0,0,0,0,3,0,3,0,0,0,6,0,0,0,5,0,0,5,0,1,0,24,0,0,1,1,0
2024-02-13T13,95,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,6,0,0,0,7,0,0,3,0,0,0,20,0,0,1,0,0
2024-02-13T14,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,9,4,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,2,0,0,0,0,3,0,1,0,0,1,11,0,0,0,12,0,0,4,0,0,0,36,0,0,0,0,0
2024-02-13T15,175,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,5,0,0,0,17,0,0,0,0,0,0,1,0,0,17,11,0,0,1,4,0,0,1,0,0,0,0,0,0,6,3,0,0,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,1,0,5,0,0,2,5,0,0,0,16,0,0,4,0,0,0,49,0,0,0,1,0
2024-02-13T16,165,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2,1,0,0,16,0,0,0,14,0,0,0,0,0,0,2,0,0,9,8,0,0,2,1,0,0,1,0,0,6,0,0,0,11,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,11,0,0,3,0,0,0,37,0,0,0,1,0
2024-02-13T17,175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,22,0,0,0,0,0,0,3,0,0,14,13,0,0,2,0,0,0,3,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,4,0,0,0,0,1,0,3,0,0,3,6,1,0,0,7,0,3,4,0,0,0,40,0,2,0,0,0
2024-02-13T18,271,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,16,0,0,0,42,0,0,0,0,0,0,5,0,0,15,18,0,0,1,2,0,0,2,0,0,7,0,0,0,15,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,6,1,0,0,2,0,1,2,0,0,0,74,0,2,1,0,0
2024-02-13T19,241,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,2,0,0,15,0,0,0,42,0,0,0,0,0,0,7,0,0,10,20,0,0,0,1,0,0,0,10,0,0,0,0,0,6,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,6,0,0,0,0,2,0,2,0,0,3,0,1,1,0,8,5,0,1,0,6,0,0,2,0,0,0,49,0,1,2,0,0
2024-02-13T20,216,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,18,0,0,1,32,0,0,0,0,0,0,5,0,0,11,18,0,0,0,1,0,0,0,0,0,5,0,0,0,16,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,16,1,0,0,0,0,2,0,0,0,0,1,0,3,0,0,4,6,0,1,0,8,0,0,1,0,0,0,41,0,0,1,2,0
2024-02-13T21,184,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,17,0,0,0,20,1,0,0,0,0,0,2,0,0,7,16,0,0,1,1,0,0,0,0,0,1,0,0,0,23,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,3,0,0,0,0,2,0,4,0,0,1,7,0,0,0,6,0,0,2,0,0,0,36,0,0,0,1,0
2024-02-13T22,132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2,0,0,6,0,0,0,14,0,0,0,0,0,0,2,0,0,3,8,0,0,0,1,0,0,0,0,0,2,0,0,0,19,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,1,0,1,0,40,0,0,1,1,0
2024-02-13T23,150,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,11,0,0,0,8,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,1,0,7,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,0,1,0,1,0,62,0,0,0,0,0
2024-02-14T00,186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,10,0,0,0,9,0,0,0,9,0,0,0,0,0,0,1,0,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,6,0,0,0,2,0,0,2,0,0,0,108,0,0,1,0,0
2024-02-14T01,105,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,1,5,0,0,0,1,0,0,3,0,0,0,46,0,0,2,0,0
2024-02-14T02,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,0,0,36,0,0,0,0,0
2024-02-14T03,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9,0,1,0,17,0,0,0,7,0,0,0,0,0,0,1,0,0,0,5,0,0,0,6,1,0,2,3,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,2,0,0,2,0,0,0,44,0,0,1,0,0
2024-02-14T04,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,7,1,0,0,12,0,0,0,5,0,0,0,0,0,0,1,0,0,1,4,0,0,0,8,0,0,2,0,0,0,0,1,0,0,7,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,1,6,0,0,0,1,0,0,1,0,1,0,26,0,0,1,0,0
2024-02-14T05,83,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,6,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,2,0,1,0,21,0,0,1,1,0
2024-02-14T06,81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,11,0,1,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,6,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,6,0,0,1,0,0,0,20,0,0,0,0,0
2024-02-14T07,117,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,24,0,1,0,0,0,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,1,6,0,0,0,2,0,0,1,0,0,0,26,0,0,0,0,0
2024-02-14T08,84,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,2,0,0,0,20,0,0,0,0,0
2024-02-14T09,105,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,9,0,1,0,13,0,0,0,0,0,0,1,0,0,2,5,0,0,0,1,0,0,1,0,0,1,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,5,0,0,0,2,0,0,2,0,0,0,29,0,0,0,0,0
2024-02-14T10,83,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8,0,0,0,13,0,0,0,0,0,0,0,0,1,1,6,0,0,0,2,0,0,0,0,0,1,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,7,0,0,0,1,0,0,3,0,0,0,13,0,0,0,0,0
2024-02-14T11,89,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,8,0,0,0,15,1,0,0,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,5,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,0,0,0,3,0,1,2,0,0,0,15,0,0,0,0,0
2024-02-14T12,99,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,0,0,6,0,0,0,11,1,0,0,0,0,1,0,0,1,3,6,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,11,0,0,0,6,0,0,3,0,1,0,18,0,0,0,0,0
2024-02-14T13,85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,4,0,0,0,0,1,8,0,0,0,9,0,0,3,0,0,0,16,0,0,0,0,0
2024-02-14T14,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,9,0,0,0,14,0,0,0,0,0,0,1,0,1,4,5,0,0,0,3,0,0,1,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,3,0,1,0,0,1,5,0,0,0,12,0,0,3,0,0,0,20,0,0,0,0,0
2024-02-14T15,126,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,7,0,0,0,15,1,0,0,0,0,0,0,0,0,5,8,0,0,0,2,0,1,1,1,0,1,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,3,0,0,0,0,3,0,2,0,0,2,7,0,0,0,16,0,0,4,0,0,0,20,0,0,0,0,0
2024-02-14T16,125,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,10,0,0,0,19,0,0,0,0,0,0,3,0,0,9,7,0,0,0,5,0,1,1,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,13,0,0,3,0,0,0,20,0,0,1,0,0
2024-02-14T17,160,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,2,0,0,7,0,0,0,27,0,0,0,0,0,0,3,0,0,15,7,0,0,0,1,0,0,1,0,0,1,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,3,0,1,0,0,0,0,3,0,0,14,5,0,0,1,12,0,0,2,0,0,0,25,0,0,0,0,0
2024-02-14T18,182,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,3,0,0,12,0,0,0,33,1,0,0,0,0,0,5,0,0,5,8,0,0,0,0,0,0,1,0,0,2,0,0,0,17,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,6,2,0,0,1,0,4,0,2,0,0,3,0,4,0,0,3,7,0,0,1,15,0,0,2,0,0,0,25,0,0,0,0,0
2024-02-14T19,150,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,7,0,0,0,29,3,0,0,0,0,0,5,0,0,13,10,0,0,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,1,0,0,0,0,2,0,1,0,0,2,0,3,0,1,2,6,0,0,0,11,0,1,2,0,0,0,17,0,0,0,0,0
2024-02-14T20,152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,2,0,9,0,0,1,35,0,0,0,0,0,0,2,0,0,10,11,0,0,0,2,0,0,0,2,0,2,0,0,0,9,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,2,0,0,0,0,1,0,0,0,0,3,0,3,0,0,2,6,0,0,0,1,0,1,1,0,0,0,24,0,0,0,0,0
2024-02-14T21,154,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,3,0,0,8,0,0,1,26,0,0,0,0,0,0,1,0,1,5,16,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,7,0,0,0,3,0,1,2,0,0,0,38,0,0,0,0,0
2024-02-14T22,128,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,2,0,0,11,0,0,1,12,0,1,0,0,0,0,1,0,0,1,11,0,0,0,1,0,0,0,0,0,2,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,0,0,0,0,0,3,0,0,0,0,3,0,0,1,6,0,0,0,2,0,0,1,0,0,0,27,0,0,0,0,0
2024-02-14T23,128,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,1,0,12,0,0,0,11,0,2,0,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,1,0,3,0,0,0,9,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,4,0,1,1,0,0,0,34,0,0,0,0,0
2024-02-15T00,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,1,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,2,0,0,0,39,0,0,0,0,0
2024-02-15T01,79,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0
2024-02-15T02,83,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,0,8,0,0,1,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,1,0,0,1,0,0,0,32,0,0,0,0,0
2024-02-15T03,83,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,9,1,0,0,8,0,1,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,4,0,0,0,33,0,0,1,1,0
2024-02-15T04,113,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,65,0,0,1,1,0
2024-02-15T05,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,6,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,19,0,0,1,0,0
2024-02-15T06,82,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,20,0,0,0,6,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,5,0,0,0,2,0,0,1,0,0,0,23,0,0,0,0,0
2024-02-15T07,100,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,6,0,0,0,3,0,0,2,0,0,0,26,0,0,0,0,0
2024-02-15T08,93,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,12,0,0,0,10,0,0,0,0,0,0,1,0,0,0,6,0,0,0,3,0,0,3,0,0,1,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,4,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,2,0,0,0,19,0,0,0,0,0
2024-02-15T09,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,11,0,0,0,13,0,0,0,0,0,0,1,0,0,0,8,0,0,0,5,0,0,1,0,0,1,0,0,0,5,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,3,0,0,0,1,1,1,4,1,0,0,10,0,0,0,4,0,0,3,0,0,0,25,0,0,3,0,1
2024-02-15T10,125,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,17,0,0,0,11,0,0,0,0,0,0,1,0,0,2,7,0,0,0,4,0,1,0,0,0,2,0,0,0,7,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,10,0,0,0,5,0,0,4,0,0,0,20,0,0,2,0,1
2024-02-15T11,117,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2,0,0,0,14,0,0,0,7,1,0,0,0,0,0,0,0,0,2,4,0,0,0,3,0,0,0,0,1,2,0,1,0,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2,7,0,0,0,4,0,0,5,0,0,0,25,0,0,1,0,0
2024-02-15T12,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,7,0,0,0,0,0,0,1,0,0,4,6,0,0,0,8,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,16,0,0,0,7,0,0,3,0,0,0,14,0,0,0,1,0
2024-02-15T13,92,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,15,0,0,0,0,0,0,2,0,0,4,8,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,7,0,0,0,7,0,0,2,0,0,0,14,0,0,1,0,0
2024-02-15T14,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,8,1,0,0,13,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,15,0,0,3,0,0,0,15,0,0,0,0,0
2024-02-15T15,116,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,1,0,1,0,0,0,0,3,0,2,0,0,2,7,0,0,0,14,0,0,6,0,1,0,18,0,0,0,0,0
2024-02-15T16,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,21,0,0,0,0,0,0,2,0,0,10,7,0,0,0,1,0,0,2,1,0,1,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,10,0,0,5,0,0,0,15,0,0,1,0,0
2024-02-15T17,137,3,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,3,0,0,9,0,0,0,20,0,0,0,0,0,0,3,0,0,15,10,0,0,2,0,0,0,2,1,0,1,1,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,6,0,0,0,8,0,1,1,0,0,0,21,0,0,1,0,0
2024-02-15T18,169,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,6,1,0,0,3,0,0,0,40,0,0,0,0,0,0,4,0,0,11,17,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,3,0,2,0,0,3,0,1,0,0,3,5,0,0,0,9,0,1,2,0,0,0,22,0,0,0,0,0
