bucket,total,--,AE,AL,AM,AO,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EE,ES,ET,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KW,KZ,LA,LI,LK,LT,LU,LV,MA,MD,MK,MM,MN,MO,MT,MU,MX,MY,NC,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RU,RW,SA,SE,SG,SI,SK,TH,TN,TR,TW,TZ,UA,UG,US,UZ,VE,VN,ZA
2024-08-13T13,109,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,2,0,0,3,6,0,0,4,0,0,2,0,0,0,27,0,0,2,0
2024-08-13T14,117,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,17,0,0,1,15,0,1,0,0,0,0,0,7,9,0,0,3,0,0,2,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,1,0,1,6,0,0,3,0,0,0,0,1,0,22,0,0,2,0
2024-08-13T15,177,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,6,0,0,0,17,1,0,1,23,0,2,0,0,1,0,0,11,9,0,0,4,0,0,3,0,0,3,0,0,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,0,0,5,0,0,1,0,1,1,52,1,0,1,0
2024-08-13T16,212,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,6,2,0,0,16,0,0,0,27,0,2,1,0,2,0,0,14,11,0,0,2,0,0,3,0,0,1,0,0,0,8,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,1,0,0,1,0,0,1,7,0,0,9,0,0,0,0,1,0,77,1,0,0,0
2024-08-13T17,230,1,1,0,0,0,1,0,0,0,0,1,5,0,2,0,9,0,0,0,6,0,0,0,41,0,1,0,0,2,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,0,3,0,1,0,4,6,0,0,8,0,0,0,0,1,0,80,0,1,1,0
2024-08-13T18,235,0,0,0,0,0,3,1,0,0,0,2,0,0,6,0,10,1,0,0,3,0,0,0,46,0,0,0,0,4,0,0,9,16,0,0,2,0,0,0,1,0,3,0,0,1,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,0,0,0,0,0,2,2,0,1,2,0,0,8,6,0,0,7,0,1,0,0,2,0,67,0,1,0,0
2024-08-13T19,207,0,0,0,1,0,0,1,0,1,0,1,1,0,2,0,8,2,0,0,7,0,0,0,33,0,0,0,0,2,0,0,15,10,0,0,1,0,0,0,0,0,3,0,0,0,7,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,1,0,0,0,0,5,1,0,1,1,0,0,2,7,1,0,5,0,0,0,0,1,0,64,0,0,2,0
2024-08-13T20,162,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,1,0,0,5,0,0,0,25,0,0,0,0,1,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,3,1,0,1,1,0,0,1,7,0,0,6,0,0,0,0,0,0,58,0,0,1,0
2024-08-13T21,151,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,6,0,0,0,11,0,0,0,0,2,0,0,8,12,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,0,2,0,0,0,1,5,1,0,1,0,0,0,0,0,0,70,0,0,0,0
2024-08-13T22,133,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,2,0,0,18,0,0,0,7,0,0,0,0,2,0,0,3,15,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,2,0,0,0,7,0,0,0,0,0,1,0,0,0,43,0,0,1,1
2024-08-13T23,201,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,5,2,2,0,21,0,0,2,8,0,0,0,0,3,0,0,7,12,0,0,2,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,1,1,0,0,5,0,0,0,7,0,0,1,0,0,1,0,0,0,100,0,0,0,0
2024-08-14T00,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,5,0,0,0,0,2,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,1,0,49,0,0,0,0
2024-08-14T01,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,17,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,0,1,0,1,0,0,0,0,42,0,0,0,0
2024-08-14T02,87,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8,0,1,0,14,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,6,1,0,1,0,0,0,0,0,0,32,0,0,0,0
2024-08-14T03,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,16,0,0,0,5,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,32,0,0,0,0
2024-08-14T04,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,1,0,0,1,6,0,0,2,0,0,1,0,0,0,27,0,0,1,1
2024-08-14T05,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,1,0,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,6,0,0,3,0,0,0,0,0,0,39,0,0,1,0
2024-08-14T06,89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,9,0,1,0,9,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2,0,0,1,2,0,0,0,7,0,0,1,0,1,0,0,0,0,35,0,0,0,0
2024-08-14T07,77,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,6,0,0,0,7,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,25,0,0,1,0
2024-08-14T08,90,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,10,0,0,0,9,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,0,2,0,0,1,1,1,0,1,6,0,0,1,0,0,0,0,1,0,27,0,0,2,1
2024-08-14T09,82,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,1,0,0,8,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,2,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,3,0,0,0,0,1,1,0,2,1,0,0,1,7,0,0,2,0,0,0,0,0,0,23,0,0,1,1
2024-08-14T10,112,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,2,0,0,6,0,0,0,0,1,0,0,4,7,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,2,0,0,0,0,1,0,0,1,2,0,0,0,7,0,0,4,0,1,1,0,0,0,33,0,0,0,0
2024-08-14T11,75,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,5,0,0,0,6,0,0,0,0,0,0,1,1,7,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,1,0,2,0,0,2,1,0,0,0,9,0,0,2,0,1,0,0,0,0,17,0,0,0,0
2024-08-14T12,100,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,9,0,0,3,8,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,1,0,0,2,3,0,0,0,10,0,0,6,0,0,1,0,0,0,27,0,0,2,0
2024-08-14T13,112,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,1,0,0,5,0,0,1,12,0,0,0,0,0,0,0,5,6,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,1,0,1,0,0,0,1,8,0,0,11,0,1,1,0,0,0,26,0,0,1,0
2024-08-14T14,122,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3,1,0,0,4,0,0,1,15,0,0,0,0,2,0,0,9,4,0,0,4,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,2,0,0,1,2,1,0,0,12,0,0,12,0,0,0,0,0,0,26,0,0,0,0
2024-08-14T15,133,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,6,1,0,0,9,0,0,0,17,0,0,0,0,2,0,2,7,4,0,0,2,0,0,0,0,0,0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,2,2,0,0,0,7,0,0,16,0,1,1,0,0,0,26,0,0,0,0
2024-08-14T16,176,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,1,0,0,11,0,0,0,32,0,0,0,0,4,0,0,15,6,0,0,4,0,0,2,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,4,1,1,0,3,8,0,0,19,0,0,0,0,0,0,30,0,0,0,0
2024-08-14T17,174,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,0,0,5,0,0,0,39,4,0,0,0,3,0,0,11,7,0,0,0,0,0,2,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,1,0,3,4,0,0,5,5,0,0,14,0,0,0,0,0,0,28,0,0,0,1
2024-08-14T18,165,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,4,0,0,3,0,0,0,42,0,0,0,0,3,0,0,5,16,0,0,0,0,0,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,2,0,0,0,0,4,1,0,4,1,1,0,0,6,1,0,4,0,1,0,0,0,0,27,0,0,0,0
2024-08-14T19,153,3,0,0,0,0,0,0,0,1,0,2,1,0,1,0,4,5,0,0,4,0,0,0,18,0,0,0,0,2,0,0,13,13,0,0,0,0,0,1,1,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,2,0,6,0,0,2,1,0,0,2,7,0,0,3,0,0,0,0,0,0,30,0,0,0,0
2024-08-14T20,120,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,3,0,0,4,0,0,0,13,0,0,0,0,1,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,16,0,0,0,0,0,0,2,0,0,1,1,0,0,2,5,0,0,6,0,0,1,0,0,0,24,0,0,1,0
2024-08-14T21,134,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,6,3,0,0,5,0,0,0,18,0,1,0,0,1,0,0,6,17,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,0,2,0,1,0,0,2,0,0,0,0,5,0,0,2,0,0,0,0,0,0,35,0,0,0,0
2024-08-14T22,118,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,6,0,0,0,13,0,2,0,0,0,0,0,3,17,0,0,1,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0,2,0,0,0,0,1,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,31,0,0,0,0
2024-08-14T23,122,3,0,0,0,0,1,0,0,0,0,0,2,0,2,0,8,0,0,0,10,1,0,0,9,0,1,0,0,1,0,0,5,12,0,0,2,0,0,0,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,38,0,0,1,0
2024-08-15T00,87,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10,1,0,0,6,0,0,0,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,39,0,0,1,0
2024-08-15T01,112,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,42,0,0,1,0
2024-08-15T02,89,3,0,0,0,0,1,0,2,0,0,0,1,0,2,0,9,0,2,0,8,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,33,0,0,0,0
2024-08-15T03,85,4,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,2,0,10,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,1,0,0,0,0,0,1,29,0,0,1,0
2024-08-15T04,66,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,3,1,3,0,8,0,0,0,8,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,20,0,0,1,0
2024-08-15T05,71,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,5,0,0,0,8,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,26,0,0,0,0
2024-08-15T06,70,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,8,0,0,0,8,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,8,0,0,1,0,0,0,0,0,0,27,0,0,0,0
2024-08-15T07,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,2,0,0,0,0,0,0,21,0,0,0,0
2024-08-15T08,68,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,26,0,0,1,0
2024-08-15T09,88,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,3,0,0,0,12,0,0,0,9,0,0,0,0,1,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,2,0,0,0,0,0,0,29,0,0,1,0
2024-08-15T10,84,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,11,0,0,0,8,0,0,0,0,1,0,0,0,6,0,0,3,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,5,0,0,2,0,0,0,0,0,0,28,0,0,0,0
2024-08-15T11,81,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,2,6,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,2,0,2,0,0,1,3,0,0,1,5,0,0,2,0,1,1,0,0,0,17,0,0,1,0
2024-08-15T12,117,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,15,0,0,1,9,0,0,0,1,0,0,0,3,9,0,0,5,0,0,0,0,0,3,0,2,0,4,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,6,0,0,9,0,1,1,1,0,0,27,0,0,0,0
2024-08-15T13,122,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,10,0,0,1,13,0,0,0,1,0,0,0,5,12,0,0,7,0,0,0,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,0,0,1,0,2,1,0,2,1,0,0,1,8,0,0,8,0,0,0,1,0,0,25,0,0,0,0
2024-08-15T14,125,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,1,1,0,0,9,0,0,0,15,0,0,0,1,1,0,0,10,8,0,0,4,0,0,0,0,0,3,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,1,0,1,0,0,1,0,0,0,2,6,1,0,13,0,1,0,0,1,0,15,0,0,0,1
2024-08-15T15,130,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,4,0,0,0,13,0,0,0,20,0,0,0,1,2,0,0,14,7,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,4,0,0,1,1,0,0,2,5,0,0,13,0,0,1,0,0,0,17,0,0,0,1
2024-08-15T16,115,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,7,0,0,0,17,0,0,0,0,0,0,2,17,10,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,2,1,0,0,2,5,0,0,11,0,0,0,0,0,0,21,0,0,0,0
2024-08-15T17,128,2,2,0,0,0,0,1,0,0,0,2,0,0,1,0,3,1,1,0,4,0,0,0,24,0,0,0,0,1,0,0,8,9,0,1,1,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,3,0,0,1,0,2,1,0,2,2,0,0,2,8,0,0,11,0,0,0,0,0,0,20,0,0,0,0
2024-08-15T18,196,3,0,0,0,0,1,1,0,0,0,3,3,0,5,0,3,0,2,0,6,0,0,0,28,0,0,0,0,3,0,0,14,21,0,0,1,0,0,1,0,0,2,0,0,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,0,1,0,3,1,0,1,2,0,0,1,8,0,0,13,0,0,0,0,0,0,37,0,0,0,0
2024-08-15T19,139,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,5,1,0,0,5,0,0,0,21,0,0,1,0,4,0,1,11,20,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,2,1,0,3,1,0,0,1,6,0,0,7,0,1,0,0,0,0,25,0,0,0,1
2024-08-15T20,144,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,0,0,4,0,0,0,20,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,2,0,0,1,1,0,0,3,6,0,0,7,0,1,0,0,0,0,34,0,0,0,0
2024-08-15T21,140,2,0,0,0,0,1,0,0,0,0,1,3,0,0,0,5,3,0,0,3,0,0,0,10,0,0,0,0,2,0,0,14,10,0,0,0,0,0,1,1,0,2,0,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,1,0,1,2,1,0,5,5,0,0,2,0,0,0,0,2,0,32,0,0,0,0
2024-08-15T22,95,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,1,0,0,6,0,0,0,8,0,0,0,0,1,0,0,6,10,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,2,6,0,0,1,0,0,0,0,0,0,28,0,0,1,0
2024-08-15T23,96,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,6,1,0,0,6,0,0,0,9,0,0,0,0,1,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,2,0,0,1,5,0,0,1,0,0,0,0,0,0,36,0,0,0,0
2024-08-16T00,128,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0,5,1,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,1,1,0,0,1,0,0,1,5,1,0,2,0,0,1,0,0,0,72,0,0,0,0
2024-08-16T01,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,2,5,0,0,1,0,0,0,0,0,0,38,0,0,0,1
2024-08-16T02,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,1,0,0,0,0,0,0,45,0,0,0,0
2024-08-16T03,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,5,0,0,2,0,0,0,0,0,0,35,0,0,0,0
2024-08-16T04,79,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,1,0,1,0,31,0,0,1,0
