bucket,total,--,AE,AM,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DZ,EC,EE,ES,ET,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MC,MD,MK,MM,MO,MU,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SN,TH,TN,TR,TW,UA,UG,US,UZ,VE,VN,ZA,ZW
2024-01-23T07,98,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,2,0,0,2,0,0,35,0,0,0,0,0
2024-01-23T08,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,11,0,0,0,0,7,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,1,0,0,0,1,0,1,0,0,0,2,0,3,1,0,0,1,5,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0
2024-01-23T09,109,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,5,11,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,26,0,0,1,1,0
2024-01-23T10,124,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,22,0,0,0,0,12,0,0,0,0,1,0,0,6,10,0,0,1,0,0,1,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2,5,0,0,0,6,0,0,2,0,0,29,0,0,0,1,0
2024-01-23T11,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,19,0,0,0,0,9,1,1,0,0,1,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,6,0,0,0,7,0,0,8,0,1,17,0,0,0,1,0
2024-01-23T12,142,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,5,1,0,0,0,23,0,0,0,0,7,0,0,0,0,1,0,0,7,8,0,0,6,0,0,1,0,0,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,1,0,3,0,2,1,0,0,0,8,0,0,0,12,0,0,4,1,1,25,0,2,0,2,0
2024-01-23T13,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,0,0,0,0,14,0,0,0,0,0,0,0,5,5,0,0,5,0,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,2,0,0,0,3,0,2,1,0,0,1,6,0,0,0,18,0,0,5,0,0,22,0,1,0,0,0
2024-01-23T14,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,22,0,0,0,0,17,0,0,0,0,1,0,0,5,8,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,6,0,0,0,13,0,0,3,0,0,22,0,0,0,0,0
2024-01-23T15,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,18,0,0,0,0,15,0,0,0,0,2,0,0,6,10,0,0,2,0,0,0,1,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2,8,0,0,0,13,0,0,2,0,0,27,0,0,0,0,0
2024-01-23T16,143,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,7,0,0,0,0,20,0,0,0,0,3,0,2,13,9,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,1,6,0,0,0,12,0,0,1,0,0,34,0,0,0,0,0
2024-01-23T17,170,2,0,0,0,2,0,0,0,0,0,1,0,0,2,0,6,1,0,0,0,6,0,0,0,0,26,1,0,0,0,4,0,0,13,15,0,0,1,0,0,3,0,0,1,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,4,5,0,0,0,12,0,0,3,0,0,22,0,0,0,0,0
2024-01-23T18,197,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,8,0,0,0,0,46,0,0,0,0,6,0,1,11,21,0,0,0,0,0,1,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,7,5,0,0,0,6,0,1,1,0,0,37,0,0,1,0,0
2024-01-23T19,214,0,0,0,2,3,0,0,0,0,2,0,0,0,1,0,6,1,0,0,0,2,0,0,0,0,50,0,0,0,0,2,0,0,7,20,0,0,0,0,0,1,1,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,1,0,1,0,2,2,0,0,3,5,0,0,0,3,0,0,1,1,0,45,0,0,2,1,0
2024-01-23T20,199,1,0,0,1,1,0,0,0,0,1,1,0,0,4,0,3,2,0,0,0,8,0,0,0,0,43,0,0,0,0,5,0,0,12,13,0,0,1,0,0,0,2,0,1,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,6,7,0,0,0,0,0,1,1,1,0,36,1,0,0,2,0
2024-01-23T21,140,1,0,0,0,0,0,0,0,0,4,1,0,0,2,0,5,2,0,0,0,5,0,0,0,0,21,0,0,0,0,4,0,0,12,12,0,0,1,0,0,0,0,0,1,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,25,1,0,0,0,0
2024-01-23T22,129,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,4,0,0,0,0,19,0,0,0,0,2,0,0,6,8,0,0,1,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,36,0,0,0,1,0
2024-01-23T23,116,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,9,1,0,1,0,4,0,0,0,0,6,0,0,0,0,2,0,0,6,9,0,0,1,0,0,0,1,0,2,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,7,0,0,0,1,0,0,0,0,0,31,0,1,0,0,0
2024-01-24T00,137,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,20,0,0,0,0,4,1,0,0,0,7,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,2,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,6,0,0,0,2,0,0,0,0,0,55,0,1,0,0,0
2024-01-24T01,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,2,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,3,6,0,0,1,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2,0,0,0,0,0,46,0,0,0,0,0
2024-01-24T02,104,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,7,1,0,0,0,5,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,49,0,0,1,1,0
2024-01-24T03,84,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,12,0,0,0,0,4,1,0,0,0,5,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,37,0,0,1,0,0
2024-01-24T04,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,3,0,0,0,0,1,53,0,0,2,0,0
2024-01-24T05,108,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,1,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,7,0,0,0,3,0,0,0,0,0,50,0,0,1,0,0
2024-01-24T06,81,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,1,0,0,0,0,0,36,0,0,0,1,0
2024-01-24T07,67,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,27,0,0,1,1,0
2024-01-24T08,72,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,13,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,0,1,0,0,1,0,0,25,0,0,0,1,0
2024-01-24T09,83,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,4,0,0,1,0,0,24,0,0,0,0,0
2024-01-24T10,90,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,7,0,0,1,0,0,23,0,0,0,1,0
2024-01-24T11,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,5,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,6,0,0,1,0,1,18,0,0,0,1,0
2024-01-24T12,104,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,1,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2,0,0,0,1,0,2,0,0,0,2,15,0,0,0,5,0,0,4,0,1,23,0,0,0,0,0
2024-01-24T13,108,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,5,0,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,1,0,2,0,0,0,3,9,0,0,0,8,0,0,5,0,0,27,0,0,0,0,0
2024-01-24T14,113,1,0,0,0,0,0,0,0,0,2,0,0,3,1,0,3,2,0,0,0,5,0,0,0,0,13,0,1,0,0,1,0,0,7,6,0,0,2,0,0,0,0,2,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,2,0,4,0,0,0,2,8,0,0,0,6,0,0,7,0,0,17,0,0,1,0,0
2024-01-24T15,127,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,16,0,0,0,0,2,0,0,8,7,0,0,2,0,0,1,0,1,1,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,1,6,0,0,0,10,0,1,3,0,0,30,0,0,2,0,0
2024-01-24T16,158,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,13,0,0,0,1,32,0,0,0,0,5,0,0,7,8,0,1,2,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,4,5,0,0,0,8,0,0,2,0,0,32,0,0,2,0,0
2024-01-24T17,184,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,13,0,0,0,1,41,0,0,0,0,2,0,0,13,9,0,1,1,0,0,0,0,1,0,0,0,19,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,8,7,0,0,0,7,0,0,0,0,0,26,0,0,0,1,0
2024-01-24T18,184,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,8,2,0,0,0,16,0,0,0,1,32,0,0,0,0,4,0,0,9,12,0,0,1,0,0,0,0,0,0,0,0,11,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,13,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,5,7,0,0,0,8,0,1,1,0,0,34,0,0,0,0,0
2024-01-24T19,170,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,2,0,0,0,10,0,0,0,0,33,0,0,0,0,5,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,1,0,1,0,1,0,1,0,4,0,1,1,0,0,6,5,0,0,0,4,0,1,1,0,0,25,0,0,1,1,0
2024-01-24T20,163,1,0,0,0,2,0,1,0,0,0,0,0,0,4,0,3,2,0,0,0,13,0,0,0,0,19,0,0,0,0,2,0,0,13,14,1,0,0,0,1,0,0,0,0,0,0,16,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,3,5,0,0,0,3,0,2,0,0,0,30,0,0,0,2,0
2024-01-24T21,174,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6,1,0,0,0,16,0,0,0,0,29,0,0,0,0,1,0,0,12,16,1,0,1,0,1,0,0,1,0,0,0,20,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,17,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,5,0,0,0,2,0,1,0,0,0,27,0,0,1,1,0
2024-01-24T22,143,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,8,1,0,2,0,7,0,0,0,0,18,0,0,0,0,0,0,0,6,12,0,0,1,0,1,1,0,0,1,0,0,13,0,3,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,1,2,0,0,32,0,0,0,1,0
2024-01-24T23,136,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,10,1,0,0,0,4,0,0,0,0,10,0,0,0,0,3,0,0,3,15,0,0,0,0,1,1,0,0,1,0,0,14,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,1,0,0,43,0,0,0,0,0
2024-01-25T00,135,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,75,0,0,1,0,0
2024-01-25T01,122,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,7,0,0,0,0,2,0,1,2,7,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
2024-01-25T02,104,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0,1,7,0,0,2,0,0,0,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0
2024-01-25T03,95,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,5,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,6,0,0,0,1,1,0,0,0,0,41,0,0,0,0,0
2024-01-25T04,92,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0
2024-01-25T05,98,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,1,3,3,0,0,1,0,0,0,7,0,1,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,8,0,0,1,1,0,0,0,0,0,34,0,0,0,0,0
2024-01-25T06,79,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,33,0,0,1,0,0
2024-01-25T07,92,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
2024-01-25T08,92,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,17,2,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,0,0,0,2,0,0,0,0,0,31,0,0,0,0,0
2024-01-25T09,85,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0
2024-01-25T10,131,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,15,0,0,0,0,13,0,0,0,0,1,0,1,5,4,0,0,2,0,0,0,0,0,1,0,0,6,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,5,0,0,0,3,0,0,2,0,0,46,0,0,0,0,0
2024-01-25T11,115,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,15,0,0,0,0,8,0,0,0,0,1,0,0,8,5,0,0,6,0,0,0,0,0,1,0,0,5,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,6,0,0,0,1,0,1,5,0,0,29,0,0,0,0,0
2024-01-25T12,177,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,7,2,0,0,9,0,0,0,0,0,0,1,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,2,0,0,0,4,0,4,0,0,0,0,11,0,0,0,4,0,1,7,0,0,74,0,0,0,0,0
2024-01-25T13,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,31,0,0,0,0,0,0,2,7,5,0,0,7,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,3,10,0,0,0,7,0,2,7,0,0,27,0,0,0,1,0
2024-01-25T14,170,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,10,15,0,0,1,0,0,2,0,0,1,1,0,9,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,3,0,4,0,1,0,0,9,0,0,0,7,0,0,7,0,0,34,0,0,0,1,0
2024-01-25T15,157,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,0,0,0,13,0,0,0,0,12,0,0,0,0,1,0,0,8,7,0,0,7,0,0,0,0,0,1,0,0,9,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,3,0,4,0,0,0,2,7,0,0,0,8,0,1,4,0,0,37,0,0,0,1,0
2024-01-25T16,152,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,6,0,0,0,0,24,0,0,0,0,0,0,0,13,9,0,0,2,0,1,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,5,0,0,0,9,0,0,1,0,0,40,0,0,2,0,0
2024-01-25T17,178,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,29,0,0,0,0,9,0,0,13,11,0,0,1,0,0,1,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,1,8,0,0,0,9,0,0,1,0,0,56,0,0,0,0,0
2024-01-25T18,211,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1,0,0,0,6,0,0,0,0,34,0,0,0,0,4,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,1,0,1,0,1,0,0,0,3,0,1,0,0,0,3,5,0,0,0,5,0,1,1,0,0,60,0,0,1,0,0
2024-01-25T19,208,0,0,0,0,1,0,0,0,0,3,0,0,0,4,2,8,1,0,0,0,7,0,0,0,0,41,0,0,0,0,4,0,1,8,30,0,0,1,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,1,0,0,0,2,0,2,0,0,0,3,0,1,0,0,0,3,5,0,0,0,3,0,0,0,1,0,48,0,0,0,0,0
