bucket,total,--,AE,AL,AO,AR,AT,AU,BA,BD,BE,BG,BO,BR,BT,BW,BY,CA,CH,CL,CM,CN,CO,CZ,DE,DK,DZ,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KZ,LA,LT,LU,LV,MA,MK,MN,MO,MU,MX,MY,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SE,SG,SI,SK,TG,TH,TN,TR,TW,UA,UG,US,UZ,VN,ZA
2024-06-11T16,225,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,8,0,0,29,0,0,0,0,3,3,16,15,0,0,1,0,1,0,0,2,0,0,0,0,0,15,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,2,0,0,0,2,0,3,0,0,7,7,0,0,0,20,0,0,0,1,0,58,0,0,0
2024-06-11T17,173,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,8,0,0,36,0,0,0,0,1,1,14,17,0,0,1,0,0,0,1,0,0,2,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,10,0,1,0,0,0,31,0,0,0
2024-06-11T18,200,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,2,0,0,8,0,0,38,0,0,0,0,5,0,6,20,0,0,0,0,0,0,0,3,0,1,0,0,0,9,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,1,0,2,0,0,3,6,1,0,0,11,0,2,0,0,0,47,0,0,0
2024-06-11T19,211,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,4,3,2,0,8,0,0,23,0,0,0,0,5,0,12,19,0,0,3,0,0,0,0,9,0,1,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,0,0,0,0,3,0,1,0,1,0,1,0,0,3,13,0,0,0,6,0,2,1,0,0,42,0,0,0
2024-06-11T20,239,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,1,1,0,9,0,0,13,0,0,0,0,2,0,12,17,0,0,2,0,0,0,0,0,0,1,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,1,0,3,0,1,0,0,0,11,0,0,0,4,0,1,0,0,0,113,1,0,0
2024-06-11T21,204,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,6,0,0,15,0,0,0,0,2,0,5,11,0,0,1,0,0,0,1,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,3,0,0,0,2,0,1,0,0,0,6,0,0,0,7,0,1,0,0,0,114,0,0,0
2024-06-11T22,233,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,7,0,0,25,0,0,0,0,1,0,2,8,0,0,1,0,0,0,0,6,0,0,0,0,0,10,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,4,0,1,0,1,0,137,0,0,0
2024-06-11T23,153,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,5,0,0,8,0,0,0,0,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,1,0,0,84,0,1,1
2024-06-12T00,104,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,10,0,0,7,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,3,0,0,0,0,0,51,0,1,2
2024-06-12T01,101,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,10,0,0,6,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,3,0,0,0,0,0,47,0,0,0
2024-06-12T02,78,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,6,1,0,3,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,6,0,0,0,2,0,0,0,0,0,34,0,0,0
2024-06-12T03,87,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,1,1,9,1,0,4,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,6,0,0,0,2,0,0,2,0,0,40,0,0,0
2024-06-12T04,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,35,0,0,0
2024-06-12T05,84,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,7,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,3,0,0,1,0,0,30,0,1,1
2024-06-12T06,93,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,26,1,0,5,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,2,0,0,0,0,0,30,0,0,0
2024-06-12T07,94,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,6,0,0,0,0,1,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,7,0,0,0,4,0,0,0,0,0,33,0,0,0
2024-06-12T08,103,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,22,0,0,4,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,3,0,0,0,5,0,2,1,0,0,5,0,0,0,7,0,0,2,0,0,24,0,0,1
2024-06-12T09,106,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,8,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,5,0,0,1,6,0,0,0,7,0,1,1,0,0,27,0,0,0
2024-06-12T10,102,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,13,0,0,8,0,0,0,0,0,2,2,7,0,0,4,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,10,0,0,3,0,0,28,0,0,0
2024-06-12T11,93,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,4,0,0,0,0,0,1,1,7,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,1,1,1,0,0,0,0,0,3,2,1,0,9,0,0,0,5,0,0,4,0,0,22,0,1,0
2024-06-12T12,94,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,7,0,0,8,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3,0,0,1,1,0,4,0,1,1,11,0,0,0,4,0,0,1,0,0,21,0,0,1
2024-06-12T13,91,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,8,0,0,9,0,0,0,0,0,2,5,7,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,4,0,0,0,5,0,0,0,8,0,0,4,0,0,19,0,0,0
2024-06-12T14,108,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,12,0,1,8,0,0,0,0,2,4,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,5,0,0,0,13,0,1,1,1,0,24,0,0,0
2024-06-12T15,145,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,1,11,0,0,0,0,5,2,9,10,0,0,5,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,0,1,0,0,0,1,0,5,1,0,0,7,0,0,0,11,0,1,3,1,0,28,0,1,0
2024-06-12T16,162,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,8,0,1,25,0,0,0,0,5,1,13,10,1,0,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,2,0,1,0,0,0,2,0,3,1,0,0,9,0,0,0,15,0,1,2,1,0,21,0,0,0
2024-06-12T17,160,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,7,0,1,23,2,0,0,0,3,0,11,12,0,0,1,0,0,0,0,0,0,0,0,0,1,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,3,2,0,1,0,1,0,0,0,0,0,5,1,0,4,5,0,0,0,13,0,1,0,0,0,23,0,0,0
2024-06-12T18,188,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,3,0,0,8,0,0,41,0,0,0,0,5,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,1,0,0,0,2,0,0,0,2,0,4,0,0,2,5,0,0,0,15,0,1,0,0,0,26,0,0,1
2024-06-12T19,180,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,1,0,0,10,0,0,26,0,0,0,0,1,0,15,22,0,0,1,0,0,0,0,0,0,3,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,2,0,3,0,0,1,6,0,0,0,11,0,3,2,2,0,33,0,1,0
2024-06-12T20,165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,12,0,0,17,0,1,0,0,1,0,8,9,0,0,3,0,0,0,0,2,0,0,0,0,1,18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,8,1,2,0,1,0,41,0,1,0
2024-06-12T21,148,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,10,0,0,13,0,0,0,0,1,0,7,14,1,0,1,0,0,0,0,1,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,1,0,0,0,1,0,4,0,0,0,5,0,0,0,4,1,2,1,1,0,38,0,0,0
2024-06-12T22,134,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,10,0,0,11,0,0,0,0,1,0,1,9,1,0,1,0,0,0,0,13,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,7,0,0,0,4,0,1,1,2,0,43,0,2,0
2024-06-12T23,94,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,1,0,9,0,0,9,0,0,0,0,1,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,1,0,34,0,0,0
2024-06-13T00,113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,10,0,0,4,0,0,0,0,1,0,1,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0,0,0,55,0,0,0
2024-06-13T01,91,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,9,0,1,3,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,2,0,0,0,0,0,37,0,1,0
2024-06-13T02,85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,1,0,10,1,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,4,0,0,0,0,0,31,0,1,0
2024-06-13T03,77,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,8,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,40,0,0,0
2024-06-13T04,65,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,9,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,23,0,1,0
2024-06-13T05,77,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,16,0,0,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,0,0,29,0,0,2
2024-06-13T06,70,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,1,5,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,29,0,0,0
2024-06-13T07,71,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2,1,0,0,5,0,0,0,1,0,0,0,0,0,24,0,0,0
2024-06-13T08,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16,0,0,8,0,0,0,0,0,0,2,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,6,0,0,0,1,0,0,2,0,0,26,1,0,0
2024-06-13T09,95,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,11,0,0,11,0,0,0,0,2,0,4,6,0,0,1,0,0,0,1,0,0,0,0,0,0,4,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,2,0,0,2,0,0,19,1,0,0
2024-06-13T10,79,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,8,0,0,0,0,2,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,3,0,0,20,0,0,0
2024-06-13T11,107,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,19,0,0,11,0,0,0,0,1,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,8,0,0,0,3,0,0,4,1,0,33,0,0,0
2024-06-13T12,174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,0,0,8,0,0,0,0,0,0,1,6,0,0,10,0,0,0,1,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,0,12,0,1,1,1,1,80,0,0,0
2024-06-13T13,130,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,8,0,0,0,0,0,0,11,6,0,0,8,0,0,0,0,0,0,0,0,0,0,8,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,1,0,0,15,0,0,1,0,1,21,0,1,0
2024-06-13T14,144,0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,0,1,1,0,0,20,0,0,7,0,0,0,0,3,0,11,5,0,0,14,0,0,0,1,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,6,0,0,0,14,0,0,7,0,1,27,0,1,0
2024-06-13T15,160,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,23,0,0,12,0,0,5,0,6,0,17,3,0,0,5,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,1,0,2,0,2,0,0,0,3,0,1,0,0,2,5,0,0,0,13,0,0,4,0,0,28,0,0,0
2024-06-13T16,166,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,12,0,0,25,0,0,0,0,4,0,19,8,0,0,2,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,0,1,0,0,0,3,0,2,0,0,3,6,0,0,0,13,0,0,4,0,0,31,0,1,0
2024-06-13T17,207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,14,0,0,30,0,0,0,0,4,0,12,11,0,0,2,0,0,0,0,0,1,1,0,0,0,16,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,1,1,0,4,0,0,0,2,0,2,1,0,1,7,1,0,0,9,0,0,0,1,0,57,0,1,1
2024-06-13T18,128,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,11,0,0,16,0,0,0,0,3,0,5,11,0,0,3,0,0,0,0,1,1,0,0,0,0,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,5,0,0,0,6,0,0,2,0,0,27,0,0,0
