bucket,total,--,AE,AR,AT,AU,AZ,BA,BD,BE,BG,BJ,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CW,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KZ,LA,LB,LK,LT,LU,LV,LY,MA,MD,ME,MK,MM,MN,MO,MX,MY,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PT,PY,RE,RO,RS,RU,RW,SC,SE,SG,SK,TG,TH,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA
2024-04-30T02,86,1,0,1,0,2,0,0,2,0,1,0,0,1,0,6,1,0,0,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,0,0,38,0,0,0,0,0
2024-04-30T03,96,1,1,0,0,1,0,0,1,0,1,0,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,0,0,1,1,0,0,0,0,34,0,0,0,0,0
2024-04-30T04,78,1,0,0,0,1,0,0,1,0,1,0,0,2,0,4,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,27,0,0,0,0,0
2024-04-30T05,91,2,0,0,0,2,0,0,1,0,2,0,0,0,0,2,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,1,0,0,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,2,0,0,0,0,0,36,0,0,0,0,0
2024-04-30T06,82,1,0,1,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,6,0,0,1,0,0,0,0,0,28,0,0,0,0,0
2024-04-30T07,113,1,0,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,18,0,0,0,0,9,1,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6,0,0,0,3,0,1,0,0,3,5,0,0,3,0,0,1,0,0,27,0,0,0,1,0
2024-04-30T08,106,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,18,0,0,0,0,13,0,0,0,0,0,1,0,0,5,6,0,1,0,0,1,1,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,6,0,0,2,0,0,1,0,0,25,0,0,0,0,0
2024-04-30T09,102,4,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,14,0,0,0,0,10,0,0,0,0,0,1,0,0,4,5,0,2,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,2,0,2,0,0,0,2,0,1,0,0,2,5,0,0,2,0,0,1,0,0,26,0,0,0,0,0
2024-04-30T10,104,2,0,0,0,4,0,0,1,0,1,0,0,0,0,1,1,0,0,0,9,0,0,0,0,13,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,3,0,0,2,5,0,0,5,0,0,0,0,0,28,0,0,0,0,0
2024-04-30T11,126,2,0,0,0,1,0,0,0,0,1,0,0,1,0,4,1,0,0,0,12,0,0,0,0,12,0,0,0,0,0,1,1,0,6,5,0,3,0,0,0,0,0,0,2,0,0,0,4,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,2,1,0,0,1,0,2,0,0,3,6,0,0,7,0,1,2,0,0,27,0,0,1,0,0
2024-04-30T12,148,2,0,0,0,1,0,0,0,0,1,0,0,1,0,4,2,0,0,0,20,0,0,0,0,12,0,0,0,0,0,1,1,0,8,7,0,3,0,0,0,0,0,0,2,0,0,0,4,6,0,0,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,1,0,0,3,0,2,1,0,1,7,0,0,13,0,1,2,0,0,29,0,0,1,0,0
2024-04-30T13,133,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,16,1,0,0,0,14,0,0,0,0,0,3,0,0,9,3,0,6,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,6,0,0,13,0,1,5,0,0,27,0,0,1,2,0
2024-04-30T14,126,2,0,0,1,1,0,0,0,1,1,0,0,1,0,2,1,0,0,0,16,1,0,0,0,14,0,0,0,0,0,0,0,1,11,6,0,3,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,1,0,0,1,5,0,0,15,0,0,2,0,0,22,0,0,0,0,0
2024-04-30T15,130,3,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,2,0,0,13,6,0,2,0,0,0,0,1,0,1,0,0,0,5,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,2,0,1,0,0,2,5,0,0,15,0,1,3,0,0,23,0,0,0,0,0
2024-04-30T16,156,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,7,1,0,0,0,20,0,0,0,0,0,4,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1,0,2,0,2,0,0,0,2,1,2,0,0,3,6,0,0,20,0,0,1,0,1,30,0,0,0,0,1
2024-04-30T17,183,2,0,1,0,2,0,0,0,2,2,0,0,1,0,1,1,0,0,0,4,0,0,0,0,36,2,0,0,0,0,4,0,0,12,10,0,2,0,0,1,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,0,0,1,0,1,0,0,0,3,0,0,0,0,3,6,0,0,16,0,0,1,0,0,35,0,0,0,0,1
2024-04-30T18,175,2,0,1,1,2,0,1,0,1,2,0,0,1,0,1,2,0,0,0,4,0,0,0,0,42,0,0,0,0,0,2,0,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,2,0,3,0,0,0,2,0,2,0,0,2,5,0,0,14,0,1,4,0,1,25,0,0,0,0,0
2024-04-30T19,224,4,0,1,0,1,0,1,0,1,0,0,0,0,0,5,1,0,0,0,4,0,0,0,0,39,0,0,0,0,0,5,0,0,16,15,0,1,0,2,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,13,0,0,0,1,0,4,1,0,0,2,0,0,0,0,2,5,0,0,9,0,1,1,0,0,69,0,0,0,0,0
2024-04-30T20,171,3,0,1,0,2,0,1,0,1,1,0,0,0,0,2,2,0,1,1,6,0,0,0,1,27,0,0,0,0,0,2,0,0,10,14,0,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,1,2,0,0,1,0,2,1,0,2,6,0,0,6,0,1,2,0,0,33,0,0,0,0,0
2024-04-30T21,131,1,0,1,0,1,0,0,0,1,1,0,0,1,0,2,1,0,0,0,5,0,0,0,0,19,0,0,0,0,0,4,0,0,9,7,0,1,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,1,0,0,0,2,3,0,0,0,0,0,0,0,2,5,0,0,3,0,0,0,0,0,29,0,0,0,0,0
2024-04-30T22,128,2,0,1,1,2,0,1,0,0,1,0,0,1,0,6,0,0,0,0,6,0,0,0,1,14,0,0,0,0,0,1,0,0,9,12,0,1,0,0,0,0,1,0,0,0,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,5,0,0,3,0,0,0,0,1,31,0,0,0,0,0
2024-04-30T23,125,1,0,1,0,1,0,1,0,0,1,0,0,2,0,8,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,1,0,0,4,8,0,2,0,0,0,0,0,0,1,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,48,0,0,0,0,0
2024-05-01T00,142,1,0,0,0,1,0,0,0,0,2,0,0,2,0,9,1,0,1,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,6,0,0,2,0,0,0,0,0,71,0,0,0,0,0
2024-05-01T01,116,2,0,0,0,2,0,0,0,0,1,0,0,1,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,60,0,0,0,0,1
2024-05-01T02,86,2,0,0,0,2,0,0,0,0,1,0,0,5,0,4,1,0,0,0,3,0,1,0,1,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,3,0,0,40,0,0,0,0,0
2024-05-01T03,96,2,0,1,0,2,0,0,0,0,1,0,0,3,0,4,2,0,0,0,8,0,1,0,0,6,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,5,0,0,1,0,1,2,0,0,34,0,0,0,0,0
2024-05-01T04,100,1,0,1,0,1,0,0,0,1,1,0,0,1,0,5,0,0,0,0,7,0,1,0,0,8,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,3,1,0,1,6,0,0,1,0,0,0,0,0,32,0,0,0,0,0
2024-05-01T05,95,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,14,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,2,0,0,0,0,0,29,0,0,0,0,0
2024-05-01T06,135,2,0,0,0,2,0,0,2,1,1,0,0,0,0,3,1,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,3,0,0,1,0,0,61,0,0,0,0,0
2024-05-01T07,139,2,0,0,0,1,0,0,1,0,1,0,0,0,0,4,1,0,0,0,6,0,0,0,0,12,1,0,0,0,0,0,0,0,4,3,0,2,0,0,0,0,22,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,1,0,0,2,7,0,0,2,0,0,0,0,0,37,0,0,0,0,0
2024-05-01T08,93,1,0,0,2,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,10,1,0,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,17,0,0,3,0,0,2,0,0,20,0,0,0,0,0
2024-05-01T09,159,3,1,0,1,1,0,0,0,0,1,0,0,1,0,10,1,0,0,0,7,0,0,0,0,17,0,0,0,0,0,1,0,0,7,7,0,5,0,0,0,1,0,0,10,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,0,2,12,0,0,2,0,0,2,0,0,37,0,0,0,2,0
2024-05-01T10,199,3,0,0,1,1,0,0,0,1,1,0,0,0,0,4,3,0,0,0,7,0,0,0,0,10,0,0,0,0,0,3,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,1,1,1,0,0,1,9,0,0,5,0,0,7,0,0,103,0,0,0,0,0
2024-05-01T11,158,3,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,3,9,0,2,0,0,0,0,0,0,3,0,0,0,5,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,9,0,1,7,0,0,13,1,0,38,0,0,0,0,1
2024-05-01T12,209,2,1,0,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,0,7,0,0,0,0,31,0,0,0,0,0,0,0,0,11,5,0,4,0,0,0,0,7,0,2,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,1,0,0,2,0,1,1,0,4,18,0,0,9,0,1,7,1,0,51,0,0,0,2,0
2024-05-01T13,127,1,1,1,0,2,0,0,0,1,1,0,0,1,0,2,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,3,0,0,14,6,0,4,0,0,0,0,0,0,2,0,0,0,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,1,0,0,0,1,0,2,0,0,4,6,0,0,13,0,2,5,0,0,21,1,0,0,0,0
2024-05-01T14,172,1,0,1,0,2,0,0,0,1,3,0,0,1,0,0,4,0,0,0,5,0,0,0,0,21,0,0,0,0,0,3,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,1,0,0,3,12,0,0,21,0,3,1,0,0,33,1,0,0,0,0
2024-05-01T15,215,3,0,0,0,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,8,0,0,0,0,18,1,0,0,0,0,0,0,1,17,7,0,7,0,0,0,0,17,0,2,0,0,0,16,19,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,2,0,0,1,0,0,1,0,4,0,0,2,5,0,0,19,0,4,2,0,0,43,0,0,0,0,1
2024-05-01T16,200,2,0,1,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,7,0,0,0,0,22,0,0,0,0,0,4,0,0,17,8,0,1,0,0,0,0,0,0,3,0,0,0,20,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,3,0,0,4,6,0,0,21,0,4,2,0,0,55,0,0,0,0,0
2024-05-01T17,206,2,0,1,0,2,0,0,0,1,1,0,0,1,0,2,3,0,0,0,4,0,0,0,0,29,0,0,1,1,0,5,0,0,13,13,0,1,0,0,1,0,0,0,7,0,0,0,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,1,0,0,0,0,3,0,0,0,2,0,4,0,0,6,6,0,0,21,0,2,1,0,1,32,0,0,0,0,0
2024-05-01T18,288,1,0,1,0,1,0,0,0,3,1,0,0,1,0,2,3,0,0,0,6,0,0,0,0,42,0,0,0,0,0,5,0,0,9,20,0,0,0,0,1,0,1,0,0,0,1,0,14,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2,0,0,0,0,1,1,0,0,2,0,2,1,0,6,6,0,0,14,0,1,2,0,1,112,0,0,0,1,0
2024-05-01T19,232,2,0,1,0,1,0,0,0,0,1,0,0,2,0,4,2,0,0,0,9,0,0,0,0,25,3,0,0,0,0,4,0,0,9,17,0,1,0,0,1,0,1,0,2,0,1,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,1,0,0,1,0,0,1,0,3,9,0,0,12,0,0,2,0,0,78,0,1,0,0,0
2024-05-01T20,179,2,0,0,0,2,0,0,0,0,1,0,0,2,0,9,2,0,1,0,5,0,0,0,0,22,1,0,0,0,0,1,0,1,11,10,0,2,0,0,0,0,2,0,2,0,0,0,23,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,0,0,0,2,0,3,0,0,2,8,0,0,11,0,1,1,0,0,28,0,1,0,0,0
2024-05-01T21,137,1,0,0,0,2,0,0,0,0,1,0,0,3,0,7,4,0,0,0,7,0,0,0,0,11,0,0,0,0,0,1,0,0,7,14,0,1,0,0,0,0,1,0,0,0,0,0,16,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,2,0,4,0,0,4,6,0,0,5,0,0,1,0,0,28,0,0,0,0,0
2024-05-01T22,151,1,0,2,0,2,0,0,0,0,1,0,0,2,0,4,2,0,0,0,8,0,0,0,0,10,0,0,0,0,0,2,0,0,8,15,0,1,0,0,0,0,0,0,0,0,1,0,19,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,1,0,1,0,0,2,6,0,0,4,0,0,1,0,0,46,0,0,0,0,0
2024-05-01T23,172,2,0,1,0,2,0,0,0,0,1,0,0,1,0,6,2,0,3,0,3,0,0,0,0,9,0,0,0,0,0,2,0,0,4,7,0,1,0,1,0,0,0,0,3,0,0,0,5,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,3,0,0,1,0,0,86,0,0,0,0,0
2024-05-02T00,133,2,0,0,0,1,0,0,0,0,2,0,0,1,0,12,1,0,0,0,6,0,0,0,0,11,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,1,0,2,1,0,1,7,0,0,1,0,0,1,0,0,60,0,0,0,1,0
2024-05-02T01,84,2,0,0,0,1,0,0,0,0,2,0,0,0,0,6,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,5,0,0,0,0,0,0,0,0,36,0,0,0,0,0
2024-05-02T02,86,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,6,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,43,0,0,0,0,0
2024-05-02T03,94,1,0,0,1,1,0,0,1,0,2,0,0,1,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,1,0,0,0,0,46,0,0,0,0,0
2024-05-02T04,126,3,0,0,1,3,0,0,2,3,2,0,0,1,0,4,2,0,0,0,8,0,0,0,0,12,0,0,0,0,0,1,0,0,4,6,0,2,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,7,1,0,1,1,0,1,0,0,39,0,0,0,1,0
2024-05-02T05,94,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,6,0,0,0,0,7,1,0,0,0,0,1,0,0,3,6,0,3,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,2,0,1,0,1,0,0,2,0,1,5,0,0,0,0,0,1,0,0,32,0,0,0,0,0
2024-05-02T06,92,1,0,0,0,2,0,0,1,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,7,0,0,1,0,0,0,0,0,2,4,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,5,0,0,5,0,0,0,0,0,34,0,0,0,0,0
2024-05-02T07,105,1,0,0,0,1,0,0,0,0,2,0,0,1,0,5,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0,0,1,0,0,0,0,1,5,0,0,3,0,0,0,0,0,43,0,0,0,0,0
2024-05-02T08,98,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,3,0,0,0,0,17,0,0,0,0,0,1,0,0,4,7,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,7,0,0,4,0,0,0,0,0,29,0,0,0,0,0
2024-05-02T09,100,2,0,0,0,1,0,0,0,1,2,0,0,1,0,3,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,1,0,0,3,4,0,3,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,28,0,0,0,0,0
2024-05-02T10,102,0,1,0,0,2,0,0,0,0,0,0,0,0,0,7,2,0,0,0,10,0,0,0,0,13,0,0,0,0,0,1,0,0,3,4,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,1,0,4,0,0,3,5,0,0,4,0,1,0,0,0,21,0,0,0,0,0
2024-05-02T11,104,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,15,0,0,0,0,0,2,0,0,4,4,0,6,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,3,0,2,0,0,2,7,0,0,5,0,0,0,0,0,25,0,0,0,0,0
2024-05-02T12,134,1,0,1,0,5,0,0,0,0,2,0,0,0,0,0,2,0,0,0,14,0,0,0,0,15,0,0,0,0,0,1,0,0,6,3,0,7,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,2,0,0,0,1,0,2,0,0,1,14,0,0,9,0,0,3,0,0,32,0,0,0,0,0
2024-05-02T13,155,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,14,0,0,0,0,15,0,0,0,0,0,1,0,1,8,2,0,9,0,0,0,0,0,0,1,0,0,0,8,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,2,0,4,0,0,1,13,0,0,24,0,0,3,0,0,26,0,0,0,1,0
2024-05-02T14,140,1,0,0,2,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,12,0,0,0,0,18,0,0,0,0,0,2,0,0,5,3,0,3,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,8,0,0,18,0,0,5,0,1,29,0,0,0,2,0
2024-05-02T15,144,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,16,0,0,0,0,24,0,0,0,0,0,2,0,0,10,6,0,3,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,1,0,1,0,0,0,0,0,2,0,0,6,8,0,0,16,0,0,6,0,0,17,0,0,0,1,0
2024-05-02T16,167,0,2,1,1,1,0,1,0,1,1,0,0,1,0,2,1,0,0,0,6,0,0,0,0,26,1,0,0,0,0,3,0,0,15,7,0,2,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,2,0,0,8,7,0,0,12,0,2,5,0,0,26,0,0,0,0,0
