bucket,total,--,AE,AL,AM,AR,AT,AU,BA,BD,BE,BG,BJ,BO,BR,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GH,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KZ,LA,LB,LT,LV,MA,MD,MG,MK,MM,MN,MO,MT,MW,MX,MY,MZ,NC,NE,NG,NI,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,QA,RO,RS,RU,RW,SA,SE,SG,SK,SN,TH,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM
2024-04-02T08,119,5,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,1,0,0,0,11,0,0,0,8,0,0,0,0,0,0,1,0,0,5,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,2,0,4,0,0,0,7,0,0,4,0,6,0,0,25,0,1,0,1,0,0
2024-04-02T09,121,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,0,0,1,9,0,0,0,12,1,0,0,0,0,0,0,0,0,5,5,0,0,0,2,0,1,0,0,1,0,2,1,0,2,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,8,0,0,6,0,3,0,0,21,0,0,0,0,0,0
2024-04-02T10,102,2,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,4,0,0,0,0,9,0,0,0,11,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,4,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,6,0,0,4,0,7,0,0,19,0,0,0,0,0,0
2024-04-02T11,95,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,4,1,0,0,0,5,0,0,0,8,1,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,5,0,0,2,1,10,0,0,19,0,0,0,0,0,0
2024-04-02T12,101,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,1,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,7,1,10,0,0,18,0,0,0,0,0,0
2024-04-02T13,131,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,10,0,0,0,18,0,0,0,0,0,0,1,0,0,7,4,0,0,0,2,0,0,0,1,1,0,0,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9,1,0,1,5,0,0,12,0,9,0,0,22,0,1,0,1,0,0
2024-04-02T14,162,2,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,3,1,0,0,0,13,0,0,0,25,0,0,0,0,0,0,2,0,0,10,4,0,1,0,1,0,0,0,1,0,0,1,0,0,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,1,0,0,0,2,0,4,0,0,4,6,0,0,17,0,12,0,0,28,0,1,0,0,0,0
2024-04-02T15,143,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,7,1,0,0,0,9,0,0,0,14,0,0,0,0,0,1,0,0,0,9,6,0,0,0,0,0,0,1,0,9,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,5,0,0,15,1,6,1,0,31,0,0,0,2,0,0
2024-04-02T16,175,2,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,4,1,0,0,0,16,0,0,0,21,0,0,0,0,0,2,4,0,0,17,7,0,0,0,0,0,0,1,1,0,0,2,0,0,23,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,10,5,0,0,9,1,6,0,0,21,0,0,0,0,0,0
2024-04-02T17,203,3,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,4,4,0,0,0,20,0,0,0,42,0,0,0,0,0,0,2,0,0,7,8,0,0,0,2,0,0,1,0,0,0,0,0,0,24,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,3,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0,6,5,0,0,7,1,4,0,0,23,0,1,0,0,0,0
2024-04-02T18,244,1,0,0,0,0,1,1,0,0,3,1,0,0,3,0,0,10,1,0,0,0,15,0,0,0,38,0,0,0,0,0,0,2,0,0,14,13,0,0,0,2,0,0,0,0,1,0,1,0,0,15,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,1,0,0,0,0,3,0,1,0,0,1,0,3,1,0,5,5,0,0,9,1,2,0,0,52,0,1,0,0,0,0
2024-04-02T19,242,3,0,0,0,1,0,1,0,0,2,1,0,0,2,0,0,8,1,0,0,0,19,0,0,0,30,0,0,0,0,0,0,2,1,0,9,21,0,0,0,2,0,0,0,0,0,0,1,0,1,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,2,0,2,0,0,0,0,2,0,1,0,0,2,0,1,0,0,2,6,0,0,12,2,3,0,0,52,0,0,0,0,0,0
2024-04-02T20,242,3,0,0,0,2,0,1,0,0,3,0,0,0,2,0,0,7,2,0,0,0,22,0,0,0,22,0,0,0,0,0,0,2,1,0,7,15,0,0,0,1,0,0,0,0,0,0,3,0,1,21,19,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,7,0,0,12,6,2,1,0,54,0,0,0,1,0,0
2024-04-02T21,164,0,0,0,0,1,0,1,0,0,1,1,0,0,3,0,0,10,1,0,0,0,16,0,0,0,16,0,0,0,0,0,0,2,0,0,6,10,0,0,0,1,0,0,0,0,0,0,1,0,0,23,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,6,0,0,12,1,3,1,0,25,0,0,0,1,0,0
2024-04-02T22,127,1,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,14,1,0,0,0,6,0,0,0,11,0,0,0,0,0,0,1,0,0,9,9,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,9,0,2,1,0,24,0,0,0,0,0,0
2024-04-02T23,119,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,19,0,0,0,0,8,0,0,0,8,1,0,0,2,0,0,1,0,0,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,2,0,0,32,0,0,0,1,0,0
2024-04-03T00,119,4,0,0,0,0,0,3,1,0,0,1,0,0,2,0,0,16,0,0,0,0,8,0,0,0,9,0,0,0,0,0,1,1,0,0,2,4,0,1,0,3,0,0,0,0,0,0,1,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,7,0,0,2,0,2,0,0,37,0,0,0,1,0,0
2024-04-03T01,119,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,9,0,0,0,0,10,0,0,0,9,0,0,0,0,0,1,1,0,0,1,5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,3,0,1,0,0,40,1,0,0,1,0,0
2024-04-03T02,77,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,7,1,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,5,0,0,1,0,2,0,0,28,0,0,0,0,1,0
2024-04-03T03,66,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7,1,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,0,0,0,1,0,0,0,20,0,0,0,1,0,0
2024-04-03T04,70,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0
2024-04-03T05,76,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,19,0,0,0,7,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0
2024-04-03T06,80,3,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,1,2,0,0,0,18,0,0,0,7,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,1,0,0,22,0,0,0,2,1,0
2024-04-03T07,86,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,4,0,0,0,0,18,0,0,0,16,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,4,0,2,0,0,14,0,0,0,1,0,0
2024-04-03T08,90,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,20,0,0,0,7,0,0,0,0,0,0,1,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,3,0,2,0,0,19,0,0,0,2,0,0
2024-04-03T09,83,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,6,0,0,0,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,6,0,0,2,0,4,0,0,11,0,0,0,0,0,0
2024-04-03T10,91,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,1,0,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,1,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,5,0,0,3,0,2,0,0,16,0,0,0,0,0,0
2024-04-03T11,111,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,2,2,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,3,0,1,0,0,1,6,0,0,6,2,8,0,0,25,0,0,0,0,0,0
2024-04-03T12,97,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,2,0,0,0,7,0,0,0,12,0,0,0,0,1,0,0,0,0,7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,10,0,0,6,2,7,0,0,16,0,0,0,0,1,0
2024-04-03T13,119,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,1,0,0,0,8,1,0,0,10,0,0,0,0,0,0,0,0,0,8,7,0,0,0,4,0,0,0,1,0,0,4,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,7,0,0,13,0,8,0,0,21,0,0,0,0,1,0
2024-04-03T14,139,1,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,1,1,0,0,0,6,0,0,0,20,0,0,0,0,0,0,1,0,1,13,8,1,0,0,1,0,1,0,1,0,0,4,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,15,0,7,0,0,19,0,0,0,1,0,0
2024-04-03T15,126,2,1,0,0,0,1,2,0,0,1,3,0,0,2,0,0,2,2,0,1,0,2,0,0,0,15,0,0,0,0,0,0,2,0,0,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,17,0,4,0,0,23,0,0,0,0,0,0
2024-04-03T16,193,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,3,0,0,0,0,15,0,0,0,36,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,1,0,1,0,0,0,0,2,0,4,0,0,2,6,0,0,10,0,4,0,0,41,0,0,0,0,3,0
2024-04-03T17,206,2,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,3,0,0,0,0,20,1,0,0,35,0,1,0,0,0,0,0,0,0,5,10,0,0,0,1,0,0,0,0,1,0,0,0,1,21,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,1,0,2,0,1,0,0,4,0,2,0,0,3,8,0,0,11,0,7,0,0,31,0,0,0,0,0,0
2024-04-03T18,210,1,0,0,0,0,1,1,1,0,1,1,0,0,5,0,0,3,2,0,0,0,19,0,0,0,38,0,1,0,0,0,0,0,0,0,6,21,0,0,0,1,0,0,1,0,1,0,1,0,1,19,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,3,0,1,0,0,2,0,4,0,0,3,8,0,0,10,0,2,0,0,29,0,0,0,1,0,0
2024-04-03T19,157,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,5,4,0,0,0,14,0,0,1,24,0,0,0,0,0,0,1,0,0,12,11,0,0,0,1,0,0,0,0,2,0,0,0,0,17,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,6,0,0,11,2,1,0,0,13,0,0,0,0,0,0
2024-04-03T20,205,1,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,6,4,0,0,0,18,0,0,0,23,0,0,0,0,0,0,2,0,0,7,16,0,0,0,2,0,0,1,0,3,0,0,0,0,28,11,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,3,7,0,0,14,1,2,0,0,24,0,0,0,0,0,0
2024-04-03T21,177,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,4,2,0,0,0,20,0,0,0,13,0,0,0,0,0,0,2,0,0,2,15,0,0,0,2,0,0,0,0,0,0,1,0,0,21,16,0,0,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,9,0,0,8,1,2,0,0,31,0,0,0,0,0,0
2024-04-03T22,132,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,9,2,0,0,0,11,0,0,0,11,0,0,0,0,0,0,1,0,0,5,14,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,2,2,1,0,0,33,0,0,0,0,0,0
2024-04-03T23,114,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,9,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,7,0,0,2,0,1,0,0,41,0,0,0,0,1,0
2024-04-04T00,108,2,0,0,0,1,0,1,0,0,0,1,0,0,3,0,0,15,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,7,0,0,1,0,1,0,0,43,0,0,0,0,0,0
2024-04-04T01,110,3,0,0,0,1,0,2,0,0,0,1,0,0,4,0,0,13,0,0,0,0,3,1,0,1,4,0,0,0,0,0,0,2,0,0,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,6,0,0,0,0,1,1,0,39,1,0,0,0,0,0
2024-04-04T02,120,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,12,1,0,0,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,61,3,0,0,0,0,0
2024-04-04T03,81,1,0,0,0,2,1,2,0,0,0,1,0,0,2,0,0,6,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6,0,0,2,0,3,0,0,28,0,0,0,0,0,0
2024-04-04T04,70,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,0,28,0,0,0,0,0,0
2024-04-04T05,73,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,5,0,0,1,0,1,0,0,27,0,0,0,0,2,0
2024-04-04T06,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,1,0,3,0,0,25,0,0,0,1,0,0
2024-04-04T07,82,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,7,0,0,1,0,3,1,0,24,0,0,0,1,0,0
2024-04-04T08,90,4,0,0,0,0,1,1,0,1,0,1,0,0,3,0,0,1,3,0,0,0,5,1,0,0,11,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,5,0,0,2,0,4,0,0,24,0,0,0,0,0,0
2024-04-04T09,101,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,1,0,0,3,0,0,0,0,1,5,0,0,5,0,1,0,0,25,0,0,0,1,0,0
2024-04-04T10,121,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,6,2,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,0,0,3,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,5,1,0,4,0,5,1,0,22,0,0,0,2,0,0
2024-04-04T11,164,1,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,2,1,0,0,0,18,1,0,0,13,0,0,0,0,0,0,0,1,0,7,4,0,0,0,7,0,0,0,0,12,0,3,0,1,3,15,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,1,0,1,0,0,2,0,1,0,0,2,5,0,0,4,0,4,0,0,35,0,0,0,0,0,0
2024-04-04T12,149,2,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,2,1,0,0,0,17,1,0,0,10,0,0,1,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,4,0,1,7,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,3,16,0,0,11,0,4,0,0,27,0,0,0,0,0,0
2024-04-04T13,122,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,13,0,0,0,15,1,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,0,12,0,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,9,0,0,6,0,7,0,0,20,0,0,0,0,1,0
2024-04-04T14,161,0,0,0,0,1,0,1,0,0,3,1,0,0,4,0,0,3,1,0,1,0,19,0,0,0,10,2,0,0,0,0,0,1,0,0,6,6,0,0,0,2,0,0,1,0,4,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,3,12,0,0,16,0,8,0,0,30,0,0,0,0,0,0
2024-04-04T15,170,1,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,2,1,0,1,0,22,0,0,0,21,1,0,0,0,0,0,5,0,0,14,3,0,0,0,2,0,0,0,1,2,0,1,0,0,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,3,10,0,0,15,0,7,0,0,25,0,0,0,0,0,0
2024-04-04T16,173,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6,0,0,1,0,11,1,0,0,28,0,0,0,0,0,0,5,0,0,17,3,0,0,0,1,0,0,0,2,1,0,0,0,0,12,7,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2,0,5,1,0,0,7,0,0,12,0,7,0,0,26,0,0,0,1,0,0
2024-04-04T17,226,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,7,1,0,0,0,18,2,0,0,37,0,0,0,0,0,0,6,0,0,14,9,0,0,0,0,0,0,0,0,0,1,3,0,0,13,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,2,0,0,0,0,0,0,2,0,1,1,0,4,0,1,0,0,2,9,0,0,11,1,4,2,0,32,0,0,0,2,0,0
2024-04-04T18,246,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,8,2,0,0,0,14,0,0,0,37,0,0,0,0,0,0,2,0,0,13,15,0,0,0,1,0,0,0,0,0,0,1,0,0,11,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,2,0,0,0,0,0,0,1,0,3,0,0,3,0,3,1,0,4,6,0,0,8,1,3,1,0,80,0,0,0,1,1,0
