bucket,total,--,AE,AF,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GH,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MK,MM,MN,MO,MU,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SE,SG,SY,SZ,TG,TH,TN,TR,TW,TZ,UA,US,UY,VE,VN,ZA,ZM,ZW
2024-04-23T04,87,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,3,0,0,1,0,0,32,0,0,0,0,0,0
2024-04-23T05,97,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,4,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,6,0,0,0,1,0,0,2,0,0,33,0,0,0,1,0,0
2024-04-23T06,103,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,3,0,0,0,0,14,0,0,9,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,1,0,3,0,0,2,6,0,0,0,4,0,0,1,0,0,34,0,0,0,0,0,0
2024-04-23T07,111,2,0,0,0,0,0,5,0,0,1,1,1,0,0,0,0,3,1,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,8,0,0,0,7,0,0,1,0,0,31,0,0,0,0,0,0
2024-04-23T08,102,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,16,0,0,15,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,8,0,0,0,7,0,0,4,0,0,20,0,0,0,1,0,0
2024-04-23T09,102,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,1,0,0,0,17,0,0,13,0,0,0,0,0,0,3,0,4,4,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,8,0,0,0,9,0,0,2,0,0,13,0,0,0,0,0,0
2024-04-23T10,109,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,5,0,0,0,0,16,0,0,10,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,7,0,0,0,13,0,0,2,0,0,23,0,0,0,0,0,0
2024-04-23T11,92,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,11,0,0,8,0,0,0,0,0,0,3,0,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,0,0,0,9,0,0,7,0,0,14,0,0,0,0,0,0
2024-04-23T12,113,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,21,0,0,8,0,0,0,0,0,0,2,0,5,3,0,0,0,3,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,3,7,0,0,0,14,0,0,7,0,0,16,0,0,0,0,0,0
2024-04-23T13,124,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0,0,15,0,0,11,0,0,0,0,0,0,2,1,4,4,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,7,0,0,0,17,0,0,9,0,0,20,0,0,0,0,0,0
2024-04-23T14,150,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,4,0,0,0,16,0,0,15,0,0,0,0,2,0,4,0,4,6,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,1,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,2,8,0,0,0,21,0,0,9,0,0,16,0,0,0,2,0,0
2024-04-23T15,152,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,2,1,0,0,0,14,0,0,12,0,0,0,0,0,0,5,3,13,8,0,0,0,7,0,0,0,0,0,1,0,0,0,2,0,1,6,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,8,0,0,0,13,0,0,8,0,0,21,0,0,0,1,0,0
2024-04-23T16,174,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,5,3,0,0,0,7,1,0,28,0,0,0,0,0,0,9,0,15,10,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,9,6,0,0,0,13,0,0,6,0,0,29,0,0,0,0,0,0
2024-04-23T17,156,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,2,2,0,0,0,3,0,0,37,0,0,0,0,0,0,2,0,11,12,0,0,0,2,0,1,0,0,0,0,0,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,6,6,0,0,0,11,0,0,3,0,1,20,0,0,0,0,0,0
2024-04-23T18,174,1,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,3,4,0,0,0,5,0,0,43,0,0,0,0,0,0,3,0,7,12,0,0,0,0,0,1,0,0,0,1,0,1,0,10,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,1,0,1,0,1,0,0,0,6,0,3,0,0,3,6,0,0,0,6,0,0,1,0,0,31,0,0,0,0,0,0
2024-04-23T19,164,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,5,0,0,0,8,0,0,29,0,0,0,0,0,0,4,0,13,9,0,0,0,1,0,0,1,0,0,0,0,0,0,15,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,1,0,2,0,3,0,0,0,3,0,2,0,0,4,8,0,0,0,3,0,0,0,0,0,31,0,0,0,0,0,0
2024-04-23T20,149,0,0,0,0,0,2,1,0,0,0,2,2,0,0,1,0,4,3,0,0,0,3,0,0,26,0,0,0,0,0,0,3,0,8,8,0,0,0,2,0,0,1,0,0,1,0,0,0,20,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,1,0,1,0,2,0,1,0,1,0,1,0,0,3,6,0,0,0,3,0,1,0,0,1,22,0,0,0,1,0,0
2024-04-23T21,118,0,0,0,0,1,0,2,0,0,0,1,4,0,0,2,0,7,2,0,0,0,4,0,0,17,0,0,0,0,0,0,2,0,10,8,0,0,0,2,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,1,0,0,20,0,0,1,0,0,0
2024-04-23T22,93,1,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,5,1,0,0,0,3,0,0,13,0,0,0,0,0,0,1,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,0,0,25,0,0,0,0,0,0
2024-04-23T23,115,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,13,1,0,0,0,4,0,0,10,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,1,5,0,0,0,3,0,0,1,0,0,44,0,0,0,1,0,0
2024-04-24T00,92,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,1,0,0,0,4,0,0,7,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,1,0,0,0,0,0,49,0,0,0,1,0,0
2024-04-24T01,80,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,6,1,0,0,0,6,0,0,7,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
2024-04-24T02,79,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,7,0,0,5,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
2024-04-24T03,76,3,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,7,1,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,1,0,1,1,0,0,24,0,0,0,0,0,0
2024-04-24T04,104,5,0,0,0,1,0,2,0,0,1,0,2,0,0,7,0,4,0,0,0,0,6,1,0,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,1,0,0,2,0,0,28,0,1,0,0,0,0
2024-04-24T05,99,2,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,4,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,7,0,0,0,1,0,0,1,0,0,28,0,1,1,0,0,0
2024-04-24T06,98,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,3,0,0,0,0,4,1,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,14,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,8,0,0,0,1,0,0,2,0,0,25,0,0,0,0,0,1
2024-04-24T07,102,0,0,0,0,1,2,3,0,0,0,1,2,0,1,0,0,3,1,0,0,0,10,2,0,9,0,0,0,0,0,0,2,0,3,5,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0,0
2024-04-24T08,86,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,4,0,0,0,5,0,0,13,0,0,0,0,0,0,1,0,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,8,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0
2024-04-24T09,86,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,3,0,0,1,0,6,0,0,11,0,0,0,0,0,0,3,0,4,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,1,0,0,2,0,1,6,0,0,0,5,0,0,2,0,1,15,0,0,0,0,0,0
2024-04-24T10,87,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,6,0,0,9,0,0,0,0,0,0,1,0,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,1,10,0,0,0,10,0,1,3,0,0,15,0,0,0,0,0,0
2024-04-24T11,87,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,6,0,0,9,0,0,0,0,0,0,1,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,3,8,0,0,0,11,0,0,5,0,0,19,0,0,0,0,0,0
2024-04-24T12,90,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,1,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,15,0,0,4,0,0,13,0,0,0,0,0,0
2024-04-24T13,104,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,6,0,0,10,0,0,0,0,0,0,1,0,6,6,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,21,0,0,4,0,1,19,0,0,0,0,0,0
2024-04-24T14,143,1,0,0,0,1,1,2,0,0,0,1,1,0,0,1,0,8,0,0,0,0,4,0,0,21,0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,29,0,0,7,0,0,25,0,0,2,0,0,0
2024-04-24T15,197,1,0,0,0,0,0,1,0,1,0,1,3,0,0,2,0,11,0,0,0,0,15,1,0,18,0,1,0,0,0,0,2,1,18,5,1,0,0,1,0,0,0,2,0,0,0,0,0,14,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,3,0,4,0,0,3,5,0,0,0,24,0,2,6,0,1,33,0,0,3,0,0,0
2024-04-24T16,217,1,0,0,0,0,1,1,0,1,0,1,1,0,0,4,0,2,3,0,0,0,23,2,0,32,0,1,0,0,0,0,8,2,13,11,1,1,0,1,0,0,0,1,0,0,0,1,0,21,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,3,0,5,0,0,3,5,0,0,0,23,0,1,1,0,0,29,0,0,3,0,0,0
2024-04-24T17,203,2,0,0,0,0,1,1,0,1,0,2,2,0,0,2,0,0,3,0,0,0,21,0,0,32,2,0,0,0,0,0,2,0,14,8,0,0,1,2,0,0,1,0,0,0,0,0,0,19,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,2,0,1,0,2,0,4,1,0,2,5,0,0,0,16,0,2,3,0,0,30,1,0,2,0,0,0
2024-04-24T18,183,2,0,0,0,1,0,1,0,0,0,4,0,0,0,2,0,4,4,0,0,0,14,0,0,36,0,0,0,0,0,0,3,0,14,14,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,4,5,0,0,0,15,0,1,1,0,0,23,1,0,2,0,0,0
2024-04-24T19,188,3,0,0,0,0,0,1,0,0,0,2,2,0,0,2,0,4,2,0,0,1,18,0,0,24,0,0,0,0,0,0,1,0,12,18,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,2,0,2,0,0,0,3,0,0,0,1,1,2,0,0,5,5,0,0,0,12,0,1,2,0,0,22,0,0,0,0,0,0
2024-04-24T20,168,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,4,0,1,0,15,0,0,23,0,0,0,0,0,0,2,0,13,15,0,0,1,0,0,0,0,0,0,1,0,0,0,21,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,3,0,0,0,0,0,1,0,0,0,2,0,7,0,0,4,5,0,0,0,7,0,1,2,0,0,14,0,0,0,0,0,0
2024-04-24T21,118,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,3,0,0,0,16,0,0,14,0,0,0,0,0,0,2,0,8,10,0,0,1,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,6,0,0,0,2,0,1,2,0,0,19,0,0,0,0,0,0
2024-04-24T22,145,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,1,0,19,0,0,8,0,0,0,1,0,0,3,0,6,11,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,3,5,0,0,0,1,0,1,0,0,0,43,0,0,0,0,0,0
2024-04-24T23,131,3,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,6,1,0,2,0,22,0,0,4,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0
2024-04-25T00,126,2,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,11,0,0,1,0,14,0,0,3,0,0,0,0,0,0,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,5,0,0,0,1,0,0,0,0,0,53,0,0,0,0,1,0
2024-04-25T01,89,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,0,0,0,0,14,0,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0
2024-04-25T02,124,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,12,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,7,0,0,0,0,0,0,2,0,0,54,0,0,0,0,0,0
2024-04-25T03,115,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,1,0,0,0,18,2,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,6,0,0,0,3,0,0,1,0,0,45,0,0,0,0,0,0
2024-04-25T04,87,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,17,0,0,5,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,3,0,0,2,0,0,33,0,0,0,0,0,0
2024-04-25T05,87,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,15,0,0,4,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,3,0,0,2,0,0,39,0,0,0,1,0,0
2024-04-25T06,72,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,5,0,0,0,1,0,1,0,0,0,26,0,0,0,0,0,0
2024-04-25T07,100,1,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,1,1,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,3,0,0,0,1,0,3,1,0,2,5,0,0,0,5,0,0,1,0,0,28,0,0,1,0,0,0
2024-04-25T08,76,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,1,1,0,0,0,0,0,22,0,0,0,0,0,0
2024-04-25T09,98,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,8,0,0,11,0,0,0,0,0,0,1,0,1,5,0,0,0,3,0,0,1,0,0,1,0,0,0,8,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,7,0,0,0,6,1,0,4,0,0,18,0,0,0,0,0,0
2024-04-25T10,109,3,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,2,0,0,0,15,0,0,11,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0,8,1,2,7,0,0,19,0,0,0,0,0,0
2024-04-25T11,110,1,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,18,0,0,8,0,0,0,0,0,0,1,0,8,2,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,3,5,0,0,0,7,0,0,4,0,0,19,0,0,0,1,0,0
2024-04-25T12,120,2,0,0,0,1,0,5,0,0,1,0,2,0,0,0,0,1,0,0,0,0,18,0,0,11,0,0,0,0,0,0,1,0,8,4,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,6,0,0,0,9,0,0,4,0,0,21,0,0,0,0,0,0
2024-04-25T13,148,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,16,0,0,13,0,0,0,0,0,0,3,0,9,6,0,0,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,3,0,6,0,0,2,5,0,0,0,10,0,0,9,0,1,27,0,0,0,0,0,0
2024-04-25T14,181,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,18,1,0,13,0,0,0,0,0,0,4,0,7,3,0,0,0,11,0,1,0,0,0,2,0,0,0,10,0,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,14,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,3,7,1,0,0,16,0,1,11,0,0,25,0,0,0,0,0,1
2024-04-25T15,194,2,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,5,2,0,0,0,17,1,0,21,0,0,0,0,0,0,3,0,10,6,0,0,0,5,0,0,0,0,0,2,0,0,0,13,0,0,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,7,1,0,0,20,0,0,9,0,0,32,0,0,0,0,0,1
