bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BW,BY,CA,CH,CI,CL,CM,CN,CO,CR,CW,CY,CZ,DE,DK,DO,DZ,EC,EE,ES,ET,FI,FR,GB,GQ,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MO,MU,MV,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PM,PT,PY,RO,RS,RU,RW,SC,SD,SE,SG,SI,SY,TH,TL,TR,TW,UA,US,UY,UZ,VI,VN,ZA,ZM
2024-01-12T00,136,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,0,0,4,1,0,0,0,0,7,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,0,0,0,65,0,0,0,1,0,0
2024-01-12T01,137,3,0,1,0,0,0,0,0,0,1,0,0,2,0,0,8,2,0,1,0,4,0,0,0,0,0,8,0,0,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,4,0,0,2,0,71,0,0,0,1,1,0
2024-01-12T02,101,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,49,0,0,0,0,0,0
2024-01-12T03,80,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,1,26,0,0,0,0,0,0
2024-01-12T04,113,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,9,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,6,0,0,0,0,7,0,0,3,0,2,1,1,42,0,0,0,1,0,0
2024-01-12T05,88,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,6,0,0,2,0,0,1,1,33,0,0,0,0,0,0
2024-01-12T06,80,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1,0,0,3,0,21,0,0,0,1,0,0
2024-01-12T07,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,1,0,19,0,0,0,1,1,0
2024-01-12T08,99,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,7,0,0,0,0,0,15,0,0,1,0,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,3,0,1,0,0,0,0,10,0,0,4,0,0,0,0,23,0,0,0,2,0,0
2024-01-12T09,97,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,5,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,10,0,0,2,0,0,0,0,23,0,0,0,1,0,0
2024-01-12T10,86,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,7,0,0,0,0,0,15,1,0,0,0,0,2,0,0,6,5,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,0,0,3,0,0,1,0,14,0,0,0,1,0,0
2024-01-12T11,109,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,7,0,0,0,0,0,10,1,0,0,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,5,0,0,13,0,1,6,0,22,0,0,0,0,1,0
2024-01-12T12,99,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,1,5,0,0,11,0,1,5,0,18,0,0,0,0,0,0
2024-01-12T13,119,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,7,0,0,4,0,1,0,1,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,1,0,1,0,0,0,3,0,4,0,0,0,1,6,0,0,18,0,1,6,0,12,0,0,0,0,0,0
2024-01-12T14,121,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,7,0,0,0,0,0,24,0,0,0,0,0,1,0,0,8,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,1,0,1,0,0,0,2,0,3,0,0,0,1,7,0,0,21,0,0,4,0,15,0,0,0,0,0,0
2024-01-12T15,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,5,0,0,0,0,0,30,0,0,0,0,2,5,0,0,8,7,0,0,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,1,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,6,0,0,28,0,2,1,1,23,0,0,0,0,1,0
2024-01-12T16,171,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,3,0,0,0,0,0,29,0,0,0,0,0,6,0,0,16,9,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2,0,1,0,0,0,1,0,2,0,0,0,2,6,0,0,26,0,2,3,1,30,0,0,0,1,1,0
2024-01-12T17,187,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,6,0,0,0,0,0,30,0,0,0,0,0,6,0,3,13,9,0,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,3,0,1,0,4,0,2,0,0,0,5,6,0,0,20,0,2,2,0,33,0,0,0,1,0,0
2024-01-12T18,192,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,4,0,0,0,0,0,46,0,1,0,0,0,7,0,0,12,8,0,0,1,0,0,0,0,0,0,1,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,3,0,1,0,3,0,2,0,0,0,5,6,0,0,20,0,1,1,0,30,0,0,0,0,0,0
2024-01-12T19,179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,45,0,0,0,0,0,7,0,0,14,9,0,0,0,0,0,0,0,2,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,1,1,1,0,5,0,0,0,1,0,2,0,0,0,5,6,0,0,15,0,2,1,0,18,0,0,0,0,0,0
2024-01-12T20,185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,3,0,0,0,0,0,44,0,0,0,0,0,5,0,0,17,15,0,0,0,0,0,0,0,1,0,0,0,0,11,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,1,0,0,0,5,0,0,0,3,0,1,0,0,0,5,6,0,1,7,0,1,1,0,28,0,0,0,0,0,0
2024-01-12T21,157,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,0,0,0,0,1,19,0,0,0,0,0,4,0,0,17,18,0,1,0,0,0,0,0,1,0,0,0,0,10,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,6,0,1,4,0,1,1,0,27,0,0,0,0,0,0
2024-01-12T22,140,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0,0,3,0,0,0,0,0,27,0,0,2,0,0,0,0,0,7,10,0,0,1,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,2,0,1,0,0,0,4,0,0,0,0,5,0,0,4,0,0,1,0,25,0,1,0,1,0,0
2024-01-12T23,139,1,0,2,1,0,0,2,0,0,1,0,0,0,0,0,8,2,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,4,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,5,0,0,4,0,0,1,2,40,0,1,0,2,0,0
2024-01-13T00,115,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,10,2,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,3,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,5,0,0,1,0,0,2,0,34,0,0,0,1,0,0
2024-01-13T01,98,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,2,0,0,0,1,1,6,0,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,3,0,45,0,0,0,0,0,0
2024-01-13T02,99,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16,1,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,44,0,0,0,1,0,0
2024-01-13T03,102,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,3,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,2,2,0,0,1,5,0,0,0,0,0,2,0,47,0,0,0,0,0,0
2024-01-13T04,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,5,0,0,0,0,0,16,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,2,0,0,3,0,35,0,0,0,1,0,0
2024-01-13T05,118,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0,4,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,16,0,0,4,0,0,1,1,47,0,0,0,1,0,0
2024-01-13T06,96,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,4,0,0,7,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,5,0,4,0,0,0,0,7,0,0,2,0,0,2,1,24,0,0,0,0,1,0
2024-01-13T07,78,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,5,0,1,0,0,0,0,6,0,0,1,0,1,1,0,27,0,0,0,1,1,0
2024-01-13T08,94,3,0,1,1,0,0,0,1,0,1,1,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,3,6,0,0,0,0,0,2,1,34,0,0,0,1,0,1
2024-01-13T09,113,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,2,0,1,0,5,14,0,0,3,0,1,3,0,32,0,0,0,0,0,0
2024-01-13T10,90,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,2,0,0,8,3,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,5,0,2,0,0,0,2,6,0,0,4,0,0,4,0,14,0,0,0,0,0,0
2024-01-13T11,104,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,2,1,0,0,0,6,1,0,0,0,0,16,0,0,0,0,0,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,3,0,0,0,4,0,4,0,0,0,2,5,0,0,5,0,0,4,0,17,0,0,0,0,1,0
2024-01-13T12,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,6,1,0,1,0,0,11,0,0,0,0,0,2,0,0,9,5,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,0,2,0,0,0,3,0,3,0,0,0,5,5,0,0,10,0,1,2,0,23,0,0,0,0,0,0
2024-01-13T13,109,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,2,0,0,1,0,0,21,0,0,0,0,0,1,0,0,11,9,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,5,0,0,10,0,1,3,0,17,0,0,0,0,1,0
2024-01-13T14,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,8,0,0,1,0,0,22,0,0,0,0,0,3,0,0,8,7,0,0,7,0,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,6,0,0,14,0,1,4,0,17,0,0,0,0,0,0
2024-01-13T15,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,9,6,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,2,0,0,0,3,0,3,0,0,0,3,6,0,0,27,0,1,2,0,47,0,0,0,1,0,0
2024-01-13T16,170,2,0,1,1,0,0,0,0,0,1,0,0,2,0,0,10,2,0,0,0,10,0,0,0,0,0,26,0,0,0,0,0,2,0,1,15,8,0,0,1,0,0,0,0,1,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,1,6,0,0,20,0,0,1,1,30,0,0,0,1,0,0
2024-01-13T17,201,3,0,2,2,0,0,0,0,0,1,0,0,1,0,0,13,1,0,0,0,4,1,0,0,0,0,29,0,0,1,0,0,4,0,0,18,13,0,0,3,0,0,0,0,0,0,1,0,0,14,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,3,0,2,0,1,1,0,0,2,6,0,0,19,0,1,2,1,29,0,0,0,3,1,0
2024-01-13T18,162,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,11,2,0,0,0,3,1,0,0,0,0,34,2,0,0,0,0,3,0,1,7,6,0,0,1,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,4,6,0,0,12,0,0,0,0,23,0,0,0,1,1,0
2024-01-13T19,169,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,9,1,0,0,0,4,0,0,0,0,0,31,0,0,0,0,0,2,0,1,8,13,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,3,10,0,0,13,0,1,2,1,32,0,0,0,0,1,0
2024-01-13T20,152,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10,1,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,3,0,0,10,15,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,2,5,0,0,9,0,4,0,1,30,0,0,0,0,1,0
2024-01-13T21,128,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,1,0,0,8,8,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,1,6,0,0,4,0,1,1,1,30,0,0,0,0,0,0
2024-01-13T22,155,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,2,0,0,0,15,0,0,0,0,0,25,0,0,0,0,0,4,0,0,5,14,0,0,2,0,0,0,0,0,0,1,0,0,15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,5,0,0,3,0,1,0,1,29,0,0,0,1,0,0
2024-01-13T23,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,12,0,0,0,0,0,17,0,0,0,0,0,5,0,0,9,13,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,6,0,2,1,1,28,0,0,0,0,0,0
