bucket,total,--,AE,AL,AM,AR,AT,AU,BA,BD,BE,BG,BI,BO,BR,BY,CA,CH,CL,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MD,MK,MM,MN,MO,MT,MX,MY,MZ,NC,NG,NI,NL,NO,NP,NZ,PE,PH,PK,PL,PM,PT,PY,RO,RS,RU,RW,SC,SE,SG,SI,SK,SV,TH,TN,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA
2024-02-27T06,113,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,13,1,0,0,2,0,1,0,1,0,0,41,0,0,0,1,2
2024-02-27T07,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,1,0,0,5,0,0,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,2,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,1,11,0,0,0,4,0,1,0,0,0,0,69,0,0,0,2,0
2024-02-27T08,103,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,12,1,0,0,8,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,5,0,3,0,1,3,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,2,5,0,0,0,4,0,1,0,1,0,0,21,0,0,0,0,0
2024-02-27T09,90,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,9,1,0,0,10,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,1,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,6,0,0,0,2,0,1,0,1,0,0,24,0,0,0,0,0
2024-02-27T10,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,1,0,0,0,1,0,1,0,1,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0
2024-02-27T11,112,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,14,0,0,0,4,1,0,0,0,0,0,0,0,6,6,0,2,1,0,2,2,0,5,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,5,0,0,0,2,0,0,0,6,0,0,22,0,0,0,0,0
2024-02-27T12,135,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,21,0,0,0,9,0,0,0,0,0,0,0,0,6,4,0,3,0,0,2,9,0,2,0,0,5,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,1,0,2,0,0,2,5,0,0,0,3,0,0,0,4,0,0,34,0,0,0,0,0
2024-02-27T13,151,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,16,0,0,0,19,0,0,0,0,0,0,0,0,4,3,0,5,0,0,1,0,0,0,1,0,7,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3,5,1,0,0,8,0,0,0,3,0,0,41,0,0,0,0,1
2024-02-27T14,170,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,2,1,13,0,0,0,22,0,0,0,0,0,0,1,1,7,8,0,7,0,1,0,0,0,3,0,0,6,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,3,5,0,0,0,9,0,0,0,5,0,2,42,0,0,0,0,0
2024-02-27T15,169,2,0,0,0,0,4,0,0,0,0,1,0,0,2,0,1,3,0,8,0,0,0,25,0,0,0,0,0,0,2,0,7,8,0,5,0,0,0,0,0,1,0,0,9,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,2,6,0,0,0,13,0,0,0,4,0,0,48,0,0,0,1,1
2024-02-27T16,169,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,14,0,0,0,18,0,0,0,0,0,0,4,0,9,4,1,1,0,0,0,6,0,1,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,1,0,2,0,0,0,2,0,3,0,0,4,8,0,0,0,9,0,0,0,5,0,0,47,0,0,0,1,0
2024-02-27T17,170,1,0,0,0,0,4,0,0,0,0,1,0,0,1,0,2,0,0,16,0,0,0,28,0,0,1,0,0,0,6,0,15,5,0,0,0,0,0,1,1,0,0,0,16,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,0,0,0,1,0,4,1,0,6,8,0,0,0,7,0,1,0,3,0,1,27,0,0,0,0,0
2024-02-27T18,244,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,2,2,0,20,0,0,0,45,0,0,0,0,0,0,8,0,8,11,1,1,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,8,6,0,0,0,2,1,1,0,1,0,3,0,6,0,0,3,5,0,0,0,4,0,2,0,1,0,1,60,0,0,0,0,0
2024-02-27T19,219,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,2,3,0,17,0,0,0,43,0,0,0,0,0,0,5,0,11,14,0,0,0,0,0,0,0,1,0,0,17,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,2,0,0,0,1,1,3,0,5,0,1,0,6,0,0,2,5,0,0,0,8,0,4,0,1,0,0,27,0,0,0,0,1
2024-02-27T20,229,2,0,0,0,1,1,0,0,0,3,0,0,0,0,0,4,5,0,17,0,0,2,35,0,0,0,0,0,0,3,1,13,18,0,0,0,0,0,5,0,2,0,0,21,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,3,0,2,0,0,0,2,0,1,0,2,1,2,0,0,3,5,0,0,0,7,0,4,0,1,0,0,31,0,0,0,0,0
2024-02-27T21,205,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,3,3,0,13,0,0,0,26,0,0,0,0,0,0,3,0,10,15,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,2,0,2,0,5,0,0,1,6,0,0,0,5,0,1,0,1,0,0,70,0,0,0,0,0
2024-02-27T22,170,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,3,0,4,0,0,0,13,0,0,0,0,0,0,1,0,8,12,0,1,0,0,0,0,0,2,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,1,0,0,0,1,0,2,0,0,0,3,0,0,1,6,0,0,1,4,0,2,0,0,0,0,69,0,0,0,0,0
2024-02-27T23,148,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,4,0,0,0,10,1,0,0,0,0,0,2,1,3,12,1,1,0,0,0,5,0,1,0,0,21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1,7,0,0,1,3,0,1,0,1,0,1,41,0,0,0,1,0
2024-02-28T00,126,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,0,0,8,1,0,0,0,0,0,1,0,5,11,0,0,0,0,0,0,0,1,0,0,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,1,0,0,54,0,0,0,0,0
2024-02-28T01,103,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,10,2,0,3,0,0,0,7,0,0,0,2,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,9,0,1,0,2,0,0,0,0,0,0,43,0,0,0,0,0
2024-02-28T02,71,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,1,0,0,34,0,0,0,0,0
2024-02-28T03,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,0,5,0,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,1,0,0,34,0,0,0,0,0
2024-02-28T04,76,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
2024-02-28T05,69,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,4,0,0,0,1,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0
2024-02-28T06,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,6,0,0,0,1,0,0,1,0,4,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,7,0,0,0,0,0,0,0,1,0,1,33,0,0,0,0,0
2024-02-28T07,73,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,10,0,0,0,0,0,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,23,0,0,0,0,0
2024-02-28T08,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,6,0,0,0,0,0,0,1,1,1,4,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,3,0,1,0,0,0,2,0,0,1,7,0,0,0,6,0,0,0,2,0,0,19,0,0,0,0,0
2024-02-28T09,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,14,0,0,0,0,0,0,3,1,3,7,0,5,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0
2024-02-28T10,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,10,0,0,0,0,0,0,3,0,2,4,0,1,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,1,7,0,0,0,5,0,0,0,2,0,0,17,0,0,0,0,0
2024-02-28T11,80,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,2,0,2,5,0,3,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,10,0,0,0,2,0,0,0,4,0,0,21,0,0,0,0,0
2024-02-28T12,99,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,11,2,0,0,0,0,0,2,0,3,2,0,13,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,1,0,0,0,4,0,0,24,0,0,0,1,0
2024-02-28T13,112,2,0,0,0,1,0,2,0,1,0,0,0,0,3,0,1,0,0,8,0,0,0,8,0,0,0,0,0,0,3,0,6,5,0,7,0,0,1,0,2,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,3,0,0,0,1,0,4,0,0,1,9,0,0,0,6,0,0,0,6,0,0,18,0,0,0,0,0
2024-02-28T14,123,2,1,0,0,0,1,2,0,0,0,0,0,0,2,0,3,2,1,5,0,0,0,14,0,0,0,0,0,0,1,0,4,8,0,12,0,1,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,3,0,2,0,0,0,7,0,0,0,10,0,0,0,6,1,0,20,0,0,0,0,0
2024-02-28T15,128,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,2,1,0,5,0,0,0,17,0,0,0,0,0,0,1,1,5,6,0,4,0,0,0,0,0,0,0,0,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,2,0,0,0,3,0,1,0,0,2,7,0,0,0,12,0,0,0,7,0,0,26,0,0,0,0,0
2024-02-28T16,133,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,15,0,0,1,0,0,0,3,0,10,7,0,5,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,3,7,0,0,0,15,0,1,0,2,0,0,26,0,0,0,0,0
2024-02-28T17,171,0,0,0,0,0,1,0,0,0,1,2,0,0,4,0,1,0,0,7,0,0,0,20,0,0,0,0,0,0,3,1,11,9,0,2,0,1,0,0,0,0,0,0,16,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,0,0,1,0,7,0,0,15,7,0,0,0,17,0,1,0,2,0,0,28,0,0,0,1,0
2024-02-28T18,186,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,3,0,8,0,0,0,37,0,0,0,0,0,0,3,0,8,13,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,1,0,4,0,0,0,2,0,2,0,0,8,7,0,0,0,14,0,0,0,2,0,1,30,0,0,0,1,0
2024-02-28T19,229,0,1,0,0,1,1,0,0,0,2,0,0,0,3,0,4,2,0,9,0,0,0,47,0,0,0,0,0,0,6,0,15,19,0,2,2,0,0,0,0,0,0,0,18,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,14,2,0,1,0,1,0,4,0,1,0,2,0,4,0,0,10,7,0,0,0,6,0,1,0,2,0,0,33,0,0,0,0,0
2024-02-28T20,182,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,3,0,5,0,0,0,30,0,0,0,0,0,0,1,0,14,15,0,2,0,0,0,0,0,0,0,0,19,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,1,0,1,0,2,0,3,0,0,4,8,0,0,0,4,0,1,0,3,0,1,35,0,0,0,2,0
2024-02-28T21,169,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,3,1,7,0,0,0,27,0,0,0,0,0,0,3,0,14,14,1,1,1,1,0,0,0,1,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,1,0,3,0,2,0,2,0,0,2,7,0,0,0,5,0,1,0,0,0,0,28,0,0,0,0,2
2024-02-28T22,146,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,2,18,0,0,0,18,0,0,0,0,0,0,2,0,9,12,1,0,0,1,0,0,0,0,0,0,11,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,7,0,0,0,2,0,1,0,0,0,0,29,0,0,0,0,1
2024-02-28T23,122,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,7,1,1,21,0,0,1,8,0,0,0,0,0,0,2,0,1,10,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,7,0,0,0,3,0,0,0,1,0,0,31,0,0,0,0,0
2024-02-29T00,138,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,9,1,0,17,0,0,0,7,0,0,0,0,0,0,1,0,4,9,0,1,0,0,0,0,0,1,0,0,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,6,0,0,0,2,0,0,0,2,0,0,55,0,0,0,0,0
2024-02-29T01,147,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,0,0,22,0,0,0,3,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,74,0,0,0,0,1
2024-02-29T02,147,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,11,1,0,14,0,0,0,8,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,9,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,78,0,0,0,0,0
2024-02-29T03,114,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,1,0,19,1,0,0,4,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,48,0,0,0,0,0
2024-02-29T04,103,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,8,0,0,0,10,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,3,0,0,51,0,0,0,0,0
2024-02-29T05,85,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,10,0,0,0,3,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,17,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0
2024-02-29T06,116,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,10,0,0,0,8,0,0,0,0,0,0,1,1,3,2,0,8,0,0,1,0,0,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,2,0,0,0,2,0,0,43,0,0,0,1,0
2024-02-29T07,140,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,19,0,0,0,0,0,0,2,0,5,5,0,4,0,0,0,9,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,11,0,0,0,3,0,0,0,0,0,0,45,0,0,0,0,0
2024-02-29T08,113,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,15,0,0,1,0,0,0,2,0,4,5,0,2,0,0,0,2,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,11,0,0,0,3,0,1,0,0,0,0,28,0,0,0,1,1
2024-02-29T09,117,3,0,0,0,1,1,2,0,1,0,0,0,0,0,0,4,1,0,14,0,0,0,9,0,0,0,0,0,0,1,1,1,4,0,1,0,0,0,4,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,11,0,0,0,4,0,0,0,1,0,0,34,0,0,0,0,0
2024-02-29T10,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,1,2,5,3,0,1,0,0,0,2,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,0,0,0,4,0,1,0,0,0,0,19,0,0,0,1,0
2024-02-29T11,122,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,8,0,0,0,0,0,0,1,0,7,3,0,15,0,0,0,2,1,2,0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,11,0,0,0,5,0,0,0,1,0,1,28,0,0,0,0,0
2024-02-29T12,146,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,9,0,0,0,13,0,0,0,0,0,0,1,0,4,6,0,29,0,0,0,5,2,5,0,0,3,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,0,8,0,0,0,4,0,0,21,0,0,0,0,0
2024-02-29T13,132,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,14,0,0,0,12,1,0,0,0,0,0,1,0,4,2,0,9,0,0,0,0,0,0,0,0,2,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,1,13,0,0,0,7,0,1,0,6,0,0,32,0,0,0,0,0
2024-02-29T14,177,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,12,0,0,0,20,1,0,0,0,0,0,1,0,8,6,0,7,0,0,0,0,1,3,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,1,0,0,0,2,0,3,0,1,2,7,0,0,0,7,0,0,0,5,0,0,59,0,0,0,0,0
2024-02-29T15,122,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,10,0,0,0,12,0,0,0,0,0,0,2,0,9,4,0,3,0,0,0,0,1,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,1,0,0,0,4,0,1,0,0,2,7,0,0,0,10,0,0,0,4,0,0,21,0,0,0,0,0
2024-02-29T16,165,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,20,0,0,0,12,0,1,0,0,0,0,6,0,10,7,0,2,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,8,0,0,0,9,0,0,0,2,0,0,46,0,0,0,0,0
2024-02-29T17,171,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,0,0,13,0,0,0,17,0,0,0,0,0,0,10,1,13,8,0,0,0,1,0,6,0,0,0,0,13,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,3,10,0,0,0,7,0,0,0,0,0,0,37,0,0,0,0,0
2024-02-29T18,205,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6,1,0,20,0,0,0,46,1,0,0,0,0,0,3,0,9,13,0,0,0,1,0,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,3,5,0,0,0,5,0,1,0,0,0,0,45,0,0,0,0,0
2024-02-29T19,264,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,7,2,0,20,0,0,0,45,1,0,0,0,0,0,5,0,15,29,0,1,0,0,0,1,0,0,0,0,16,9,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,1,0,1,0,0,0,3,0,1,0,2,0,7,0,0,4,5,0,0,0,4,0,1,0,1,0,0,61,0,0,0,0,1
2024-02-29T20,242,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,4,5,0,21,0,0,0,27,1,0,0,0,0,0,5,0,12,27,0,0,0,0,0,0,1,0,0,0,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,5,0,0,0,1,0,3,0,0,6,6,0,0,0,6,0,1,0,0,0,0,61,0,0,0,0,1
2024-02-29T21,184,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,3,1,21,0,0,0,19,0,0,0,0,0,0,2,0,10,22,1,0,0,0,0,0,0,0,0,0,14,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,3,0,1,0,2,0,4,0,0,2,7,0,0,0,4,0,0,0,0,0,0,39,0,0,0,0,0
