bucket,total,--,AE,AM,AR,AT,AU,BA,BD,BE,BG,BH,BI,BO,BR,BY,BZ,CA,CH,CL,CM,CN,CO,CR,CW,CZ,DE,DK,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KG,KH,KN,KR,KZ,LA,LK,LT,LV,MA,MD,MK,MM,MN,MO,MX,MY,MZ,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PT,PY,RO,RU,RW,SA,SE,SG,SK,SV,SY,SZ,TH,TN,TR,TW,UA,UG,US,VE,VN,ZA,ZM
2024-03-22T02,103,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,0,0,0,4,2,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,10,0,0,0,1,1,0,0,0,0,0,43,0,0,0,0
2024-03-22T03,106,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,9,0,0,0,5,1,0,0,0,6,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,10,0,0,0,1,1,0,0,1,0,0,36,0,0,0,0
2024-03-22T04,78,1,0,0,0,0,5,0,0,0,4,0,0,0,0,0,1,3,0,0,0,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,5,0,0,0,1,0,0,0,1,0,0,28,0,1,0,0
2024-03-22T05,61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,7,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,5,0,0,0,1,1,0,0,0,0,0,21,0,1,0,0
2024-03-22T06,71,3,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,6,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,5,0,0,0,1,2,0,0,0,0,0,26,0,0,0,0
2024-03-22T07,76,3,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,1,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,6,0,0,0,1,1,0,0,0,0,0,21,0,0,0,0
2024-03-22T08,80,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,7,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,2,0,0,29,0,0,0,0
2024-03-22T09,87,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,1,0,0,8,0,0,0,0,8,0,0,0,0,0,2,0,0,5,4,0,0,3,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,5,0,0,0,1,3,0,0,0,0,0,20,0,1,0,0
2024-03-22T10,85,1,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,2,1,0,0,7,0,0,0,0,6,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,1,0,0,1,5,0,0,0,1,1,0,0,4,0,0,20,0,0,0,0
2024-03-22T11,85,3,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,2,2,0,0,2,0,0,0,0,8,0,0,0,0,0,2,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,1,1,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,1,5,0,0,0,1,0,0,0,6,0,0,13,0,0,0,0
2024-03-22T12,92,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,7,1,0,0,0,0,1,0,0,3,4,0,0,14,0,0,0,0,0,0,0,1,1,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,1,0,1,5,1,0,0,1,3,0,0,6,0,0,13,0,0,0,0
2024-03-22T13,106,4,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,2,2,0,0,7,0,0,0,0,18,0,0,0,0,0,1,0,0,4,7,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,3,2,0,0,1,5,0,0,0,1,4,0,0,4,0,0,14,0,0,0,0
2024-03-22T14,133,3,0,0,0,1,2,0,0,1,1,0,0,0,2,0,0,7,1,0,0,7,0,0,0,0,20,0,0,0,2,0,1,0,0,2,5,0,0,7,0,0,1,0,0,0,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,5,0,0,0,1,15,0,0,5,1,0,20,0,1,0,0
2024-03-22T15,130,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,10,0,0,0,0,15,0,0,0,1,0,4,0,0,7,7,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,5,0,0,0,1,21,0,0,9,0,0,18,0,0,0,0
2024-03-22T16,140,5,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,20,0,0,0,0,0,3,0,0,11,7,0,0,1,0,0,1,0,1,0,1,0,0,0,11,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,3,1,0,0,1,5,0,0,0,1,15,0,1,5,0,0,26,0,0,0,0
2024-03-22T17,200,5,2,0,0,3,1,0,0,1,5,0,0,0,1,0,0,3,0,1,0,11,0,0,0,0,26,0,0,0,0,0,6,0,0,14,9,0,0,1,0,0,1,2,0,0,3,0,2,0,13,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,3,0,2,0,5,2,0,0,0,8,0,0,0,1,10,0,2,3,0,0,37,0,1,0,0
2024-03-22T18,209,3,1,0,0,0,1,0,0,2,4,0,0,0,1,0,0,5,0,1,0,9,0,0,0,1,35,0,2,0,0,0,2,0,0,11,14,0,0,2,0,0,1,2,0,0,2,0,1,1,9,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,10,1,0,0,0,1,0,3,0,2,0,2,3,0,0,2,9,0,0,0,1,14,0,1,4,1,0,35,0,1,0,0
2024-03-22T19,225,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,6,2,1,0,10,0,0,0,0,35,0,0,0,0,0,2,0,0,12,17,0,0,3,0,0,1,0,0,0,3,1,0,0,11,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,19,1,0,0,0,0,0,3,0,0,0,2,2,0,0,2,10,0,0,0,1,16,0,2,3,1,0,36,0,0,0,0
2024-03-22T20,216,2,0,0,0,1,1,0,0,2,3,0,0,0,1,0,0,1,4,0,0,8,0,0,0,0,24,0,0,0,0,0,2,0,0,11,18,1,0,2,0,0,1,0,0,0,5,0,0,0,13,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,4,0,0,0,0,0,2,0,1,0,1,2,0,0,2,10,0,0,0,1,14,0,1,2,0,0,41,0,0,0,0
2024-03-22T21,179,1,0,0,1,1,1,0,0,1,1,0,0,0,5,0,0,4,1,1,0,7,0,0,0,0,19,0,0,0,0,0,2,0,0,10,16,1,0,2,0,0,0,0,0,0,1,0,0,1,22,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,1,0,1,0,1,2,0,0,1,7,0,0,0,1,9,0,0,0,1,0,33,0,0,0,0
2024-03-22T22,167,3,0,0,2,0,1,0,0,3,0,0,0,0,3,0,0,10,2,0,0,17,0,0,0,0,20,0,0,0,0,0,3,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,2,0,0,1,0,0,2,0,2,0,1,1,0,0,4,5,0,0,0,1,8,0,0,1,0,0,22,0,1,0,0
2024-03-22T23,155,3,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,15,2,0,0,15,1,0,0,1,17,0,0,0,0,0,2,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,1,0,0,2,0,1,0,1,0,0,0,1,5,0,0,0,1,3,0,1,0,1,0,28,0,0,0,0
2024-03-23T00,154,3,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,18,0,0,0,17,0,0,0,1,13,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,5,1,0,0,1,2,0,0,0,0,0,48,0,1,0,0
2024-03-23T01,132,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,14,1,0,0,20,0,0,0,0,9,0,0,0,0,0,1,0,0,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0,2,0,0,0,1,7,0,0,0,1,1,0,0,0,0,0,36,0,1,0,0
2024-03-23T02,104,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,12,0,0,0,19,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,33,0,0,1,0
2024-03-23T03,122,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,11,0,0,0,14,0,0,0,0,7,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,51,0,0,0,0
2024-03-23T04,77,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,1,0,0,1,0,0,24,0,0,0,0
2024-03-23T05,88,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,7,0,0,0,1,2,0,0,1,0,0,36,0,0,0,0
2024-03-23T06,110,1,0,0,1,0,13,0,0,0,3,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,5,0,0,1,0,0,1,0,1,5,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,7,0,0,0,1,2,0,0,1,0,0,25,0,0,0,0
2024-03-23T07,102,2,0,0,0,0,15,0,0,1,3,0,0,0,0,0,0,1,1,0,2,10,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,2,0,0,1,0,1,0,2,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,7,0,0,0,1,2,0,0,4,0,0,21,0,0,0,0
2024-03-23T08,93,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,6,0,0,0,9,0,1,0,1,5,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,2,0,0,2,1,1,0,2,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,1,7,0,0,0,1,0,0,0,1,1,0,19,0,0,0,0
2024-03-23T09,108,5,1,0,0,1,1,0,0,0,2,0,0,0,2,0,0,5,0,0,0,10,0,1,0,1,9,0,0,0,0,0,4,0,0,2,7,0,0,2,0,0,0,1,1,0,1,0,0,0,4,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,0,0,0,2,0,0,0,0,6,0,0,0,1,2,0,0,2,0,0,16,0,0,0,0
2024-03-23T10,110,2,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,2,1,0,0,7,0,0,0,0,10,0,0,0,0,0,6,0,0,9,3,0,0,2,0,0,0,1,1,0,1,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,1,1,0,2,0,0,0,2,3,0,0,2,7,0,0,0,1,3,0,0,2,0,0,19,0,1,0,0
2024-03-23T11,101,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3,1,0,0,12,0,0,0,1,14,0,0,0,0,0,2,0,0,2,4,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,2,2,0,0,2,7,0,0,0,1,1,0,0,5,0,0,16,0,0,0,0
2024-03-23T12,107,3,0,0,1,1,1,0,0,0,3,0,0,0,1,0,0,3,0,0,0,6,0,0,0,1,15,0,0,0,0,0,1,0,0,7,6,0,0,5,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,6,0,0,0,1,5,0,0,5,0,0,17,0,1,0,0
2024-03-23T13,136,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,12,0,0,0,1,17,0,0,0,0,0,1,0,0,12,7,0,0,4,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,1,2,3,0,0,0,1,0,0,0,0,6,0,0,0,1,17,0,0,5,1,0,17,0,0,0,0
2024-03-23T14,166,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,7,0,0,0,12,0,0,0,0,22,0,1,0,0,0,0,0,0,12,10,0,0,3,0,0,0,0,1,0,1,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,4,0,1,0,3,1,0,0,1,5,0,0,0,1,19,0,0,9,2,0,24,0,0,0,0
2024-03-23T15,172,4,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,26,0,0,0,0,0,1,0,0,17,10,0,0,4,0,0,0,0,1,0,0,0,0,0,15,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,2,0,0,0,1,0,1,0,0,0,3,0,0,0,0,5,0,0,0,1,17,0,0,3,0,0,33,0,0,0,0
2024-03-23T16,181,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,5,3,0,0,21,0,0,0,0,26,0,0,0,0,0,0,0,1,16,7,0,0,3,0,0,1,0,1,0,0,0,0,0,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,3,0,0,0,2,2,0,0,1,5,0,0,0,1,20,0,0,4,0,0,25,0,0,0,0
2024-03-23T17,203,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,18,0,0,0,1,25,0,0,0,0,0,2,0,0,21,13,0,0,1,0,0,0,0,1,0,0,0,0,0,23,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,2,0,3,0,3,2,0,0,1,5,0,0,0,1,14,0,0,2,0,0,41,0,0,0,0
2024-03-23T18,159,4,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,7,0,0,0,17,0,0,0,1,27,0,0,0,2,0,3,0,0,11,9,0,0,1,0,0,0,0,1,0,1,0,0,0,13,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,1,0,1,3,0,0,1,5,0,0,0,1,9,0,1,1,0,0,23,0,0,0,0
2024-03-23T19,172,3,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,9,0,0,0,17,0,0,0,1,30,0,0,0,0,0,4,0,0,11,9,0,0,1,0,0,1,0,1,0,2,0,0,0,14,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,5,0,0,0,1,6,0,1,1,0,0,22,0,1,0,0
2024-03-23T20,185,2,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,6,0,0,0,16,1,0,0,0,15,1,0,0,0,0,3,0,0,17,14,0,0,1,0,0,1,0,0,1,1,0,0,1,17,0,8,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,7,0,0,0,3,3,0,0,1,5,1,0,0,1,7,0,1,0,0,0,33,0,0,0,0
2024-03-23T21,177,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,2,1,0,0,17,1,0,0,0,20,0,0,0,1,0,2,0,0,11,15,0,0,1,0,0,0,1,0,1,2,0,0,1,22,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,1,0,3,0,1,0,4,4,0,0,1,8,0,0,0,1,7,0,0,0,1,0,22,0,0,0,0
2024-03-23T22,177,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,5,1,1,0,7,0,0,0,0,16,0,0,0,0,0,3,0,0,8,12,0,0,3,0,0,0,1,0,1,0,0,0,1,25,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,1,0,0,0,5,5,0,0,2,8,0,0,0,1,6,0,0,0,1,0,26,0,0,0,0
2024-03-23T23,135,3,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,4,1,0,0,5,0,0,0,1,8,0,0,0,0,0,2,0,0,5,11,0,0,2,0,0,0,1,0,0,1,0,0,0,11,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,10,0,0,0,1,3,0,0,0,0,0,31,1,0,0,0
