bucket,total,--,AE,AF,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BY,CA,CH,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EC,EE,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KH,KR,KZ,LA,LT,LV,MA,MC,MD,MM,MN,MO,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PS,PT,PY,RO,RU,RW,SC,SD,SE,SG,SI,SK,TH,TN,TR,TT,TW,UA,UG,US,UY,UZ,VE,VN,ZA
2024-01-30T02,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,7,0,0,0,4,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,0,2,0,0,0,1,0,0,58,0,0,0,1,0
2024-01-30T03,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,14,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,1,0,0,31,0,0,0,0,1
2024-01-30T04,89,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,0,41,0,0,0,0,1
2024-01-30T05,73,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,1,0,0,33,0,0,0,0,0
2024-01-30T06,60,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,0,1,0,0,19,0,0,0,0,0
2024-01-30T07,69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,5,0,0,0,1,0,0,27,0,0,0,0,0
2024-01-30T08,95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,5,0,0,0,11,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,2,0,0,0,3,1,0,48,0,0,0,0,0
2024-01-30T09,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,6,0,0,0,10,0,0,0,0,0,1,0,0,3,4,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,3,0,0,0,1,0,0,33,0,0,0,0,0
2024-01-30T10,82,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,1,0,7,0,0,0,6,0,0,0,0,0,1,0,0,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,5,0,1,5,0,0,0,1,0,0,17,0,0,0,2,0
2024-01-30T11,108,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,8,1,0,0,9,1,0,0,0,0,0,0,0,5,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,1,0,2,0,0,0,0,4,4,0,1,0,1,6,0,0,7,0,1,0,6,1,0,19,0,0,0,1,0
2024-01-30T12,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,0,0,9,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,0,0,1,0,0,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,1,5,0,0,9,0,1,0,4,0,0,17,0,0,0,1,0
2024-01-30T13,117,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,6,1,0,0,10,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,14,0,1,0,3,0,0,41,0,0,0,0,0
2024-01-30T14,112,1,0,0,0,0,1,0,0,0,0,0,1,0,1,5,0,2,0,0,5,0,0,0,17,0,0,0,0,0,1,0,0,6,8,0,0,0,0,5,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,15,0,1,0,4,0,0,17,0,0,0,0,0
2024-01-30T15,129,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,5,1,0,6,0,0,1,16,0,0,0,0,0,0,0,0,8,8,0,0,0,0,4,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,2,0,1,0,0,0,0,5,1,1,0,0,1,6,0,0,11,0,2,0,2,0,0,24,0,0,0,0,0
2024-01-30T16,125,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,2,0,0,6,0,0,0,19,0,0,0,0,0,1,0,0,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,2,1,1,0,0,0,0,3,2,0,0,0,0,5,0,0,11,0,3,0,0,0,0,27,0,0,0,0,0
2024-01-30T17,187,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,2,1,3,0,0,0,22,2,0,0,0,0,6,0,1,10,11,0,0,0,0,1,0,0,1,0,0,1,0,0,0,15,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,1,0,3,0,0,0,0,3,4,0,0,0,1,6,0,0,12,0,0,0,2,2,0,53,0,0,0,0,1
2024-01-30T18,206,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,1,7,0,0,0,40,1,0,0,0,0,6,0,0,8,18,0,0,0,0,2,0,0,1,0,0,3,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,1,0,0,0,4,0,0,1,0,1,2,0,0,0,3,6,0,0,16,0,2,0,4,0,0,36,0,0,0,0,0
2024-01-30T19,200,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,9,0,0,0,43,0,0,0,0,0,4,0,0,12,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,2,0,0,2,0,4,2,1,0,0,8,5,0,0,8,0,1,0,0,0,0,45,0,0,0,1,0
2024-01-30T20,177,1,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,2,0,0,7,0,0,0,35,0,0,0,0,0,4,0,0,11,15,0,0,0,0,1,0,0,0,1,0,3,1,0,0,20,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,1,0,2,0,0,2,0,1,1,0,0,0,1,6,0,0,2,0,3,0,0,0,0,33,0,0,0,0,0
2024-01-30T21,174,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,6,1,0,10,0,0,0,21,0,0,0,0,0,0,0,0,6,15,0,0,0,0,2,0,0,0,0,0,1,0,0,0,25,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,0,2,0,0,0,0,3,2,0,0,0,1,7,0,0,2,0,1,0,0,0,0,38,0,0,0,0,0
2024-01-30T22,153,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,7,1,0,13,1,0,0,13,0,0,0,0,0,2,0,0,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,3,0,0,0,1,0,0,62,0,0,0,0,0
2024-01-30T23,137,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,11,1,0,0,12,0,0,0,0,0,2,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,62,0,0,1,1,0
2024-01-31T00,127,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,10,1,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,2,0,0,0,0,0,0,61,0,0,1,0,0
2024-01-31T01,90,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,4,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,0,0,0,0,0,45,0,0,0,0,0
2024-01-31T02,71,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,33,0,0,0,1,0
2024-01-31T03,89,2,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,5,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,41,0,0,0,1,1
2024-01-31T04,86,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0
2024-01-31T05,63,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,4,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0
2024-01-31T06,73,4,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,0,29,0,0,0,0,1
2024-01-31T07,87,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,12,0,0,0,7,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,1,6,0,0,1,0,0,0,0,1,0,25,0,0,0,1,2
2024-01-31T08,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,12,0,0,0,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,4,1,0,0,1,6,0,0,2,0,0,0,0,0,0,28,0,0,0,0,0
2024-01-31T09,96,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,2,1,0,7,0,0,0,15,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,1,8,0,0,1,0,0,0,1,0,0,26,0,0,0,0,0
2024-01-31T10,80,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,7,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0
2024-01-31T11,71,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,10,0,0,0,5,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,7,0,0,4,0,1,0,1,0,0,16,0,0,0,0,0
2024-01-31T12,90,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,14,0,0,0,10,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,16,0,0,5,0,0,0,4,0,0,16,0,0,0,0,0
2024-01-31T13,108,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,9,0,1,0,13,1,0,0,0,0,1,0,0,4,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,7,1,0,11,0,0,0,4,0,0,19,0,0,0,0,0
2024-01-31T14,129,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,1,0,14,0,0,0,13,1,0,0,0,0,1,0,0,8,8,0,0,0,0,2,0,0,0,0,0,1,0,2,0,3,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,2,1,0,0,0,0,0,2,4,0,0,0,1,6,0,0,10,0,0,0,2,0,0,23,0,0,0,0,1
2024-01-31T15,148,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,15,1,0,0,18,1,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,0,2,0,1,0,0,0,0,4,2,1,0,0,1,8,0,0,19,0,0,0,4,0,0,29,0,0,0,0,0
2024-01-31T16,161,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,2,1,0,21,0,0,0,27,0,0,0,0,0,4,0,1,8,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,0,1,0,0,0,0,4,1,0,0,0,3,7,0,0,13,0,0,0,1,0,0,25,0,0,0,1,0
2024-01-31T17,195,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,3,2,0,21,0,0,0,42,0,0,0,0,0,4,0,0,12,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,6,1,0,2,0,1,0,5,0,0,0,0,4,4,0,0,0,5,6,0,0,11,0,1,0,0,0,0,21,0,0,0,1,0
2024-01-31T18,202,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,5,1,0,16,0,0,0,37,0,0,0,0,0,6,0,0,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,19,2,0,0,0,1,0,3,0,0,0,0,3,5,0,0,0,6,5,0,0,8,0,1,0,1,0,0,28,0,0,0,0,0
2024-01-31T19,192,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,1,0,18,0,0,0,34,1,0,0,0,0,4,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18,2,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,6,5,0,0,4,0,2,0,1,0,0,31,0,0,0,0,0
2024-01-31T20,179,1,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,4,2,0,20,0,0,0,28,0,0,0,0,0,2,0,0,10,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,2,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,5,5,0,0,8,0,0,0,0,0,0,27,0,0,0,0,0
2024-01-31T21,156,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,19,0,0,0,14,0,0,0,0,0,0,0,0,11,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,1,5,0,0,3,0,0,0,1,0,0,25,0,0,0,0,1
2024-01-31T22,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,4,17,0,0,0,15,0,0,0,0,0,2,0,0,4,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,2,0,0,0,0,0,0,25,0,0,0,1,1
2024-01-31T23,107,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,1,1,6,0,0,0,13,0,0,0,0,0,3,0,0,1,10,0,0,0,0,3,0,0,0,0,1,2,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0
2024-02-01T00,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,1,9,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,48,0,0,0,1,0
2024-02-01T01,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,12,0,0,0,6,0,0,0,0,0,1,0,0,3,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,58,0,0,0,1,0
2024-02-01T02,84,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,12,0,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,36,0,0,0,1,0
2024-02-01T03,94,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,15,1,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,47,0,0,0,0,1
2024-02-01T04,85,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,5,0,0,18,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,34,0,0,0,0,0
2024-02-01T05,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,19,0,1,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0
2024-02-01T06,98,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,27,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,1,0,0,34,0,0,0,0,0
2024-02-01T07,79,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0
2024-02-01T08,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,21,0,0,0,11,0,0,0,0,0,0,0,0,3,3,0,1,0,0,2,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1
2024-02-01T09,88,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,10,0,0,0,0,0,1,0,0,1,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,5,0,0,2,0,0,0,3,0,0,16,0,0,0,0,1
2024-02-01T10,90,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,12,0,0,0,13,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,3,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,1,5,0,0,3,0,0,0,3,0,0,14,0,0,0,1,0
2024-02-01T11,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11,0,0,0,8,0,0,0,0,0,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,0,2,0,1,0,0,0,0,0,0,1,5,0,1,0,0,6,0,0,6,0,0,0,1,1,0,16,0,1,0,0,0
2024-02-01T12,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,15,1,0,0,8,0,0,0,0,0,3,0,0,7,6,0,0,0,0,5,0,0,0,0,0,2,0,1,0,4,0,0,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4,2,0,1,0,1,0,3,0,0,0,0,2,2,0,0,0,2,13,0,1,10,0,1,0,2,2,0,21,0,0,0,0,1
2024-02-01T13,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,28,1,0,0,12,0,0,0,0,0,0,0,0,8,5,0,0,1,0,2,0,0,1,0,0,2,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,1,13,0,0,7,0,0,0,2,0,0,18,0,0,0,1,1
2024-02-01T14,163,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,1,0,40,0,0,0,19,1,0,0,0,0,2,0,0,7,10,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,2,0,1,0,2,0,0,0,0,0,0,4,1,0,0,0,0,10,0,0,14,0,0,0,1,1,0,20,0,1,0,1,0
2024-02-01T15,128,0,0,0,0,0,1,2,0,0,0,1,1,1,0,1,0,7,1,0,12,0,0,0,16,0,0,0,0,0,2,0,0,10,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,5,3,0,1,0,2,0,2,0,0,0,0,2,2,0,0,0,0,5,0,0,11,0,0,0,3,2,0,17,0,0,0,0,0
2024-02-01T16,143,0,9,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,2,0,12,0,0,0,18,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,9,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,5,0,0,4,0,0,0,1,1,0,24,0,0,0,0,0
