bucket,total,--,AE,AM,AR,AT,AU,BA,BD,BE,BG,BO,BR,BT,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,EC,EE,EG,ES,FI,FR,GB,GE,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MN,MT,MU,MX,MY,NG,NI,NL,NO,NZ,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SE,SG,SK,SN,SZ,TH,TL,TR,TW,UA,UG,US,VE,VN,ZA,ZW
2024-04-16T05,90,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,1,0,0,1,0,0,36,0,0,0,0
2024-04-16T06,97,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,4,0,0,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,6,0,0,1,0,0,0,1,0,0,36,0,0,0,0
2024-04-16T07,78,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,7,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,1,1,0,0,1,0,0,24,0,0,0,0
2024-04-16T08,84,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,10,0,0,0,0,0,0,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,19,0,0,0,0
2024-04-16T09,153,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,5,1,0,0,0,19,0,0,0,0,8,0,0,0,0,1,0,4,5,0,0,0,3,0,0,0,0,0,0,7,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,6,0,0,1,3,0,0,2,0,0,65,0,0,0,0
2024-04-16T10,136,3,0,0,0,0,3,0,0,0,1,0,1,0,0,0,5,1,0,0,0,18,2,0,0,0,8,0,0,0,0,2,0,6,12,0,0,0,1,0,0,0,0,0,0,5,0,0,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,1,0,0,1,0,2,0,1,7,0,0,1,4,0,0,3,1,0,22,0,0,0,0
2024-04-16T11,142,1,0,0,0,0,4,0,1,0,1,0,0,0,1,0,4,1,0,0,0,19,2,0,0,0,12,0,0,0,0,0,0,11,7,0,0,0,2,0,0,0,0,0,0,2,0,0,3,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,5,0,0,0,0,0,2,0,0,1,0,1,0,1,10,0,0,1,2,0,0,9,1,0,20,0,0,0,0
2024-04-16T12,82,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,1,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,1,0,0,7,0,0,1,2,0,0,2,1,0,20,0,0,0,0
2024-04-16T13,119,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,11,6,0,0,0,3,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,1,0,0,2,0,0,0,2,6,0,0,1,3,0,0,4,0,0,28,0,0,0,0
2024-04-16T14,129,2,0,0,1,0,1,0,0,0,1,0,3,0,0,0,2,2,0,0,0,15,0,0,0,0,16,0,0,1,0,1,1,10,6,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,2,0,0,0,0,3,0,1,0,1,6,0,0,1,12,0,1,5,0,0,19,0,0,0,0
2024-04-16T15,150,2,1,0,0,1,3,0,0,2,1,0,0,0,0,0,2,1,0,0,0,9,0,0,0,0,23,0,0,0,1,2,2,13,7,0,0,0,3,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,1,0,1,6,0,0,1,21,0,1,2,0,0,24,0,0,0,0
2024-04-16T16,170,3,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,31,0,0,1,0,4,1,26,10,0,0,0,1,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,1,0,0,0,3,5,0,0,1,13,0,0,3,1,0,20,0,0,0,0
2024-04-16T17,191,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,54,0,0,0,0,2,1,14,10,0,0,0,2,0,0,1,0,0,0,0,0,0,11,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,4,0,0,1,0,0,0,0,5,0,1,0,5,5,0,0,1,12,0,1,2,1,0,22,0,0,0,0
2024-04-16T18,203,2,0,0,0,0,1,1,0,3,0,0,2,0,0,0,3,2,0,0,0,5,0,0,0,0,30,0,0,0,0,3,1,12,28,0,0,0,3,0,0,1,0,0,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,4,5,0,0,1,9,0,2,1,0,0,49,0,0,0,0
2024-04-16T19,193,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6,4,0,0,0,7,0,0,0,1,31,0,0,0,0,4,0,11,17,0,0,0,3,0,0,1,0,0,0,2,0,0,16,12,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,1,0,0,0,0,2,0,0,1,0,2,0,2,6,0,0,1,5,0,2,0,0,0,33,0,0,0,0
2024-04-16T20,171,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,6,2,0,0,0,6,0,0,0,0,25,0,0,0,0,5,0,15,13,0,0,0,3,0,0,0,0,0,0,2,0,0,20,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,1,0,0,0,0,3,0,2,6,0,0,1,2,0,0,1,0,0,27,0,0,0,0
2024-04-16T21,135,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,6,0,0,0,0,6,0,0,0,0,18,0,0,0,0,7,0,8,9,0,0,0,1,0,0,0,0,0,0,1,0,0,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,31,0,0,0,0
2024-04-16T22,111,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,5,1,0,0,0,7,0,0,0,0,9,0,0,0,0,7,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,31,0,0,0,0
2024-04-16T23,116,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,8,5,0,0,0,1,0,0,0,0,0,0,1,0,0,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1,0,48,0,0,0,0
2024-04-17T00,89,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,6,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,0,1,1,0,0,0,0,0,36,0,0,0,0
2024-04-17T01,88,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,6,0,0,2,0,6,0,0,0,0,4,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,1,0,0,0,0,0,0,38,0,0,0,0
2024-04-17T02,84,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,0,10,0,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,5,0,0,1,1,0,0,0,0,0,31,0,0,0,0
2024-04-17T03,65,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,35,0,0,0,0
2024-04-17T04,64,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3,2,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,28,0,0,0,0
2024-04-17T05,54,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2,1,0,0,0,4,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,0,0,1,0,0,20,0,0,0,0
2024-04-17T06,72,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,1,0,0,0,0,1,0,28,1,0,0,0
2024-04-17T07,96,3,0,0,0,0,1,0,1,3,1,0,2,0,0,0,2,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,1,0,0,1,1,6,0,0,1,1,0,0,0,0,0,21,0,2,0,0
2024-04-17T08,119,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,12,0,0,0,0,4,0,5,3,0,0,0,1,0,0,0,1,0,0,1,0,0,3,10,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,1,0,1,11,1,0,1,3,1,0,0,0,0,24,0,1,0,0
2024-04-17T09,105,3,0,0,1,0,2,0,1,0,0,0,1,0,0,0,4,1,0,0,0,7,0,0,0,0,9,1,0,0,0,0,0,4,4,1,0,0,4,0,0,0,0,0,0,1,0,0,3,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,3,1,0,0,0,0,21,0,0,0,0
2024-04-17T10,105,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,8,0,0,0,0,1,0,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,1,0,1,7,0,0,1,2,0,0,2,0,0,24,0,1,0,1
2024-04-17T11,102,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,8,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,1,0,0,2,2,8,0,0,1,5,0,1,4,1,0,28,0,1,0,0
2024-04-17T12,100,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,13,0,0,0,0,1,0,2,4,0,0,0,2,0,0,0,0,0,0,1,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,2,0,0,0,0,9,0,0,1,9,0,0,3,0,0,24,0,0,0,0
2024-04-17T13,163,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,13,0,0,0,0,13,1,0,0,0,0,0,7,9,0,0,1,5,0,0,1,0,0,0,0,0,1,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,3,0,1,0,2,7,0,0,1,11,0,1,2,0,0,43,0,1,0,0
2024-04-17T14,189,1,0,0,1,0,2,0,1,2,1,0,2,0,0,0,2,2,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,11,10,0,0,1,3,0,0,0,1,0,0,1,0,1,7,31,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,2,0,0,0,0,4,0,3,0,0,8,0,0,1,13,0,2,4,0,0,27,0,2,0,0
2024-04-17T15,191,2,0,0,2,2,2,1,1,1,1,0,1,0,0,0,3,5,0,0,0,11,0,0,0,0,29,0,0,0,0,0,0,14,9,0,0,0,3,1,0,0,1,0,0,1,0,0,7,22,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,3,0,3,1,2,11,0,0,1,8,0,0,6,0,0,21,0,0,0,0
2024-04-17T16,186,0,0,0,1,1,2,0,1,1,1,0,0,0,1,0,1,2,0,0,0,9,0,0,0,0,35,0,0,0,0,3,1,11,7,0,0,0,2,1,0,0,0,1,0,1,0,0,21,11,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,1,0,0,2,0,0,2,0,3,1,2,6,0,0,1,9,0,1,3,0,0,30,0,0,0,0
2024-04-17T17,188,1,0,0,0,1,2,0,1,2,3,0,2,0,0,0,2,2,0,0,0,6,0,0,0,0,47,0,0,0,0,3,0,14,7,0,0,0,0,0,1,0,0,1,0,1,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1,0,0,0,0,1,0,0,2,0,2,0,3,5,0,0,1,13,0,1,1,1,0,26,0,0,0,0
2024-04-17T18,189,0,0,0,1,0,1,1,1,1,2,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,48,0,0,0,0,2,2,13,18,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,1,0,0,0,1,1,0,4,0,3,0,1,5,0,0,1,7,0,0,2,0,0,27,0,0,0,0
2024-04-17T19,215,2,0,1,1,1,1,1,1,2,1,0,1,0,0,0,1,4,0,0,0,8,0,0,0,0,31,0,0,0,0,3,2,10,22,0,0,0,1,0,0,0,0,0,0,2,0,0,21,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,18,1,1,0,1,0,2,1,0,1,0,5,0,5,8,0,0,1,4,0,0,1,2,0,29,0,0,0,0
2024-04-17T20,211,4,0,1,1,1,1,0,1,2,1,0,4,0,0,0,3,3,0,0,0,13,0,0,0,0,21,0,0,0,0,1,1,8,18,0,0,0,2,0,0,0,0,2,0,3,0,0,20,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,11,1,0,0,0,0,3,0,0,2,0,1,0,1,9,0,0,1,5,0,0,0,1,0,34,0,2,0,0
2024-04-17T21,156,2,0,0,0,1,1,0,1,2,1,0,3,0,0,0,1,5,0,0,0,10,0,0,0,0,19,0,0,0,0,0,1,2,12,0,1,0,1,0,0,0,0,0,0,1,0,1,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,2,1,0,0,0,2,0,1,7,0,0,1,1,0,0,0,0,0,33,0,2,0,0
2024-04-17T22,120,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,4,1,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,1,0,0,1,0,0,3,5,0,0,1,3,0,0,0,0,0,38,0,0,0,0
2024-04-17T23,147,3,0,0,1,0,2,0,1,0,1,0,1,0,0,1,6,1,0,1,0,16,0,0,0,0,9,0,0,0,0,0,0,1,5,0,1,0,6,0,0,0,0,0,0,4,0,0,4,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,46,0,0,0,0
2024-04-18T00,133,2,0,0,1,0,2,0,1,0,2,0,2,0,0,0,12,0,0,1,0,18,0,0,0,0,6,0,0,0,0,0,0,2,6,0,0,0,2,0,0,0,0,0,0,7,0,0,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,1,0,0,1,0,0,44,0,1,0,0
2024-04-18T01,116,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,8,0,0,2,0,16,0,0,0,0,6,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8,0,0,1,0,0,0,0,0,0,38,0,2,0,0
2024-04-18T02,125,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,12,0,0,1,0,20,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,13,0,0,1,0,0,0,0,0,0,46,0,2,0,0
2024-04-18T03,119,2,0,0,1,0,2,0,1,0,1,0,0,0,0,0,8,1,0,1,0,7,1,0,0,0,4,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,39,0,1,1,0
2024-04-18T04,118,3,0,0,0,0,2,0,1,0,1,0,0,0,0,0,6,0,0,1,0,10,0,0,0,0,7,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,1,0,0,43,0,1,0,0
2024-04-18T05,79,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,1,0,5,0,0,0,0,7,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,38,0,0,0,0
2024-04-18T06,61,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,7,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,17,0,0,0,0
