bucket,total,--,AE,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CV,CW,CZ,DE,DK,DO,EC,EE,EG,ES,FI,FR,GB,GE,GH,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IR,IT,JP,KE,KH,KR,KZ,LA,LB,LT,LV,MA,MD,ME,MK,MM,MN,MO,MW,MX,MY,NA,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,RE,RO,RS,RU,RW,SC,SE,SG,SK,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA,ZW
2023-08-01T01,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,1,0,52,0,0,0,0,0,0
2023-08-01T02,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,38,0,0,0,0,1,0
2023-08-01T03,66,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,1,0
2023-08-01T04,66,4,0,1,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,1,0,21,0,0,0,0,0,0
2023-08-01T05,68,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,24,0,0,0,0,0,0
2023-08-01T06,65,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,6,0,3,0,1,0,0,19,0,0,0,0,0,0
2023-08-01T07,102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,2,0,0,1,5,0,3,0,0,0,0,46,0,0,0,0,0,0
2023-08-01T08,114,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,7,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,2,0,5,0,0,0,6,0,0,0,0,2,0,55,0,0,0,0,0,0
2023-08-01T09,69,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17,0,0,0,0,0,5,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,8,0,2,0,1,0,0,13,0,0,0,0,0,0
2023-08-01T10,72,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,5,0,2,0,0,0,0,15,0,0,0,0,0,0
2023-08-01T11,63,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,5,0,2,0,0,2,0,14,0,0,0,0,0,0
2023-08-01T12,136,3,1,1,1,1,0,0,0,0,0,1,0,0,2,0,1,2,0,1,4,0,0,0,0,0,11,0,1,0,0,0,2,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,5,0,3,1,1,1,0,67,0,0,0,0,0,0
2023-08-01T13,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,11,0,0,0,0,0,1,0,6,5,0,0,0,0,2,0,0,0,0,1,0,2,0,5,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,1,0,0,1,0,3,0,0,0,5,0,10,0,0,3,0,52,0,0,0,0,0,0
2023-08-01T14,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,10,0,0,0,0,0,1,1,6,4,0,0,0,0,5,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,1,0,4,0,0,0,5,0,12,0,1,5,0,24,0,0,0,0,0,0
2023-08-01T15,152,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,2,0,0,0,0,9,0,1,0,0,0,4,1,8,7,0,0,0,0,3,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,3,5,0,20,0,0,4,1,51,0,0,0,0,0,0
2023-08-01T16,129,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,11,0,0,0,1,0,11,0,0,0,0,0,3,3,7,12,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,3,1,0,0,0,4,0,0,1,5,0,17,0,0,1,0,20,0,0,0,0,0,0
2023-08-01T17,165,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,14,0,0,0,0,0,35,0,0,0,0,0,5,1,7,14,0,0,1,0,1,0,1,0,2,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,5,0,18,0,1,0,1,25,0,0,0,0,0,0
2023-08-01T18,199,3,0,1,2,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,15,2,0,0,0,0,51,0,0,0,0,0,1,0,4,17,0,0,0,0,1,0,3,0,2,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,6,0,11,0,3,0,0,30,0,0,0,0,1,0
2023-08-01T19,149,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,11,2,0,0,0,0,33,0,1,0,0,0,3,0,8,15,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,4,0,0,1,0,3,0,0,0,5,0,7,0,0,0,0,20,0,0,0,0,0,1
2023-08-01T20,169,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,12,0,0,0,0,0,24,0,0,0,0,0,1,0,11,10,0,0,0,0,0,0,1,0,0,1,0,0,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,5,0,6,0,1,0,0,46,0,0,0,1,0,0
2023-08-01T21,140,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,13,2,0,0,0,0,10,0,0,0,0,0,1,0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,2,1,0,0,0,4,0,0,0,5,0,3,0,1,0,0,45,0,0,0,0,0,0
2023-08-01T22,90,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,1,0,0,0,0,7,0,0,0,0,0,2,0,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,5,0,3,0,0,0,0,19,0,0,0,0,0,0
2023-08-01T23,103,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,47,0,0,0,1,0,0
2023-08-02T00,82,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,1,0,0,2,0,0,0,0,0,6,0,0,2,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,0,0,2,37,0,0,0,0,0,0
2023-08-02T01,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,3,1,0,1,5,0,4,0,3,1,0,35,0,0,0,0,0,0
2023-08-02T02,60,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,2,28,0,0,0,0,0,0
2023-08-02T03,62,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1,1,0,0,0,0,26,0,0,0,0,0,0
2023-08-02T04,58,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,2,0,1,1,1,18,0,0,0,0,0,0
2023-08-02T05,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,6,0,4,0,1,0,0,25,0,0,0,0,0,0
2023-08-02T06,69,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,22,0,0,0,0,0,0
2023-08-02T07,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,5,0,5,0,0,1,1,19,0,0,0,0,0,0
2023-08-02T08,66,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,12,0,0,0,0,1,6,0,0,0,0,0,1,1,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,5,0,1,0,0,0,0,11,0,0,0,0,0,0
2023-08-02T09,74,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,8,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,5,0,2,0,1,1,1,13,0,0,0,0,0,0
2023-08-02T10,62,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,1,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,2,0,0,0,5,0,1,0,0,0,1,9,0,0,0,1,0,0
2023-08-02T11,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,7,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,2,0,0,1,0,1,0,0,0,6,0,1,0,0,0,0,12,1,0,0,0,0,0
2023-08-02T12,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,10,0,4,0,0,1,1,14,0,0,0,0,0,0
2023-08-02T13,102,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,1,0,4,7,0,0,0,0,6,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,5,0,6,0,0,4,0,19,0,0,0,0,0,0
2023-08-02T14,101,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,15,1,0,0,0,0,12,1,0,0,0,0,1,0,6,4,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,9,0,0,3,1,22,0,0,0,0,0,0
2023-08-02T15,135,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,16,1,1,0,0,0,18,0,0,0,0,0,1,1,7,11,0,0,0,0,1,0,1,0,0,0,0,1,1,11,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,1,0,3,0,0,0,5,0,14,0,0,4,0,17,0,0,0,0,0,0
2023-08-02T16,123,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,4,1,0,0,0,0,29,1,0,0,0,0,1,1,11,9,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,13,0,0,3,1,16,0,0,0,0,0,0
2023-08-02T17,139,2,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,30,0,0,0,0,0,1,0,6,13,0,0,0,0,1,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,1,0,1,1,0,1,0,4,0,0,1,5,0,17,0,0,2,1,12,0,0,0,0,0,0
2023-08-02T18,159,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,5,3,0,0,3,1,0,0,0,0,33,0,0,0,0,0,2,0,7,20,0,0,0,0,2,0,2,0,0,1,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,4,2,0,1,0,1,0,0,1,5,0,13,0,0,1,1,11,0,0,0,0,0,0
2023-08-02T19,139,2,0,0,1,0,0,0,0,0,2,0,0,0,2,0,3,3,0,0,3,1,0,0,0,0,29,0,0,0,0,0,3,0,8,16,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,1,0,0,0,3,1,0,0,0,4,0,0,0,5,0,8,0,0,1,1,10,0,0,0,0,0,0
2023-08-02T20,131,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,4,2,0,0,0,0,18,0,0,0,0,0,2,1,9,10,0,0,0,0,0,0,1,0,0,1,1,0,0,12,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,4,1,0,0,0,1,0,0,3,5,0,9,0,0,1,1,15,0,0,0,1,0,0
2023-08-02T21,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,1,0,10,0,0,0,0,0,2,0,6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,1,4,0,0,0,3,0,0,1,5,0,6,0,0,2,2,23,0,0,0,1,0,0
2023-08-02T22,95,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,4,3,0,0,0,0,7,1,0,0,0,0,3,0,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,5,0,5,0,1,1,0,20,0,0,0,1,0,0
2023-08-02T23,90,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,4,0,0,0,0,0,6,1,0,0,0,0,2,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,5,0,4,0,0,1,1,33,0,0,0,1,0,0
2023-08-03T00,81,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6,0,4,0,0,0,0,1,4,0,0,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,1,0,31,0,0,0,1,0,0
2023-08-03T01,69,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,1,0,0,0,0,3,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,5,0,1,0,0,2,0,29,0,0,0,0,0,0
2023-08-03T02,71,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,5,0,2,0,0,1,1,38,0,0,0,0,0,0
2023-08-03T03,82,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,5,0,1,0,1,1,0,45,0,0,0,0,0,0
2023-08-03T04,57,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,2,20,0,0,0,0,0,0
2023-08-03T05,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,6,0,0,0,0,1,0,19,0,0,0,0,0,0
2023-08-03T06,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,6,0,0,0,0,1,2,20,0,0,0,0,0,0
2023-08-03T07,96,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,3,0,0,0,18,0,0,0,0,1,8,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,1,6,0,0,0,0,2,1,31,0,0,0,0,0,0
2023-08-03T08,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,0,0,0,0,1,8,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,1,6,0,0,0,0,3,1,20,0,0,0,0,1,0
2023-08-03T09,79,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,1,7,0,1,0,0,3,1,11,0,0,0,0,0,0
2023-08-03T10,75,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,1,0,0,0,0,1,0,4,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,7,0,6,0,0,3,0,11,0,0,0,0,0,0
2023-08-03T11,78,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,6,0,0,0,1,0,0,0,0,3,0,0,0,0,8,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,2,0,4,1,0,0,0,1,0,0,1,8,0,5,0,0,1,1,11,0,0,0,0,0,0
2023-08-03T12,94,3,0,2,0,2,0,0,0,0,1,0,0,0,2,0,3,0,0,0,2,1,0,0,0,0,9,0,0,0,0,0,1,0,2,2,0,0,0,0,10,0,0,0,0,1,0,0,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,14,0,6,0,0,1,1,14,0,0,0,0,0,0
2023-08-03T13,145,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,6,0,0,0,0,0,14,2,0,0,0,0,2,2,3,4,0,0,0,0,22,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,1,0,0,1,0,2,0,0,0,13,0,8,0,0,3,0,35,0,0,0,1,0,0
2023-08-03T14,124,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,18,0,0,0,0,0,2,2,3,6,0,0,0,0,8,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,2,8,0,14,0,0,6,1,23,0,0,0,1,1,0
2023-08-03T15,112,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,4,0,0,0,0,1,18,0,0,0,0,0,1,0,5,5,0,0,0,0,4,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,1,0,0,0,2,0,0,2,6,0,17,0,0,1,0,20,0,0,0,0,0,0
2023-08-03T16,120,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,0,0,0,0,0,18,0,0,0,0,0,1,0,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,3,1,0,0,0,4,0,0,1,5,0,16,0,0,0,1,12,0,0,0,0,1,0
