bucket,total,--,AE,AM,AO,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,ES,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KG,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MD,ME,MK,MM,MN,MO,MW,MX,MY,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SE,SG,SK,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA
2023-12-19T06,85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,8,0,0,0,1,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,3,0,0,1,0,1,31,0,0,0,1,0
2023-12-19T07,58,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,4,0,0,0,0,7,0,0,0,0,5,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,3,1,0,5,0,1,0,0,0,0,0,14,0,0,0,0,0
2023-12-19T08,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0
2023-12-19T09,70,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,9,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,3,0,1,0,0,0,1,0,1,0,1,5,0,1,0,0,1,0,0,17,0,0,0,0,0
2023-12-19T10,86,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,16,0,1,0,0,10,0,0,0,0,0,2,0,1,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0,0,0,1,0,0,0,3,1,2,5,0,0,0,0,1,0,0,18,0,0,0,0,0
2023-12-19T11,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,0,1,0,0,5,1,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,5,0,1,0,0,6,0,0,15,0,0,1,1,1
2023-12-19T12,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,24,0,0,0,0,5,2,0,0,0,0,1,0,3,5,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,1,0,4,0,2,6,0,11,0,0,3,0,0,6,0,0,1,1,1
2023-12-19T13,123,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,1,0,1,3,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2,7,0,15,0,0,0,0,0,15,0,0,0,2,0
2023-12-19T14,160,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,31,0,0,0,0,17,1,0,0,0,0,0,0,2,6,0,0,0,0,8,0,0,2,0,0,2,0,0,6,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,2,0,1,0,0,0,0,0,4,0,1,7,0,10,0,0,2,0,0,27,0,0,0,2,1
2023-12-19T15,142,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,3,1,0,0,0,20,0,0,0,0,12,4,0,0,0,0,1,1,8,5,0,0,0,0,4,0,0,1,0,0,2,0,0,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,1,0,2,0,0,0,1,1,6,0,1,5,0,18,0,1,1,0,0,18,0,0,0,0,0
2023-12-19T16,121,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,15,0,0,0,0,16,1,0,0,0,0,4,0,9,3,0,0,0,0,2,0,0,2,0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,3,0,0,0,0,0,3,0,2,5,0,13,0,0,0,0,0,13,0,0,0,0,0
2023-12-19T17,189,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,8,0,0,0,1,33,1,0,0,0,2,1,0,13,9,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,1,0,2,0,1,0,3,0,2,0,4,5,0,10,0,0,0,0,0,53,0,0,0,1,0
2023-12-19T18,169,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,57,0,0,0,0,0,5,0,10,9,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,2,0,1,0,1,0,2,0,3,5,0,10,0,0,0,0,0,28,0,0,0,0,0
2023-12-19T19,165,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,6,1,0,0,0,5,0,0,0,0,51,0,0,0,0,0,2,0,6,15,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,1,0,0,1,2,0,1,0,1,0,1,0,3,5,0,5,0,0,1,0,0,26,0,0,1,0,0
2023-12-19T20,153,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,3,0,0,0,0,38,0,0,0,0,0,2,0,13,7,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,1,1,0,2,0,1,0,4,0,3,5,0,1,0,1,1,0,0,28,0,0,1,1,1
2023-12-19T21,144,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10,1,0,0,0,6,0,0,0,0,29,0,0,0,0,0,2,0,11,12,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,5,0,0,0,1,0,0,0,28,0,0,0,0,0
2023-12-19T22,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,21,0,0,0,0,0,1,0,13,7,0,0,0,0,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,2,0,1,0,1,0,5,1,0,5,0,2,0,1,0,0,0,23,0,0,0,0,0
2023-12-19T23,119,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,1,0,4,7,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0,1,0,0,0,1,0,3,0,2,0,1,5,0,0,0,0,0,0,0,37,0,0,0,0,1
2023-12-20T00,138,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,16,1,0,0,0,10,0,0,1,0,7,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,1,0,1,0,1,0,1,2,0,5,1,0,0,0,0,0,0,45,0,0,0,0,0
2023-12-20T01,74,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,3,0,0,0,0,0,26,0,0,0,0,0
2023-12-20T02,89,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,11,1,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,5,0,1,0,0,1,0,0,36,0,0,0,1,0
2023-12-20T03,90,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,5,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,7,1,1,0,0,0,0,0,38,0,0,0,1,0
2023-12-20T04,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,7,0,2,0,0,2,0,0,28,0,0,0,0,0
2023-12-20T05,57,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,23,0,0,0,0,0
2023-12-20T06,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,3,0,0,5,0,2,0,0,1,0,0,22,0,1,0,1,0
2023-12-20T07,74,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,2,0,0,0,1,0,1,0,0,5,0,2,0,0,1,0,0,26,0,1,0,0,0
2023-12-20T08,89,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,2,0,0,0,0,3,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,0,1,0,1,0,2,1,1,5,0,1,1,0,2,1,0,24,0,0,0,0,0
2023-12-20T09,89,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,4,0,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,6,0,1,1,0,0,0,0,17,0,0,0,4,1
2023-12-20T10,78,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,5,0,0,0,0,9,1,0,0,0,0,1,0,7,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,5,0,0,0,0,0,0,0,24,0,0,0,0,0
2023-12-20T11,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,5,0,3,0,0,2,0,0,25,0,0,0,0,0
2023-12-20T12,106,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,7,0,0,0,0,12,1,0,0,0,0,2,0,3,5,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,1,0,2,0,0,12,0,9,0,0,4,0,0,21,0,0,0,0,0
2023-12-20T13,112,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,10,0,0,0,0,13,1,0,0,0,0,1,0,4,4,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,2,0,0,0,1,0,2,1,1,6,0,13,0,0,2,0,0,24,0,0,0,1,0
2023-12-20T14,108,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,7,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,6,5,0,0,0,0,4,0,0,3,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,6,0,15,0,0,2,0,0,19,0,0,0,0,0
2023-12-20T15,124,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,3,0,6,0,0,7,0,11,0,0,5,0,0,21,0,0,0,1,0
2023-12-20T16,150,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,7,0,0,0,0,23,0,0,0,0,0,1,1,11,3,0,0,0,0,5,0,0,1,0,0,1,0,0,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,1,0,1,0,0,0,0,0,2,0,3,0,3,7,0,12,0,0,2,0,0,30,0,0,0,3,0
2023-12-20T17,149,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,2,0,0,0,4,0,0,0,0,29,0,0,0,0,0,4,0,9,8,0,0,0,0,1,0,0,1,0,0,2,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,1,0,2,0,1,0,2,0,3,7,0,12,0,0,3,0,0,18,0,0,0,2,1
2023-12-20T18,177,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,7,1,0,0,0,7,0,0,0,0,34,0,0,0,0,0,5,0,9,11,0,0,0,0,2,1,0,0,0,0,1,0,0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,4,1,2,0,1,0,1,0,6,5,0,7,0,0,3,0,0,26,0,0,0,0,0
2023-12-20T19,165,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,3,0,3,3,0,0,0,6,0,0,0,0,30,0,0,0,0,0,3,0,9,16,0,0,0,0,3,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,2,1,2,0,1,0,2,0,7,5,0,8,0,0,0,0,0,24,0,0,0,1,2
2023-12-20T20,161,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,12,1,0,0,0,9,0,0,0,0,28,0,0,0,0,0,2,0,15,14,0,0,0,0,3,1,0,1,0,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,0,2,0,1,0,2,0,1,0,3,5,0,3,0,0,0,0,0,22,0,0,0,0,0
2023-12-20T21,157,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,6,2,0,0,0,7,1,0,0,0,34,0,0,0,0,0,1,0,9,16,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,4,0,1,0,2,0,3,0,0,6,0,3,0,0,1,0,0,31,0,0,0,0,0
2023-12-20T22,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,0,0,0,7,0,0,0,0,22,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,3,0,2,0,1,0,1,1,1,6,0,1,0,0,0,0,0,15,0,0,0,1,1
2023-12-20T23,102,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,6,2,1,0,0,11,0,0,0,0,8,0,0,0,0,0,1,0,5,11,0,0,0,0,1,0,0,0,0,0,0,0,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,2,0,1,6,1,2,0,0,1,0,0,17,0,0,0,0,1
2023-12-21T00,98,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,7,0,0,0,0,8,0,0,0,0,0,2,0,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,5,1,3,0,0,0,0,0,27,0,0,0,0,1
2023-12-21T01,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,2,0,4,1,0,5,0,0,0,0,0,0,0,28,0,0,0,0,0
2023-12-21T02,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,6,0,1,0,0,0,0,0,28,0,0,0,0,0
2023-12-21T03,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,1,0,10,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,1,0,5,0,0,0,0,0,0,0,40,0,0,0,0,0
2023-12-21T04,86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,43,0,0,0,1,0
2023-12-21T05,56,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,23,0,0,0,2,0
2023-12-21T06,85,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,1,0,1,3,0,0,0,0,5,0,0,2,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,2,0,1,0,0,0,0,0,4,0,0,6,0,1,0,0,0,0,0,19,0,0,0,1,0
2023-12-21T07,95,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,5,0,2,0,0,0,0,0,44,0,1,0,1,0
2023-12-21T08,89,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,3,0,1,0,0,0,3,0,1,9,0,2,0,0,1,0,0,23,0,0,0,0,0
2023-12-21T09,90,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,2,0,5,7,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,4,0,0,0,0,0,3,0,0,6,0,0,0,0,2,0,0,24,0,0,0,0,0
2023-12-21T10,90,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,21,0,0,0,0,12,0,0,1,0,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,1,0,3,0,0,6,0,4,0,0,3,0,0,15,0,0,0,0,0
2023-12-21T11,106,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,21,0,0,0,0,10,0,0,0,0,0,0,0,6,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,4,0,0,0,0,0,4,0,0,9,0,7,0,0,4,1,0,13,0,0,0,0,0
2023-12-21T12,112,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,18,0,0,0,0,8,0,0,0,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,10,0,13,0,0,4,1,0,21,0,0,0,0,0
2023-12-21T13,123,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,2,1,0,0,0,15,0,0,0,0,8,0,0,0,0,0,2,0,5,3,0,0,0,0,4,0,2,0,0,1,0,0,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,2,0,3,0,2,11,0,13,0,0,9,0,0,16,0,0,0,0,0
2023-12-21T14,118,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,17,0,0,0,0,8,1,0,0,0,0,0,0,2,7,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,9,0,10,0,0,11,0,0,21,0,0,0,0,0
2023-12-21T15,133,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,1,0,6,4,0,0,0,0,5,0,1,0,0,0,1,1,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,3,0,0,0,1,0,1,0,2,0,0,5,0,13,0,0,6,0,0,21,0,0,0,0,0
2023-12-21T16,143,1,4,0,0,1,1,0,0,0,0,1,0,2,0,0,3,0,3,1,0,0,0,5,0,0,0,0,26,0,0,0,0,0,1,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,2,0,3,0,1,0,2,0,4,0,2,5,0,13,0,1,4,0,0,16,0,0,0,0,0
2023-12-21T17,162,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,33,0,0,1,0,0,1,0,15,9,0,0,0,0,2,0,1,0,0,0,1,0,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,3,0,2,0,1,0,3,0,1,5,0,15,0,1,2,0,0,22,1,0,0,0,0
2023-12-21T18,157,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,4,0,0,0,0,35,0,0,0,0,0,2,2,15,12,0,0,0,0,2,0,0,0,0,0,0,0,0,12,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,6,0,6,0,0,0,0,0,28,0,0,0,0,0
2023-12-21T19,170,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,6,1,0,1,0,4,0,0,0,0,38,0,0,0,0,0,2,0,8,17,0,0,0,0,4,0,1,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,2,0,1,0,1,0,4,0,3,5,0,7,0,0,2,0,0,27,0,0,0,0,0
2023-12-21T20,153,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,3,1,0,0,0,4,0,0,0,0,33,0,0,0,0,0,3,0,13,12,0,0,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,2,0,2,0,1,0,1,0,4,0,4,5,0,4,0,0,0,0,0,23,0,0,0,0,0
