bucket,total,--,AD,AE,AL,AM,AR,AT,AU,BA,BB,BD,BE,BG,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EG,ES,ET,FI,FJ,FR,GB,GE,GM,GR,GT,HK,HN,HR,HT,HU,ID,IE,IL,IM,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KZ,LA,LB,LK,LT,LV,MA,MD,MK,MM,MN,MO,MU,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SE,SG,SI,SK,SN,SV,TH,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-10-12T17,217,3,0,1,0,1,0,0,1,0,0,0,2,0,0,3,0,9,0,0,0,3,0,0,0,43,0,0,0,0,0,4,0,1,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,24,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,3,0,0,0,0,2,0,3,1,4,10,0,0,0,0,14,0,2,0,3,0,0,0,24,0,0,0,1,0,0
2023-10-12T18,230,2,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,8,1,0,0,2,0,0,0,55,0,0,0,0,0,5,0,0,0,5,34,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,18,4,0,0,0,4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,17,1,0,0,0,0,0,0,3,0,0,1,0,4,0,3,0,1,9,0,0,0,0,15,0,2,0,2,0,0,0,20,0,0,0,0,0,1
2023-10-12T19,175,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,7,2,0,0,4,0,0,0,34,0,0,0,0,0,2,0,1,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,5,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,6,0,0,0,0,8,0,2,0,2,0,1,0,16,0,0,0,0,0,1
2023-10-12T20,216,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,8,1,0,0,9,0,1,0,28,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,21,14,0,0,0,8,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,1,2,11,0,1,0,0,4,0,1,0,2,0,0,0,53,0,0,0,0,0,0
2023-10-12T21,179,1,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,7,1,0,0,9,0,0,0,9,0,0,0,0,0,1,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,15,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,1,5,0,0,0,0,5,0,0,0,1,0,0,0,53,0,0,0,0,0,0
2023-10-12T22,122,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,5,0,0,0,9,0,0,0,0,0,1,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,5,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,1,5,0,0,0,0,2,0,0,0,1,0,0,0,26,0,0,0,0,0,0
2023-10-12T23,136,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,21,0,1,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,10,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,47,0,0,0,0,0,0
2023-10-13T00,126,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,16,0,2,0,4,1,0,0,6,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,59,0,0,0,2,0,0
2023-10-13T01,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,3,2,0,0,4,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,6,0,0,0,0,1,0,0,0,3,0,0,0,43,0,0,0,1,0,0
2023-10-13T02,91,5,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,7,0,0,0,10,1,0,1,8,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,2,0,0,0,1,0,1,0,19,0,0,0,1,1,0
2023-10-13T03,74,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,1,0,26,0,0,0,4,0,0
2023-10-13T04,82,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8,1,0,0,11,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,27,0,0,0,4,0,0
2023-10-13T05,76,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,15,0,0,0,3,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,22,0,0,0,0,0,0
2023-10-13T06,76,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,23,0,1,0,0,0,0
2023-10-13T07,84,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,3,0,0,0,0,0,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,3,0,2,1,0,5,0,0,0,0,2,0,0,0,2,0,0,0,20,0,0,0,0,0,0
2023-10-13T08,73,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,6,0,0,0,0,0,2,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,0,0,0,0,4,0,1,0,2,0,0,0,9,0,0,0,0,0,0
2023-10-13T09,78,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,1,5,0,0,0,0,4,0,1,0,1,0,0,0,9,0,0,1,0,0,0
2023-10-13T10,97,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,1,0,0,9,2,0,0,9,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,5,0,0,0,0,4,0,0,0,1,0,0,0,25,0,0,1,0,0,0
2023-10-13T11,83,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,2,9,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,7,0,0,0,0,1,1,0,0,2,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,6,0,0,0,16,0,0,0,0,0,0
2023-10-13T12,109,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,3,1,0,0,6,2,0,1,14,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,0,1,6,0,0,0,0,4,0,0,0,4,0,0,0,28,0,1,1,0,1,0
2023-10-13T13,100,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,3,1,0,1,15,0,0,0,0,0,1,0,1,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,9,0,0,0,0,10,0,0,0,4,0,0,0,20,0,1,1,0,0,0
2023-10-13T14,115,3,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,7,1,0,0,13,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,3,6,0,0,0,0,11,0,0,0,3,0,0,0,24,0,0,0,0,0,0
2023-10-13T15,140,1,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,3,1,0,0,6,2,0,0,16,0,0,0,0,0,2,0,0,0,5,4,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,1,0,8,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,1,0,0,1,0,3,0,0,2,0,1,0,3,0,1,5,0,0,0,0,12,0,0,0,6,0,0,0,26,0,0,0,0,0,0
2023-10-13T16,140,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,17,0,0,0,0,0,2,0,0,0,12,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,1,0,3,0,2,6,0,0,0,0,17,2,0,0,4,0,2,0,25,0,0,0,0,0,0
2023-10-13T17,172,3,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,3,2,0,0,4,0,0,1,37,2,0,0,0,0,5,0,0,0,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,3,7,0,0,0,0,12,1,0,0,1,0,0,0,30,0,0,0,0,0,0
2023-10-13T18,185,1,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,7,0,0,0,37,0,0,0,0,1,4,0,0,0,9,11,0,0,0,0,4,0,0,1,0,1,1,0,0,1,0,0,0,11,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,2,7,0,0,0,0,13,0,0,0,1,0,0,0,25,0,0,0,0,0,0
2023-10-13T19,166,2,0,0,0,0,3,0,0,0,1,0,2,2,0,0,0,5,0,1,0,5,0,0,0,31,0,0,0,0,0,3,0,0,0,10,12,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,17,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,2,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,8,0,1,0,1,0,0,0,23,0,0,0,0,0,0
2023-10-13T20,162,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,7,1,1,0,5,0,0,0,25,0,1,0,0,0,1,0,0,0,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,20,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,2,0,0,0,0,0,0,3,0,0,1,0,0,0,5,1,0,6,0,0,0,0,7,0,1,0,1,0,0,0,21,0,0,0,1,0,0
2023-10-13T21,122,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,8,0,0,0,4,0,0,0,17,0,1,0,0,0,2,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,5,0,0,0,0,3,0,1,0,1,0,0,0,20,0,0,0,0,0,0
2023-10-13T22,136,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,11,2,0,0,14,1,0,0,0,0,1,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,1,1,5,0,0,0,0,2,0,3,0,3,0,0,0,18,0,0,0,0,0,0
2023-10-13T23,129,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,12,1,0,0,17,3,0,0,8,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,1,6,0,1,0,1,0,0,2,0,1,0,0,0,27,0,0,0,0,1,0
2023-10-14T00,101,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,13,2,0,0,8,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,2,0,1,0,30,0,0,1,0,0,0
2023-10-14T01,107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,0,0,0,0,0,0,0,0,4,0,0,0,36,0,0,0,0,0,0
2023-10-14T02,89,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,8,0,0,0,0,1,0,0,0,1,0,0,0,25,0,0,0,0,0,0
2023-10-14T03,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,5,0,0,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,0,0
2023-10-14T04,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,24,0,0,0,0,0,0
2023-10-14T05,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,5,0,0,0,0,1,0,1,0,1,0,0,0,30,0,0,0,0,0,0
2023-10-14T06,77,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,4,0,0,0,7,0,0,0,4,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0
2023-10-14T07,102,3,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,4,0,0,0,9,0,0,0,13,1,0,0,0,0,1,0,0,0,2,4,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,0,3,0,1,7,0,0,1,0,1,0,0,0,2,0,0,0,19,0,0,0,0,0,0
2023-10-14T08,81,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,4,0,0,0,6,0,0,0,10,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,2,0,5,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,18,0,0,0,0,0,0
2023-10-14T09,80,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,4,5,0,0,1,0,3,0,0,0,2,0,0,0,13,0,0,0,0,0,0
2023-10-14T10,97,3,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,2,1,0,0,11,0,0,0,8,0,0,0,0,0,1,0,0,0,6,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0
2023-10-14T11,111,2,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,9,0,0,0,0,0,2,0,0,0,4,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,1,0,0,0,5,0,0,5,0,0,0,0,2,0,0,0,4,0,0,0,16,0,0,0,0,0,0
2023-10-14T12,121,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,14,1,0,0,10,0,0,0,0,0,1,0,0,0,6,6,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,0,0,1,0,6,0,1,5,0,0,0,0,2,0,0,0,10,0,0,0,21,0,0,0,0,1,0
2023-10-14T13,117,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,11,1,0,0,0,0,0,0,0,0,7,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,2,0,0,0,0,1,0,3,0,1,5,0,0,0,0,6,0,0,0,6,0,0,0,12,0,0,0,0,0,0
2023-10-14T14,141,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,19,0,0,0,11,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,8,0,0,0,0,0,2,0,1,0,0,1,0,1,1,3,0,0,5,0,0,0,0,15,0,0,0,5,0,0,0,23,0,0,0,0,0,0
2023-10-14T15,165,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,15,0,0,0,16,0,1,0,0,0,1,0,0,0,7,12,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,4,0,0,2,0,0,0,1,0,2,6,0,0,0,0,10,0,1,0,4,0,0,0,39,0,0,0,0,0,0
2023-10-14T16,168,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,12,0,0,0,20,0,1,0,0,0,2,0,3,0,12,10,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,13,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,5,0,0,2,0,0,1,2,1,3,6,0,0,0,0,13,0,1,0,4,0,0,0,24,0,0,0,2,0,0
2023-10-14T17,144,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,0,0,6,0,0,0,27,0,0,0,0,0,1,0,0,0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,2,6,0,0,0,0,15,0,0,0,4,0,0,0,24,0,0,0,2,0,0
2023-10-14T18,151,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,1,0,0,5,0,0,0,30,0,0,0,0,0,3,0,0,0,4,9,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,14,2,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,1,5,0,0,0,0,12,0,0,0,2,0,1,0,23,0,0,0,1,0,0
2023-10-14T19,147,4,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,8,1,0,0,4,0,0,0,23,0,0,0,0,0,1,0,0,0,8,14,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,10,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,15,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,5,0,0,0,0,9,0,0,0,1,0,0,0,22,0,0,0,0,0,0
2023-10-14T20,174,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,8,0,0,1,25,0,0,1,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,12,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,14,0,0,0,0,0,0,0,2,0,0,2,0,1,0,3,1,2,7,0,0,0,0,10,0,1,0,2,0,2,0,35,0,0,1,1,0,0
2023-10-14T21,158,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,14,1,0,0,3,0,0,0,15,0,0,2,0,0,0,0,2,0,6,11,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,19,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,5,0,0,0,0,12,0,0,0,1,0,1,0,30,0,0,1,0,0,0
2023-10-14T22,123,3,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,5,1,0,0,10,0,0,0,12,0,0,0,0,0,2,0,2,0,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,6,0,0,0,0,6,0,0,0,2,0,0,0,23,0,0,0,0,0,0
2023-10-14T23,109,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,9,0,1,0,13,0,0,0,0,0,3,0,0,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,6,0,0,0,0,0,0,0,0,3,0,0,0,26,0,0,0,0,0,0
