bucket,total,--,AE,AL,AO,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FJ,FR,GB,GE,GH,GQ,GR,HK,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KY,KZ,LA,LB,LK,LT,LU,LV,MA,MK,MM,MO,MR,MW,MX,MY,NE,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SY,TH,TN,TR,TW,UA,UG,US,UZ,VE,VN,XK,ZA
2023-08-17T18,170,2,0,0,0,2,0,0,0,0,2,1,0,7,0,3,0,0,1,0,5,0,0,0,0,35,0,1,0,0,1,0,2,0,0,0,5,26,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,4,6,0,0,0,8,0,0,2,0,0,23,0,0,0,0,0
2023-08-17T19,166,3,0,0,0,1,0,0,0,0,1,0,0,2,0,5,0,0,0,0,5,0,0,0,0,27,0,0,0,0,0,0,2,0,1,0,7,26,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,1,5,0,0,0,0,1,0,1,0,0,0,3,5,0,0,0,2,0,0,2,0,0,28,0,0,1,0,0
2023-08-17T20,139,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,15,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,5,15,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,4,0,0,1,0,0,19,0,1,1,0,0
2023-08-17T21,117,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,1,0,4,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,9,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,4,0,0,1,0,0,0,1,0,0,1,2,5,0,0,0,1,0,0,2,0,0,24,0,0,0,0,0
2023-08-17T22,105,3,0,0,0,2,0,0,0,0,0,0,0,2,0,5,1,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0
2023-08-17T23,112,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,18,0,0,1,0,7,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,39,0,0,0,0,1
2023-08-18T00,119,4,0,0,0,3,0,0,0,0,1,0,0,3,0,7,0,0,0,0,18,0,1,0,0,7,0,0,0,2,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,3,0,0,43,0,0,0,0,0
2023-08-18T01,113,2,0,0,0,2,0,0,0,0,0,1,0,2,0,9,0,0,0,0,17,0,0,0,0,6,0,0,0,2,0,1,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,1,0,0,47,0,0,0,0,0
2023-08-18T02,81,4,0,0,0,1,0,1,0,0,0,0,0,2,0,4,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,2,0,0,1,0,0,31,0,0,0,0,0
2023-08-18T03,77,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,34,0,0,0,0,0
2023-08-18T04,58,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,2,0,0,25,0,0,0,0,0
2023-08-18T05,75,4,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,28,0,0,1,0,0
2023-08-18T06,55,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,20,0,0,0,0,1
2023-08-18T07,75,3,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1,0,0,2,0,0,27,0,0,0,0,0
2023-08-18T08,78,4,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,1,0,0,2,1,0,16,1,0,0,0,0
2023-08-18T09,77,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,5,0,0,0,2,0,0,1,0,0,17,1,0,0,0,0
2023-08-18T10,65,3,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,0,6,1,0,0,0,0,0,1,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,2,0,0,13,0,0,0,0,0
2023-08-18T11,97,1,0,0,0,0,2,3,0,0,1,1,0,0,0,0,1,0,0,0,12,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,7,5,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1,0,0,5,0,0,16,0,0,1,0,0
2023-08-18T12,83,3,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,1,7,0,0,0,1,0,0,1,0,0,17,0,0,1,0,0
2023-08-18T13,103,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,9,5,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,4,0,0,0,0,1,0,1,0,2,0,0,0,0,6,0,0,0,2,0,0,3,0,0,23,0,0,0,0,0
2023-08-18T14,107,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,7,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,1,0,0,1,0,4,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,7,0,0,4,0,0,23,0,0,0,0,0
2023-08-18T15,115,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,16,0,0,6,0,0,19,0,0,0,0,0
2023-08-18T16,125,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,16,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,7,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,1,0,4,0,0,0,0,0,0,3,0,0,0,2,6,0,0,0,14,0,0,1,0,0,22,0,0,1,0,0
2023-08-18T17,137,2,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,17,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,9,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,18,0,1,2,1,0,15,0,0,0,0,0
2023-08-18T18,172,2,0,0,0,1,0,0,0,0,3,0,0,2,0,5,1,0,1,0,22,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,16,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,5,0,0,0,4,0,1,4,1,0,23,0,0,0,0,0
2023-08-18T19,149,2,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,15,0,0,0,0,23,0,0,0,0,0,0,2,0,0,0,11,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,4,0,0,2,1,0,24,0,0,0,0,0
2023-08-18T20,166,2,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,22,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,21,2,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,6,6,0,0,0,2,0,2,2,0,0,24,0,0,3,0,0
2023-08-18T21,140,3,0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,21,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,11,1,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,2,0,2,1,1,0,21,0,0,3,0,0
2023-08-18T22,109,3,0,0,0,1,0,0,0,0,1,0,0,2,0,3,2,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,9,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,1,0,0,22,0,0,0,0,0
2023-08-18T23,94,3,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,28,0,1,1,0,0
2023-08-19T00,76,3,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0
2023-08-19T01,84,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,1,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,2,0,0,28,0,0,0,0,0
2023-08-19T02,111,3,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,1,2,0,0,49,0,0,0,0,1
2023-08-19T03,66,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,3,0,0,26,0,0,0,0,1
2023-08-19T04,90,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,50,0,0,0,0,0
2023-08-19T05,60,2,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,2,0,0,1,0,0,23,0,0,1,0,0
2023-08-19T06,79,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,7,1,0,22,0,0,1,0,0
2023-08-19T07,61,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,0,4,0,0,14,0,0,0,0,0
2023-08-19T08,67,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3,0,0,0,0,1,0,2,0,0,1,0,5,0,0,0,3,0,0,1,1,0,13,0,0,0,0,0
2023-08-19T09,67,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,3,1,0,0,2,6,0,0,0,1,0,1,2,0,0,13,0,0,1,0,0
2023-08-19T10,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,5,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0
2023-08-19T11,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,1,8,0,0,0,1,0,0,3,0,0,23,0,0,1,0,0
2023-08-19T12,108,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,16,0,0,0,1,11,0,0,0,0,0,0,1,0,0,0,6,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,1,0,0,1,0,3,0,0,0,1,8,0,0,0,2,0,1,4,0,1,22,0,0,1,0,0
2023-08-19T13,134,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,18,0,0,0,1,11,1,0,0,0,0,0,0,0,1,0,7,5,0,0,0,0,10,0,0,0,1,0,0,2,0,0,0,5,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,9,0,0,4,1,1,23,0,0,1,0,0
2023-08-19T14,130,4,0,0,0,1,0,0,0,1,0,0,0,2,0,2,2,0,1,0,14,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,9,0,0,0,1,0,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,4,0,1,0,0,0,0,1,1,2,0,0,0,0,5,0,0,0,11,0,0,6,1,0,17,0,0,0,0,0
2023-08-19T15,106,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,10,0,0,3,0,0,23,0,0,0,0,0
2023-08-19T16,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,14,0,0,0,0,14,0,0,0,0,0,0,2,0,2,0,6,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,8,0,1,4,0,0,23,0,0,0,0,1
2023-08-19T17,116,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,8,0,0,2,0,0,22,0,0,0,0,0
2023-08-19T18,118,2,0,0,0,0,0,1,0,0,1,0,0,2,0,3,0,0,0,0,12,1,0,0,0,24,0,0,0,0,1,0,3,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,4,0,0,2,0,0,22,0,0,0,0,0
2023-08-19T19,128,2,0,0,0,0,0,0,0,0,2,0,0,6,0,5,1,0,0,0,12,1,0,0,0,22,0,0,0,0,1,0,2,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,5,0,0,0,3,0,1,1,0,0,17,0,0,0,0,0
2023-08-19T20,135,2,1,0,0,1,0,0,0,0,1,0,0,7,0,2,1,0,0,0,15,0,0,0,0,23,0,0,0,0,0,0,3,0,2,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,7,0,0,0,6,0,2,1,2,0,22,0,0,0,0,0
2023-08-19T21,117,2,0,0,0,1,0,0,0,0,1,0,0,3,0,2,1,0,0,0,9,0,0,0,2,20,0,0,0,0,0,0,1,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,8,0,0,0,2,0,1,1,0,0,20,0,0,1,0,0
2023-08-19T22,117,3,1,0,0,2,0,0,0,0,0,0,0,4,0,6,1,0,0,0,6,0,0,0,2,14,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,9,3,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,6,0,0,0,1,0,0,1,0,0,22,0,0,0,0,0
2023-08-19T23,92,3,2,0,0,0,0,1,0,0,0,0,0,1,0,5,2,0,1,0,3,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,3,8,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,3,0,0,1,0,0,22,0,0,0,0,0
