bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BW,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EG,ES,ET,FI,FR,GB,GE,GH,GM,GP,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MD,ME,MK,MM,MN,MU,MX,MY,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PT,PY,QA,RO,RS,RU,RW,SD,SE,SG,SI,SK,TH,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-10-16T23,113,2,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,5,1,0,0,0,11,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,1,0,0,0,34,0,0,1,4,0,0
2023-10-17T00,96,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,42,0,0,0,3,1,0
2023-10-17T01,108,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,2,0,0,0,45,0,0,0,1,0,0
2023-10-17T02,161,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,9,1,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,1,0,0,0,85,0,0,0,1,0,0
2023-10-17T03,140,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,1,0,1,0,7,0,0,0,0,3,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,1,0,0,0,74,0,0,0,2,0,0
2023-10-17T04,113,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,0,0,0,17,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,6,0,0,0,0,1,0,1,0,0,0,52,0,0,0,0,0,0
2023-10-17T05,108,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,7,0,0,0,0,2,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,6,0,0,0,0,0,0,1,0,0,0,32,0,0,1,0,0,0
2023-10-17T06,136,2,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,6,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,6,0,0,1,0,0,0,1,0,0,0,47,0,0,0,2,0,0
2023-10-17T07,105,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,14,0,0,1,0,0,0,2,0,0,0,24,0,0,0,1,0,0
2023-10-17T08,155,3,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,4,1,0,0,0,22,0,0,0,0,7,0,0,0,0,0,2,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,5,0,0,4,0,1,0,1,0,0,0,38,0,0,0,0,0,0
2023-10-17T09,131,4,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0,2,0,0,6,10,0,0,0,0,0,0,1,0,0,8,0,0,0,0,7,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,4,0,0,0,1,0,0,0,32,0,0,0,0,0,0
2023-10-17T10,111,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,5,0,0,0,3,0,0,0,48,0,0,0,0,0,0
2023-10-17T11,118,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,3,0,0,0,0,12,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,8,0,0,4,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,3,1,0,0,7,0,0,8,0,0,0,3,0,0,0,28,0,0,0,1,0,0
2023-10-17T12,115,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,3,0,1,0,0,4,1,0,1,0,0,1,0,0,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0,2,0,0,0,0,1,0,2,1,0,0,5,0,0,7,0,0,0,2,0,1,0,35,0,0,0,1,0,0
2023-10-17T13,155,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,5,2,0,0,0,10,0,0,0,0,13,2,0,0,0,0,0,0,0,7,6,0,0,0,0,0,1,0,0,0,0,0,4,1,1,5,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,9,0,0,0,4,0,0,0,43,0,0,0,1,0,0
2023-10-17T14,201,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,19,0,0,0,0,0,1,0,0,12,6,0,0,0,0,0,1,0,0,0,0,1,4,0,1,8,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,3,6,0,0,12,0,0,0,3,0,0,0,77,0,0,0,0,0,0
2023-10-17T15,157,3,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,7,0,0,0,0,11,0,0,0,0,1,3,0,2,14,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,13,0,2,0,5,0,0,0,42,0,0,0,0,0,0
2023-10-17T16,190,5,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,5,0,0,0,0,7,1,0,0,0,21,0,0,0,0,0,1,0,0,17,8,0,0,0,0,0,1,0,0,0,4,0,1,0,0,15,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,7,0,0,16,0,1,0,2,0,0,0,42,0,0,0,1,0,0
2023-10-17T17,244,6,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,13,0,0,0,0,6,0,0,0,0,33,0,0,0,0,0,2,0,1,6,14,0,0,0,0,0,2,0,0,0,6,0,7,0,0,12,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,2,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,3,6,0,0,13,0,1,0,2,0,0,0,67,0,0,0,2,0,0
2023-10-17T18,260,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,7,1,0,0,0,6,0,0,0,0,52,0,0,0,0,0,1,0,0,8,27,0,0,0,0,1,3,0,0,0,0,0,4,0,0,12,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,2,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,6,6,0,0,7,0,1,0,1,0,0,0,69,0,0,0,0,0,0
2023-10-17T19,211,4,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,9,2,0,0,0,9,0,0,0,0,44,1,0,0,0,0,3,0,0,17,12,0,0,0,0,0,2,0,0,1,2,0,8,0,0,17,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,2,6,0,0,4,0,2,0,1,0,0,0,22,0,0,0,1,0,0
2023-10-17T20,189,2,1,0,1,0,0,0,0,0,1,4,0,0,2,0,0,0,9,1,0,0,0,4,1,0,0,0,21,1,0,0,0,0,1,0,0,13,15,0,0,0,0,0,2,0,0,1,3,0,0,0,0,21,11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,2,0,1,0,3,0,0,0,37,0,0,0,1,0,0
2023-10-17T21,150,3,0,0,3,0,1,0,1,0,0,2,0,0,2,0,0,0,10,2,0,0,0,6,0,0,0,0,15,1,0,0,0,0,2,0,0,9,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,7,0,1,3,0,1,0,1,0,0,0,34,0,0,1,1,1,0
2023-10-17T22,155,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,13,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,1,0,1,8,11,0,0,0,0,0,1,0,0,0,0,0,4,0,0,13,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,41,0,0,0,1,0,0
2023-10-17T23,151,2,0,0,0,0,1,0,1,0,0,1,0,0,5,0,0,0,18,0,0,0,0,2,1,0,0,0,10,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0,69,0,0,0,0,0,0
2023-10-18T00,104,2,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,12,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,6,0,0,1,0,0,0,2,0,0,0,43,0,0,1,0,0,0
2023-10-18T01,104,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,12,1,0,0,0,4,0,0,0,0,3,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,2,0,0,0,47,0,0,0,0,0,1
2023-10-18T02,86,2,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,0,1,0,0,0,0,1,0,0,0,35,0,0,0,2,0,1
2023-10-18T03,81,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,5,0,0,1,0,0,0,1,0,0,0,33,0,0,0,0,0,0
2023-10-18T04,106,3,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,1,0,0,0,1,0,0,0,62,0,0,0,0,0,0
2023-10-18T05,67,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0
2023-10-18T06,70,2,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,7,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1,0,3,0,0,0,5,0,0,1,0,1,0,1,0,0,0,18,0,0,0,0,0,0
2023-10-18T07,70,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,4,0,0,0,0,1,0,1,0,0,1,6,0,0,4,0,0,0,1,0,0,0,12,0,0,1,1,1,0
2023-10-18T08,82,3,0,0,0,0,2,0,0,0,2,1,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,8,0,0,5,0,1,0,1,0,0,0,17,0,0,0,0,0,0
2023-10-18T09,105,3,0,0,0,0,2,0,0,0,2,1,0,0,2,0,0,0,6,0,0,0,0,4,0,0,0,0,10,0,0,0,0,1,4,0,0,3,3,0,0,0,0,0,2,0,0,0,6,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,7,0,0,4,0,0,0,1,0,0,0,20,0,0,0,1,1,0
2023-10-18T10,106,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,4,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,7,0,0,2,0,0,0,1,0,0,0,44,0,0,0,0,0,0
2023-10-18T11,100,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,5,1,0,0,0,10,0,0,0,0,0,1,0,0,6,4,0,0,0,0,0,2,0,0,1,0,0,1,0,0,5,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,1,0,0,2,11,0,0,8,0,2,0,3,0,0,0,14,0,0,0,0,0,0
2023-10-18T12,131,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,5,1,0,0,1,9,0,1,0,0,0,0,0,0,8,5,0,0,0,0,0,6,0,0,1,7,1,1,0,1,7,6,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,3,0,0,0,0,1,0,2,0,0,2,12,0,0,7,0,1,0,2,0,0,0,22,0,0,0,0,0,0
2023-10-18T13,118,3,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,8,5,1,0,0,0,0,7,1,0,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,2,8,0,0,8,0,0,0,4,0,0,0,26,0,0,0,2,0,0
2023-10-18T14,137,3,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,5,0,0,0,0,18,1,0,0,0,0,1,0,0,8,5,1,0,0,0,0,9,0,1,0,0,0,1,0,0,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,1,0,0,1,0,1,0,0,1,6,0,0,10,0,0,0,4,0,0,0,25,0,0,0,1,0,0
2023-10-18T15,144,2,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,5,0,0,0,0,22,0,0,0,0,0,1,0,0,10,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,2,6,0,0,11,0,1,0,6,0,0,0,29,0,0,1,0,1,0
2023-10-18T16,168,4,1,0,1,3,0,0,0,0,0,2,0,0,2,0,0,0,4,1,0,0,0,13,0,0,0,0,25,1,0,0,0,0,2,1,0,14,5,0,0,0,0,0,4,0,1,0,0,0,1,0,2,16,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,3,0,1,0,0,0,0,1,0,2,0,0,1,6,0,0,8,0,1,0,3,0,0,0,22,0,0,0,0,0,0
2023-10-18T17,242,3,0,0,4,3,0,0,1,0,0,2,1,0,1,0,1,0,4,1,0,1,0,17,0,0,0,0,37,2,0,0,0,0,3,1,0,10,9,1,0,0,0,0,2,0,1,0,0,0,2,0,2,18,3,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,13,5,0,0,0,2,0,3,0,1,0,0,0,0,12,0,0,2,5,0,0,9,0,2,0,2,0,1,0,45,0,1,0,0,1,0
2023-10-18T18,210,2,0,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,9,1,0,1,0,18,0,0,0,0,44,1,0,0,0,0,3,0,0,13,10,0,0,0,0,0,0,3,1,0,0,0,1,0,0,10,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,14,3,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,1,7,0,0,10,0,0,0,4,0,0,0,30,0,0,0,0,0,0
2023-10-18T19,178,4,0,0,0,2,0,0,1,0,0,4,1,0,0,0,0,1,10,1,0,0,0,16,0,0,0,0,33,0,0,0,0,0,2,0,0,14,11,0,0,0,0,0,0,2,0,0,0,0,1,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,2,7,0,0,1,0,0,0,1,0,0,0,18,0,0,0,0,0,0
2023-10-18T20,159,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,0,2,0,18,2,0,0,0,22,0,0,0,0,0,1,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,6,0,0,2,0,0,0,1,0,0,0,15,0,0,1,0,0,0
2023-10-18T21,168,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,8,1,0,3,0,12,3,0,0,0,16,0,0,0,0,0,3,0,0,14,17,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,7,0,0,0,0,1,0,2,0,0,0,28,0,0,0,0,0,0
2023-10-18T22,131,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,1,0,0,0,14,1,0,0,0,11,0,0,0,0,0,2,0,0,6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,5,0,0,2,0,0,0,1,0,0,0,36,0,0,0,0,0,0
2023-10-18T23,131,2,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,16,0,0,3,0,21,0,0,0,0,6,0,0,0,0,0,2,0,1,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,33,0,0,0,1,0,0
2023-10-19T00,123,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,17,1,0,0,0,17,0,0,0,0,6,1,0,0,0,0,1,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,1,0,1,0,42,0,0,1,0,0,0
2023-10-19T01,114,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,17,0,0,0,1,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1,0,0,8,0,0,0,0,0,0,3,0,1,0,36,0,1,0,0,0,0
2023-10-19T02,96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,2,0,1,0,1,0,0,0,36,0,0,0,0,0,0
2023-10-19T03,104,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,1,0,0,0,21,2,0,0,1,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,5,0,1,1,0,0,0,1,0,0,0,34,0,0,0,0,0,0
2023-10-19T04,84,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,8,1,0,0,2,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,1,0
2023-10-19T05,90,3,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,6,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,7,0,1,1,1,0,0,1,0,0,0,32,0,0,1,1,0,0
2023-10-19T06,88,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,6,0,0,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,7,0,0,2,0,0,0,2,0,0,0,25,0,0,0,1,0,0
2023-10-19T07,93,6,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,0,6,0,0,0,0,6,0,0,2,0,0,1,0,0,2,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,1,7,0,0,1,0,0,0,1,0,0,0,18,0,0,0,0,0,0
2023-10-19T08,73,5,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,5,0,0,1,0,5,0,0,0,0,7,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,8,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0
2023-10-19T09,94,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,6,0,1,1,0,1,0,1,0,0,0,15,0,0,0,0,0,0
