bucket,total,--,AE,AL,AM,AO,AR,AT,AU,BA,BB,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CW,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KH,KR,KZ,LB,LK,LT,LU,LV,MA,MC,MD,MG,MK,MM,MO,MW,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,RE,RO,RS,RU,RW,SC,SE,SG,SI,SK,TH,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,YE,ZA,ZM,ZW
2023-07-10T23,91,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,2,0,0,0,7,0,0,0,0,0,1,0,0,4,4,0,0,0,2,0,0,1,0,0,1,0,0,6,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,5,0,0,3,0,2,0,0,0,24,1,0,0,0,0,0,0,0
2023-07-11T00,82,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,7,0,0,4,2,1,0,0,0,30,2,0,0,0,0,0,0,0
2023-07-11T01,87,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,3,1,1,0,0,0,36,0,0,0,0,0,0,0,0
2023-07-11T02,120,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,9,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,24,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,2,0,0,0,1,0,54,0,0,0,0,0,0,0,0
2023-07-11T03,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,8,2,0,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0,43,0,0,0,1,0,0,0,0
2023-07-11T04,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,6,0,0,2,0,0,0,2,0,31,0,0,0,0,0,0,0,0
2023-07-11T05,67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,43,0,0,0,0,0,0,0,0
2023-07-11T06,69,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,8,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,1,0,23,0,0,0,0,0,0,0,0
2023-07-11T07,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,6,0,8,0,0,1,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,1,24,0,0,0,0,0,0,0,0
2023-07-11T08,109,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,1,1,3,11,0,0,0,0,0,0,1,0,0,1,0,0,3,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,6,0,0,0,0,4,0,1,0,31,1,0,0,0,0,0,0,0
2023-07-11T09,109,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,6,0,0,0,0,0,0,2,0,4,4,0,0,0,2,0,0,1,0,0,8,0,0,5,0,17,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,6,0,0,0,0,3,0,3,0,18,1,0,0,0,0,0,0,0
2023-07-11T10,72,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,10,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0
2023-07-11T11,102,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,1,5,0,0,3,1,1,0,1,0,38,0,0,0,0,0,0,0,0
2023-07-11T12,127,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19,0,0,0,0,9,0,0,0,0,0,0,0,0,5,7,0,0,0,5,0,0,0,0,0,0,0,0,1,0,8,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,6,0,0,3,0,1,0,0,0,37,0,0,0,1,0,0,0,0
2023-07-11T13,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,12,2,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,6,0,0,5,0,5,0,1,0,26,0,0,0,2,0,0,0,0
2023-07-11T14,135,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,15,0,0,0,0,14,2,0,0,0,0,0,0,0,5,6,0,0,0,3,0,0,0,0,0,5,0,0,9,0,12,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,5,0,0,14,1,2,0,1,0,21,0,0,0,1,0,0,0,0
2023-07-11T15,177,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,17,0,0,0,0,17,2,0,0,0,0,1,0,0,5,6,0,0,0,3,0,1,0,0,0,0,0,0,11,1,16,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,5,0,0,20,0,5,0,0,0,41,0,0,0,0,0,0,0,0
2023-07-11T16,145,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,20,0,0,0,0,0,3,0,0,8,6,0,0,2,2,0,0,0,0,0,0,0,0,12,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,5,0,0,16,2,3,0,2,0,34,0,0,0,0,0,0,0,0
2023-07-11T17,140,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,38,0,0,0,0,0,2,0,0,9,11,0,0,0,1,0,0,0,0,0,1,0,0,10,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,5,0,0,9,1,2,0,1,0,17,0,0,0,0,0,0,0,0
2023-07-11T18,190,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,6,0,0,0,0,6,2,0,0,0,52,0,0,0,0,0,5,0,0,2,11,0,0,0,4,0,0,0,0,0,4,0,0,6,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,6,0,0,8,2,2,0,1,0,28,0,0,0,1,0,0,0,0
2023-07-11T19,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,10,2,0,0,0,40,0,0,0,0,0,3,0,0,12,18,0,0,0,2,0,1,0,0,0,10,0,0,13,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,1,7,0,0,2,3,1,0,1,0,45,0,0,0,0,0,0,0,0
2023-07-11T20,174,3,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,2,1,0,1,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,10,12,0,0,0,1,0,1,0,0,0,0,0,0,11,0,11,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0,3,1,0,0,0,0,3,0,0,1,7,0,0,1,3,0,0,0,0,47,0,0,1,0,0,0,0,0
2023-07-11T21,154,4,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,6,3,0,1,0,7,0,0,0,0,10,0,0,0,0,0,3,0,0,12,5,0,0,0,0,0,0,0,3,0,0,0,0,16,0,6,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,8,0,0,2,2,0,0,1,0,42,1,0,0,0,0,0,0,0
2023-07-11T22,139,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,2,0,2,0,19,2,0,0,0,11,0,0,0,0,0,3,0,0,2,6,0,0,0,1,0,0,0,1,0,0,0,0,6,0,12,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,37,1,0,0,0,0,0,0,0
2023-07-11T23,136,2,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,15,0,0,1,0,14,2,0,0,0,8,0,0,0,0,0,3,0,0,3,5,0,1,0,1,0,0,0,0,0,6,0,0,5,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,6,0,0,0,0,1,0,2,0,36,0,0,0,0,0,0,0,0
2023-07-12T00,132,2,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,10,1,0,1,0,17,1,0,0,0,3,0,0,0,0,0,2,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1,0,61,0,0,0,0,0,0,0,0
2023-07-12T01,128,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,12,0,0,2,0,19,2,0,0,0,5,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,3,0,0,0,0,0,48,0,0,0,1,0,0,0,0
2023-07-12T02,101,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,4,0,20,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,3,0,32,0,0,0,1,0,0,0,0
2023-07-12T03,82,2,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,3,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0
2023-07-12T04,49,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0
2023-07-12T05,72,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,1,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,1,1,0,0,0,25,0,0,0,2,0,0,0,0
2023-07-12T06,70,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,6,0,0,1,0,1,0,1,1,20,0,0,0,2,0,1,0,0
2023-07-12T07,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0
2023-07-12T08,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,5,0,0,0,3,3,0,0,0,15,0,0,0,1,0,0,0,0
2023-07-12T09,56,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2023-07-12T10,85,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,4,0,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,7,0,1,0,6,0,0,1,0,3,0,1,0,16,0,0,0,1,0,0,1,0
2023-07-12T11,70,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,6,0,0,0,0,5,0,1,0,0,0,1,0,1,1,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,6,0,0,2,0,1,0,1,0,14,0,0,0,1,0,0,0,0
2023-07-12T12,89,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,10,0,1,0,0,0,0,0,2,2,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,11,0,0,5,1,1,0,1,0,16,0,0,0,0,0,0,0,0
2023-07-12T13,101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,5,0,0,0,0,13,0,0,0,0,0,1,0,0,6,5,0,0,0,5,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,10,1,4,0,0,0,18,0,0,0,0,0,1,0,0
2023-07-12T14,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,4,0,0,0,0,13,0,0,0,0,0,1,0,1,5,5,0,0,0,7,0,0,0,0,1,0,0,0,2,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,11,0,7,0,0,0,16,0,0,0,0,0,0,0,0
2023-07-12T15,120,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,8,0,0,0,0,15,0,0,0,2,0,7,0,0,5,5,0,0,0,1,0,0,1,0,0,0,0,0,6,0,5,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,9,0,7,0,1,0,19,0,0,0,0,0,0,0,0
2023-07-12T16,111,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,1,0,0,0,14,0,0,0,0,16,0,0,0,1,0,3,0,0,7,6,0,0,0,1,0,0,1,0,0,0,0,0,12,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,7,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0
2023-07-12T17,137,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,13,0,0,0,0,25,0,0,0,0,0,6,0,0,7,6,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,4,5,0,0,3,0,2,0,1,0,21,1,0,0,0,0,0,0,0
2023-07-12T18,146,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,6,2,0,0,0,14,0,0,0,0,34,0,0,0,0,0,4,0,1,8,21,0,0,1,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,6,0,0,2,1,1,0,0,0,10,0,0,0,0,0,0,0,0
2023-07-12T19,153,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,2,0,0,0,12,0,0,0,1,28,0,0,0,0,0,3,0,1,13,26,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,3,0,1,0,0,0,19,0,0,0,0,0,0,0,0
2023-07-12T20,131,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,2,0,0,0,14,0,1,0,0,17,0,0,0,0,0,1,0,0,9,16,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,7,0,0,3,0,0,0,1,0,19,0,0,0,0,0,0,0,0
2023-07-12T21,130,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,1,0,0,0,1,0,0,15,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,1,0,1,0,1,0,20,1,0,0,0,0,0,0,0
2023-07-12T22,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,12,0,0,0,0,9,0,0,0,0,0,1,0,1,4,13,0,0,0,0,0,1,0,0,0,1,0,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,3,0,37,1,0,0,0,0,0,0,0
2023-07-12T23,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,2,0,17,0,0,0,0,8,0,0,0,0,0,1,0,1,5,8,0,0,0,0,1,0,0,0,0,1,0,0,6,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,1,1,1,0,0,0,36,0,0,0,0,0,0,0,0
2023-07-13T00,107,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,0,2,0,16,1,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0
2023-07-13T01,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,1,0,17,2,0,0,0,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,1,2,0,0,0,40,0,0,0,1,0,0,0,0
2023-07-13T02,76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0
2023-07-13T03,66,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,17,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
2023-07-13T04,63,2,0,0,0,0,1,0,2,0,0,0,0,1,0,3,0,2,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,6,0,0,1,1,0,0,0,0,17,0,0,0,0,0,0,0,0
2023-07-13T05,58,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,0,0,2,0,1,0,0,0,17,0,0,0,0,0,0,0,0
2023-07-13T06,65,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,1,0,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6,0,0,4,0,2,0,0,0,21,0,0,0,0,0,0,1,0
2023-07-13T07,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,6,0,0,7,0,1,0,1,0,24,0,0,0,1,0,0,1,0
2023-07-13T08,77,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,2,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,8,0,0,5,0,1,0,0,0,20,0,0,0,1,0,0,1,0
2023-07-13T09,77,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,5,0,0,0,0,9,0,0,0,0,0,2,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,2,0,2,0,2,0,15,0,0,0,0,0,0,0,0
2023-07-13T10,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,1,5,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,6,0,0,1,2,8,0,0,0,16,0,1,0,0,0,0,0,0
