bucket,total,--,AE,AL,AM,AR,AT,AU,AW,AZ,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CY,CZ,DE,DK,DM,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JE,JP,KE,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MD,MM,MO,MX,MY,MZ,NG,NL,NO,NP,NZ,OM,PA,PE,PH,PK,PL,PR,PT,PY,RO,RU,RW,SA,SC,SD,SE,SG,SK,SN,SS,SV,TH,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZW
2023-02-13T00,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,1,0,9,0,0,0,7,0,0,0,0,0,0,3,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0
2023-02-13T01,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5,0,0,0,0,1,0,0,1,0,0,24,0,0,0,1,0,0
2023-02-13T02,83,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0
2023-02-13T03,113,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,6,0,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,1,1,0,0,0,0,39,0,0,0,0,0,0
2023-02-13T04,83,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,5,0,0,0,0,1,1,0,0,0,0,30,0,0,0,0,0,0
2023-02-13T05,71,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,22,0,0,0,1,0,0
2023-02-13T06,74,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,20,0,0,0,1,0,0
2023-02-13T07,74,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,10,0,0,0,10,0,0,0,0,1,0,0,0,0,3,4,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,18,0,0,0,1,0,0
2023-02-13T08,78,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0,0,0,9,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,2,5,0,0,0,0,5,1,0,1,0,0,22,0,0,0,1,0,0
2023-02-13T09,89,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,11,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,3,6,0,0,0,0,3,0,0,2,1,0,26,0,1,0,1,0,0
2023-02-13T10,97,3,0,0,0,1,0,1,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,7,0,0,0,0,2,0,0,0,0,0,21,0,1,0,1,0,0
2023-02-13T11,114,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,2,0,0,4,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,1,4,6,0,0,0,0,2,1,0,7,0,0,19,0,0,0,0,0,0
2023-02-13T12,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,11,0,0,0,0,1,0,0,0,0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,1,2,5,0,0,0,0,5,1,0,3,0,0,19,0,0,0,0,0,0
2023-02-13T13,86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,11,0,0,1,0,0,0,0,0,0,6,8,0,0,0,4,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,3,6,0,0,0,0,5,1,0,1,0,0,14,0,0,0,0,0,0
2023-02-13T14,104,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,5,0,0,0,15,0,0,0,0,0,0,1,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,6,0,0,0,0,8,1,0,5,0,0,13,0,0,0,1,0,0
2023-02-13T15,137,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,2,0,0,0,0,3,1,0,0,23,1,0,0,0,0,0,1,0,0,10,6,0,0,0,2,0,0,1,1,0,0,2,0,0,0,7,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,4,4,0,0,1,0,4,6,0,0,0,0,6,0,0,4,0,2,19,0,0,0,1,0,0
2023-02-13T16,165,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,0,31,0,0,0,0,0,0,3,0,2,13,11,0,0,0,2,0,0,1,1,0,0,3,0,0,1,9,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,10,0,0,2,0,0,26,0,0,0,0,0,0
2023-02-13T17,159,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,38,2,0,0,0,0,0,2,0,0,19,9,0,0,0,2,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,6,6,0,0,0,0,5,0,0,2,0,0,21,0,0,0,0,0,0
2023-02-13T18,188,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,50,0,0,0,0,2,0,6,0,0,17,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,13,5,1,0,0,0,3,1,0,2,0,0,19,0,0,0,0,1,0
2023-02-13T19,222,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,1,0,0,0,65,0,0,0,0,0,0,9,0,0,10,19,0,0,0,5,0,0,0,0,0,0,2,0,0,0,16,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,5,5,0,0,0,0,4,0,0,2,0,0,23,0,0,0,0,1,0
2023-02-13T20,202,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,2,0,0,0,6,0,0,0,49,0,0,0,0,0,0,9,0,1,15,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,3,0,1,0,4,1,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
2023-02-13T21,168,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,8,1,0,0,0,3,0,0,0,29,0,0,0,0,0,0,1,0,0,14,20,0,0,0,3,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,4,6,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0
2023-02-13T22,141,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,7,2,0,1,0,13,0,0,1,17,0,0,0,0,0,0,3,0,0,12,14,0,0,1,3,0,0,0,0,0,0,1,0,0,0,16,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
2023-02-13T23,120,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,13,1,0,0,12,0,0,0,0,0,0,3,0,0,4,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
2023-02-14T00,101,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,15,1,0,0,8,0,0,0,0,0,0,2,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,0,0,1,1,0,0,0,0,29,0,0,0,0,1,0
2023-02-14T01,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,18,1,0,0,5,0,0,0,1,0,0,1,0,0,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0
2023-02-14T02,88,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,1,0,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
2023-02-14T03,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,1,0,0,3,0,1,0,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,0
2023-02-14T04,65,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,1,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,22,0,0,0,0,0,0
2023-02-14T05,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,10,1,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,24,0,0,0,0,0,0
2023-02-14T06,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,0,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0
2023-02-14T07,73,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,7,0,0,0,0,0,0,1,1,0,0,26,0,0,0,0,0,0
2023-02-14T08,64,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,2,0,0,0,0,0,1,0,0,4,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0
2023-02-14T09,77,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,8,6,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,1,1,0,1,0,0,16,0,0,0,0,0,0
2023-02-14T10,63,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0
2023-02-14T11,80,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,1,0,0,6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,3,0,0,6,0,0,8,0,0,0,0,0,0
2023-02-14T12,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,1,0,0,11,0,0,1,0,0,0,2,0,0,8,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,6,0,0,0,0,1,1,0,5,0,0,16,0,0,0,0,0,0
2023-02-14T13,90,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,9,0,0,0,0,0,0,0,0,0,6,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,0,5,1,0,3,0,0,12,0,0,0,0,0,0
2023-02-14T14,100,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0,6,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0
2023-02-14T15,111,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,15,0,0,1,18,0,0,0,0,0,0,0,0,0,7,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,7,0,0,2,0,0,16,0,0,0,0,0,0
2023-02-14T16,147,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,8,0,0,0,23,0,0,0,0,0,0,2,0,0,15,10,0,0,0,3,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7,1,0,2,0,0,33,0,0,0,0,0,0
2023-02-14T17,141,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,5,0,0,0,39,0,0,0,0,0,0,3,0,0,13,6,0,0,0,2,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,5,0,0,0,0,6,1,0,0,0,0,20,0,0,0,0,0,1
2023-02-14T18,145,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,0,0,0,43,0,0,0,0,0,0,4,0,0,12,10,0,0,0,2,0,0,1,0,0,0,0,0,0,0,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,3,5,0,0,0,0,1,0,0,1,0,0,23,0,0,0,0,0,0
2023-02-14T19,157,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,4,0,0,0,42,2,0,0,0,0,0,5,0,0,8,15,0,0,0,3,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,1,0,4,5,0,0,0,0,1,1,0,1,0,0,20,0,0,0,0,0,0
2023-02-14T20,156,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,6,3,0,0,0,4,0,0,0,40,0,0,0,0,0,0,2,0,0,12,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,3,5,0,0,0,0,0,1,0,0,0,0,20,0,0,1,0,0,0
2023-02-14T21,130,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,5,0,0,0,3,0,0,0,19,0,0,0,0,0,0,1,0,0,10,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,1,6,0,0,0,0,0,1,0,2,0,1,26,0,0,1,1,0,0
2023-02-14T22,116,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,5,1,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,8,10,0,0,0,2,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,1,28,0,0,0,0,0,0
2023-02-14T23,121,3,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,15,1,0,0,0,4,0,0,0,14,0,0,0,0,0,0,4,0,0,5,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,30,0,0,0,0,0,0
2023-02-15T00,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,1,0,5,0,0,0,8,0,0,0,0,0,0,1,0,0,6,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,41,0,0,0,0,0,0
2023-02-15T01,114,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,18,2,0,0,5,0,0,0,0,0,0,2,0,0,3,7,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0
2023-02-15T02,79,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,37,0,0,0,0,0,0
2023-02-15T03,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,2,25,0,0,0,0,0,0
2023-02-15T04,65,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,1,26,0,0,0,1,0,0
2023-02-15T05,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,1,18,0,0,0,0,0,0
2023-02-15T06,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,2,20,0,0,0,0,0,0
2023-02-15T07,61,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0
2023-02-15T08,64,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,16,0,0,0,2,0,0
2023-02-15T09,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,12,0,0,0,0,1,0,2,0,0,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,2,5,0,0,1,0,2,0,0,0,0,0,18,0,0,0,1,0,0
2023-02-15T10,78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,10,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,2,5,0,0,1,0,2,1,0,1,0,0,10,0,0,0,0,0,0
