bucket,total,--,AE,AM,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CZ,DE,DK,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LA,LB,LT,LV,LY,MA,MD,MK,ML,MM,MO,MU,MX,MY,MZ,NE,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PT,RO,RS,RU,RW,SA,SC,SE,SG,SK,SO,SR,SV,TH,TN,TR,TT,TW,UA,UG,US,UY,UZ,VE,VN,WS,ZA,ZW
2023-08-29T08,71,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,4,1,0,1,0,0,1,0,0,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,2,7,0,0,0,0,2,0,0,0,2,0,0,18,0,0,0,0,0,0,0
2023-08-29T09,58,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,7,1,0,0,0,0,1,0,1,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,7,0,0,0,0,1,0,1,0,3,1,0,7,0,0,0,0,0,0,0
2023-08-29T10,79,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,5,1,0,0,0,0,2,0,0,5,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,4,0,0,0,1,5,0,0,0,0,2,0,0,0,5,0,0,16,0,0,0,4,0,0,0
2023-08-29T11,114,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,6,0,1,0,0,7,1,0,0,0,0,2,0,0,3,8,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,13,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,1,0,0,0,3,0,0,1,1,5,0,0,0,0,4,0,0,0,5,1,0,22,0,0,0,4,0,0,0
2023-08-29T12,125,2,0,1,0,0,3,0,0,1,0,0,0,0,3,0,1,0,0,0,0,4,0,0,1,1,6,1,0,0,0,0,1,1,0,4,4,0,1,2,0,0,1,0,0,0,1,0,0,0,5,0,8,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,1,0,0,0,3,0,0,0,6,1,0,0,5,10,0,0,0,0,8,0,0,0,5,0,0,21,0,0,0,1,0,0,0
2023-08-29T13,136,2,0,1,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,7,0,0,0,0,14,3,0,0,0,0,1,1,0,4,6,0,0,5,0,0,1,0,0,0,1,0,1,0,6,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,1,0,1,0,5,0,2,0,4,0,0,0,3,11,0,0,0,0,12,0,1,0,5,0,0,13,0,0,0,1,0,0,0
2023-08-29T14,148,4,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0,16,2,0,0,0,0,1,1,0,6,5,0,0,3,0,0,1,0,0,0,0,0,1,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,2,0,1,0,3,0,0,0,2,9,0,0,0,0,14,0,2,0,9,0,0,27,0,0,0,1,0,0,0
2023-08-29T15,144,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,0,0,0,2,0,0,0,0,21,1,0,0,0,0,4,0,0,11,5,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,1,0,1,0,1,0,3,0,0,0,3,8,0,0,0,0,10,0,1,0,5,0,0,26,0,0,0,0,0,0,0
2023-08-29T16,140,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,1,0,0,0,23,1,0,0,0,0,4,0,0,13,4,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,5,0,1,0,1,0,0,0,1,5,0,0,0,0,18,0,1,0,6,0,0,14,0,0,0,0,0,0,0
2023-08-29T17,165,5,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,15,1,0,0,0,34,3,0,0,0,0,3,0,0,9,10,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,4,1,0,0,4,0,0,0,2,5,0,0,0,0,12,0,1,0,3,0,0,22,0,0,0,0,0,0,0
2023-08-29T18,166,3,0,0,0,3,0,0,0,0,2,0,0,0,1,0,4,1,0,1,0,9,1,0,0,0,43,2,0,0,0,0,3,0,0,10,13,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,5,0,0,0,0,4,0,2,0,2,0,0,21,0,0,0,0,0,0,0
2023-08-29T19,168,3,0,0,0,1,0,0,0,0,4,0,0,0,3,0,3,2,0,1,0,16,0,0,0,0,38,2,0,0,0,0,1,0,0,12,14,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,5,0,0,0,0,5,0,1,0,1,0,0,18,0,0,0,0,0,0,0
2023-08-29T20,134,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,1,0,11,1,0,0,0,24,1,0,0,0,0,2,0,0,10,10,0,0,2,0,0,0,0,0,0,1,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,7,1,0,0,1,0,0,0,3,5,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,0,0
2023-08-29T21,120,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,14,1,0,0,0,18,1,0,0,0,0,1,0,0,6,8,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,6,0,0,0,0,2,0,0,0,1,0,0,17,0,0,0,0,0,0,0
2023-08-29T22,114,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,9,2,0,1,0,18,2,0,0,0,5,1,0,0,0,0,2,0,0,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,1,2,0,0,2,5,0,0,0,0,2,0,0,0,2,0,0,21,0,0,0,1,0,0,0
2023-08-29T23,136,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,1,0,0,0,18,0,0,0,0,5,1,0,0,0,0,1,0,0,6,5,0,2,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,5,0,0,0,0,1,0,0,0,1,1,0,45,0,0,0,0,0,0,0
2023-08-30T00,111,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,12,0,0,0,0,16,0,0,0,0,3,1,0,2,0,0,2,0,0,6,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,5,0,0,0,0,2,0,0,1,2,0,0,33,0,0,0,0,0,0,0
2023-08-30T01,100,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,16,0,0,0,0,5,1,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,2,0,0,32,0,0,0,0,0,0,0
2023-08-30T02,114,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,12,0,0,0,0,3,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,62,0,0,0,0,0,0,0
2023-08-30T03,95,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,0,0,0,0,17,0,0,0,0,3,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,5,0,0,0,0,2,0,0,0,1,0,0,33,0,0,0,0,0,1,0
2023-08-30T04,72,2,0,0,2,0,2,0,0,1,0,0,0,0,3,0,3,1,0,0,0,4,0,0,0,0,4,1,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0
2023-08-30T05,89,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,43,0,0,0,0,0,0,0
2023-08-30T06,85,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,8,0,0,0,0,4,1,0,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0
2023-08-30T07,56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,2,0,2,0,0,0,2,5,0,0,0,0,1,0,0,0,2,1,0,12,0,0,0,0,0,0,0
2023-08-30T08,71,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,5,0,0,0,0,5,1,0,0,0,0,2,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,0,5,1,0,0,2,5,0,0,0,0,2,0,0,0,3,0,0,12,0,0,0,0,0,0,0
2023-08-30T09,63,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,7,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,1,3,0,4,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0
2023-08-30T10,94,2,0,0,1,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,25,0,0,0,0,6,1,0,0,0,0,1,0,0,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,1,0,3,0,0,17,0,0,0,0,0,0,0
2023-08-30T11,121,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,15,0,0,0,0,8,1,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,1,0,3,0,0,0,1,7,0,0,0,0,1,0,2,0,4,0,0,33,0,0,0,0,0,0,0
2023-08-30T12,129,2,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,5,1,0,0,0,0,1,0,0,6,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,2,0,0,0,2,13,0,0,0,0,4,0,0,0,7,0,0,38,0,0,0,0,0,0,0
2023-08-30T13,111,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,15,0,0,0,0,9,1,0,0,0,0,1,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,2,0,1,0,1,2,0,0,4,6,0,0,0,0,9,0,0,0,12,0,0,13,0,0,0,0,0,0,0
2023-08-30T14,111,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,12,1,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,1,0,0,0,0,0,0,0,3,7,0,0,0,0,10,0,0,0,13,0,0,15,0,0,0,0,0,1,0
2023-08-30T15,124,2,0,0,2,1,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,13,0,0,0,0,18,1,0,0,1,0,2,0,0,5,5,0,0,2,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,2,1,0,0,1,0,0,0,3,5,0,0,0,0,10,0,0,0,7,0,0,19,0,0,0,0,0,0,0
2023-08-30T16,129,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,1,0,0,0,6,0,0,0,1,18,1,0,0,3,0,2,0,1,11,3,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,0,1,0,0,0,5,0,0,0,5,5,0,0,0,0,6,0,0,0,2,1,0,25,0,0,0,0,0,0,0
2023-08-30T17,150,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,3,0,0,0,2,0,0,0,1,31,2,0,0,1,0,4,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,2,0,0,0,6,0,0,0,6,5,0,0,0,0,9,0,0,0,4,1,0,16,0,0,0,0,0,0,0
2023-08-30T18,169,2,0,0,1,2,1,0,0,0,3,0,0,0,1,0,6,0,0,0,0,2,0,0,0,1,34,2,0,0,0,0,2,0,0,10,16,0,0,2,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,4,1,0,0,3,2,0,0,3,5,0,0,0,0,5,0,1,0,1,0,0,22,0,0,0,0,0,0,0
2023-08-30T19,151,1,0,0,1,2,0,1,0,0,0,0,0,0,2,0,6,3,0,1,0,2,0,0,0,0,30,1,0,0,0,0,2,0,0,13,15,0,0,1,0,0,2,1,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,3,0,1,0,3,1,0,0,3,5,0,0,0,0,3,0,1,0,1,0,0,13,0,0,0,0,0,0,0
2023-08-30T20,165,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,7,3,0,1,0,5,0,0,0,0,20,1,0,0,0,0,2,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,5,0,0,0,0,7,0,1,0,1,0,0,31,0,0,0,0,0,0,0
2023-08-30T21,151,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,0,0,0,2,0,0,0,0,15,1,0,0,1,0,1,0,0,11,5,0,0,1,0,0,0,0,0,0,0,0,1,0,18,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,5,0,0,0,0,1,0,0,0,1,0,0,55,0,0,0,0,0,0,0
2023-08-30T22,108,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,6,0,0,0,0,6,1,0,0,0,0,2,0,0,9,5,0,1,1,0,0,0,0,0,0,1,0,0,0,7,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,5,0,0,0,0,2,0,0,0,2,0,0,28,0,0,0,0,0,0,0
2023-08-30T23,99,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,10,0,0,0,0,5,0,0,0,0,7,1,0,0,0,0,0,0,0,13,5,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0
2023-08-31T00,136,3,0,0,2,0,0,0,0,0,1,0,0,0,4,0,14,2,0,0,0,4,2,0,0,0,3,1,0,2,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,72,0,0,0,0,0,0,0
2023-08-31T01,97,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,6,0,0,0,0,5,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,3,1,0,0,2,5,0,0,0,0,2,0,0,0,2,0,0,42,0,0,0,0,0,0,0
2023-08-31T02,90,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,3,0,0,0,1,0,0,38,0,0,0,0,0,0,0
2023-08-31T03,63,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,4,0,0,0,0,5,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,5,1,0,0,0,3,0,0,0,1,1,0,26,0,0,0,0,0,0,0
2023-08-31T04,66,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,12,0,0,0,0,3,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,4,0,0,0,1,0,0,18,0,0,0,0,0,0,0
2023-08-31T05,73,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,16,0,0,0,0,6,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,0,4,0,0,0,1,1,0,16,0,0,0,0,0,0,0
2023-08-31T06,91,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,5,1,0,1,0,0,0,0,0,5,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,0,0,2,0,0,0,1,0,0,40,0,0,0,0,0,0,0
2023-08-31T07,84,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,16,0,0,0,0,8,1,0,0,0,0,1,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,2,0,0,0,3,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,1,0,0,0
2023-08-31T08,60,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,5,1,0,0,0,0,0,0,1,2,4,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0
2023-08-31T09,110,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,13,0,0,0,0,6,1,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,2,0,0,45,0,0,0,0,0,0,0
2023-08-31T10,93,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,7,0,0,0,0,8,1,0,0,0,0,0,0,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,3,0,0,29,0,0,0,0,0,0,0
2023-08-31T11,80,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,6,0,0,0,0,6,1,0,0,0,0,1,0,1,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,2,0,0,0,1,6,0,0,0,0,2,0,0,0,3,0,0,17,0,0,0,0,0,2,0
2023-08-31T12,99,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,2,0,0,0,0,8,1,0,0,0,0,1,0,0,8,3,0,1,9,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,13,0,0,0,0,9,0,0,0,6,0,0,18,0,0,0,0,0,0,0
2023-08-31T13,99,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,3,0,0,0,2,0,0,0,0,16,2,0,0,0,0,1,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,1,0,0,0,2,0,2,0,1,0,0,0,0,0,2,9,0,0,0,0,13,0,1,0,4,0,0,10,0,0,0,0,0,0,0
2023-08-31T14,122,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,13,3,0,0,0,0,1,0,1,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,1,0,0,0,3,0,3,0,0,0,1,0,0,0,3,5,2,0,0,0,16,0,1,0,8,0,0,19,0,0,0,0,0,0,0
2023-08-31T15,126,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,3,0,0,0,0,19,2,0,0,0,0,2,0,0,13,10,0,0,1,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,3,0,1,1,0,0,4,1,0,0,2,6,0,0,0,0,14,0,0,0,6,0,0,12,0,0,0,0,0,0,0
2023-08-31T16,135,2,1,0,2,1,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,8,0,0,0,0,17,1,0,0,0,0,5,0,0,8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,1,0,0,1,2,0,0,1,6,0,0,0,0,13,0,1,0,4,0,0,21,0,0,0,0,0,0,0
2023-08-31T17,151,1,3,0,0,0,0,0,0,1,2,1,0,0,3,0,2,0,0,2,0,4,0,0,0,0,30,1,0,0,0,0,4,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,2,2,1,0,0,2,6,0,0,0,0,6,0,1,0,3,1,0,18,0,0,0,0,0,0,0
2023-08-31T18,168,3,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,5,0,0,0,0,41,1,0,0,0,0,1,0,0,8,22,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,6,0,0,0,0,6,0,0,0,3,1,0,23,0,0,0,0,0,0,0
