bucket,total,--,AE,AM,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CZ,DE,DK,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LA,LB,LT,LV,LY,MA,MD,MK,ML,MM,MO,MU,MX,MY,MZ,NE,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PT,RO,RS,RU,RW,SA,SC,SE,SG,SK,SO,SR,SV,TH,TN,TR,TT,TW,UA,UG,US,UY,UZ,VE,VN,WS,ZA,ZW
2023-08-31T19,168,3,0,0,0,0,1,0,0,0,2,0,0,0,3,0,4,5,0,0,0,4,0,0,0,0,34,1,0,0,0,0,4,0,0,16,13,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,1,0,0,1,0,0,0,3,6,0,0,0,0,8,0,1,0,3,1,0,21,0,0,0,0,0,0,0
2023-08-31T20,144,2,0,0,0,0,0,1,0,0,4,0,0,0,1,0,1,3,0,0,0,2,1,0,0,1,23,1,0,0,0,0,0,0,0,13,8,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,2,1,0,1,1,0,0,0,3,6,0,0,0,0,6,0,0,0,1,0,0,20,0,0,0,0,0,0,0
2023-08-31T21,142,2,0,0,0,0,1,2,0,0,1,0,0,0,2,0,4,1,0,0,0,2,2,0,0,0,12,2,0,0,0,0,2,0,0,12,9,0,0,1,0,0,0,0,0,0,1,0,0,0,24,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,2,1,0,0,4,1,0,0,0,7,0,0,0,0,9,0,0,0,1,0,0,18,0,0,0,0,0,0,0
2023-08-31T22,104,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,13,1,0,0,0,0,1,0,0,4,12,0,1,0,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,2,0,0,21,0,0,0,0,0,0,0
2023-08-31T23,100,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,1,0,0,0,4,1,0,0,0,9,1,0,0,0,0,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,0,0,0,2,0,0,0,1,0,0,38,0,0,0,0,0,0,0
2023-09-01T00,90,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,5,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,2,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,1,0,0,0
2023-09-01T01,93,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,5,1,0,0,0,4,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,34,0,0,0,0,0,0,0
2023-09-01T02,113,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,5,0,0,0,0,4,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,1,1,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0
2023-09-01T03,73,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,5,0,0,0,0,3,0,0,0,1,0,0,32,0,0,0,0,0,0,0
2023-09-01T04,87,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,12,0,0,0,0,2,1,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,14,0,0,0,0,1,0,0,0,1,0,0,25,0,0,0,0,0,0,0
2023-09-01T05,99,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,14,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,48,0,0,0,1,0,0,0
2023-09-01T06,93,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,16,0,0,0,0,3,2,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,13,0,0,0,0,1,0,1,0,3,0,0,21,0,0,0,0,0,0,0
2023-09-01T07,118,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,6,1,0,0,0,0,0,0,0,7,4,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,12,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,2,0,0,42,0,0,0,1,0,0,0
2023-09-01T08,209,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,16,0,0,0,0,18,1,0,0,0,0,2,0,0,5,2,0,0,7,0,0,0,0,0,0,0,1,0,0,2,0,16,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,4,0,0,112,0,0,0,0,0,0,0
2023-09-01T09,134,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,12,0,0,0,0,8,1,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,3,1,0,59,0,0,0,0,0,0,0
2023-09-01T10,143,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,16,1,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,1,5,0,1,0,0,0,2,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,15,0,0,0,0,5,0,0,0,3,0,0,46,0,0,0,0,0,0,0
2023-09-01T11,171,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,5,0,0,0,0,15,2,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,11,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,8,0,1,0,7,0,0,84,0,0,0,0,0,0,0
2023-09-01T12,157,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,15,2,0,0,0,0,1,0,2,7,5,0,0,10,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,7,0,0,0,0,9,0,0,0,5,0,0,65,0,0,0,0,0,0,0
2023-09-01T13,166,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4,0,0,0,0,12,2,0,0,0,0,0,0,1,10,6,0,0,9,0,1,0,1,5,0,5,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,9,0,1,0,6,0,0,61,0,0,0,0,0,0,0
2023-09-01T14,205,2,0,0,0,1,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,23,1,0,0,0,0,1,0,1,8,6,0,0,5,0,0,0,3,0,0,5,0,0,0,2,0,14,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,6,1,0,0,1,5,0,0,0,0,13,0,0,0,7,0,0,80,0,0,0,0,0,0,0
2023-09-01T15,178,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,34,1,0,0,0,0,2,0,0,12,8,0,0,6,0,0,0,0,9,0,2,0,0,0,9,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,1,0,0,0,2,0,0,0,3,5,0,0,0,0,12,0,0,0,5,0,0,41,0,0,0,0,0,0,0
2023-09-01T16,191,1,2,0,0,4,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,32,1,0,1,0,0,3,0,0,13,4,0,0,2,0,0,1,0,0,0,2,0,0,0,8,0,16,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,10,0,0,0,0,17,0,0,0,4,0,0,49,0,0,0,1,0,0,0
2023-09-01T17,171,1,2,0,1,2,0,1,0,0,1,2,0,0,2,0,4,0,0,0,1,2,0,0,0,0,27,1,0,1,0,0,4,0,0,9,6,0,0,2,0,1,0,0,0,0,0,0,0,0,13,0,14,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,4,1,0,0,1,1,0,0,3,5,0,0,0,0,15,0,0,0,2,0,0,30,0,0,0,0,0,0,0
2023-09-01T18,219,2,0,0,1,1,0,1,0,0,2,0,0,0,3,0,5,0,0,0,0,6,0,0,0,0,35,1,0,0,0,0,4,0,0,15,17,0,0,0,0,2,1,0,0,0,3,0,0,0,17,0,10,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,3,0,1,0,2,0,0,0,5,5,0,0,0,0,12,0,4,0,5,0,0,41,0,0,0,0,0,0,0
2023-09-01T19,167,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,4,1,0,1,0,4,0,0,0,1,29,1,0,0,0,0,1,0,0,10,18,0,0,1,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,11,0,0,0,0,3,0,3,0,1,1,0,30,0,0,0,0,0,0,0
2023-09-01T20,134,3,0,0,1,0,0,0,0,0,2,0,0,0,2,0,5,1,0,0,0,3,0,0,0,0,32,1,0,0,0,0,1,0,0,11,9,0,0,0,0,1,0,0,0,0,3,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,2,1,0,0,1,5,0,0,0,0,3,0,3,0,1,0,0,20,0,0,0,0,0,0,0
2023-09-01T21,140,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,0,2,0,0,0,0,27,1,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,0,0,2,0,0,0,12,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,3,0,0,0,2,0,0,0,1,5,0,0,0,0,3,0,2,0,2,0,0,36,0,0,0,0,0,0,0
2023-09-01T22,118,2,0,0,2,1,1,0,0,0,2,0,0,0,2,0,5,2,0,0,0,11,2,0,0,0,21,1,0,0,0,0,0,0,0,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,1,0,2,0,3,0,0,20,0,0,0,0,0,0,0
2023-09-01T23,131,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,14,2,0,0,0,19,1,0,0,0,0,0,0,0,6,7,0,0,1,0,0,0,1,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,38,0,0,0,0,0,0,0
2023-09-02T00,112,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,16,0,0,0,0,6,1,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,4,0,0,5,0,1,0,5,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0
2023-09-02T01,107,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8,1,0,0,0,12,0,0,0,0,5,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,50,0,0,0,1,0,0,0
2023-09-02T02,107,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,0,0,16,1,0,0,0,6,1,0,0,0,0,0,0,1,5,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,0,0,0,0,1,0,0,0,2,0,0,39,0,0,0,0,0,0,0
2023-09-02T03,116,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,20,0,1,0,0,5,2,0,0,0,0,0,0,0,3,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,5,1,0,0,0,0,0,0,0,4,0,0,44,0,0,0,0,0,0,0
2023-09-02T04,70,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,0,0,0,4,1,0,0,0,0,0,0,0,3,2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,2,0,0,18,0,0,0,0,0,0,0
2023-09-02T05,105,4,0,0,1,0,2,0,0,0,0,0,0,0,2,0,5,2,0,0,0,10,0,0,0,1,4,2,0,0,0,0,0,0,0,1,4,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,5,1,0,0,0,2,0,0,0,1,0,0,29,0,0,0,0,0,0,0
2023-09-02T06,94,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,6,1,0,0,0,0,0,0,2,1,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,0,0,1,0,1,0,0,0,7,0,0,22,0,0,0,0,0,0,0
2023-09-02T07,149,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,8,1,0,0,0,0,0,0,0,3,2,0,0,6,0,0,0,0,3,0,2,0,0,0,1,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,3,0,0,0,1,5,0,0,0,0,7,0,0,0,4,1,0,64,0,0,0,1,0,1,0
2023-09-02T08,104,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,12,0,0,0,0,11,1,0,0,0,0,0,0,1,0,3,0,0,10,0,0,0,0,0,0,4,0,0,0,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,9,0,0,21,0,0,0,0,0,1,0
2023-09-02T09,119,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,17,0,0,0,0,8,2,0,0,0,0,0,0,2,8,1,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,7,0,0,0,0,2,0,0,0,9,0,0,22,0,0,0,0,0,0,0
2023-09-02T10,113,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,1,8,2,0,0,0,0,3,0,5,5,4,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,5,0,0,33,0,0,0,0,0,1,0
2023-09-02T11,126,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,12,2,0,0,0,0,2,0,2,7,4,0,0,4,0,0,1,0,0,0,3,0,0,0,4,0,9,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,7,0,0,0,0,3,0,0,0,4,2,0,30,0,0,0,0,0,0,0
2023-09-02T12,108,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,12,2,0,0,0,0,0,0,2,6,5,0,0,5,0,0,0,2,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,1,0,0,3,1,0,0,1,7,1,0,0,0,5,0,0,0,4,1,0,17,0,0,0,0,0,0,0
2023-09-02T13,144,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,6,0,0,0,1,12,2,0,0,0,0,1,0,0,7,8,0,0,12,0,0,0,0,0,0,1,0,0,0,5,0,11,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,7,0,0,0,0,9,0,1,0,9,1,0,31,0,0,0,0,0,0,0
2023-09-02T14,122,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,2,0,0,0,1,17,1,0,0,0,0,0,0,1,9,5,0,0,7,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,9,0,0,0,0,7,0,1,0,9,0,0,20,0,0,0,0,0,0,0
2023-09-02T15,138,3,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,1,0,0,0,3,0,0,0,0,18,1,0,0,0,0,1,0,2,3,8,0,0,4,0,0,0,0,0,1,1,0,0,0,7,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,0,0,1,1,0,0,0,1,6,0,0,0,0,11,0,0,0,11,0,0,30,0,0,0,0,0,0,0
2023-09-02T16,148,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,2,0,0,0,0,19,1,0,0,0,0,3,0,0,9,8,0,0,4,0,0,0,0,0,0,4,0,0,1,6,0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,5,0,0,0,0,16,0,0,0,5,0,0,30,0,0,0,0,0,0,0
2023-09-02T17,161,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,4,0,0,0,0,24,1,0,0,0,0,6,0,1,3,8,0,0,1,0,0,0,0,0,0,6,0,0,0,9,0,15,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,1,0,2,0,1,0,1,6,0,0,0,0,14,0,1,0,6,0,0,27,0,0,0,0,0,0,0
2023-09-02T18,173,7,0,0,1,1,0,0,0,0,2,0,0,0,1,2,2,1,0,1,0,3,0,0,0,0,18,1,0,0,0,0,1,0,0,6,15,0,0,1,0,0,2,0,4,0,5,0,1,1,7,0,14,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,5,0,0,0,0,10,0,1,0,3,1,0,30,0,0,0,0,0,0,0
2023-09-02T19,148,2,0,0,0,1,0,1,0,0,2,0,0,0,1,0,5,2,0,0,0,2,0,0,0,0,21,1,0,0,0,0,2,0,0,7,15,0,0,3,2,0,0,0,0,0,2,0,0,1,4,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,5,0,0,0,0,7,0,1,0,4,0,0,30,0,0,0,0,0,0,0
2023-09-02T20,164,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,2,0,0,0,0,23,1,0,0,0,0,2,0,0,4,14,0,0,2,1,0,0,0,1,0,0,0,0,0,11,0,22,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,6,0,0,0,0,6,0,1,0,2,1,0,33,0,0,0,0,0,0,0
2023-09-02T21,160,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,3,0,0,0,4,1,0,0,1,23,1,0,0,0,0,2,0,1,12,8,0,2,0,0,0,0,0,0,0,0,0,0,1,11,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,6,0,0,0,1,1,0,0,1,5,0,0,0,0,5,0,0,0,2,0,0,31,1,1,0,0,0,0,0
2023-09-02T22,157,2,0,0,3,0,0,0,0,0,0,0,0,1,2,0,3,3,0,2,0,3,0,0,0,0,11,1,0,0,0,0,4,0,1,6,4,0,0,2,0,0,0,0,0,0,4,0,0,1,7,0,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,4,0,0,0,1,0,0,60,0,0,0,0,0,0,0
2023-09-02T23,96,1,0,0,3,0,0,1,0,0,0,0,0,0,3,0,9,1,0,1,0,4,0,0,0,0,9,1,0,0,0,0,2,0,0,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,1,0,1,0,0,22,0,0,0,0,0,0,0
