bucket,total,--,AE,AM,AR,AT,AU,BB,BD,BE,BG,BH,BO,BR,BS,BW,BY,CA,CH,CI,CL,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LT,LU,LV,LY,MA,MK,MM,MN,MO,MT,MU,MW,MX,MY,MZ,NC,NG,NI,NL,NO,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SV,TH,TN,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,WS,ZA
2023-03-27T18,232,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,1,2,0,0,0,0,71,0,0,0,0,0,0,15,0,0,8,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,7,1,0,3,0,4,0,0,0,5,5,0,0,0,0,0,3,0,2,0,0,28,0,0,0,1,0,0
2023-03-27T19,170,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,11,0,0,0,1,35,2,0,0,0,0,0,6,0,0,13,15,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0,0,1,0,4,0,1,0,5,5,0,0,0,0,0,1,0,1,0,1,12,0,0,0,0,0,0
2023-03-27T20,183,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,4,0,0,0,0,31,1,0,0,1,0,0,3,0,0,11,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,0,0,0,6,1,0,0,0,3,0,0,0,6,6,0,0,0,0,0,1,0,1,0,0,32,0,0,0,0,0,0
2023-03-27T21,133,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,24,1,0,0,1,0,0,0,0,0,5,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0
2023-03-27T22,138,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,0,13,1,0,0,0,0,0,2,0,0,9,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,0,1
2023-03-27T23,140,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,3,0,0,0,0,12,1,0,0,0,0,0,0,0,0,3,11,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,66,0,0,0,0,0,0
2023-03-28T00,92,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,1,0,1,0,0,36,0,0,0,0,0,0
2023-03-28T01,116,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,73,0,0,0,0,0,0
2023-03-28T02,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,1,0,0,0,4,0,0,66,0,0,0,2,0,0
2023-03-28T03,124,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,4,0,0,70,0,0,0,1,0,0
2023-03-28T04,130,1,0,0,0,0,9,0,0,0,0,0,0,2,0,0,1,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,1,0,0,0,1,0,1,57,0,0,0,1,0,0
2023-03-28T05,111,3,0,0,1,0,13,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,1,0,0,0,1,0,0,47,0,0,0,0,0,0
2023-03-28T06,88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,48,0,0,0,0,0,0
2023-03-28T07,107,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,60,0,0,0,0,0,0
2023-03-28T08,90,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,1,0,1,1,1,0,0,35,0,1,0,0,0,0
2023-03-28T09,96,2,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,2,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,22,0,1,0,1,0,1
2023-03-28T10,132,1,0,0,0,0,21,0,0,0,0,0,0,2,0,0,0,12,1,0,0,8,1,0,0,1,9,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,35,0,0,0,0,0,0
2023-03-28T11,101,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,7,0,1,0,0,0,0,1,0,0,4,8,0,0,0,0,20,0,0,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,5,0,0,0,1,0,0,0,9,0,0,11,0,0,0,0,0,0
2023-03-28T12,142,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,1,0,0,5,0,0,0,0,11,1,0,0,0,0,0,2,0,0,4,4,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,0,0,0,5,0,2,0,8,0,0,25,0,0,0,0,0,0
2023-03-28T13,181,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,9,0,0,0,0,11,0,0,0,1,0,0,3,0,0,6,4,0,0,0,0,19,0,0,0,0,0,9,0,10,0,0,0,5,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,5,0,0,0,7,0,2,0,4,0,3,48,0,0,0,0,0,0
2023-03-28T14,145,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,6,1,0,0,6,0,0,0,0,14,0,0,0,1,0,0,1,0,1,12,8,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,6,0,0,0,7,0,1,0,6,0,1,22,0,0,0,0,0,0
2023-03-28T15,180,5,0,0,0,0,1,0,0,1,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,2,0,3,11,11,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,4,6,0,0,0,12,0,0,0,4,0,0,47,0,0,0,1,0,0
2023-03-28T16,170,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,29,0,0,0,0,0,0,4,0,2,7,7,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,0,2,0,0,0,0,8,0,0,0,8,6,0,0,0,9,0,0,0,2,0,0,30,0,1,0,1,0,0
2023-03-28T17,204,2,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,15,0,0,0,0,48,0,0,0,0,0,0,6,0,1,12,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,7,6,0,0,0,5,0,0,0,2,0,1,30,0,1,0,0,0,0
2023-03-28T18,205,2,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,3,4,0,0,13,0,0,0,2,55,0,0,0,0,0,0,2,0,0,5,23,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,2,0,0,1,1,1,0,2,1,2,0,0,0,5,5,0,0,0,0,0,3,0,2,0,3,18,0,0,0,0,0,0
2023-03-28T19,247,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,2,0,1,17,0,0,0,0,39,0,0,0,0,0,0,2,0,0,8,25,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,15,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,4,5,0,0,0,1,0,1,0,3,0,0,65,0,0,0,1,1,0
2023-03-28T20,229,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,1,14,0,0,0,2,37,1,0,0,0,0,0,2,0,0,8,11,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,24,0,18,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,5,0,0,0,1,0,0,0,1,0,1,61,0,0,0,1,1,1
2023-03-28T21,181,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,14,0,0,0,0,20,1,0,0,0,0,0,1,0,0,7,17,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,7,0,0,0,1,0,0,0,1,0,0,58,0,0,0,0,0,0
2023-03-28T22,160,5,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,11,0,0,0,14,1,0,0,1,16,1,0,0,0,0,0,1,0,0,9,13,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,1,1,3,0,1,0,1,0,0,0,2,8,0,0,0,1,0,0,0,2,0,0,32,0,0,0,0,0,0
2023-03-28T23,137,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,12,1,0,1,3,0,0,0,0,9,1,0,0,0,0,0,2,0,0,6,12,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,7,0,0,0,0,0,0,0,1,0,1,45,0,0,0,0,0,1
2023-03-29T00,184,4,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,15,0,0,3,5,0,0,0,0,6,1,0,0,0,0,0,1,0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,9,0,3,0,1,0,7,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,1,0,0,86,0,0,0,1,0,0
2023-03-29T01,115,3,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,6,1,0,1,8,1,0,0,0,7,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,5,0,0,0,0,0,1,0,3,0,0,39,0,0,0,2,0,0
2023-03-29T02,79,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,3,2,0,0,0,7,1,0,0,0,0,1,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,6,0,0,0,2,0,0,0,2,0,0,22,0,0,0,1,0,0
2023-03-29T03,87,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0,4,0,0,1,0,6,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,1,1,0,0,28,0,0,0,0,0,0
2023-03-29T04,87,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,18,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,1,0,0,0,0,0,3,0,1,22,0,0,0,2,0,0
2023-03-29T05,68,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,1,0,0,1,0,0,17,0,0,0,1,0,0
2023-03-29T06,88,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0,0,0,1,8,1,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,7,0,0,0,1,0,0,0,1,0,1,19,0,0,0,0,0,0
2023-03-29T07,79,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,10,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,7,0,0,0,1,0,0,0,2,0,0,19,0,0,0,0,0,0
2023-03-29T08,80,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,0,0,0,0,12,3,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,3,6,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1
2023-03-29T09,88,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,10,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,3,6,0,0,0,0,0,0,0,4,0,1,18,0,0,0,1,0,0
2023-03-29T10,78,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,1,8,1,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,1,0,6,0,0,13,0,0,0,0,0,0
2023-03-29T11,113,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,13,1,0,0,0,0,0,1,0,0,2,9,0,0,0,0,25,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,3,7,1,0,0,1,0,1,0,3,0,0,15,0,0,1,0,0,0
2023-03-29T12,939,3,0,0,2,7,11,0,0,4,2,0,1,0,1,0,0,33,23,0,9,5,2,1,0,6,16,3,1,0,0,1,1,8,0,2,37,24,0,1,2,1,28,0,0,1,2,1,30,1,5,0,0,2,23,0,13,0,0,9,0,0,0,1,0,0,1,0,0,0,1,0,0,9,0,0,1,0,0,17,0,1,2,0,3,0,2,4,0,0,1,14,0,1,0,8,14,1,0,1,7,0,0,0,18,0,0,508,0,0,0,0,0,2
2023-03-29T13,107,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,6,0,0,0,0,13,1,0,0,0,0,0,0,0,0,6,7,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,7,0,0,0,3,0,1,0,4,0,0,26,0,0,0,0,0,0
2023-03-29T14,122,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,15,1,0,0,0,0,0,1,0,0,6,13,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,6,0,0,0,10,0,1,0,4,0,2,19,0,0,0,1,0,0
2023-03-29T15,141,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,25,1,0,0,0,0,0,6,0,1,7,15,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,1,0,0,1,1,3,0,0,0,4,5,0,0,0,11,0,1,0,2,0,2,20,0,0,0,0,0,0
2023-03-29T16,196,4,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,17,1,0,0,0,33,2,0,0,0,0,0,5,0,0,9,13,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,5,6,0,0,0,12,0,0,0,5,0,1,33,0,0,0,0,0,0
2023-03-29T17,231,2,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,8,1,0,1,22,0,1,0,0,37,3,0,0,0,0,0,3,0,0,8,18,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,22,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,1,0,0,0,0,1,3,0,1,1,0,2,0,0,0,3,7,0,0,0,10,0,2,0,4,0,0,31,0,0,0,1,0,0
2023-03-29T18,247,2,0,0,2,1,0,0,0,3,0,0,0,1,0,0,3,10,0,0,0,13,0,1,0,0,63,1,0,0,0,0,0,3,1,0,17,27,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,2,0,0,0,0,0,2,0,0,2,0,1,0,0,0,3,5,0,0,0,5,0,2,0,2,0,1,30,0,0,0,1,0,0
2023-03-29T19,236,1,0,0,2,0,0,1,0,1,0,0,0,4,0,0,1,8,1,0,0,17,0,0,0,2,50,2,0,0,0,0,0,2,1,0,24,28,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,17,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,3,3,0,1,0,2,0,0,0,3,6,0,0,0,3,0,2,0,2,0,0,22,0,0,0,0,0,0
2023-03-29T20,217,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5,1,0,0,16,1,0,0,1,48,1,0,0,0,0,0,4,0,0,17,20,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0,2,3,0,0,1,2,0,0,0,4,6,0,0,0,1,0,2,0,1,0,1,34,0,0,0,0,0,0
2023-03-29T21,168,1,1,0,0,0,0,0,2,3,0,0,0,3,0,0,0,7,2,0,0,12,1,0,0,0,21,1,0,0,0,0,0,2,0,0,9,16,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,9,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,1,0,2,34,0,0,0,1,0,1
2023-03-29T22,141,2,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,8,0,0,0,6,0,0,0,0,18,1,0,0,0,0,0,1,0,0,5,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,2,5,0,0,0,0,0,0,0,1,0,1,40,0,0,0,1,0,0
2023-03-29T23,115,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,10,1,0,1,4,0,0,0,1,14,1,0,0,0,0,0,2,0,1,4,6,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0
2023-03-30T00,102,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,2,4,0,0,0,0,9,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,35,0,0,0,0,0,0
2023-03-30T01,124,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,14,0,0,0,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,2,0,0,69,0,0,0,0,0,0
2023-03-30T02,152,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,13,0,0,0,6,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,5,0,0,0,1,0,0,0,3,0,1,73,0,0,0,0,0,0
