bucket,total,--,AE,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CN,CO,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GL,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KZ,LB,LK,LT,LU,LV,MA,MC,MK,MM,MN,MO,MR,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RU,RW,SC,SE,SG,SK,SV,TH,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-06-06T04,101,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,16,0,0,7,0,0,0,0,0,0,2,0,0,5,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0
2023-06-06T05,84,3,0,0,0,2,0,0,1,0,1,0,0,0,2,1,1,22,0,0,5,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0
2023-06-06T06,83,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,20,0,0,5,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,6,1,0,2,0,1,0,0,0,18,0,0,0,0,1,0,0
2023-06-06T07,97,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,3,1,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,1,0,0,24,0,0,0,0,0,0,0
2023-06-06T08,127,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24,0,0,6,1,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,1,2,0,0,31,0,0,0,0,0,0,0
2023-06-06T09,104,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,26,0,0,10,1,0,0,0,0,0,2,0,0,6,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,5,0,0,2,0,2,1,0,2,12,0,0,0,0,0,0,1
2023-06-06T10,111,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,0,1,8,1,0,0,0,0,0,4,0,0,3,6,0,0,0,0,2,0,0,0,0,1,4,0,0,0,5,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,1,3,0,0,3,8,0,0,1,0,0,1,0,1,23,0,0,0,0,1,0,0
2023-06-06T11,87,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,1,8,0,0,0,0,0,0,1,0,0,5,6,0,0,3,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,0,0,2,0,0,8,0,3,12,0,0,0,1,0,0,0
2023-06-06T12,84,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,1,0,0,0,0,4,0,0,4,3,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,5,0,0,5,0,1,2,0,0,16,0,0,0,0,0,0,0
2023-06-06T13,120,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32,0,0,9,0,0,0,0,0,0,2,0,0,6,4,0,0,0,0,2,0,0,0,0,1,1,0,1,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,10,0,0,2,0,1,16,0,0,0,0,0,0,1
2023-06-06T14,150,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,31,0,0,10,0,0,0,0,0,0,2,0,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,6,0,0,19,0,0,7,0,3,29,0,0,0,0,0,0,0
2023-06-06T15,181,2,1,0,1,0,0,1,0,0,0,0,1,1,3,0,0,20,0,0,17,1,0,0,0,0,0,6,0,0,7,6,0,0,0,0,3,0,0,0,0,1,3,0,0,0,9,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,19,0,1,6,0,4,28,0,0,0,2,0,0,0
2023-06-06T16,162,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,1,28,1,0,0,0,0,0,4,0,0,9,6,0,0,0,0,2,0,0,0,0,1,2,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,5,0,0,10,0,0,2,0,1,23,0,0,0,0,0,0,0
2023-06-06T17,212,4,0,0,1,0,0,0,0,2,0,0,2,0,3,0,0,13,0,3,36,1,0,0,0,0,0,10,0,0,7,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,17,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,3,6,1,0,7,0,1,2,0,1,45,0,0,0,0,0,0,0
2023-06-06T18,214,2,0,0,1,0,0,0,0,3,0,0,1,0,8,1,0,20,0,0,47,0,0,0,0,0,0,7,0,0,8,19,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,5,0,0,9,0,1,1,0,2,32,0,0,0,0,0,0,0
2023-06-06T19,196,2,0,0,1,0,1,1,0,2,0,0,0,0,5,2,1,18,0,1,31,0,0,0,0,0,0,7,0,0,13,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,5,0,0,5,0,1,0,0,4,21,0,0,0,0,0,0,0
2023-06-06T20,189,5,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,27,0,0,25,0,0,0,0,0,0,4,0,0,10,9,0,0,0,0,0,0,0,1,0,1,1,0,0,0,17,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,2,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,5,0,0,2,0,0,0,0,1,25,0,0,0,2,0,0,0
2023-06-06T21,164,4,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,21,0,0,13,0,0,0,0,0,0,4,0,0,6,21,0,0,0,0,1,0,0,0,0,1,3,0,0,0,11,4,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,1,1,0,0,0,0,1,0,0,2,0,1,2,1,0,1,8,0,0,2,0,1,0,0,0,28,0,0,0,0,0,0,0
2023-06-06T22,105,4,0,0,0,0,0,0,0,1,0,0,2,0,5,1,0,11,0,1,13,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,1,0,1,0,0,0,23,0,0,0,1,0,0,0
2023-06-06T23,132,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,5,0,1,8,0,0,0,0,0,0,2,0,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,9,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0
2023-06-07T00,135,4,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,9,1,0,5,0,0,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0
2023-06-07T01,82,4,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,5,0,0,1,0,0,1,0,0,34,0,0,0,0,0,0,0
2023-06-07T02,84,4,0,2,0,0,0,0,0,0,0,0,1,0,8,0,0,11,1,0,3,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,6,0,0,1,0,0,0,0,1,29,0,0,0,1,0,0,0
2023-06-07T03,81,3,0,1,1,0,0,0,1,0,0,0,0,0,8,0,0,9,0,0,5,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,1,27,0,0,0,1,0,0,0
2023-06-07T04,65,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,5,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0
2023-06-07T05,74,2,0,1,1,0,0,0,0,1,0,0,1,0,4,0,1,9,0,0,7,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,6,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0
2023-06-07T06,66,3,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
2023-06-07T07,77,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,10,2,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,6,0,0,1,0,0,3,0,0,16,0,0,0,0,0,0,0
2023-06-07T08,76,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,5,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,1,7,0,0,3,0,0,2,0,0,18,0,0,0,0,0,0,0
2023-06-07T09,74,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,0,0,9,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,5,0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0
2023-06-07T10,94,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8,0,0,11,0,0,0,0,0,0,2,0,0,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,8,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,8,0,0,2,0,0,2,0,1,23,0,0,0,0,0,0,0
2023-06-07T11,122,5,0,1,0,2,0,0,0,0,0,0,3,0,0,3,0,16,0,0,9,0,0,0,0,0,0,2,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,6,1,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,14,0,0,1,0,0,2,1,0,23,0,1,0,0,0,0,0
2023-06-07T12,127,3,0,2,1,2,0,0,0,0,0,0,4,0,1,0,0,13,0,0,9,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,9,0,0,7,0,0,8,1,1,30,0,1,0,0,0,0,0
2023-06-07T13,131,4,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,19,0,0,15,0,0,0,0,0,0,1,0,0,6,4,0,0,3,0,13,0,0,1,0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,1,6,0,0,8,0,0,10,0,1,11,0,0,0,0,0,0,0
2023-06-07T14,119,4,0,0,1,0,0,0,0,0,0,0,5,0,2,1,0,12,0,0,13,2,0,0,0,0,0,5,0,1,6,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,7,0,0,10,0,1,4,0,0,14,0,0,0,1,0,0,0
2023-06-07T15,141,3,0,0,1,1,0,0,0,0,0,0,3,0,2,0,0,7,0,0,19,1,0,0,0,0,0,4,0,1,7,7,0,0,3,0,0,0,0,1,0,1,0,0,0,0,14,6,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,6,0,0,14,0,0,6,0,2,15,0,0,0,1,0,0,0
2023-06-07T16,130,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,26,1,0,0,0,0,0,2,0,0,11,4,0,0,0,0,1,0,0,1,0,1,2,0,0,0,16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,7,0,0,7,0,2,4,0,1,15,0,0,0,0,0,0,0
2023-06-07T17,171,2,0,0,1,0,0,1,0,2,0,0,3,0,2,0,0,6,0,0,41,0,0,0,0,0,0,4,0,0,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,5,6,0,0,9,0,1,3,0,1,19,0,0,0,0,0,0,0
2023-06-07T18,160,3,0,0,0,0,1,1,0,3,0,0,2,0,7,1,0,3,0,1,39,0,0,0,0,0,0,6,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,4,5,0,0,12,0,0,2,0,0,13,0,0,0,0,0,0,0
2023-06-07T19,163,1,0,1,1,0,0,1,0,2,0,0,1,0,12,0,0,6,1,0,33,0,0,1,0,0,0,5,0,0,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,4,0,0,0,0,2,4,0,0,5,7,0,0,4,0,1,1,0,1,16,0,0,0,0,0,0,0
2023-06-07T20,156,3,0,0,0,0,0,1,0,1,0,0,2,0,8,2,0,3,0,0,35,0,0,0,0,0,0,3,0,1,11,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,4,2,0,0,3,8,0,0,2,0,1,1,0,0,23,0,0,0,0,0,0,0
2023-06-07T21,141,3,0,0,0,1,0,1,0,0,0,0,1,0,4,4,0,4,1,1,18,0,0,0,0,0,0,4,0,0,8,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,2,0,0,0,0,2,3,0,0,1,7,0,0,2,0,0,1,0,0,31,0,0,0,0,0,0,0
2023-06-07T22,145,2,0,0,0,0,0,1,0,1,0,0,0,0,6,1,2,7,1,0,15,0,0,0,0,0,0,3,0,1,6,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,1,6,0,0,1,0,0,2,0,0,45,0,0,0,0,0,0,0
2023-06-07T23,122,2,0,1,0,0,0,1,0,0,0,0,1,0,15,1,0,4,1,1,13,0,0,0,0,0,0,3,0,0,4,8,0,0,0,0,1,0,0,1,0,0,3,0,0,0,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,7,0,0,0,0,0,1,0,2,29,0,0,0,1,0,0,0
2023-06-08T00,101,2,0,0,0,0,0,0,0,0,0,0,2,0,12,1,0,6,0,0,6,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,1,0,2,38,0,0,0,0,1,0,0
2023-06-08T01,98,3,0,1,0,0,0,0,0,0,0,0,1,0,16,0,1,4,1,0,5,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,1,39,0,0,0,0,0,0,0
2023-06-08T02,98,2,0,1,0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,0,4,0,0,0,0,1,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,6,0,0,2,0,0,1,0,1,40,0,0,0,0,0,0,0
2023-06-08T03,82,1,0,1,1,0,0,0,0,0,0,0,1,0,6,0,0,8,0,0,5,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,2,0,1,33,0,0,0,0,0,0,0
2023-06-08T04,85,2,0,0,0,2,0,0,0,0,0,0,1,0,5,0,1,15,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,8,0,0,1,0,0,1,0,1,27,0,0,0,0,0,0,0
2023-06-08T05,85,2,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,22,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,5,0,0,1,0,0,1,0,1,26,0,0,0,1,0,0,0
2023-06-08T06,71,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,2,0,0,23,0,0,0,1,0,0,1
2023-06-08T07,82,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,18,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,5,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0
2023-06-08T08,98,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,16,0,0,14,0,0,0,0,0,0,1,0,0,3,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,1,5,0,0,5,0,2,0,0,1,16,0,0,0,0,0,0,0
2023-06-08T09,103,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,15,0,0,15,1,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,2,0,1,0,0,0,0,1,3,0,1,2,7,0,0,2,0,1,1,0,0,15,0,0,0,0,0,0,0
2023-06-08T10,102,2,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,15,0,0,12,0,0,0,0,0,0,2,0,0,3,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,7,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,1,5,0,0,1,0,1,0,0,0,19,0,0,0,0,0,0,0
2023-06-08T11,116,3,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,8,0,0,14,0,0,0,0,0,0,2,0,0,2,7,0,0,0,0,9,0,0,0,1,1,1,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,0,0,0,0,2,1,1,0,0,1,0,1,2,0,0,1,7,0,0,5,0,2,1,0,1,19,0,0,0,0,0,0,0
2023-06-08T12,102,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,0,0,9,0,1,0,0,0,0,1,0,0,5,4,0,0,0,0,12,0,0,0,0,1,2,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,15,0,0,5,0,0,1,0,2,14,0,0,0,0,0,0,0
2023-06-08T13,122,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9,0,0,13,1,0,0,0,0,0,1,0,0,1,6,0,0,0,0,21,1,0,0,1,0,3,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,5,0,0,8,0,1,3,0,2,24,0,0,0,0,0,0,0
2023-06-08T14,96,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,7,0,0,10,0,1,0,0,0,0,1,1,0,4,6,0,0,1,0,2,2,0,0,0,0,1,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,5,0,0,8,0,0,1,0,0,17,0,0,0,0,0,0,0
2023-06-08T15,111,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,7,0,0,15,0,0,0,0,0,0,1,0,0,5,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,8,0,0,14,0,0,4,0,1,16,0,0,0,0,0,0,0
2023-06-08T16,121,2,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,3,0,0,14,0,0,0,0,0,0,4,0,1,11,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,11,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,2,6,0,0,12,0,0,2,0,1,19,0,0,0,0,0,0,0
2023-06-08T17,135,4,0,0,1,0,0,0,0,2,0,0,3,0,2,0,0,1,0,0,18,0,0,0,0,0,0,3,0,1,5,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9,4,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,8,0,0,13,0,1,4,0,3,22,0,0,0,0,0,0,0
2023-06-08T18,157,3,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,4,0,0,27,0,0,0,0,0,0,3,0,0,4,27,0,0,0,0,0,0,0,0,2,0,1,0,0,0,14,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,11,1,0,0,0,0,0,0,0,0,4,0,1,2,0,0,2,5,2,0,10,0,1,0,0,0,18,0,0,0,0,0,0,0
2023-06-08T19,190,1,0,0,0,0,0,0,0,2,0,0,1,0,6,1,0,3,0,0,30,0,0,0,0,0,0,5,0,1,10,27,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,2,0,0,1,0,1,2,0,0,2,5,0,0,5,0,0,0,0,1,43,0,0,0,1,0,0,0
