bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BW,BY,CA,CH,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DZ,EC,EE,ES,ET,FI,FR,GB,GE,GF,GH,GI,GR,GY,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MK,MM,MO,MQ,MU,MX,MY,NG,NL,NO,NZ,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,TG,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM
2023-11-28T06,77,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,5,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0
2023-11-28T07,61,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,8,0,0,0,1,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,2,0,0,0,0,0,22,0,0,0,0,0,0
2023-11-28T08,104,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,3,2,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,53,0,0,0,1,0,0
2023-11-28T09,99,2,0,0,0,0,4,0,0,1,1,0,0,1,0,0,3,2,0,0,15,0,0,0,0,8,0,0,0,0,3,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,5,0,0,3,0,0,0,0,0,24,0,0,0,1,0,0
2023-11-28T10,122,2,0,0,1,0,1,1,0,1,0,0,0,1,0,0,2,5,0,0,12,0,0,0,0,11,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,6,0,0,7,0,1,2,0,0,34,0,0,0,3,0,0
2023-11-28T11,110,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,3,1,0,0,10,0,0,0,0,7,1,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,7,0,0,9,0,0,3,0,0,28,0,0,0,1,0,0
2023-11-28T12,110,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,2,3,0,3,0,0,5,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,14,0,1,2,0,0,18,0,0,0,0,0,0
2023-11-28T13,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,12,0,0,1,1,0,19,0,0,0,1,0,0
2023-11-28T14,101,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,7,0,0,0,0,13,0,0,0,0,1,0,1,4,3,1,0,0,0,0,0,2,0,0,0,0,0,5,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,5,0,0,15,0,0,3,0,0,18,0,0,0,0,0,0
2023-11-28T15,137,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,7,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,9,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,6,0,0,19,0,0,4,0,0,21,0,0,0,0,0,0
2023-11-28T16,135,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,19,1,0,0,0,4,0,0,9,7,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,5,6,0,0,12,0,0,1,0,0,21,0,0,0,0,0,0
2023-11-28T17,161,1,0,0,0,1,0,0,0,1,2,0,0,2,0,0,3,0,0,0,5,0,0,0,0,29,0,0,0,0,4,0,0,16,6,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,0,0,12,0,0,0,0,0,25,0,0,0,1,0,0
2023-11-28T18,162,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,0,0,0,9,0,0,0,0,40,0,0,0,0,4,0,0,6,10,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13,4,1,0,0,0,0,0,0,0,2,1,0,1,0,0,4,5,0,0,7,0,0,2,0,0,24,0,0,0,1,0,0
2023-11-28T19,174,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,10,0,0,0,0,47,1,0,0,0,2,0,1,7,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,17,1,0,0,0,0,2,0,1,0,0,0,3,1,0,0,1,6,0,0,3,0,1,0,0,0,25,0,0,1,0,0,0
2023-11-28T20,169,2,0,0,0,2,0,0,0,0,2,1,0,1,0,0,3,0,0,0,11,0,0,0,1,29,0,0,0,0,4,0,0,13,14,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,3,6,0,0,1,0,2,1,0,0,31,0,0,1,0,0,0
2023-11-28T21,164,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,6,2,0,0,6,0,0,0,0,25,0,0,0,0,2,0,0,15,12,0,0,0,0,2,0,1,0,0,0,5,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,6,0,0,1,0,0,0,0,0,32,0,0,0,1,0,0
2023-11-28T22,173,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,7,2,0,0,23,0,0,0,0,16,0,1,0,0,2,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,16,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,48,2,0,0,0,0,0
2023-11-28T23,125,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,6,0,0,0,16,0,0,0,0,13,0,0,0,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,1,0,27,0,0,0,0,0,0
2023-11-29T00,154,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,23,1,1,0,19,0,0,0,0,7,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
2023-11-29T01,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,0,0,0,0,5,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
2023-11-29T02,143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,16,0,0,0,0,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,2,1,0,80,0,0,0,0,1,0
2023-11-29T03,88,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0
2023-11-29T04,108,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,17,1,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,56,0,0,0,1,0,0
2023-11-29T05,61,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,4,0,0,0,1,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,1,0,0,26,0,0,0,0,0,0
2023-11-29T06,123,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,1,0,0,58,0,0,0,1,0,0
2023-11-29T07,105,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,3,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,2,0,0,35,0,0,0,0,0,0
2023-11-29T08,101,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,0,0,0,9,0,0,0,0,10,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,15,0,0,3,0,0,0,0,0,38,0,0,0,0,0,0
2023-11-29T09,112,3,0,0,0,0,3,0,0,2,0,1,0,1,0,0,3,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0
2023-11-29T10,134,1,0,0,0,0,2,0,0,2,0,2,0,1,0,0,0,0,0,0,19,0,0,0,0,12,0,0,0,0,3,0,1,4,5,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5,0,0,3,0,1,2,0,0,46,0,0,0,0,0,0
2023-11-29T11,109,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,19,0,0,0,1,8,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,7,0,0,2,0,1,3,0,0,21,0,1,0,0,0,0
2023-11-29T12,119,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,2,8,0,0,0,0,2,0,1,0,0,0,9,0,2,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,22,0,0,4,0,1,3,0,0,17,0,1,0,0,0,0
2023-11-29T13,151,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24,0,0,0,1,11,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,10,0,0,2,0,0,69,0,0,0,0,0,0
2023-11-29T14,185,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,3,1,0,1,29,0,0,0,0,22,1,0,0,0,0,0,1,12,3,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,4,12,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,10,0,0,10,0,0,3,0,0,42,0,0,0,1,0,0
2023-11-29T15,159,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,27,0,0,0,0,20,1,0,0,0,0,0,2,5,7,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,8,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,1,0,0,0,2,0,0,0,2,0,3,0,0,0,1,8,0,0,12,0,0,2,0,0,33,0,0,0,0,0,0
2023-11-29T16,162,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,18,0,0,0,1,23,1,0,0,0,3,0,0,3,10,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,11,5,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,2,5,0,0,13,0,0,3,0,0,29,0,0,0,0,0,0
2023-11-29T17,180,0,0,0,1,3,0,0,1,1,0,0,0,4,0,0,1,2,0,0,7,0,0,0,0,49,1,0,0,0,3,0,0,7,9,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,3,5,0,0,10,0,0,0,0,0,32,0,0,0,1,0,0
2023-11-29T18,188,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,4,2,0,0,6,0,0,0,0,43,0,0,0,0,5,0,0,15,8,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,2,1,0,0,0,1,0,1,0,5,0,3,0,0,0,2,5,0,0,4,0,1,1,0,0,28,0,0,0,0,0,0
2023-11-29T19,241,1,0,0,0,0,0,0,1,0,4,1,0,2,0,0,2,1,0,0,8,1,0,0,0,52,0,0,0,0,4,0,0,9,19,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,10,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,2,1,0,0,0,2,0,1,0,2,0,1,0,0,0,2,11,0,0,3,0,3,0,0,0,63,0,0,0,0,0,0
2023-11-29T20,178,0,1,0,0,0,0,0,1,1,1,0,0,3,0,0,8,1,0,0,9,0,0,0,0,34,0,0,0,0,5,0,0,9,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,19,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,3,5,0,0,0,0,3,0,0,0,32,0,0,0,0,0,0
2023-11-29T21,180,1,0,0,0,1,0,0,1,1,1,1,0,2,0,0,5,2,0,0,13,0,0,0,0,26,0,0,0,0,1,0,0,11,8,0,0,0,0,0,0,2,1,0,2,0,0,3,0,0,18,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0,1,7,0,0,1,0,2,0,0,0,34,0,0,0,0,0,0
2023-11-29T22,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,8,0,0,0,0,19,0,0,0,0,1,0,0,6,15,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,20,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,1,0,1,0,6,0,0,0,0,6,0,0,3,0,3,1,0,0,53,0,0,0,0,1,0
2023-11-29T23,132,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,12,0,0,0,0,11,0,0,0,0,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,50,1,0,0,0,0,0
2023-11-30T00,131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0
2023-11-30T01,128,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,13,1,0,0,4,1,0,0,0,6,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,2,0,0,0,1,0,1,0,0,0,5,0,0,0,1,7,0,0,1,0,0,0,0,0,64,0,0,0,0,2,0
2023-11-30T02,121,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8,0,0,1,7,1,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,0,6,0,0,0,0,0,1,0,0,64,0,0,0,1,2,0
2023-11-30T03,89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,8,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,2,1,0,40,0,0,0,0,0,0
2023-11-30T04,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,0,21,0,0,0,1,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,1,0,37,0,0,0,0,0,0
2023-11-30T05,93,5,1,0,2,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,1,0,1,0,0,0,26,0,0,0,0,0,0
2023-11-30T06,104,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,9,1,0,0,21,0,0,0,0,6,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,7,0,0,3,0,0,2,0,0,25,0,0,0,0,1,0
2023-11-30T07,98,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,1,0,1,1,0,0,35,0,0,0,0,0,0
2023-11-30T08,106,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,6,0,0,0,22,0,0,0,0,8,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,3,0,0,0,2,0,2,0,0,0,0,6,0,0,1,0,0,1,0,0,17,0,0,0,0,0,0
2023-11-30T09,101,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,19,0,0,0,0,7,0,0,0,0,3,0,0,5,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6,0,0,1,0,0,4,0,0,20,0,0,0,0,0,0
2023-11-30T10,82,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,4,0,0,0,1,6,0,0,1,0,0,2,0,0,22,0,0,0,0,0,0
2023-11-30T11,77,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,2,0,5,1,0,0,0,6,0,0,4,0,1,4,0,0,10,0,0,0,0,0,0
2023-11-30T12,128,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,6,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,4,0,0,2,0,0,1,0,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,1,0,2,0,0,0,0,0,2,1,0,0,2,14,0,1,6,0,0,2,0,0,23,0,0,0,2,0,0
2023-11-30T13,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,10,0,0,0,1,6,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,5,0,0,2,0,0,23,0,0,0,0,0,0
2023-11-30T14,116,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,10,0,0,0,0,10,2,0,0,0,0,0,1,6,5,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,3,0,1,0,0,0,1,0,3,0,0,0,0,9,0,0,10,0,0,7,0,0,23,0,0,0,0,0,0
2023-11-30T15,115,3,1,0,1,0,0,0,1,0,1,1,0,3,0,0,3,1,0,0,10,0,0,0,0,14,2,0,0,0,1,0,0,6,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,0,1,0,1,0,1,0,4,0,0,0,0,5,0,0,8,0,2,3,0,0,17,0,0,0,0,0,0
2023-11-30T16,148,0,10,0,0,2,0,0,0,1,0,1,0,1,0,0,6,1,0,0,6,0,0,0,0,20,1,0,0,0,4,0,0,14,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,15,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,6,0,0,14,0,1,3,0,0,17,0,0,0,1,0,0
2023-11-30T17,149,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,3,0,0,0,0,26,0,0,0,0,2,0,3,16,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,2,5,0,0,15,0,0,1,0,0,17,0,0,0,0,1,0
2023-11-30T18,201,0,9,0,0,1,0,0,0,0,2,0,0,2,0,0,5,0,2,0,5,1,0,0,1,32,0,0,0,0,5,0,0,13,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,6,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,15,4,0,0,2,0,3,0,2,0,1,0,3,1,0,0,4,5,0,0,8,0,2,0,0,0,29,0,0,0,0,0,0
