bucket,total,--,AE,AM,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FJ,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MK,MM,MN,MO,MT,MX,MY,MZ,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SE,SG,SI,SK,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA
2023-10-06T01,126,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,10,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,1,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,8,0,0,3,0,0,6,1,29,0,0,0,1,0
2023-10-06T02,138,3,0,0,1,0,2,0,0,0,0,0,0,0,4,0,8,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,3,0,1,24,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,7,0,0,3,1,0,8,0,37,0,0,0,1,0
2023-10-06T03,128,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,7,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,5,0,0,25,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,6,0,0,2,1,0,17,0,28,0,0,0,1,1
2023-10-06T04,106,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,1,0,0,2,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,1,0,0,0,3,0,0,2,7,0,0,4,0,0,4,0,29,0,0,0,2,2
2023-10-06T05,112,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,3,0,0,0,0,0,2,0,0,3,0,3,0,1,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,7,0,0,5,0,0,5,0,31,0,0,0,1,0
2023-10-06T06,125,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,1,0,2,0,1,1,0,0,2,0,0,1,7,0,0,2,0,0,9,0,39,0,0,0,5,0
2023-10-06T07,151,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,1,0,0,3,1,1,0,0,2,1,0,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,3,0,2,0,0,2,0,8,0,0,1,0,0,4,1,0,1,6,0,0,5,0,0,8,0,33,0,1,0,2,0
2023-10-06T08,134,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,2,0,0,1,0,0,2,0,1,1,0,2,1,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,1,0,3,0,0,0,1,0,3,0,0,3,7,0,0,8,0,1,11,0,24,0,1,0,3,0
2023-10-06T09,143,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,3,1,0,1,6,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,5,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,2,0,0,0,0,0,2,0,0,1,5,0,0,8,0,1,17,0,24,0,0,0,3,0
2023-10-06T10,131,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,6,1,0,1,2,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,5,0,0,1,0,0,1,0,0,2,1,3,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,1,1,0,0,1,0,5,0,2,0,0,0,1,0,0,1,5,0,0,5,0,2,9,0,20,0,0,0,1,0
2023-10-06T11,136,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,8,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,1,0,0,4,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,2,0,4,0,2,0,2,0,1,0,0,2,9,0,0,7,0,0,18,0,20,0,0,0,0,0
2023-10-06T12,152,3,0,0,1,0,2,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,7,0,1,0,1,0,3,0,0,1,10,0,0,10,0,0,11,0,29,0,0,0,0,1
2023-10-06T13,162,4,1,0,1,1,1,0,0,0,2,0,0,0,0,0,5,1,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,6,0,0,0,0,1,0,0,1,5,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,1,0,1,0,1,0,2,1,0,3,8,0,1,10,0,0,18,0,23,0,1,1,0,0
2023-10-06T14,170,3,0,0,2,1,0,0,0,0,1,1,0,0,3,0,5,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,7,0,1,0,0,0,1,0,1,8,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,2,0,1,0,0,0,1,0,2,0,0,3,5,0,0,15,0,0,12,1,24,0,1,0,1,1
2023-10-06T15,163,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,5,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,7,4,0,0,0,0,6,0,1,0,0,0,0,0,1,9,0,3,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,1,0,0,2,0,2,0,1,0,1,0,3,0,0,3,5,0,0,17,0,0,12,0,25,0,0,0,3,0
2023-10-06T16,170,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,12,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,10,4,0,0,0,0,2,0,0,0,0,0,2,1,0,13,0,4,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,2,0,0,0,1,1,0,2,6,0,0,7,0,1,10,0,23,0,0,0,2,0
2023-10-06T17,201,2,0,0,0,0,0,1,0,1,3,0,0,0,2,0,1,2,0,0,16,0,0,0,0,27,1,0,0,0,0,0,2,0,1,0,11,3,0,0,0,0,4,0,1,0,0,0,2,0,0,14,0,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,0,0,6,0,1,7,0,33,0,0,0,1,1
2023-10-06T18,214,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,4,0,0,0,14,0,0,0,0,39,0,0,0,0,0,0,1,0,0,0,9,10,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,1,0,0,0,0,3,0,2,0,0,0,3,1,0,3,6,0,0,5,0,2,7,0,29,0,0,0,0,1
2023-10-06T19,203,1,0,0,0,1,0,1,0,0,2,1,0,0,3,0,7,0,0,0,16,0,0,0,0,31,0,0,0,0,0,0,1,0,0,0,8,13,0,0,0,0,1,0,0,0,0,1,3,0,0,13,0,1,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17,0,0,0,0,0,0,4,0,1,0,3,0,3,0,0,1,6,0,0,3,0,1,5,0,26,0,0,0,1,1
2023-10-06T20,196,2,0,0,0,1,0,1,0,0,1,1,0,0,4,0,4,1,0,0,15,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,9,11,0,0,0,0,1,0,0,0,0,0,1,0,0,22,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,1,0,0,0,0,4,0,3,0,1,0,3,0,0,3,5,0,0,3,0,1,6,0,30,0,0,0,0,1
2023-10-06T21,189,2,1,0,0,2,0,1,0,0,1,0,0,0,2,0,4,1,0,0,11,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,7,11,0,0,0,0,1,0,0,0,0,0,1,0,0,18,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,13,0,1,0,0,0,0,1,0,3,0,0,0,2,0,0,2,6,0,0,3,0,1,3,0,32,0,0,0,1,1
2023-10-06T22,188,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,5,1,0,1,13,0,0,0,1,14,0,0,0,0,0,0,2,0,0,0,6,10,0,0,0,0,1,0,0,1,0,0,3,0,0,21,0,2,0,1,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,2,5,0,0,3,0,0,12,0,31,1,0,0,0,2
2023-10-06T23,175,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,6,11,0,0,1,0,1,0,0,0,0,0,3,0,0,12,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,1,0,0,1,0,4,0,1,0,1,0,2,0,0,0,6,0,0,1,0,0,9,0,39,0,0,0,0,0
2023-10-07T00,153,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,0,0,14,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,3,6,0,0,0,0,1,0,0,1,0,0,2,0,1,8,0,3,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,6,0,0,1,0,0,7,0,42,0,0,0,1,0
2023-10-07T01,100,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,12,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,5,0,0,1,0,0,5,0,27,0,0,0,0,0
2023-10-07T02,105,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,10,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,7,0,0,0,0,0,5,0,39,0,0,0,1,1
2023-10-07T03,113,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,15,1,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,2,0,0,6,0,39,0,0,0,0,0
2023-10-07T04,90,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,4,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,4,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,0,0,2,0,0,1,0,26,0,0,0,0,0
2023-10-07T05,90,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,1,0,7,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,5,0,0,3,0,0,3,0,29,0,0,1,0,0
2023-10-07T06,104,2,0,0,1,0,0,0,0,2,0,0,0,0,2,0,5,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,7,0,0,1,0,1,3,0,0,2,0,3,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,5,0,0,5,0,0,4,0,30,0,0,1,1,0
2023-10-07T07,94,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,3,1,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,7,0,0,2,0,22,0,0,0,1,0
2023-10-07T08,77,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5,0,0,6,0,0,1,1,16,0,0,0,0,1
2023-10-07T09,87,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,4,0,0,0,1,0,1,0,0,4,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,2,6,0,0,5,0,1,2,0,18,0,0,0,1,1
2023-10-07T10,120,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,3,0,0,0,17,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,2,0,0,1,0,2,0,1,0,0,1,2,0,0,1,6,0,0,14,0,0,6,0,23,0,0,0,0,1
2023-10-07T11,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,5,0,0,4,0,0,4,1,18,0,0,1,1,0
2023-10-07T12,117,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,3,0,0,12,0,0,0,0,19,0,0,0,1,0,0,0,0,0,1,7,3,0,0,3,0,0,0,0,1,0,0,0,1,0,5,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0,2,0,1,0,1,0,0,3,5,0,0,5,0,0,4,0,18,0,0,0,0,0
2023-10-07T13,147,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,17,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,15,7,0,0,1,0,9,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,3,0,2,0,1,0,1,1,0,3,5,0,0,10,0,1,5,0,25,0,0,0,0,1
2023-10-07T14,169,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,21,1,0,0,0,14,0,0,0,1,0,0,0,0,1,0,8,6,0,0,0,0,10,0,0,0,0,0,1,0,0,12,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,1,0,1,0,0,0,3,0,0,2,6,0,0,13,0,0,5,0,35,0,0,0,0,0
2023-10-07T15,183,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,9,0,0,0,22,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,4,0,1,1,0,0,0,0,0,20,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,3,5,0,0,16,0,1,6,1,32,0,0,0,1,0
2023-10-07T16,176,3,0,0,0,1,1,0,0,1,2,0,0,0,0,0,5,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,3,0,0,1,14,9,0,0,0,0,2,0,0,1,0,0,2,0,0,19,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,6,0,0,16,0,1,5,1,28,0,0,1,0,0
2023-10-07T17,164,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,6,0,0,0,11,0,0,0,1,21,0,0,0,0,0,0,4,0,0,0,10,10,0,0,0,0,3,0,1,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,6,0,0,15,0,1,4,0,27,0,0,1,0,0
2023-10-07T18,158,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,10,0,0,0,1,23,0,0,0,0,0,0,3,0,0,0,11,7,0,0,0,0,1,0,2,0,0,1,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,5,0,0,0,1,0,1,1,0,3,6,0,0,13,0,1,2,0,31,0,0,1,0,0
2023-10-07T19,169,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,12,0,0,0,0,22,0,0,0,0,0,0,2,0,0,0,11,14,0,0,0,0,1,0,2,0,0,0,1,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,5,5,0,0,14,1,1,1,1,23,1,0,0,0,0
2023-10-07T20,177,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,12,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,3,7,0,0,11,0,0,2,1,27,0,0,0,0,1
2023-10-07T21,160,2,0,0,0,0,0,0,0,0,1,2,0,0,4,0,9,1,0,0,13,0,0,0,2,15,0,0,1,0,0,0,1,0,0,0,8,11,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,2,0,1,0,0,0,3,0,0,3,7,0,0,3,0,0,3,1,30,0,0,0,2,1
2023-10-07T22,149,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,7,1,0,0,7,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,8,17,0,0,1,0,1,0,0,0,0,0,1,0,0,12,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,6,0,1,0,0,0,0,0,0,3,6,0,0,2,0,1,1,0,37,0,0,0,1,0
2023-10-07T23,116,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,7,1,0,0,3,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,2,0,41,0,0,0,1,0
