bucket,total,--,AE,AR,AT,AU,BA,BD,BE,BG,BH,BN,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DM,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KH,KR,KY,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,MM,MN,MO,MR,MU,MX,MY,NA,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RU,RW,SA,SC,SE,SG,SK,SN,TG,TH,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-06-27T06,73,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,12,2,0,0,6,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,19,0,0,0,1,0,0
2023-06-27T07,88,1,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,10,1,0,0,9,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,4,0,0,0,0,6,0,0,0,2,0,2,1,0,0,0,22,0,0,0,2,0,0
2023-06-27T08,85,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,11,0,0,0,8,0,0,0,0,0,0,1,0,0,3,4,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,7,0,0,0,5,0,0,0,0,1,0,18,0,0,0,0,1,0
2023-06-27T09,80,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,10,0,0,0,6,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,8,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,1,0
2023-06-27T10,70,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,1,0,0,0,11,0,0,0,0,0,0
2023-06-27T11,75,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,9,0,0,0,7,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1,0,1,4,0,0,0,18,0,0,0,1,0,0
2023-06-27T12,84,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,6,0,0,0,0,0,0,1,0,0,7,4,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,0,4,0,3,2,0,1,0,11,0,0,0,0,0,0
2023-06-27T13,102,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,15,0,0,0,10,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,8,0,1,5,0,0,0,20,0,0,0,0,0,0
2023-06-27T14,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,1,0,0,0,0,0,4,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,4,1,0,0,0,7,0,0,0,9,0,0,6,0,1,0,15,0,0,0,0,0,0
2023-06-27T15,145,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,16,0,0,1,16,0,0,0,0,0,0,2,0,0,6,7,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,3,2,0,1,0,0,1,0,0,8,0,0,0,18,0,3,8,0,1,0,19,0,0,0,0,0,0
2023-06-27T16,139,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,9,0,0,0,27,0,0,0,0,0,0,2,0,0,5,9,0,0,0,0,3,0,1,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,1,0,1,5,0,0,0,0,8,0,0,0,16,0,0,2,0,1,0,20,0,0,0,0,0,0
2023-06-27T17,162,1,0,1,0,0,0,0,3,0,0,0,0,5,0,3,1,0,1,6,0,0,1,43,0,0,0,0,0,0,3,0,0,8,13,0,0,0,0,2,0,1,0,0,0,0,0,0,11,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,3,0,0,0,3,0,0,0,1,7,0,0,0,6,0,0,2,0,1,0,18,0,0,0,0,0,0
2023-06-27T18,177,1,0,2,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,2,0,0,1,53,0,0,0,0,0,1,3,0,1,14,16,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,9,0,0,0,4,0,2,1,0,0,0,18,0,0,0,0,0,0
2023-06-27T19,159,1,0,2,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,5,0,0,1,26,0,0,0,0,0,0,3,0,0,16,19,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,0,0,0,5,1,1,0,0,0,0,19,0,0,0,0,0,0
2023-06-27T20,126,2,1,1,0,0,0,0,4,0,0,0,0,0,0,2,1,1,0,1,0,0,1,21,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,1,3,0,0,1,0,5,0,0,0,3,1,0,1,0,1,0,13,0,0,0,1,1,0
2023-06-27T21,130,4,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,2,0,0,1,19,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,1,1,0,1,2,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,24,0,0,0,2,0,0
2023-06-27T22,105,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,12,0,0,0,0,0,0,1,0,0,6,11,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,6,0,0,0,4,0,2,0,0,1,0,22,1,0,0,1,0,0
2023-06-27T23,109,2,1,2,0,1,0,0,0,0,0,0,0,3,0,8,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,0,1,0,0,2,0,1,10,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0
2023-06-28T00,109,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,2,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,2,0,1,6,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,38,0,0,0,1,0,0
2023-06-28T01,102,2,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,0,0,2,0,44,0,0,0,1,0,0
2023-06-28T02,105,1,0,2,0,0,0,0,0,0,0,0,1,2,0,3,0,3,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,1,0,1,1,0,0,0,58,0,0,0,0,0,0
2023-06-28T03,74,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,2,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,33,0,0,0,0,0,0
2023-06-28T04,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,1,0,0,0,23,0,0,0,2,0,0
2023-06-28T05,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,8,0,0,0,3,0,1,2,0,1,0,13,0,0,0,0,0,0
2023-06-28T06,81,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,7,0,0,2,8,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,1,0,23,0,0,0,0,0,0
2023-06-28T07,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,11,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0
2023-06-28T08,71,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,9,0,0,1,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6,0,0,0,2,0,0,1,0,1,0,23,0,0,0,0,0,0
2023-06-28T09,91,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,1,15,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,5,0,0,0,0,11,0,0,0,1,0,2,0,0,1,0,18,0,0,0,0,0,0
2023-06-28T10,112,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,1,9,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,2,0,28,0,0,0,0,0,0
2023-06-28T11,101,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,1,9,1,0,0,0,0,0,1,0,0,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,12,0,0,0,3,0,0,0,0,4,0,20,0,0,0,0,0,0
2023-06-28T12,116,2,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,1,7,1,0,1,0,0,0,0,0,0,5,6,0,0,0,0,3,0,0,1,9,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,13,0,0,0,6,0,1,2,0,0,0,19,0,0,0,0,0,0
2023-06-28T13,114,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,0,1,6,0,0,1,0,0,0,0,0,0,3,8,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,13,0,0,0,10,0,0,1,0,0,0,22,0,0,0,0,0,0
2023-06-28T14,155,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0,19,0,0,1,6,0,0,1,0,1,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,5,0,0,3,0,2,1,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,12,0,0,0,12,0,1,1,0,1,0,47,0,0,0,1,1,0
2023-06-28T15,191,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,2,0,21,0,0,1,20,0,0,0,0,0,0,1,0,0,10,12,0,0,0,0,4,0,0,0,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0,1,4,0,0,0,3,10,0,0,0,19,0,1,2,0,0,0,45,0,0,0,1,0,0
2023-06-28T16,166,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,8,0,0,2,23,0,0,0,0,1,0,2,0,0,12,5,0,0,0,0,1,0,0,0,5,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,3,0,0,0,2,5,0,0,0,17,0,2,1,0,1,0,45,0,0,0,0,0,0
2023-06-28T17,144,3,0,0,2,0,0,0,3,0,0,0,0,1,0,2,1,0,0,5,0,0,1,27,0,0,0,0,0,0,1,0,0,13,6,0,0,0,0,2,0,0,0,0,0,2,0,0,10,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,9,0,1,1,0,0,0,27,0,0,0,0,1,0
2023-06-28T18,174,1,0,1,1,0,0,0,2,0,0,0,0,2,0,3,0,1,0,4,0,0,1,43,0,0,0,0,0,0,3,0,0,7,23,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,2,0,0,0,0,0,0,2,0,0,4,0,0,0,1,6,0,0,0,10,0,1,1,0,0,0,28,0,0,1,0,0,0
2023-06-28T19,188,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,3,0,3,0,0,1,28,0,0,0,0,0,1,2,0,0,17,19,0,0,0,0,1,0,0,0,0,0,1,0,0,14,0,1,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,3,0,0,0,0,0,0,0,0,1,4,0,0,0,2,7,0,0,0,10,0,0,0,0,1,0,29,0,0,1,1,0,0
2023-06-28T20,156,1,0,0,0,0,0,0,2,0,0,0,0,3,0,1,2,1,0,1,0,1,1,31,0,0,0,0,1,0,0,0,0,13,20,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,2,3,0,0,0,2,8,0,0,0,5,0,2,0,0,0,0,13,0,0,0,1,0,0
2023-06-28T21,113,1,0,0,0,0,0,0,1,0,0,0,0,3,0,6,0,0,0,2,0,0,1,15,0,0,0,0,0,0,1,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,1,0,20,0,0,0,0,0,0
2023-06-28T22,128,3,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,4,0,2,0,0,1,10,0,0,0,0,0,0,3,0,0,4,12,0,0,0,0,1,0,0,0,5,0,0,0,1,10,0,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
2023-06-28T23,118,1,1,1,1,0,0,0,0,0,0,0,0,2,0,12,0,5,0,1,0,0,1,6,0,0,0,0,0,0,1,0,0,4,7,0,0,0,0,0,0,0,0,4,0,0,0,1,10,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,7,0,0,0,0,0,1,0,0,2,0,38,0,0,0,1,0,0
2023-06-29T00,91,0,0,1,0,0,0,0,0,0,0,0,0,3,0,13,1,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,2,5,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0
2023-06-29T01,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,1,3,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,8,0,0,0,1,0,1,0,0,1,0,27,0,0,0,0,0,0
2023-06-29T02,69,1,0,1,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0
2023-06-29T03,65,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,1,2,0,1,0,25,0,0,0,0,0,0
2023-06-29T04,64,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,1,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,0,0,0,2,0,0,2,0,0,0,24,0,0,0,1,0,0
2023-06-29T05,92,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,8,1,0,1,2,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,1,1,0,0,0,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,8,0,0,0,2,0,0,1,0,0,0,30,0,0,0,1,0,0
2023-06-29T06,87,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,1,0,1,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,0,0,0,0,0,3,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,25,0,0,0,2,0,0
2023-06-29T07,69,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,9,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,3,0,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,17,0,0,0,0,0,0
2023-06-29T08,88,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,1,10,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,5,0,0,0,3,0,0,0,0,1,0,23,0,0,0,0,0,0
2023-06-29T09,87,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,9,0,0,2,10,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,8,0,0,0,2,0,0,0,0,2,0,21,0,0,0,0,0,0
2023-06-29T10,89,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,3,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,6,0,1,1,0,1,0,23,0,0,0,0,0,0
2023-06-29T11,93,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,9,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,4,0,0,0,0,3,0,37,0,0,0,0,0,0
2023-06-29T12,99,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,7,1,0,1,0,0,0,0,0,1,8,3,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,0,2,0,2,0,21,0,0,0,1,0,0
2023-06-29T13,110,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,7,1,0,1,0,0,0,1,0,0,1,3,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,1,0,0,2,0,0,0,1,6,0,0,0,11,0,1,3,0,1,0,19,0,0,0,0,0,0
2023-06-29T14,130,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,8,0,0,3,13,0,0,0,0,0,0,2,0,0,6,3,0,0,0,0,4,0,0,0,1,0,0,0,0,8,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,6,0,0,0,17,0,0,3,0,0,0,25,0,0,0,1,0,0
2023-06-29T15,131,2,1,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,8,0,0,1,15,0,0,1,0,0,0,1,0,0,5,10,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,1,0,0,5,0,0,0,3,5,0,0,0,12,0,0,3,0,1,0,24,0,0,0,1,0,0
2023-06-29T16,132,1,6,1,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,5,0,0,0,14,0,0,0,0,0,0,1,0,0,10,8,0,0,0,0,2,0,0,0,1,0,0,0,0,14,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,2,0,0,0,3,0,0,0,3,5,0,0,0,8,0,0,3,0,1,0,21,0,0,0,0,0,0
2023-06-29T17,148,3,5,1,0,0,0,0,2,0,0,0,0,2,0,2,2,1,0,6,0,0,0,24,0,0,0,0,0,0,1,0,0,5,13,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,6,0,0,0,6,0,3,4,0,3,0,29,0,0,0,0,0,1
