bucket,total,--,AE,AR,AT,AU,BA,BD,BE,BG,BH,BN,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DM,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KH,KR,KY,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,MM,MN,MO,MR,MU,MX,MY,NA,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RU,RW,SA,SC,SE,SG,SK,SN,TG,TH,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-06-29T18,193,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0,0,36,0,0,0,0,0,0,2,0,0,6,24,0,0,0,0,1,0,0,0,1,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,6,0,0,0,6,0,0,3,0,1,0,61,0,0,0,1,0,0
2023-06-29T19,165,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,0,34,0,0,0,0,0,0,4,0,0,10,21,0,0,0,0,0,0,0,0,2,0,1,0,0,11,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,6,0,0,1,3,0,1,2,0,1,0,27,0,0,0,0,0,0
2023-06-29T20,175,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5,3,2,0,1,0,0,0,28,0,0,0,0,0,0,3,0,0,14,15,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,13,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,6,0,0,0,2,0,3,1,0,2,0,40,0,0,0,0,0,0
2023-06-29T21,162,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,23,0,0,0,0,0,0,2,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,2,0,1,5,0,0,0,2,6,0,0,0,4,0,2,0,0,1,0,59,0,0,0,0,0,0
2023-06-29T22,119,1,0,1,0,0,0,0,0,0,0,0,0,4,1,7,1,0,0,4,0,0,0,9,0,0,0,1,0,0,1,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,5,0,0,0,2,0,1,1,1,2,0,37,0,0,0,0,0,0
2023-06-29T23,121,3,0,3,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,3,0,0,1,8,0,0,0,0,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,5,0,0,0,1,0,1,0,1,3,0,39,0,0,0,0,0,0
2023-06-30T00,105,1,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,4,0,0,1,7,0,0,0,0,0,1,1,0,0,5,7,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,2,0,1,0,0,1,0,39,0,0,0,0,0,0
2023-06-30T01,98,2,1,3,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,1,0,1,2,0,0,1,0,0,1,0,0,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,1,0,0,0,0,3,0,37,0,0,0,0,0,0
2023-06-30T02,79,2,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,5,0,0,0,4,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,28,0,0,0,0,0,0
2023-06-30T03,63,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,1,0,0,1,0,31,0,0,0,1,0,0
2023-06-30T04,64,3,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,0,0,1,0,1,0,24,0,0,0,0,0,0
2023-06-30T05,63,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,2,0,3,0,21,0,0,0,1,0,0
2023-06-30T06,75,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,1,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,7,0,0,0,4,0,0,1,0,1,0,17,0,0,0,0,0,0
2023-06-30T07,64,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,1,3,0,0,0,0,5,1,0,0,3,0,1,2,0,1,0,16,0,0,0,0,0,0
2023-06-30T08,73,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,6,1,0,0,4,0,0,1,0,2,0,20,0,0,0,0,0,1
2023-06-30T09,71,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,2,0,1,0,18,0,0,0,0,0,0
2023-06-30T10,84,2,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,2,0,0,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5,0,0,0,3,0,1,2,0,2,0,22,0,0,0,0,0,0
2023-06-30T11,74,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,0,0,3,0,0,7,0,3,0,17,0,0,0,0,0,0
2023-06-30T12,91,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,12,0,0,1,0,0,0,0,0,1,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,8,0,1,0,4,0,1,5,0,2,0,17,0,0,0,2,0,0
2023-06-30T13,101,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,19,0,0,0,0,0,0,1,0,0,7,4,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,6,0,0,0,3,0,0,7,0,1,0,18,0,0,0,2,0,0
2023-06-30T14,108,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8,0,0,0,18,0,0,0,0,0,0,5,0,0,9,4,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6,0,0,0,7,0,1,5,0,2,0,21,0,0,0,0,0,0
2023-06-30T15,127,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,17,0,0,0,0,0,0,6,0,0,3,7,0,0,0,0,1,0,0,0,0,1,1,0,0,13,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,0,0,3,2,0,0,0,0,8,0,0,0,12,0,1,4,0,1,0,26,0,0,0,0,0,0
2023-06-30T16,145,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,22,0,0,0,21,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,2,0,0,0,2,0,0,0,0,9,0,0,0,11,0,2,3,0,2,0,20,0,0,0,1,0,0
2023-06-30T17,134,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,18,0,0,0,21,0,0,0,0,0,0,1,0,0,4,7,0,0,0,0,2,0,0,1,0,0,0,0,0,14,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,5,0,0,0,8,0,1,5,0,3,0,21,0,0,0,1,0,0
2023-06-30T18,181,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,17,0,0,0,38,0,0,0,0,0,0,1,0,0,2,14,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,0,1,1,0,1,2,0,0,0,2,5,0,0,0,5,0,1,3,0,1,0,43,0,0,0,0,0,0
2023-06-30T19,161,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,11,0,0,1,23,0,0,0,0,0,0,3,0,0,8,17,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,3,1,0,1,2,0,0,0,2,6,0,0,0,5,0,1,4,0,2,0,25,0,0,0,1,0,0
2023-06-30T20,153,3,0,0,1,0,0,0,2,1,0,0,0,0,0,1,2,0,0,13,1,0,0,26,0,0,0,0,0,0,1,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,2,0,0,0,1,0,0,0,3,6,0,0,0,3,0,0,4,0,1,1,19,0,0,0,2,0,0
2023-06-30T21,166,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,15,1,0,0,22,0,0,0,0,0,0,2,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,1,3,0,1,2,0,0,0,3,8,0,0,0,3,0,2,4,0,1,1,27,0,0,0,0,0,0
2023-06-30T22,126,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4,1,0,0,18,0,0,0,0,0,1,1,0,0,5,18,0,0,0,0,0,0,0,2,1,0,2,0,0,10,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,7,0,0,0,3,0,0,1,0,2,0,24,0,0,0,1,0,0
2023-06-30T23,137,4,0,2,0,1,0,0,0,0,0,0,0,5,0,7,2,1,0,5,1,0,0,12,0,0,0,0,0,0,0,0,1,5,13,0,0,0,0,0,0,0,2,0,0,3,0,0,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,7,0,0,0,3,0,0,2,0,2,0,35,0,0,0,1,0,0
2023-07-01T00,115,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,6,0,0,0,3,0,1,3,0,1,0,41,0,0,0,1,0,0
2023-07-01T01,103,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1,0,0,2,0,3,0,49,0,0,0,1,0,0
2023-07-01T02,84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,1,0,2,0,29,0,0,0,0,0,0
2023-07-01T03,79,2,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6,0,0,0,1,1,0,2,0,1,0,26,0,0,0,2,0,0
2023-07-01T04,87,2,0,2,0,1,0,0,0,0,0,0,0,1,0,6,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,7,0,0,0,2,1,1,3,0,3,0,23,0,0,0,3,0,0
2023-07-01T05,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,1,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,1,0,8,0,0,0,2,0,0,1,0,2,0,22,0,0,0,2,0,0
2023-07-01T06,86,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,5,0,0,0,2,0,0,2,0,1,0,33,0,0,0,0,0,0
2023-07-01T07,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,8,0,0,0,6,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,1,2,0,3,0,18,0,0,0,0,0,0
2023-07-01T08,89,1,0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,1,0,7,0,0,0,8,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,4,0,0,0,0,0,2,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,5,0,0,0,1,0,1,2,0,1,0,22,0,0,0,0,0,0
2023-07-01T09,69,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,7,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,7,0,0,0,2,0,0,4,0,1,0,18,0,0,0,0,0,0
2023-07-01T10,85,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,8,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,2,0,3,0,17,0,0,0,0,0,0
2023-07-01T11,83,1,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,7,0,0,0,2,0,1,4,0,0,0,15,0,0,0,0,0,0
2023-07-01T12,97,1,0,0,0,2,0,3,0,0,0,0,0,1,0,3,2,0,0,4,0,0,0,13,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,4,0,0,0,1,5,0,0,0,2,0,0,5,0,0,0,25,0,0,0,1,0,0
2023-07-01T13,115,1,0,0,0,2,0,0,0,0,0,0,0,2,0,5,2,1,0,7,1,0,0,8,0,0,0,0,0,0,1,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0,2,0,1,3,0,0,4,0,0,0,0,7,0,0,0,4,0,0,4,0,3,0,23,0,0,0,0,0,0
2023-07-01T14,126,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,11,1,0,0,11,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,4,0,0,0,0,0,1,0,0,7,0,3,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,5,0,1,1,0,0,4,0,0,0,2,8,0,0,0,10,0,1,5,0,0,0,17,0,0,0,0,0,0
2023-07-01T15,142,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,7,4,0,0,17,0,0,0,0,0,0,3,0,2,6,6,0,0,0,0,3,0,1,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,4,0,1,2,0,0,4,0,0,0,0,5,0,0,0,9,0,2,6,0,0,0,23,0,0,0,0,0,0
2023-07-01T16,148,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,18,2,0,0,19,0,0,0,0,0,0,4,0,0,10,7,0,0,0,0,3,0,1,0,0,0,0,0,0,18,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,0,0,0,13,0,1,5,0,3,0,21,0,0,0,0,0,0
2023-07-01T17,160,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,21,0,0,0,23,0,0,0,0,0,0,4,0,0,5,8,0,0,0,0,3,0,1,0,0,0,0,0,0,11,0,5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,6,0,0,0,12,0,0,7,0,3,0,25,0,0,0,1,0,0
2023-07-01T18,166,2,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,24,0,0,0,28,0,0,0,0,0,0,3,0,0,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,7,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,6,0,0,0,9,0,2,2,0,1,0,26,0,0,0,0,0,0
2023-07-01T19,178,2,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,23,0,0,0,28,0,0,0,0,0,0,3,0,0,5,14,0,0,0,0,1,0,0,1,0,0,0,0,0,11,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,4,1,0,0,3,0,0,0,1,5,0,0,0,10,0,2,2,0,2,0,27,0,0,0,0,0,0
2023-07-01T20,180,1,0,1,3,0,0,0,2,0,0,0,0,2,0,5,0,1,0,27,0,0,0,28,0,0,0,0,0,0,3,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,5,1,0,0,3,0,1,0,3,5,0,0,0,11,0,1,1,0,1,0,20,0,0,0,0,0,0
2023-07-01T21,152,1,0,1,1,0,1,0,0,0,0,0,0,3,0,4,1,0,0,24,0,0,0,13,0,0,0,0,0,0,2,0,0,5,9,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,1,0,0,5,0,0,0,4,8,0,0,0,2,0,0,1,0,0,0,23,0,0,0,1,0,0
2023-07-01T22,101,1,0,2,2,0,0,0,1,0,0,0,0,2,0,3,0,1,0,9,0,0,0,10,0,0,0,0,0,0,2,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,2,0,0,3,0,0,0,2,6,0,0,0,1,0,2,1,0,0,0,18,0,0,0,1,0,0
2023-07-01T23,120,1,0,2,1,0,1,0,0,0,0,0,0,1,0,6,2,0,0,7,0,0,0,10,0,0,0,0,0,0,2,0,0,4,8,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,3,0,0,0,2,6,0,0,0,3,0,0,1,1,1,0,33,0,0,0,2,0,0
