bucket,total,--,AE,AL,AM,AR,AT,AU,BA,BB,BD,BE,BF,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,HK,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IT,JM,JO,JP,KE,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,MM,MO,MX,MY,NA,NG,NI,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SC,SE,SG,SI,SK,SO,TH,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,WS,ZA
2023-08-10T16,115,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,1,0,0,12,7,0,0,0,2,0,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,7,0,1,3,0,0,13,0,0,0,0,0,0
2023-08-10T17,123,2,2,0,0,1,2,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,12,0,0,0,0,29,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,1,0,2,1,0,0,6,0,0,0,5,0,1,1,0,1,14,0,0,0,0,0,0
2023-08-10T18,148,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,12,0,0,0,0,35,0,0,0,0,0,3,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,6,0,0,0,5,0,1,0,0,0,22,0,0,0,0,0,0
2023-08-10T19,159,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,3,1,0,0,0,15,0,0,0,0,29,0,0,0,0,0,1,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,4,7,0,0,0,7,0,0,0,0,1,18,0,0,0,0,0,0
2023-08-10T20,153,3,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,4,2,0,0,0,14,0,0,0,0,22,1,0,0,0,0,2,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,7,0,0,0,4,0,0,0,0,3,27,0,0,0,0,0,0
2023-08-10T21,157,3,0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,4,3,0,0,0,15,0,0,0,0,19,0,0,0,0,0,1,0,0,5,9,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,8,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,10,0,0,0,2,0,0,0,0,0,41,0,0,0,1,0,0
2023-08-10T22,119,6,0,0,0,1,1,1,0,0,0,2,0,0,1,1,0,6,1,0,0,0,16,0,0,0,1,5,0,0,0,0,0,1,0,0,4,10,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,8,0,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
2023-08-10T23,110,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,15,1,0,0,0,8,0,0,0,0,0,0,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,1,31,0,0,0,0,0,0
2023-08-11T00,107,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,11,2,0,0,0,15,1,0,0,0,6,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,1,1,0,0,42,0,0,0,0,0,0
2023-08-11T01,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,1,0,15,0,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0
2023-08-11T02,82,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,16,1,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,1,30,0,0,0,0,0,0
2023-08-11T03,76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,10,1,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,5,0,0,1,0,2,24,0,0,0,0,0,0
2023-08-11T04,72,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,1,8,0,0,0,1,4,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,2,0,0,20,0,0,0,0,0,0
2023-08-11T05,74,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,2,0,0,1,0,0,29,0,0,0,1,0,0
2023-08-11T06,70,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,6,0,1,0,1,0,1,1,0,1,20,0,0,0,1,0,0
2023-08-11T07,83,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,1,7,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,7,0,1,0,1,0,0,1,0,0,25,0,0,0,0,0,0
2023-08-11T08,72,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,1,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,2,6,0,0,0,0,1,0,0,0,1,14,0,0,0,1,0,0
2023-08-11T09,70,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,5,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0
2023-08-11T10,80,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,3,0,0,3,5,0,0,0,3,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,6,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0
2023-08-11T11,98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,8,2,0,0,0,0,1,0,0,1,2,0,0,0,28,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,7,0,0,0,3,0,0,5,0,1,16,0,0,0,0,0,1
2023-08-11T12,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,2,0,0,0,21,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,2,0,2,0,1,0,3,0,0,1,6,0,0,0,4,0,0,1,0,0,24,0,0,0,0,0,0
2023-08-11T13,118,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,1,0,0,0,15,0,0,0,0,0,0,0,0,2,3,0,0,0,13,2,0,0,0,0,0,1,0,0,4,0,0,3,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,3,0,1,0,3,0,0,0,2,0,0,1,7,0,0,0,10,0,1,2,0,1,21,0,0,0,0,0,0
2023-08-11T14,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,3,1,0,0,0,12,0,0,0,0,0,1,0,0,6,3,0,0,0,6,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,1,2,1,1,0,0,0,0,0,4,0,0,0,14,0,0,0,9,0,1,3,0,0,19,0,0,0,0,0,0
2023-08-11T15,111,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,14,0,0,0,0,0,3,0,0,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,8,0,0,0,10,0,0,4,0,0,18,0,0,0,2,0,0
2023-08-11T16,116,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,2,0,2,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,2,0,0,0,3,0,1,0,0,0,6,0,0,0,10,0,2,0,0,1,22,0,0,0,0,0,0
2023-08-11T17,127,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,2,0,0,13,6,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,10,0,0,0,0,0,34,0,0,0,0,0,0
2023-08-11T18,134,2,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,23,0,0,0,0,0,1,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1,6,0,0,0,11,0,1,0,0,1,23,0,0,0,0,0,0
2023-08-11T19,139,3,0,0,0,4,1,0,0,0,1,1,0,0,0,3,0,7,2,0,1,1,1,0,0,0,1,25,0,0,0,0,0,1,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,12,1,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,5,0,0,0,8,0,0,0,0,1,16,0,0,0,0,0,0
2023-08-11T20,142,3,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,16,0,0,0,0,0,1,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,8,0,0,0,5,0,0,0,0,0,34,0,0,0,1,0,0
2023-08-11T21,138,4,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,4,0,0,0,1,22,0,0,0,0,0,1,1,0,8,14,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,10,1,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,1,6,0,0,0,4,0,0,0,0,1,24,0,0,0,1,0,0
2023-08-11T22,101,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,2,0,0,0,1,12,0,0,0,0,0,1,0,0,10,8,0,0,0,2,0,0,0,0,0,0,1,0,1,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6,0,0,0,2,0,1,0,0,0,20,0,0,0,1,0,0
2023-08-11T23,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,2,1,0,0,0,12,0,0,0,0,0,0,0,0,4,6,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,1,14,0,0,0,1,0,0
2023-08-12T00,84,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,7,3,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0
2023-08-12T01,76,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,6,0,0,0,1,0,0,0,1,0,22,0,0,0,0,0,0
2023-08-12T02,95,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1,0,2,0,5,0,0,0,0,4,0,2,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,6,0,0,0,1,0,0,0,0,1,31,0,0,0,2,0,0
2023-08-12T03,74,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,1,1,6,0,0,0,1,0,0,2,0,0,23,0,0,0,0,0,0
2023-08-12T04,63,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,19,0,0,0,1,0,0
2023-08-12T05,77,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,1,0,0,0,6,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,1,23,0,0,0,1,0,0
2023-08-12T06,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,5,1,0,0,6,0,0,0,3,0,0,2,0,1,17,0,0,0,1,0,0
2023-08-12T07,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,1,0,3,21,0,0,0,1,0,0
2023-08-12T08,79,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,6,3,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,6,0,0,0,2,1,0,2,0,0,23,0,0,0,1,0,0
2023-08-12T09,76,3,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,12,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,2,0,0,2,0,1,10,0,0,0,0,0,1
2023-08-12T10,78,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,16,1,0,0,0,11,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,6,0,0,0,3,0,0,1,0,0,12,0,0,0,0,0,0
2023-08-12T11,88,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,3,0,2,0,1,0,0,0,2,1,0,0,6,0,0,0,5,0,0,4,0,0,11,0,0,0,0,0,0
2023-08-12T12,91,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,1,0,0,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,5,0,0,0,0,0,0,0,3,0,0,0,6,1,0,0,10,0,2,2,0,0,10,0,0,0,1,0,1
2023-08-12T13,118,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,0,0,0,16,0,0,0,0,14,1,0,0,0,0,0,0,0,7,6,0,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,1,5,1,0,0,11,0,0,3,0,1,17,0,0,0,0,0,0
2023-08-12T14,111,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,1,16,0,0,0,0,0,1,0,1,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,1,6,1,0,0,12,0,0,5,0,1,15,0,0,0,0,0,0
2023-08-12T15,139,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,4,1,0,0,0,16,0,0,0,0,23,0,0,0,0,0,2,0,0,11,6,0,0,0,2,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,5,1,0,0,8,0,0,3,0,0,21,1,0,0,0,0,1
2023-08-12T16,130,2,2,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,1,0,11,0,0,0,0,19,0,0,0,0,0,1,0,0,5,6,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,5,1,0,0,13,0,1,3,0,0,27,0,0,0,1,0,0
2023-08-12T17,139,4,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,2,1,0,0,0,12,0,0,0,0,20,0,1,0,0,0,1,0,0,8,8,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,1,6,1,0,0,15,0,0,3,0,0,24,0,0,0,2,0,0
2023-08-12T18,128,2,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,8,0,0,1,0,12,0,0,0,0,25,0,0,0,0,0,2,0,0,4,11,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,8,1,0,0,11,0,0,1,0,0,22,0,0,0,1,0,0
2023-08-12T19,136,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,1,0,0,0,11,0,0,0,0,29,0,0,0,0,0,2,0,0,3,13,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,7,1,0,0,9,0,0,0,0,0,17,0,0,0,1,0,0
2023-08-12T20,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,13,0,0,0,0,26,0,0,0,0,0,1,0,0,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,7,0,0,0,3,0,1,1,0,1,22,0,0,0,0,0,0
2023-08-12T21,127,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,14,0,1,0,0,19,0,0,0,0,0,2,0,0,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,7,0,0,0,7,0,1,0,0,0,17,0,0,0,1,0,0
2023-08-12T22,95,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,2,0,0,7,8,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,2,0,0,0,17,0,0,0,0,0,1
2023-08-12T23,79,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0
