bucket,total,--,AE,AL,AM,AR,AT,AU,BA,BB,BD,BE,BF,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,HK,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IT,JM,JO,JP,KE,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,MM,MO,MX,MY,NA,NG,NI,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SC,SE,SG,SI,SK,SO,TH,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,WS,ZA
2023-08-08T05,63,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,14,0,0,0,3,0,0,2,1,1,20,0,0,0,0,0,0
2023-08-08T06,96,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,1,9,0,0,0,2,0,0,1,0,4,20,0,0,0,0,0,0
2023-08-08T07,109,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,29,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,5,0,0,0,6,0,0,0,2,0,0,0,0,1,27,0,0,0,0,0,0
2023-08-08T08,126,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,11,2,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,1,0,1,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,1,0,0,1,60,0,0,0,0,0,0
2023-08-08T09,98,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,1,0,0,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,5,0,0,0,0,0,0,0,0,1,45,0,0,0,1,0,0
2023-08-08T10,94,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,0,0,0,0,8,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,16,0,0,0,1,0,0,1,0,0,15,0,0,0,1,0,0
2023-08-08T11,112,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,6,0,1,0,0,0,1,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,5,0,1,42,0,0,0,0,0,0
2023-08-08T12,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,18,0,0,0,0,12,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,4,0,0,4,0,0,19,0,0,0,0,0,1
2023-08-08T13,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,0,0,30,0,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,3,0,1,0,0,1,5,0,0,0,9,0,0,5,0,1,22,0,0,0,0,0,1
2023-08-08T14,146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,31,2,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,5,0,0,0,5,0,0,4,0,0,36,0,0,0,0,0,0
2023-08-08T15,123,1,1,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,0,12,0,0,0,0,0,2,0,2,6,5,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,2,13,0,0,0,8,0,0,2,0,1,18,0,0,0,2,0,0
2023-08-08T16,171,4,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,6,0,1,5,6,0,0,2,3,0,0,0,1,0,0,0,0,0,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,5,0,0,1,12,0,0,0,4,0,0,1,0,1,62,0,0,0,2,0,0
2023-08-08T17,161,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,14,0,0,0,0,38,0,0,0,0,0,3,0,0,6,13,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,3,5,0,0,0,5,0,0,3,0,0,40,0,0,0,0,0,0
2023-08-08T18,192,3,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,5,2,0,0,0,17,0,0,0,0,55,0,0,0,0,0,3,1,0,4,15,0,0,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,5,0,0,0,7,0,3,2,0,1,31,0,0,0,0,0,0
2023-08-08T19,142,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,11,0,0,0,0,34,0,0,0,0,0,0,0,0,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,1,5,0,0,0,9,0,1,1,0,0,18,0,0,0,1,0,0
2023-08-08T20,148,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,16,0,0,0,0,37,0,0,0,0,0,1,0,0,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,2,0,0,0,1,0,5,0,0,1,6,0,0,0,5,0,1,1,0,1,21,0,0,0,1,0,0
2023-08-08T21,138,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,0,0,0,0,22,0,0,0,0,0,1,0,1,7,11,0,0,1,0,0,0,0,0,3,0,0,0,0,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,6,0,0,0,4,0,1,2,0,1,17,0,0,0,0,0,0
2023-08-08T22,127,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,4,0,0,0,1,9,0,0,0,0,0,2,0,0,5,7,0,0,1,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,0,3,0,0,1,0,2,41,0,0,0,0,0,0
2023-08-08T23,111,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,3,1,0,0,0,6,0,0,0,0,0,3,0,0,5,3,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,1,6,0,0,0,2,0,1,1,0,2,40,0,0,0,0,0,0
2023-08-09T00,86,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0
2023-08-09T01,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,2,0,1,22,0,0,0,0,0,0
2023-08-09T02,71,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,7,0,0,0,1,0,0,1,0,0,22,0,0,0,0,0,0
2023-08-09T03,73,5,0,0,0,1,1,2,0,0,0,0,0,0,0,3,0,7,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,6,0,0,0,0,0,1,1,0,1,15,0,0,0,0,0,0
2023-08-09T04,66,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,1,0,0,3,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,1,18,0,0,0,0,0,0
2023-08-09T05,60,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,3,4,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0
2023-08-09T06,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,7,0,0,0,1,0,0,1,0,1,24,0,0,0,0,0,0
2023-08-09T07,81,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,4,0,0,0,0,0,5,0,0,1,7,0,0,0,0,0,0,1,0,1,21,0,0,0,1,0,0
2023-08-09T08,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,1,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,0,0,0,1,0,3,0,0,0,7,0,0,0,4,0,0,1,0,2,12,0,0,0,1,0,0
2023-08-09T09,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,1,0,6,0,0,0,2,0,1,1,0,0,9,0,0,0,0,0,0
2023-08-09T10,63,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,5,0,0,0,2,0,1,1,0,0,14,0,0,0,0,0,0
2023-08-09T11,62,2,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0,5,0,0,0,0,7,1,1,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,2,5,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0
2023-08-09T12,95,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,1,0,0,0,10,0,0,0,0,10,1,1,0,0,0,1,0,0,8,4,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,2,0,0,5,0,0,10,0,0,1,0,1,0
2023-08-09T13,129,6,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,7,2,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,6,4,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,0,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,2,0,6,1,0,0,5,0,1,0,7,0,0,3,0,0,19,0,0,1,0,1,0
2023-08-09T14,110,6,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,6,2,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,9,0,1,2,0,1,16,0,0,0,0,0,0
2023-08-09T15,122,3,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,4,2,0,0,0,2,0,0,0,0,13,0,0,0,1,0,3,0,2,11,8,0,0,0,2,0,0,0,0,0,0,2,0,0,8,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,1,1,5,0,0,3,6,0,0,0,10,0,0,1,0,0,16,0,0,0,0,0,0
2023-08-09T16,116,3,0,0,0,0,1,1,0,0,0,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,18,1,0,0,2,0,3,0,2,9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,1,0,1,0,2,0,3,0,0,1,5,0,0,0,9,0,0,1,0,1,20,0,0,0,0,0,0
2023-08-09T17,150,6,0,0,0,2,2,0,0,0,1,2,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,26,0,1,0,1,0,4,0,1,8,7,0,0,0,2,0,0,1,0,0,0,1,0,0,6,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,1,1,1,0,3,0,0,2,6,0,0,0,7,0,0,0,1,0,17,0,0,0,0,0,0
2023-08-09T18,168,2,0,1,0,1,1,0,0,0,1,3,0,0,0,4,0,7,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,1,0,0,6,19,1,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,3,0,1,1,1,0,5,0,0,1,7,0,0,0,3,0,1,1,0,0,25,0,0,0,0,0,0
2023-08-09T19,137,5,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,6,0,0,1,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,3,6,0,0,0,4,0,1,0,0,1,16,0,0,0,0,0,0
2023-08-09T20,143,3,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,21,0,0,0,1,0,0,0,0,0,0,1,0,1,14,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,1,6,0,0,0,5,0,0,0,0,1,29,0,0,0,1,0,0
2023-08-09T21,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,2,0,0,8,11,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,1,24,0,0,0,0,0,0
2023-08-09T22,104,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,1,0,0,0,11,0,0,0,0,0,2,0,0,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,5,0,0,1,1,0,1,0,0,1,27,0,0,0,0,0,0
2023-08-09T23,98,5,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,8,2,0,0,0,4,0,0,0,0,5,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,1,6,0,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0
2023-08-10T00,100,3,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,11,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,7,0,0,0,1,0,0,0,0,1,43,0,0,0,0,0,0
2023-08-10T01,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,4,0,0,0,0,6,0,0,0,0,0,1,0,0,2,4,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0
2023-08-10T02,81,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0
2023-08-10T03,71,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
2023-08-10T04,76,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,3,0,0,2,0,13,1,1,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,22,0,0,0,3,0,0
2023-08-10T05,60,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0
2023-08-10T06,89,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,1,0,0,2,0,1,35,0,0,0,0,0,0
2023-08-10T07,102,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,3,1,2,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,1,4,0,2,29,0,0,0,0,0,0
2023-08-10T08,70,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,16,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,6,0,0,0,2,0,1,0,0,0,10,0,0,0,0,0,1
2023-08-10T09,95,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,0,9,0,0,0,0,0,1,0,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,1,5,0,0,0,6,0,1,0,0,0,13,1,0,0,1,0,0
2023-08-10T10,90,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,12,1,0,0,0,12,0,0,0,0,0,1,0,2,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,2,0,0,1,0,2,15,0,0,1,0,0,0
2023-08-10T11,76,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,4,0,0,0,0,8,0,0,0,0,0,0,0,1,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,7,0,0,0,2,0,0,0,0,1,19,0,0,1,0,0,0
2023-08-10T12,80,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,6,0,1,0,0,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,5,0,0,4,0,1,15,0,0,0,0,0,0
2023-08-10T13,136,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,1,0,5,0,0,0,0,8,1,0,0,0,0,0,0,3,7,2,0,0,0,11,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,3,0,1,0,0,0,7,0,0,0,11,0,0,4,0,0,44,0,0,0,0,0,0
2023-08-10T14,113,5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,2,0,0,0,4,0,0,0,0,11,1,0,0,0,0,1,0,2,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,2,7,0,0,0,14,0,0,4,0,0,21,0,0,0,0,0,0
2023-08-10T15,110,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,5,0,0,0,0,13,0,0,0,0,0,2,0,0,10,3,0,0,0,4,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,7,0,0,0,15,0,0,2,0,1,19,0,0,0,1,0,0
