bucket,total,--,AE,AL,AM,AR,AT,AU,AZ,BA,BD,BE,BF,BG,BO,BR,BY,CA,CH,CI,CL,CN,CO,CR,CY,CZ,DE,DK,DM,DO,EC,EG,ES,FI,FR,GB,GH,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MC,MK,MN,MO,MX,MY,MZ,NA,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SR,SY,TH,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VN,WS,ZA,ZM,ZW
2023-05-18T18,178,2,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,6,1,0,1,10,0,0,0,0,36,0,0,0,0,0,6,0,10,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,3,0,2,0,1,0,4,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0
2023-05-18T19,164,2,0,0,0,0,2,0,1,1,0,2,0,0,0,1,0,4,1,0,1,6,0,0,0,1,33,2,0,0,0,0,5,0,7,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,1,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,3,6,0,0,0,0,5,2,0,3,0,0,0,15,0,0,0,0,0,0,0,0
2023-05-18T20,133,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,7,0,0,0,0,32,2,0,0,0,1,1,0,4,7,0,0,0,1,0,0,1,0,0,0,3,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,3,0,2,0,1,0,2,0,0,0,3,6,0,0,0,0,5,1,0,3,0,0,0,12,0,0,0,0,0,0,0,0
2023-05-18T21,161,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,4,1,0,0,10,0,0,0,1,26,1,0,0,0,1,0,0,5,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0,0,0,2,0,3,0,1,0,2,0,0,0,3,7,0,1,0,0,6,1,0,4,0,0,0,29,0,0,0,1,0,0,0,0
2023-05-18T22,153,8,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,9,0,0,0,18,0,0,0,0,16,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,6,0,0,0,0,3,0,0,2,0,1,0,47,0,0,0,0,0,0,0,0
2023-05-18T23,121,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,0,0,3,15,0,0,1,0,10,0,0,1,0,0,0,0,2,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0
2023-05-19T00,105,2,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,5,0,0,0,19,0,0,0,0,8,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,4,0,0,0,28,0,0,0,2,0,1,0,0
2023-05-19T01,105,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,32,0,0,0,2,0,0,0,0
2023-05-19T02,79,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,0,1,0,3,0,0,0,30,0,0,0,0,0,0,0,0
2023-05-19T03,93,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,0,1,0,28,0,0,0,0,0,0,0,0
2023-05-19T04,86,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,5,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,3,0,0,2,0,2,0,21,0,0,0,3,0,0,0,0
2023-05-19T05,69,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,7,1,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,1,0,0,0,21,0,0,0,1,0,0,0,0
2023-05-19T06,71,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,7,1,0,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,2,0,1,0,16,0,0,0,0,0,0,0,0
2023-05-19T07,72,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,9,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0
2023-05-19T08,82,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,5,0,0,0,0,13,0,0,0,0,0,1,0,3,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,1,0,0,0,19,0,0,0,2,0,0,0,1
2023-05-19T09,92,5,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,2,1,0,3,0,1,1,17,0,0,0,1,0,0,0,0
2023-05-19T10,116,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,6,0,0,0,21,0,0,0,1,0,0,0,0
2023-05-19T11,133,3,1,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,13,0,0,0,0,0,0,0,1,4,0,0,0,13,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,7,0,0,0,0,9,0,0,8,1,0,0,18,0,0,0,0,0,1,0,0
2023-05-19T12,124,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,21,0,0,0,0,11,0,0,1,0,0,0,1,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,1,1,0,0,0,1,1,0,4,0,0,0,2,8,0,0,0,0,8,0,0,6,0,0,0,18,0,0,0,1,0,0,0,0
2023-05-19T13,153,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,26,0,0,0,0,13,1,0,0,0,0,0,0,6,6,0,0,0,17,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,9,0,0,0,0,10,1,0,7,0,2,0,16,0,0,0,2,0,0,0,0
2023-05-19T14,138,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,26,0,0,0,0,17,1,0,1,0,0,2,1,2,4,0,0,0,4,1,0,0,0,0,0,1,0,0,0,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,5,0,0,0,0,13,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0
2023-05-19T15,148,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,19,0,0,0,0,21,0,0,0,0,0,2,0,5,10,0,0,0,4,1,0,0,0,0,0,1,0,0,0,11,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,11,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0
2023-05-19T16,169,3,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,30,0,0,0,0,0,2,1,8,7,0,1,0,4,0,0,0,1,0,0,0,0,0,0,15,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,16,1,0,2,0,0,0,22,0,0,0,0,0,0,0,0
2023-05-19T17,176,2,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,21,0,0,0,0,30,0,0,0,0,1,4,1,2,10,0,0,0,4,0,0,0,1,0,0,0,0,0,0,11,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,3,5,0,0,0,0,16,2,0,2,0,0,0,23,1,0,0,1,0,0,0,0
2023-05-19T18,175,3,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,4,3,0,1,16,1,0,0,0,36,0,0,0,0,0,5,0,2,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,3,0,1,2,0,0,3,0,0,0,1,5,0,0,0,0,8,0,0,1,0,0,0,17,0,0,0,1,0,0,0,0
2023-05-19T19,181,2,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,2,0,1,21,1,0,0,0,27,0,0,0,0,0,5,0,5,19,0,0,0,3,0,0,0,0,1,1,2,0,0,0,11,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,2,5,0,0,0,0,7,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0
2023-05-19T20,168,4,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,1,0,1,20,1,0,0,1,19,1,0,0,0,0,3,0,6,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,1,5,0,0,0,0,6,1,0,1,0,0,0,20,1,0,0,0,0,2,0,0
2023-05-19T21,157,3,0,0,0,2,1,0,1,1,0,1,0,0,0,1,0,5,0,0,0,20,0,0,0,1,22,0,0,0,0,0,2,0,7,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,1,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,6,0,0,0,0,3,1,0,1,0,0,0,16,3,0,0,0,0,0,0,0
2023-05-19T22,137,3,0,0,0,3,1,0,1,0,0,1,0,1,0,2,0,3,1,0,0,12,0,0,0,0,17,0,0,0,0,0,3,0,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,10,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,7,0,0,0,0,4,1,0,0,0,1,0,20,1,0,0,1,0,0,0,0
2023-05-19T23,98,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,9,0,0,0,5,0,0,0,0,13,0,0,0,0,0,2,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,4,1,0,1,0,0,0,19,1,0,0,0,0,0,0,0
2023-05-20T00,84,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,8,0,0,0,0,8,0,0,1,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,4,1,0,1,0,0,0,21,0,0,0,1,0,0,0,0
2023-05-20T01,76,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,7,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1,0,26,0,0,0,2,0,0,0,0
2023-05-20T02,82,2,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,9,0,0,0,4,0,1,0,0,5,0,0,0,0,0,3,0,2,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,1,0,1,0,20,0,0,0,1,0,0,0,0
2023-05-20T03,68,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,4,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0
2023-05-20T04,76,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,5,0,0,0,12,0,0,0,0,5,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,3,2,0,0,0,0,0,25,0,0,0,0,0,0,0,0
2023-05-20T05,71,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,23,0,0,0,1,0,0,0,0
2023-05-20T06,121,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,11,1,0,0,0,10,0,0,0,0,0,1,0,2,4,0,1,0,5,0,0,0,0,0,0,1,0,0,1,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0
2023-05-20T07,91,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,0,0,9,0,0,0,0,0,1,0,3,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,4,1,0,2,0,1,0,18,0,0,0,2,0,0,0,0
2023-05-20T08,92,3,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,7,0,0,0,0,1,1,1,2,4,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0
2023-05-20T09,81,4,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,11,0,0,0,0,6,0,0,0,0,0,3,0,2,4,0,0,0,2,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0
2023-05-20T10,99,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,11,0,0,0,1,0,3,0,3,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,7,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0
2023-05-20T11,95,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,12,0,0,0,0,0,3,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,7,0,0,0,0,3,0,0,2,0,2,0,17,0,0,0,1,0,0,0,0
2023-05-20T12,110,4,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,4,0,0,0,11,0,0,0,0,12,0,0,0,0,0,1,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,8,0,0,2,0,0,0,16,0,0,0,3,0,0,0,0
2023-05-20T13,134,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,15,0,0,0,0,10,0,0,0,0,0,1,0,2,3,0,0,0,7,0,0,0,1,0,0,1,0,0,0,14,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,15,1,0,1,0,1,0,20,1,0,0,2,0,0,0,0
2023-05-20T14,172,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0,0,17,1,0,0,0,18,0,0,0,0,1,2,0,3,8,0,0,0,6,1,0,0,0,0,1,2,0,0,0,13,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,22,2,0,3,1,1,0,34,0,0,0,0,0,0,0,0
2023-05-20T15,183,3,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,2,1,0,0,17,1,0,0,0,27,0,0,0,0,0,3,0,7,6,0,0,0,4,0,0,0,0,0,0,3,0,0,0,22,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,17,1,0,7,1,0,0,27,0,0,0,1,0,0,0,0
2023-05-20T16,164,2,0,0,0,2,3,0,1,0,0,0,0,0,0,1,0,3,0,0,0,14,0,0,0,0,29,0,0,0,0,0,4,2,8,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,14,0,0,4,0,1,0,24,0,0,0,1,0,0,0,0
2023-05-20T17,152,4,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,7,0,0,0,17,0,0,0,0,28,0,0,0,0,0,3,0,5,6,0,0,0,1,0,0,0,0,1,1,1,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0,5,0,0,0,0,7,1,0,5,0,1,0,19,0,0,0,0,0,0,0,0
2023-05-20T18,191,5,0,0,0,3,2,0,1,0,0,2,0,0,0,0,1,7,1,0,0,25,0,0,0,0,38,0,0,0,0,0,5,1,10,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,1,7,0,0,0,0,9,0,0,2,0,2,0,22,0,0,0,0,0,0,0,0
2023-05-20T19,187,3,0,0,0,3,2,0,1,1,0,2,0,0,0,0,0,4,1,0,0,24,0,0,0,0,27,0,0,0,0,0,4,0,6,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,12,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,0,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,1,9,0,0,0,0,13,0,0,1,0,0,0,26,0,0,0,1,0,0,0,0
2023-05-20T20,169,4,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,2,2,0,1,22,0,0,0,0,27,0,0,0,0,0,3,0,9,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,6,0,0,0,0,8,1,0,2,0,1,0,20,0,0,0,0,0,0,0,0
2023-05-20T21,191,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,3,0,1,23,0,0,0,0,30,0,0,0,0,0,3,0,4,18,0,0,0,2,0,0,0,1,0,0,1,0,0,0,20,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,1,7,0,0,0,0,9,1,0,1,0,1,0,25,0,0,0,3,0,0,0,0
2023-05-20T22,139,4,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,6,2,0,0,12,0,0,0,0,13,0,0,0,1,0,2,0,4,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,7,0,0,0,0,2,0,1,1,0,0,0,25,0,0,0,2,0,0,0,0
2023-05-20T23,108,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,5,0,0,0,0,9,0,0,0,0,0,3,0,3,8,0,0,0,1,0,0,0,1,0,1,3,0,0,0,8,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,7,0,0,0,0,4,0,1,0,0,1,0,24,0,0,0,0,0,0,0,0
