bucket,total,--,AE,AL,AR,AT,AU,BA,BB,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CW,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GH,GM,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LV,MA,MD,MM,MN,MO,MT,MX,MY,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PT,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA,ZM
2024-01-02T09,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,3,0,1,0,1,6,0,0,3,0,0,1,0,18,0,0,0,0,0,0
2024-01-02T10,118,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,1,0,7,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,2,0,2,0,0,0,5,1,0,0,3,6,0,0,3,0,3,0,0,33,0,0,0,1,0,0
2024-01-02T11,158,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,6,0,0,0,0,1,0,0,1,0,0,2,0,0,0,4,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,2,0,3,1,2,0,6,0,0,0,2,6,0,0,2,0,0,5,0,59,0,0,0,0,1,0
2024-01-02T12,114,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,20,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,3,0,2,0,5,0,0,0,0,5,0,0,5,0,1,1,0,17,0,0,0,0,0,0
2024-01-02T13,123,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,18,0,0,1,0,0,13,0,0,0,0,0,0,1,0,8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,1,0,1,0,8,0,0,0,1,5,0,0,10,0,0,1,0,22,0,0,0,0,0,0
2024-01-02T14,150,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,0,0,1,0,0,18,0,0,0,0,0,0,0,0,8,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,2,2,2,0,5,0,0,0,2,6,0,0,11,0,0,2,0,47,0,0,0,0,1,0
2024-01-02T15,153,3,0,0,1,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,11,0,0,1,0,0,18,0,0,0,0,0,0,2,0,5,12,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,1,0,0,2,1,0,6,0,0,0,0,7,0,0,9,0,0,2,0,27,0,0,0,3,0,0
2024-01-02T16,177,2,0,0,1,1,1,0,0,0,1,1,0,0,0,6,2,0,0,1,7,0,0,0,0,0,28,0,0,0,0,0,0,3,0,9,9,0,0,0,0,1,0,0,0,0,0,4,0,0,0,13,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,2,1,1,5,0,0,0,0,8,0,0,9,0,0,4,1,34,0,0,0,4,0,0
2024-01-02T17,192,3,0,0,3,1,0,0,0,0,3,0,0,1,0,4,1,0,0,0,6,0,0,0,0,0,28,0,1,0,0,0,0,6,0,11,10,0,0,0,0,0,0,0,0,0,0,4,0,1,0,14,11,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,4,1,8,0,3,0,0,0,2,7,0,0,11,0,0,2,0,27,0,0,0,2,0,0
2024-01-02T18,202,3,0,0,2,1,1,0,0,0,2,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,35,2,0,0,0,0,0,6,0,11,16,0,0,0,0,0,0,0,1,2,0,0,0,1,1,12,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,2,1,7,1,2,0,1,0,3,7,0,0,7,0,0,0,0,37,0,0,0,0,1,0
2024-01-02T19,206,0,0,0,2,1,0,0,0,0,1,0,1,1,0,8,2,0,0,0,7,0,0,0,0,0,52,0,0,0,0,0,0,3,1,8,19,0,0,0,0,1,0,0,1,1,0,1,0,0,0,9,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,2,0,0,0,0,3,0,2,0,5,2,0,0,4,7,0,0,4,0,0,0,0,41,0,0,0,0,0,0
2024-01-02T20,179,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,0,10,0,0,0,0,0,43,0,0,0,0,0,0,3,0,10,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,3,1,1,0,3,0,0,0,2,6,0,0,3,0,0,0,0,36,0,0,0,0,0,0
2024-01-02T21,160,0,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,0,0,0,4,0,0,0,0,0,36,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,3,2,0,0,6,0,0,0,1,7,0,0,2,0,0,0,0,33,0,0,0,0,0,0
2024-01-02T22,134,1,0,0,1,0,0,0,0,0,1,0,0,5,0,6,2,0,0,0,4,0,0,0,0,1,16,0,0,0,0,0,0,1,0,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,14,1,1,0,0,0,3,3,0,0,3,0,0,0,2,7,0,0,0,0,0,0,0,26,0,0,0,1,0,0
2024-01-02T23,140,4,0,0,2,0,0,0,0,0,0,0,0,3,0,10,1,0,1,0,8,0,0,0,0,0,7,0,0,0,0,0,0,2,0,5,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,3,1,0,0,3,0,0,0,2,7,0,0,3,0,0,1,0,45,0,0,0,0,0,0
2024-01-03T00,143,1,0,0,3,1,0,0,0,0,0,0,0,4,0,4,1,0,3,0,11,0,0,0,0,1,8,0,0,0,0,0,1,2,0,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,70,0,0,0,0,1,0
2024-01-03T01,114,3,0,0,2,0,0,0,0,0,0,0,2,1,0,5,1,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,5,0,0,2,0,0,1,0,49,0,0,0,2,0,0
2024-01-03T02,88,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,3,0,0,0,1,5,0,0,1,0,0,3,0,33,0,0,0,1,0,0
2024-01-03T03,94,1,0,0,3,1,0,0,0,0,0,0,0,5,0,7,1,0,2,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,5,0,0,2,0,0,1,0,38,0,0,0,0,0,0
2024-01-03T04,84,3,0,0,3,0,0,0,0,0,0,0,0,4,0,7,0,0,2,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,5,0,0,2,0,0,1,0,30,0,0,0,1,1,0
2024-01-03T05,88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,11,0,0,0,1,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5,0,0,0,1,5,0,0,2,0,0,1,0,26,0,0,0,0,0,0
2024-01-03T06,84,1,0,0,1,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,3,0,0,1,0,20,0,0,0,0,0,0
2024-01-03T07,80,2,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,1,4,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,5,0,0,2,0,0,1,1,26,0,0,0,0,0,0
2024-01-03T08,81,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,2,0,3,0,0,0,0,5,0,0,1,0,0,1,0,23,0,0,0,0,0,0
2024-01-03T09,82,1,0,0,1,1,0,0,0,0,0,1,0,1,1,2,1,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,1,0,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,1,0,0,0,0,5,0,0,3,0,0,0,0,21,0,0,0,1,0,0
2024-01-03T10,105,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,10,0,0,0,1,0,16,0,0,0,0,0,0,0,0,3,9,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,2,0,1,0,6,0,0,0,3,6,0,0,3,0,1,1,0,21,0,0,0,1,0,0
2024-01-03T11,96,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,1,3,0,1,0,4,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,3,1,1,0,5,0,0,0,2,5,0,0,4,0,0,4,0,10,0,0,0,1,0,0
2024-01-03T12,112,2,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,9,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,5,1,5,0,0,0,3,7,0,0,4,0,0,4,0,16,0,0,0,0,2,0
2024-01-03T13,110,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,7,0,0,1,0,4,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,0,4,0,0,0,1,5,0,0,14,0,0,5,0,20,0,0,0,0,2,0
2024-01-03T14,126,0,0,0,1,0,1,0,0,0,1,0,0,1,1,2,1,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,9,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,1,1,5,0,3,0,0,0,4,5,0,0,15,0,1,5,0,21,0,0,0,0,0,0
2024-01-03T15,134,2,0,0,1,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,5,0,0,0,0,1,19,0,0,0,0,0,0,1,0,9,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,2,0,1,1,4,0,5,0,0,0,2,5,0,0,17,0,2,4,0,21,0,0,0,0,0,0
2024-01-03T16,140,3,1,0,0,0,0,0,0,1,1,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,22,0,0,1,0,0,0,1,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,2,0,2,0,2,0,0,0,2,6,0,0,23,1,3,2,0,15,0,0,0,1,0,0
2024-01-03T17,178,5,0,0,1,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,30,0,0,1,0,0,0,4,0,15,17,0,0,0,0,3,0,1,0,0,0,0,0,0,0,15,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,1,0,2,0,0,0,2,9,0,0,19,1,2,0,0,24,0,0,0,1,1,0
2024-01-03T18,212,2,0,0,2,0,1,0,0,0,1,0,0,0,0,5,3,0,0,0,6,1,0,0,0,0,46,0,0,0,0,0,0,5,0,7,18,0,0,0,0,4,0,0,0,0,0,0,1,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,2,2,2,0,4,0,0,0,3,7,0,0,15,0,2,1,0,29,0,0,0,1,0,0
2024-01-03T19,200,1,0,0,2,0,0,0,0,0,2,0,0,0,0,6,3,0,0,0,6,1,0,0,0,0,50,0,0,0,0,0,0,3,0,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,2,1,2,1,5,0,0,0,4,5,0,2,13,0,0,1,0,24,0,0,0,0,0,0
2024-01-03T20,196,1,0,0,2,0,0,0,0,0,1,0,0,1,0,9,2,0,0,0,17,0,0,0,0,0,29,0,0,1,0,0,0,3,0,10,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,1,3,1,2,0,5,0,0,0,0,6,0,0,6,0,2,1,0,30,0,0,0,0,0,0
2024-01-03T21,154,2,1,0,1,1,0,0,0,0,2,0,0,1,0,6,3,0,0,0,10,0,0,0,0,0,21,0,0,1,0,0,0,0,0,9,12,0,0,0,0,2,0,0,0,0,0,0,0,1,0,16,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,1,3,3,2,0,3,0,0,0,3,5,0,0,1,0,1,0,0,25,0,0,0,0,0,0
2024-01-03T22,131,2,0,0,3,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,10,1,0,0,0,0,17,0,0,0,0,0,0,0,0,3,12,0,0,0,0,2,0,0,0,6,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,1,2,1,0,3,0,0,0,1,5,0,0,1,0,0,0,0,19,0,0,0,2,0,0
2024-01-03T23,151,0,0,0,1,2,0,0,0,0,0,0,0,2,0,9,2,0,0,0,10,1,0,0,0,0,12,0,0,0,0,0,0,2,0,4,12,0,0,0,0,2,0,0,1,4,0,1,0,1,0,15,8,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,6,0,0,0,1,7,0,0,3,0,0,0,0,34,0,0,0,0,0,0
2024-01-04T00,135,2,0,0,3,0,1,0,0,0,0,0,0,1,0,8,1,0,1,0,10,0,0,0,0,0,7,1,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,2,0,0,1,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,1,0,0,0,2,1,0,0,0,6,0,0,1,0,0,0,0,52,0,0,0,0,0,0
2024-01-04T01,134,0,0,0,1,0,0,0,0,0,0,2,0,1,0,17,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,4,0,1,0,0,0,1,0,0,0,5,0,0,0,0,12,0,0,1,0,0,0,0,51,0,0,0,0,0,0
2024-01-04T02,106,3,0,0,2,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,8,0,0,0,0,1,3,1,0,0,0,0,0,1,0,2,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,2,7,0,0,0,0,1,0,0,41,0,1,0,2,0,0
2024-01-04T03,105,3,0,0,1,0,0,0,1,1,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,42,0,1,0,0,0,0
2024-01-04T04,99,1,0,0,1,0,0,0,0,1,0,1,0,0,0,11,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,1,1,0,30,0,0,0,0,0,0
2024-01-04T05,112,1,0,0,2,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,1,0,1,2,0,47,0,0,0,0,0,0
2024-01-04T06,122,1,0,0,2,0,1,0,0,1,0,1,0,0,0,5,1,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,5,0,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,1,0,0,2,0,46,0,0,0,1,0,0
2024-01-04T07,110,2,0,0,2,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,1,0,0,1,1,40,0,0,0,1,0,0
2024-01-04T08,116,3,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4,5,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,2,0,0,0,2,0,0,0,0,12,0,0,2,0,0,1,1,35,0,0,0,2,0,0
2024-01-04T09,118,1,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,11,0,0,0,0,1,17,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,1,0,0,0,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3,0,2,0,2,2,0,0,0,14,0,0,1,0,1,3,0,28,0,0,0,1,0,0
2024-01-04T10,130,2,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,4,0,0,0,0,2,0,0,0,4,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,1,0,0,1,2,0,4,0,2,1,0,0,0,5,0,0,1,0,0,0,0,54,0,0,0,0,0,0
2024-01-04T11,97,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,8,0,0,0,0,7,0,0,0,3,0,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,7,0,1,2,0,14,0,0,0,1,0,0
2024-01-04T12,194,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,12,1,0,0,0,0,9,0,0,0,0,0,0,1,0,6,9,0,0,0,0,7,0,0,1,0,0,6,0,2,0,3,4,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,9,0,0,0,0,24,1,0,18,0,1,1,0,61,0,0,0,1,0,0
2024-01-04T13,111,3,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,7,0,0,0,0,5,0,0,1,0,0,1,0,2,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,8,0,0,10,0,0,0,0,20,0,0,0,0,0,0
2024-01-04T14,132,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,1,2,9,5,0,1,0,0,2,0,0,0,0,0,0,1,0,0,5,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,5,0,0,0,2,6,0,0,15,0,1,3,0,35,0,0,0,0,0,0
2024-01-04T15,140,3,0,0,1,1,0,0,0,0,0,3,0,3,0,5,1,0,1,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,4,6,10,0,1,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,3,0,3,0,0,0,2,6,0,0,19,0,1,2,0,18,0,0,0,1,0,0
2024-01-04T16,151,1,1,0,0,2,0,0,0,0,0,0,0,1,0,4,1,0,1,0,6,0,0,0,0,0,23,0,0,0,0,0,0,3,6,15,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,6,0,0,0,0,5,0,0,17,0,1,0,0,22,0,0,0,0,0,0
2024-01-04T17,167,2,0,0,0,2,0,0,0,0,1,0,0,2,0,2,2,0,0,0,5,0,0,0,0,0,27,1,0,0,0,0,0,5,2,16,11,0,0,0,0,2,0,0,0,0,0,3,0,0,0,19,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1,4,0,3,0,0,0,0,6,1,0,16,0,1,0,0,19,0,0,0,0,0,0
2024-01-04T18,193,0,0,0,0,2,0,0,0,0,2,1,0,1,0,9,2,0,1,0,4,0,0,0,0,0,33,0,0,0,0,0,0,6,0,11,24,0,0,0,0,0,0,0,0,3,0,7,0,0,0,12,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,1,8,0,3,0,0,0,0,5,1,0,11,0,2,0,1,21,0,0,0,0,0,0
2024-01-04T19,182,1,0,0,0,1,0,0,0,0,2,0,0,3,0,6,0,0,1,0,4,0,0,0,0,0,41,0,0,0,0,0,0,6,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,2,2,0,2,0,0,0,1,6,0,0,7,0,2,1,0,19,0,0,0,1,0,0
2024-01-04T20,174,0,0,0,0,2,0,1,1,0,3,0,0,1,0,10,1,0,0,0,8,0,0,0,1,0,28,0,0,0,0,0,0,6,0,10,19,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,5,0,0,0,0,23,0,0,0,0,2,0
2024-01-04T21,156,1,0,0,0,1,0,0,0,0,3,0,0,2,0,3,2,0,0,0,9,0,0,0,0,0,20,0,0,0,0,0,0,4,0,7,16,0,0,2,0,0,0,0,0,0,0,0,0,1,0,18,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,3,3,3,0,2,0,0,0,0,6,0,0,2,0,0,0,0,26,0,0,0,1,0,0
2024-01-04T22,185,1,1,0,2,0,1,1,0,0,2,0,0,1,0,7,3,0,1,0,5,0,0,0,0,0,25,0,0,0,0,0,0,4,0,9,11,0,0,2,0,1,0,0,0,0,0,1,0,1,0,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,0,6,2,0,0,2,0,0,0,1,13,0,0,3,0,0,0,0,52,0,0,0,1,0,0
2024-01-04T23,122,3,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,1,0,8,0,0,0,0,0,14,0,0,0,0,0,0,2,0,5,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,9,0,0,0,1,0,4,1,0,0,4,0,0,0,2,5,0,0,1,0,0,0,0,21,0,0,0,0,0,0
