bucket,total,--,AE,AL,AR,AT,AU,BA,BB,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CW,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GH,GM,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LV,MA,MD,MM,MN,MO,MT,MX,MY,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PT,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA,ZM
2024-01-05T00,139,3,0,0,0,0,0,0,0,0,2,0,0,1,0,14,1,0,1,0,4,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,2,0,0,0,0,55,0,0,0,1,0,0
2024-01-05T01,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,2,0,0,0,0,6,0,0,2,0,0,0,0,38,0,0,0,1,0,0
2024-01-05T02,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,1,5,0,0,0,0,0,5,0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,40,0,0,0,0,0,0
2024-01-05T03,80,2,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,0,2,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,6,0,0,3,0,0,3,0,33,0,0,0,0,0,0
2024-01-05T04,71,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,5,0,0,1,0,0,3,0,28,0,0,0,0,1,0
2024-01-05T05,66,3,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,0,26,0,0,0,1,0,0
2024-01-05T06,76,3,0,0,3,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,0,0,2,1,0,0,1,15,0,0,0,0,0,0
2024-01-05T07,80,4,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,6,0,0,1,1,0,2,0,23,0,0,0,1,0,0
2024-01-05T08,69,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,17,0,0,0,0,0,0
2024-01-05T09,88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,3,0,0,0,0,8,0,0,3,0,1,1,1,17,0,0,0,0,0,0
2024-01-05T10,90,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,2,0,8,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,2,0,0,0,7,0,0,1,0,0,4,1,14,0,0,0,0,0,0
2024-01-05T11,111,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,1,0,10,0,0,0,0,1,10,1,0,0,0,0,0,3,0,6,6,0,0,0,0,5,0,0,1,0,0,1,0,0,0,2,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,4,0,3,0,0,1,0,11,0,0,4,0,0,2,0,16,0,0,1,1,0,0
2024-01-05T12,100,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,10,0,0,0,0,0,12,1,0,0,0,0,0,0,0,5,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,2,0,1,0,0,1,0,9,0,0,7,0,0,1,0,15,0,0,1,1,0,0
2024-01-05T13,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,1,0,7,6,0,0,0,0,2,0,0,1,1,0,2,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,6,0,0,9,0,1,3,0,16,0,0,0,0,0,0
2024-01-05T14,121,1,1,0,0,1,1,0,0,0,1,0,0,1,0,4,0,0,1,0,9,0,0,0,0,0,17,1,0,0,0,0,0,2,0,7,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,1,0,0,0,2,6,0,0,12,0,0,9,0,19,0,0,0,0,0,0
2024-01-05T15,155,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,1,0,1,0,5,0,0,0,0,1,31,0,0,0,0,0,0,3,0,13,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,5,0,1,0,2,0,0,0,0,6,0,0,19,0,0,16,0,18,0,0,0,0,0,0
2024-01-05T16,148,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,1,0,8,0,0,0,0,0,26,0,0,0,0,1,0,0,0,16,10,0,0,0,0,3,0,0,0,0,1,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,3,0,0,0,1,0,0,0,0,5,0,0,19,0,0,7,0,20,0,0,0,0,0,0
2024-01-05T17,162,3,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,1,0,6,0,0,0,0,0,19,0,0,0,0,3,0,5,1,17,10,0,0,0,0,2,0,0,0,0,1,0,0,1,0,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,3,1,2,0,2,0,0,0,1,7,0,0,21,0,0,0,0,23,0,0,0,1,0,0
2024-01-05T18,184,1,0,0,3,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,7,0,0,0,0,0,33,0,0,0,0,0,0,3,0,11,15,0,0,0,0,1,0,0,0,0,0,1,0,1,0,10,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,14,0,0,0,2,0,2,2,3,0,2,1,0,0,3,9,0,0,17,0,2,0,0,28,0,0,0,1,0,0
2024-01-05T19,192,1,0,0,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,6,0,0,0,0,0,36,0,0,0,0,0,0,3,0,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,1,0,3,1,3,0,0,0,0,0,6,6,0,0,11,0,2,0,1,37,0,0,0,1,0,0
2024-01-05T20,186,1,0,0,4,1,0,1,0,0,0,0,0,2,0,11,2,0,0,0,3,0,0,0,0,0,21,1,0,0,0,0,0,4,0,4,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,0,2,0,0,1,0,0,3,5,0,0,8,0,1,0,1,53,0,0,0,0,0,0
2024-01-05T21,164,1,0,0,2,2,0,2,0,0,1,0,0,0,0,4,1,0,0,0,8,1,0,0,0,0,20,2,0,0,0,0,0,2,0,6,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,1,0,4,0,0,0,4,5,0,0,3,0,0,1,0,27,0,0,0,0,0,0
2024-01-05T22,150,2,0,0,1,1,0,1,1,0,2,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,16,2,0,0,0,0,0,2,0,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1,0,3,1,1,0,0,0,0,0,7,6,0,0,2,0,0,0,0,25,0,0,0,0,0,0
2024-01-05T23,127,3,0,0,1,1,1,0,1,0,1,0,0,1,0,3,1,0,0,0,11,0,0,0,0,0,10,2,0,0,0,0,0,2,0,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,1,0,0,0,5,6,0,0,1,0,0,0,0,31,0,0,0,0,0,0
2024-01-06T00,107,1,0,0,1,0,0,0,1,0,0,0,0,0,0,7,1,0,2,0,4,0,0,0,0,0,9,0,0,0,0,0,0,3,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,3,0,0,0,2,1,0,0,1,5,0,0,1,0,0,0,0,35,0,0,0,0,0,0
2024-01-06T01,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,4,0,0,0,0,0,6,0,0,0,0,0,0,2,1,6,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2,1,0,0,1,0,0,0,1,5,0,0,1,0,0,0,1,39,0,0,0,0,0,0
2024-01-06T02,100,1,0,0,1,0,1,0,0,0,0,0,0,2,0,9,1,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,42,0,0,0,0,0,0
2024-01-06T03,81,1,0,0,1,0,0,0,0,0,0,1,0,3,0,10,0,0,1,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,1,0,2,0,0,0,0,5,0,0,0,0,0,1,0,30,0,0,0,0,0,0
2024-01-06T04,94,3,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,3,0,0,0,0,5,0,0,0,0,0,2,0,44,0,0,0,1,0,0
2024-01-06T05,71,2,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,1,0,1,0,24,0,0,0,0,0,0
2024-01-06T06,99,1,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,3,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,1,1,0,0,5,0,28,0,0,0,0,0,0
2024-01-06T07,112,0,0,0,2,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,8,1,0,0,0,0,9,3,0,0,0,0,0,0,1,6,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,5,2,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,1,0,0,2,0,0,0,3,9,0,0,0,0,0,3,0,28,0,0,0,2,0,0
2024-01-06T08,89,1,0,0,2,1,0,0,0,1,0,0,0,2,0,4,0,0,0,0,7,1,0,0,0,0,11,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,8,0,0,1,0,1,1,0,26,0,0,0,0,0,0
2024-01-06T09,94,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,3,0,5,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,4,0,0,0,0,5,0,0,4,0,0,1,0,20,0,0,0,0,0,0
2024-01-06T10,94,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,11,1,0,0,0,0,0,1,0,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,2,0,2,0,3,0,4,0,0,0,0,7,0,0,5,0,0,0,0,12,0,0,0,0,0,0
2024-01-06T11,120,3,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,20,0,0,0,0,0,0,4,0,6,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,2,0,0,0,1,6,0,0,7,0,0,0,0,20,0,0,0,1,0,0
2024-01-06T12,177,1,1,0,2,1,1,0,0,0,2,0,0,2,1,4,2,0,0,0,29,0,0,0,0,1,21,0,0,0,0,0,0,2,0,11,9,1,0,0,1,2,0,0,1,1,1,1,0,1,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,1,0,0,2,0,1,0,2,1,4,0,0,0,2,7,1,0,6,0,1,2,1,27,0,0,0,1,0,0
2024-01-06T13,119,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,11,0,0,0,0,0,18,1,0,0,0,0,0,2,0,7,5,0,0,0,0,4,0,0,0,0,0,2,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,5,1,1,0,3,0,0,0,1,5,0,0,10,0,0,2,0,15,0,0,0,0,0,0
2024-01-06T14,132,2,0,0,1,1,0,1,0,0,0,0,0,3,0,9,1,0,0,0,6,1,0,0,0,0,18,0,0,0,0,0,0,1,0,9,5,0,0,0,0,4,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,5,1,0,0,2,0,0,0,0,5,0,0,10,0,0,3,0,21,0,0,0,1,0,0
2024-01-06T15,158,2,1,0,0,0,0,0,0,0,0,0,0,3,0,8,1,0,0,0,10,1,0,0,0,0,19,0,0,0,0,0,0,2,0,14,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,4,0,3,0,3,0,0,0,6,5,0,0,15,0,0,5,0,22,0,0,0,0,0,0
2024-01-06T16,164,1,0,0,0,0,0,0,0,0,2,1,0,0,2,2,1,0,0,0,9,0,0,0,0,1,20,0,0,0,0,0,0,3,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,3,0,2,0,4,0,0,0,5,6,0,0,16,0,1,2,0,28,0,0,0,0,0,0
2024-01-06T17,193,1,0,0,0,0,0,0,0,0,0,1,0,0,3,5,2,0,0,0,9,0,0,0,0,0,28,0,0,0,0,0,0,7,0,22,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,7,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,2,0,1,0,3,0,0,0,2,8,0,0,17,0,3,1,1,33,0,0,0,0,0,0
2024-01-06T18,197,1,0,0,0,2,1,0,0,0,1,0,0,1,1,8,3,0,0,1,4,0,0,0,0,1,36,0,0,0,0,0,0,3,0,17,6,0,0,0,0,1,0,0,0,0,0,2,0,1,0,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,4,1,3,0,2,0,0,0,2,8,0,0,20,0,3,1,1,30,0,0,0,0,0,0
2024-01-06T19,175,1,0,0,0,2,1,0,0,0,1,0,0,1,0,8,2,0,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,3,0,8,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,4,1,7,0,3,0,0,0,1,6,0,0,12,0,1,0,0,28,0,0,0,0,0,0
2024-01-06T20,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,1,0,3,0,0,0,4,5,0,0,6,0,1,0,1,28,0,0,0,0,0,0
2024-01-06T21,129,1,0,0,0,1,2,1,0,0,0,0,0,0,0,7,3,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,3,0,0,0,1,0,0,0,3,6,0,0,5,0,1,1,1,25,0,0,0,0,0,0
2024-01-06T22,146,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,6,0,0,0,9,0,0,0,0,0,21,0,0,0,0,0,0,1,0,8,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,3,0,0,1,1,0,0,2,6,0,0,3,0,1,0,2,29,0,0,0,0,0,0
2024-01-06T23,125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,0,1,0,2,0,0,0,0,0,16,0,0,0,0,0,0,3,0,10,10,0,0,1,0,2,0,0,1,1,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,1,0,0,0,1,6,0,0,1,0,2,0,0,24,0,0,0,2,0,0
