bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BJ,BO,BR,BW,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,ES,ET,FI,FR,GB,GR,HK,HN,HR,HU,ID,IE,IL,IN,IR,IS,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MN,MO,MR,MU,MW,MX,MY,NC,NG,NI,NL,NO,NZ,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,TG,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-10-30T01,155,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,15,0,0,0,0,0,6,0,0,0,1,0,0,1,1,1,0,0,0,0,0,6,0,7,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,86,0,0,0,0,0,0,0
2023-10-30T02,165,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,15,0,0,0,0,0,16,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,6,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,2,0,0,2,0,0,88,0,0,0,1,0,0,0
2023-10-30T03,92,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,6,0,0,0,0,17,0,0,0,0,0,4,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1,0,0,1,0,0,38,0,0,0,0,0,0,0
2023-10-30T04,115,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,4,0,0,1,0,0,48,0,0,0,0,1,0,0
2023-10-30T05,120,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,1,1,0,0,50,0,1,0,1,0,0,0
2023-10-30T06,89,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,2,0,0,1,0,0,36,0,1,0,1,0,0,0
2023-10-30T07,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,5,0,0,2,0,0,29,0,0,0,0,0,0,0
2023-10-30T08,123,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,10,1,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,2,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,4,0,0,51,0,0,0,2,1,0,0
2023-10-30T09,210,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,1,0,0,0,4,0,0,0,1,0,20,0,0,0,5,0,0,6,12,0,0,0,0,0,1,0,0,7,0,0,2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,14,0,0,4,0,0,2,0,0,95,0,0,0,0,0,0,0
2023-10-30T10,123,3,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,6,0,0,0,0,14,0,0,0,0,0,9,0,0,0,4,0,0,5,4,0,0,0,0,0,1,0,0,5,1,0,3,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,0
2023-10-30T11,127,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,18,0,0,0,0,0,9,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,7,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,6,0,0,4,0,0,5,0,0,34,0,0,0,0,0,0,0
2023-10-30T12,153,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,19,0,0,0,0,0,10,0,0,0,2,0,0,4,1,0,2,0,0,0,0,0,0,1,0,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,7,0,0,9,0,0,3,0,0,60,0,0,0,1,0,0,0
2023-10-30T13,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,18,0,0,0,0,0,12,0,0,0,1,0,0,5,2,0,2,0,0,0,0,0,0,7,1,0,3,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,1,0,3,0,0,0,1,5,0,0,13,0,0,5,0,0,85,0,0,0,0,0,0,0
2023-10-30T14,166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,20,0,0,0,0,1,19,0,0,0,2,0,0,4,3,0,4,0,0,0,0,2,1,1,2,0,4,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,5,0,0,16,0,0,3,0,0,35,0,0,0,1,1,0,0
2023-10-30T15,183,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,0,0,1,0,18,0,0,0,0,0,17,0,0,0,0,0,1,5,6,0,6,0,0,0,1,6,1,10,2,0,7,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,2,0,6,0,0,0,1,6,0,0,21,0,0,5,0,0,28,0,0,0,0,0,0,0
2023-10-30T16,216,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,31,0,0,0,0,0,1,10,11,0,2,0,0,0,0,0,1,5,0,0,8,12,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,2,0,4,0,1,0,2,0,0,1,0,0,2,7,0,0,12,0,0,3,0,0,65,0,0,0,1,0,0,0
2023-10-30T17,161,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,18,0,0,0,0,0,28,1,0,0,3,0,1,11,5,1,2,0,0,0,0,0,1,1,0,0,21,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,2,0,1,0,1,0,2,0,0,0,2,6,0,0,8,0,0,2,0,0,16,0,0,0,2,1,0,0
2023-10-30T18,216,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,7,1,0,0,0,16,0,0,0,0,0,46,0,0,0,2,0,0,10,10,0,2,0,0,0,0,7,0,3,0,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,14,0,2,0,1,0,3,0,1,0,0,0,1,1,0,0,6,6,1,0,9,0,0,2,1,0,29,0,0,0,0,0,0,0
2023-10-30T19,278,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,12,1,0,0,0,20,0,0,0,0,1,39,0,0,0,3,0,0,7,13,0,3,0,0,1,0,0,0,9,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,22,0,0,0,1,0,3,0,3,0,1,0,0,0,0,0,0,14,0,0,7,0,2,2,0,0,75,0,0,0,0,0,0,0
2023-10-30T20,196,2,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,9,1,0,0,0,20,0,0,0,0,0,34,2,0,0,4,0,0,12,12,0,2,0,0,1,0,0,0,5,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,20,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,3,6,0,0,4,0,0,2,0,0,26,0,0,0,0,0,0,0
2023-10-30T21,190,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,2,0,0,0,23,0,0,0,0,0,29,0,0,0,1,0,0,11,14,0,3,0,0,1,0,0,0,5,1,0,20,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,34,0,0,0,1,0,0,0
2023-10-30T22,248,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,7,21,0,2,0,0,1,0,0,0,8,0,0,23,20,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,3,0,2,0,1,0,2,0,0,0,2,17,0,0,0,0,2,1,0,0,87,0,0,0,1,0,0,0
2023-10-30T23,160,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,2,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,5,7,0,2,0,0,1,1,0,0,6,0,0,13,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,10,0,0,0,0,1,1,0,0,56,0,0,0,0,0,0,0
2023-10-31T00,167,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,6,1,0,1,0,6,0,0,1,0,0,2,0,0,83,0,0,0,1,0,0,0
2023-10-31T01,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,1,0,0,0,0,11,0,0,0,0,0,0,1,9,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,1,6,0,0,5,0,0,2,0,0,26,0,0,0,0,0,0,0
2023-10-31T02,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,5,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,6,0,0,0,0,7,0,0,5,0,0,1,0,0,38,0,0,0,0,0,0,0
2023-10-31T03,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,6,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,2,0,0,32,0,0,0,0,0,0,0
2023-10-31T04,91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,1,0,0,0,0,7,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,6,1,0,3,0,0,2,0,0,32,0,0,0,0,0,1,0
2023-10-31T05,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,1,0,0,1,1,0,25,0,0,0,0,0,0,0
2023-10-31T06,82,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,2,0,0,1,0,0,33,0,0,0,0,0,0,0
2023-10-31T07,74,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0,7,0,0,0,0,0,1,0,0,15,0,0,0,0,1,0,0
2023-10-31T08,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0
2023-10-31T09,75,1,0,0,0,1,2,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,1,0,3,2,0,0,0,5,0,0,1,0,0,1,1,0,17,0,0,0,1,0,0,0
2023-10-31T10,66,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,4,3,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,17,0,0,0,2,0,0,0
2023-10-31T11,83,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,13,0,0,0,1,0,0,2,4,0,1,0,1,0,1,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,7,0,0,2,0,0,17,0,0,0,1,0,0,0
2023-10-31T12,86,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,1,0,0,0,0,15,1,0,0,0,0,0,4,6,1,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,5,0,0,4,0,0,2,0,0,16,0,0,0,0,1,0,0
2023-10-31T13,117,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,8,0,0,0,0,0,14,1,0,0,0,0,0,6,8,0,11,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,6,0,0,4,0,0,6,0,0,22,0,0,0,0,0,0,0
2023-10-31T14,132,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,16,0,0,0,0,0,0,8,7,0,4,1,0,0,0,0,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,0,3,0,1,0,1,0,1,0,0,0,1,6,0,0,16,0,1,6,0,0,18,0,0,0,0,0,0,0
2023-10-31T15,137,3,0,0,0,1,2,0,0,0,1,1,0,1,0,0,2,0,0,6,2,0,0,0,7,1,0,0,0,0,21,0,0,0,3,0,1,5,6,1,7,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,2,0,4,0,1,0,1,0,2,0,0,0,0,5,0,0,15,0,0,4,0,0,14,0,0,0,0,1,0,0
2023-10-31T16,151,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,8,2,0,0,0,0,26,1,0,0,3,0,0,8,6,0,3,0,0,2,3,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,8,0,0,11,0,0,3,0,0,23,1,0,0,1,1,0,0
2023-10-31T17,156,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,0,0,22,0,0,0,1,0,0,10,10,0,1,0,0,1,2,0,0,0,1,0,16,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,1,0,3,0,0,0,0,0,5,0,0,0,4,6,0,0,9,0,1,3,0,0,22,1,0,0,1,0,0,0
2023-10-31T18,190,2,1,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,0,8,1,0,0,0,3,1,0,0,0,0,46,0,0,0,0,0,2,7,13,0,3,0,0,0,0,0,0,2,2,1,11,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,7,7,0,0,9,0,1,2,0,0,31,0,0,0,0,0,0,0
2023-10-31T19,159,3,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,47,0,0,0,3,0,0,7,12,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,16,1,0,0,0,0,3,0,1,0,1,0,2,0,0,0,3,6,0,0,5,0,1,1,0,0,16,1,0,0,0,0,0,0
2023-10-31T20,157,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,6,2,0,0,0,5,1,0,0,0,0,32,0,0,0,4,0,0,12,14,0,0,0,0,1,0,0,0,0,0,0,19,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,6,0,0,5,0,0,1,0,0,15,0,0,0,0,0,0,0
2023-10-31T21,148,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,1,2,0,0,0,7,0,0,0,0,0,21,0,0,0,2,0,0,12,12,2,0,0,0,1,0,0,0,0,0,0,19,9,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,0,6,0,0,4,0,1,1,0,0,20,0,0,0,0,0,0,0
2023-10-31T22,143,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,15,0,0,0,0,0,18,0,0,0,2,0,0,6,10,0,0,0,0,1,0,0,0,1,0,0,19,13,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,7,0,0,1,0,2,1,0,0,20,0,0,0,0,0,1,0
2023-10-31T23,142,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,1,6,0,0,1,0,0,1,0,0,34,0,0,0,1,0,0,0
2023-11-01T00,111,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,13,0,0,0,0,0,9,0,0,0,1,1,0,4,4,0,0,0,0,0,0,0,0,2,0,0,10,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,5,1,0,0,0,0,1,0,0,32,0,0,0,1,0,0,0
2023-11-01T01,99,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,2,0,0,4,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,1,0,0,27,0,0,0,1,0,0,0
2023-11-01T02,184,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,0,8,12,0,1,0,0,0,0,2,0,3,0,0,3,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,1,1,0,0,88,0,0,0,1,0,0,0
2023-11-01T03,107,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,6,1,0,0,0,6,0,0,0,0,0,1,0,0,29,0,0,0,2,0,0,0
2023-11-01T04,111,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,0,0,56,0,0,0,0,0,0,0
2023-11-01T05,105,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,11,1,0,2,0,0,1,0,0,53,0,0,0,0,0,0,0
2023-11-01T06,117,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,0,0,0,15,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,11,0,0,4,0,0,1,0,0,50,0,0,0,0,0,0,0
2023-11-01T07,121,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,3,1,0,1,0,10,0,0,1,0,0,9,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,10,0,0,7,0,0,2,0,0,45,0,0,0,1,0,0,0
2023-11-01T08,121,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,12,0,0,0,2,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,3,10,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,1,0,0,3,0,0,53,0,0,0,0,0,0,0
2023-11-01T09,137,2,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,12,0,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,2,0,0,2,0,0,58,0,0,0,0,0,0,0
2023-11-01T10,113,2,0,0,0,1,4,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,0,0,5,0,0,0,0,0,13,0,0,0,1,0,0,3,10,3,1,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,6,0,0,2,0,0,2,0,0,18,0,0,0,0,0,0,0
2023-11-01T11,161,4,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,0,0,4,1,0,0,0,5,0,0,0,0,0,15,0,0,0,4,0,0,0,9,1,0,0,0,0,0,0,0,8,1,0,4,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,11,0,0,5,0,0,4,0,0,45,0,0,0,0,0,0,0
