bucket,total,--,AE,AL,AR,AT,AU,BA,BB,BD,BE,BG,BJ,BN,BO,BR,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CV,CZ,DE,DK,DO,DZ,EC,EG,ES,ET,FI,FR,GB,GR,GT,HK,HR,HT,HU,ID,IE,IL,IN,IR,IS,IT,JP,KE,KG,KH,KR,KW,KY,KZ,LA,LB,LT,LU,LV,MA,MC,MD,MK,MN,MO,MU,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,QA,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SY,TH,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-04-04T07,80,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,13,1,0,0,7,0,0,0,0,0,0,0,0,2,4,0,0,3,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,1,0,0,0,18,0,0,0,1,0,0,0
2023-04-04T08,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,12,0,0,0,0,0,1,0,0,4,9,0,1,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,5,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0
2023-04-04T09,75,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,1,0,0,8,0,0,0,0,0,0,0,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0
2023-04-04T10,75,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,1,0,0,10,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,1,2,0,0,13,0,0,0,0,0,0,0
2023-04-04T11,88,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,9,8,0,0,3,0,0,0,1,0,0,2,1,0,5,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,0,0,0,0,4,0,0,9,0,0,0,1,1,0,0
2023-04-04T12,82,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,10,0,1,0,0,0,0,0,0,5,5,0,0,3,0,0,0,1,0,0,2,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,0,0,0,6,0,0,2,0,1,9,0,0,0,0,0,0,0
2023-04-04T13,104,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,5,7,0,0,7,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,11,0,0,4,0,1,14,0,0,0,0,0,0,0
2023-04-04T14,124,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,12,0,0,0,21,0,0,0,0,0,3,0,0,3,7,0,0,2,0,0,0,1,0,0,2,0,0,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,0,1,0,4,7,0,0,0,10,0,0,4,0,0,16,0,1,1,0,0,0,0
2023-04-04T15,136,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1,0,0,0,3,0,0,0,19,1,0,0,0,0,0,0,0,11,8,0,0,7,0,0,0,0,0,0,3,0,0,6,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,3,5,0,0,0,12,0,0,3,0,0,18,0,1,1,1,0,0,0
2023-04-04T16,152,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,0,0,25,0,0,0,0,0,1,0,0,11,12,0,0,7,0,0,0,2,0,0,1,0,0,14,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,3,6,1,0,0,11,0,0,6,0,0,20,0,0,0,3,0,0,0
2023-04-04T17,181,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0,0,0,0,4,0,0,0,40,1,0,0,0,0,5,0,0,11,16,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,11,1,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,5,8,0,0,0,5,0,3,3,0,0,24,0,0,0,0,0,0,1
2023-04-04T18,189,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,1,0,0,0,4,0,0,0,53,1,1,0,0,0,2,0,1,5,19,0,0,2,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,1,0,1,0,0,0,0,2,0,0,1,0,0,3,1,3,0,0,0,8,6,0,0,0,2,0,4,3,0,1,19,0,0,0,0,0,0,1
2023-04-04T19,164,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,0,0,3,0,0,0,42,1,0,0,0,0,4,0,0,14,18,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,1,0,0,3,1,3,0,0,0,4,5,0,0,0,1,0,1,1,0,0,17,0,0,0,0,0,0,0
2023-04-04T20,154,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,0,1,0,1,0,0,1,33,0,1,0,0,0,2,0,0,13,13,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,4,6,0,0,0,1,0,0,1,0,1,24,0,0,0,0,0,0,0
2023-04-04T21,143,3,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,3,0,0,2,22,0,0,0,0,0,1,0,0,8,7,0,0,2,0,0,0,0,0,0,2,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,2,6,0,0,0,2,0,0,1,0,0,30,0,0,0,1,0,0,0
2023-04-04T22,134,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,17,1,0,0,0,4,0,0,0,12,0,0,0,0,0,2,0,0,6,8,0,0,0,0,0,0,0,0,0,2,0,0,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,3,7,0,0,0,2,0,1,0,0,0,26,0,0,0,1,0,0,1
2023-04-04T23,134,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,2,0,0,0,7,0,0,0,0,0,2,0,0,6,7,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,2,6,0,0,0,2,0,1,2,0,0,51,0,0,0,1,1,0,1
2023-04-05T00,83,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,1,0,0,2,1,0,36,0,0,0,0,0,0,0
2023-04-05T01,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,6,0,0,0,0,0,1,0,0,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
2023-04-05T02,78,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0
2023-04-05T03,68,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,4,0,1,0,0,0,1,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0
2023-04-05T04,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,2,6,0,0,3,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,1,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0
2023-04-05T05,72,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,2,5,1,0,1,0,0,0,2,0,0,20,0,0,0,0,0,0,0
2023-04-05T06,79,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,1,0,0,2,5,0,0,1,0,0,1,1,0,1,24,0,0,0,0,1,0,0
2023-04-05T07,81,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,7,0,0,0,8,0,0,0,0,0,1,0,0,3,5,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,3,0,1,24,0,0,0,0,0,0,0
2023-04-05T08,80,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,8,0,1,0,1,0,0,1,0,0,23,0,0,0,0,0,0,0
2023-04-05T09,96,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,6,0,0,0,0,0,2,0,0,4,5,0,0,1,0,0,0,0,0,0,2,0,0,2,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,7,0,0,0,2,1,0,2,0,0,34,0,0,0,0,0,0,0
2023-04-05T10,90,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,2,0,0,3,7,0,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,7,0,0,0,4,0,0,5,0,1,26,0,0,0,0,0,0,0
2023-04-05T11,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,7,8,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,8,0,0,0,2,0,1,9,0,0,23,0,0,0,1,0,0,0
2023-04-05T12,99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,11,0,1,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,2,9,0,0,0,4,0,2,5,0,0,22,0,0,0,1,0,0,0
2023-04-05T13,104,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,11,4,0,0,8,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3,7,0,0,0,3,0,0,6,0,0,19,0,0,0,0,0,0,0
2023-04-05T14,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,8,3,0,0,4,0,0,0,2,2,0,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,0,0,7,0,0,11,0,1,23,0,0,0,1,0,0,0
2023-04-05T15,123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,21,0,0,0,0,0,2,0,0,8,10,0,0,4,0,0,0,0,3,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,0,0,5,0,1,7,0,1,18,0,0,0,1,0,0,0
2023-04-05T16,137,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,29,2,0,0,0,0,2,0,0,15,8,0,0,2,0,0,0,0,2,0,0,0,0,11,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,5,6,0,0,0,8,0,1,3,0,0,18,0,0,0,1,0,0,0
2023-04-05T17,165,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,3,0,0,0,36,3,0,0,0,0,6,0,3,10,14,2,0,2,0,0,0,0,0,0,0,0,0,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,4,7,0,0,0,6,0,1,2,0,1,23,0,0,0,1,0,0,0
2023-04-05T18,178,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,11,1,0,0,0,1,0,0,0,47,4,0,0,0,0,5,0,0,6,14,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,6,5,0,0,0,7,0,5,0,0,0,19,0,0,0,0,0,0,0
2023-04-05T19,189,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,12,1,0,0,0,0,0,0,0,34,1,0,0,0,0,2,0,0,19,19,0,0,3,0,0,0,1,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,3,0,0,0,3,7,0,0,0,8,0,1,2,0,0,16,0,0,0,0,0,0,0
2023-04-05T20,156,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,7,2,0,1,0,4,0,0,1,23,0,0,0,0,0,2,0,0,10,19,0,0,1,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,3,0,0,1,1,0,2,0,1,0,0,0,2,7,0,0,0,5,0,1,0,0,1,19,0,0,0,0,0,0,0
2023-04-05T21,168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,3,0,0,0,24,0,0,0,0,0,2,0,0,13,14,0,0,1,0,0,0,0,0,0,2,1,0,15,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,2,0,3,11,0,0,0,2,0,0,0,0,0,34,0,0,0,0,0,0,0
2023-04-05T22,132,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,6,2,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,5,19,0,0,1,0,0,0,1,0,0,3,1,0,9,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,2,10,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0
2023-04-05T23,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,3,11,0,0,4,0,0,0,1,0,0,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,1,29,1,0,0,0,0,0,0
2023-04-06T00,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,5,0,0,0,1,0,1,1,0,0,33,0,0,0,0,0,0,0
2023-04-06T01,108,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,6,0,0,1,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,2,0,2,38,0,0,0,0,0,0,0
2023-04-06T02,105,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,14,0,0,1,0,6,0,0,1,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,2,0,0,48,0,0,0,1,0,0,0
2023-04-06T03,92,1,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,6,0,0,0,0,7,0,0,1,6,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,0,43,0,0,0,1,0,0,0
2023-04-06T04,72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,1,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,2,0,0,2,0,0,30,0,0,0,0,0,0,0
2023-04-06T05,115,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,9,0,0,0,2,0,1,1,0,2,57,0,0,0,0,0,0,0
2023-04-06T06,110,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,3,0,0,0,7,0,0,0,0,0,1,0,0,3,4,0,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,7,0,0,0,1,0,0,4,0,0,51,0,0,1,0,0,0,0
2023-04-06T07,67,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,0,0,0,1,0,0,2,0,0,23,0,0,1,0,0,0,0
2023-04-06T08,69,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,11,0,0,0,0,0,1,0,0,3,6,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,3,0,0,22,0,0,0,1,0,0,0
2023-04-06T09,114,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,14,0,0,0,0,0,1,0,0,5,8,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,7,0,0,0,4,0,0,3,0,0,32,0,0,0,0,0,0,0
2023-04-06T10,80,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,2,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,3,5,0,0,0,2,0,0,4,0,0,17,0,0,0,0,0,0,0
2023-04-06T11,121,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,1,0,0,0,2,0,0,8,3,0,0,30,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,7,0,0,0,4,0,0,4,0,0,16,0,0,0,0,2,0,0
2023-04-06T12,131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,9,0,1,0,0,0,2,0,0,4,4,0,0,35,0,0,0,0,0,0,7,0,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,8,0,0,0,8,0,0,1,0,0,22,0,0,0,1,0,0,0
2023-04-06T13,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,10,1,0,0,0,0,0,0,0,7,9,0,0,23,0,0,0,0,0,0,1,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,6,1,0,0,13,0,0,0,0,0,21,0,0,0,1,0,0,0
2023-04-06T14,151,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,8,0,0,0,15,0,0,0,0,0,2,0,0,4,10,1,0,8,0,0,0,0,0,0,5,0,0,3,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,5,0,0,0,15,0,0,3,0,1,34,0,0,0,0,0,0,0
2023-04-06T15,153,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,13,2,0,0,0,0,4,0,0,12,9,1,0,6,0,0,0,0,0,0,2,0,0,9,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,3,5,0,0,0,17,0,1,2,0,0,31,0,0,0,0,0,0,0
2023-04-06T16,178,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,2,0,0,0,2,0,0,0,20,2,0,0,0,0,6,0,2,12,9,0,0,3,0,0,0,1,0,0,0,0,0,15,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,3,6,0,0,0,14,0,0,2,0,0,27,0,0,0,0,0,0,0
