bucket,total,--,AE,AL,AR,AT,AU,BA,BB,BD,BE,BG,BJ,BN,BO,BR,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CV,CZ,DE,DK,DO,DZ,EC,EG,ES,ET,FI,FR,GB,GR,GT,HK,HR,HT,HU,ID,IE,IL,IN,IR,IS,IT,JP,KE,KG,KH,KR,KW,KY,KZ,LA,LB,LT,LU,LV,MA,MC,MD,MK,MN,MO,MU,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,QA,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SY,TH,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-04-06T17,185,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,6,2,0,0,0,2,0,0,0,28,1,0,0,0,0,3,0,1,8,16,0,0,3,0,0,0,0,0,0,7,0,1,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,0,4,5,0,0,0,9,0,1,3,0,0,32,0,1,0,0,0,1,0
2023-04-06T18,185,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,1,0,0,2,0,0,0,44,2,0,0,0,0,6,0,0,8,22,1,0,0,0,0,0,0,1,0,1,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,3,0,0,0,5,5,0,0,0,12,0,0,1,0,0,20,0,0,0,1,0,0,0
2023-04-06T19,214,2,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,3,2,1,0,0,5,1,0,0,46,1,0,0,0,0,3,0,1,13,19,0,0,2,0,0,0,2,0,0,2,0,1,20,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,4,0,0,0,3,5,0,0,0,11,0,0,0,0,0,24,0,0,0,2,0,0,0
2023-04-06T20,170,4,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,7,0,0,0,35,0,0,0,0,0,0,0,1,15,13,0,0,0,0,1,0,0,0,0,0,0,0,23,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,6,0,0,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0
2023-04-06T21,181,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,1,0,4,0,0,0,31,0,0,0,0,0,1,0,0,9,13,0,0,1,0,0,0,0,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,6,0,0,0,5,0,0,0,0,0,55,0,0,0,0,0,0,0
2023-04-06T22,183,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,16,1,0,0,20,0,0,0,0,0,2,0,2,5,12,0,0,1,0,0,0,1,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,6,0,0,0,6,0,0,1,0,3,56,0,0,0,0,0,0,0
2023-04-06T23,130,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,13,1,0,0,11,0,0,0,1,0,0,0,0,4,7,0,0,2,0,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,6,0,0,0,5,0,0,1,0,0,38,0,0,0,0,0,0,0
2023-04-07T00,131,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,14,0,0,0,9,0,0,0,1,0,1,1,1,4,9,0,0,0,0,0,0,2,0,0,2,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0
2023-04-07T01,128,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,9,0,0,1,0,15,0,0,0,5,0,0,0,0,0,0,1,0,5,4,0,0,1,0,0,0,2,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,1,0,0,1,0,0,55,0,0,0,0,0,0,0
2023-04-07T02,106,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,1,0,0,2,0,0,44,0,0,0,0,0,0,0
2023-04-07T03,120,3,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,1,0,0,63,0,0,0,1,0,0,0
2023-04-07T04,84,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,6,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,6,0,0,0,1,0,0,0,0,0,29,0,0,0,0,1,0,0
2023-04-07T05,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,3,4,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,3,0,0,1,0,1,34,0,0,0,0,0,0,0
2023-04-07T06,71,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,3,0,0,0,6,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,3,0,1,1,0,1,24,0,0,0,0,0,0,0
2023-04-07T07,110,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,5,1,0,0,5,0,1,0,0,2,55,0,0,0,0,0,0,0
2023-04-07T08,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,1,0,0,0,0,2,0,0,5,2,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,6,1,0,0,3,0,0,1,0,0,24,0,0,0,0,0,0,0
2023-04-07T09,101,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,15,0,0,0,0,0,3,0,0,5,3,0,0,5,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0,0,1,0,1,0,0,0,33,0,0,0,0,0,0,0
2023-04-07T10,104,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,1,0,0,7,4,0,0,1,0,0,0,0,0,0,0,1,0,8,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,1,0,0,2,0,0,41,0,0,0,0,0,0,0
2023-04-07T11,121,2,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,19,0,0,0,0,0,2,0,0,3,3,0,0,3,0,0,0,2,0,0,1,0,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,5,0,0,0,5,0,2,4,0,0,33,0,0,0,1,0,0,0
2023-04-07T12,136,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,15,0,1,0,0,0,0,0,0,5,6,0,0,3,0,0,0,1,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,1,4,0,0,58,0,0,0,0,0,0,0
2023-04-07T13,121,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,21,0,0,0,0,1,0,0,0,7,9,0,0,3,0,0,0,0,0,0,1,1,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,6,0,1,4,0,1,26,0,0,0,0,0,0,0
2023-04-07T14,128,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,11,5,0,0,2,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,5,0,0,0,15,0,1,5,0,0,17,0,0,0,0,0,0,0
2023-04-07T15,144,2,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,4,0,0,1,0,6,0,0,0,26,0,0,0,0,0,1,0,0,8,13,0,0,3,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,3,5,0,0,0,14,0,1,5,0,1,16,0,0,0,0,0,0,0
2023-04-07T16,164,2,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,5,1,0,0,0,3,0,0,0,25,0,0,0,0,0,4,0,0,14,11,0,0,3,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,6,0,0,3,0,0,45,0,0,0,0,0,0,0
2023-04-07T17,174,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,31,1,0,0,0,0,3,0,0,10,11,0,0,2,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,16,0,1,3,0,1,33,0,0,0,0,0,0,0
2023-04-07T18,188,2,0,0,1,1,0,0,0,0,4,0,0,0,0,1,0,0,7,1,0,0,0,2,0,0,1,34,0,0,0,0,0,3,0,1,9,16,0,0,0,0,0,1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,4,0,0,0,2,5,0,0,0,5,0,0,1,0,1,41,0,0,0,0,0,0,0
2023-04-07T19,227,3,1,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,7,2,0,0,0,10,1,0,2,34,0,0,0,0,0,4,0,1,12,18,0,0,1,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,3,0,2,1,0,0,69,0,0,0,1,0,0,0
2023-04-07T20,236,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,8,2,0,1,0,6,0,0,0,34,0,0,0,0,0,2,0,1,14,18,0,0,3,0,0,1,0,0,0,0,0,0,20,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,1,1,0,0,75,0,0,0,1,0,0,0
2023-04-07T21,185,5,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,6,1,0,0,0,5,0,0,0,17,0,0,0,0,0,2,0,0,11,12,0,0,1,0,0,0,0,0,0,1,0,0,20,2,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,3,0,0,0,6,6,0,0,0,1,0,1,0,0,1,54,0,0,0,0,0,0,0
2023-04-07T22,134,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,7,1,0,1,0,7,0,0,0,19,0,0,0,0,0,1,0,1,9,9,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,14,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,5,0,0,0,1,0,2,0,0,0,25,0,0,0,0,0,0,0
2023-04-07T23,99,3,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,11,1,0,0,0,3,0,0,0,10,0,0,0,0,0,1,0,0,3,7,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,5,0,0,0,2,0,0,1,0,0,25,0,0,0,0,0,0,0
2023-04-08T00,109,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,9,0,0,0,0,0,2,0,0,4,7,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,5,0,0,0,2,0,0,0,0,0,33,0,0,0,0,0,0,0
2023-04-08T01,91,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,5,0,0,0,9,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,2,0,0,1,0,0,31,0,0,0,0,1,0,0
2023-04-08T02,85,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,1,0,0,7,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,1,0,1,0,0,0,29,0,0,0,0,0,0,0
2023-04-08T03,63,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,0,0,6,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,1,0,0,0,23,0,0,0,0,0,0,0
2023-04-08T04,64,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,1,0,0,1,0,0,20,0,0,0,0,0,0,0
2023-04-08T05,132,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,1,0,0,4,0,0,5,0,0,0,1,0,0,1,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,3,0,0,1,0,2,71,0,0,0,0,1,0,0
2023-04-08T06,85,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,1,0,1,6,1,0,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,0,0,0,3,0,0,1,0,0,23,0,0,0,0,1,0,0
2023-04-08T07,62,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,9,0,0,0,0,0,0,0,0,3,1,1,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,2,0,0,3,0,0,15,0,0,0,0,0,0,0
2023-04-08T08,74,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,5,0,0,0,1,0,0,2,0,1,21,0,0,0,0,1,0,0
2023-04-08T09,92,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,2,16,0,0,0,0,0,1,0,0,3,5,0,0,5,0,0,0,0,1,0,1,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,6,0,0,0,3,0,0,1,0,0,16,0,0,0,0,0,0,0
2023-04-08T10,96,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,2,17,0,0,0,0,0,0,0,0,4,6,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,4,0,0,3,0,0,22,0,0,0,0,0,0,0
2023-04-08T11,155,2,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,15,0,0,1,12,0,0,0,0,0,3,0,0,6,7,0,0,5,0,0,0,1,0,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,3,6,0,0,0,4,0,0,6,0,0,49,0,0,0,0,1,0,0
2023-04-08T12,149,1,1,0,0,1,2,2,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,14,0,0,0,11,0,0,0,0,0,3,0,0,4,7,0,0,3,0,0,0,1,0,0,1,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,6,0,0,0,9,0,0,7,0,0,43,0,0,0,0,0,0,0
2023-04-08T13,147,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,8,1,0,1,0,14,0,0,0,20,0,0,0,0,0,0,0,0,5,9,0,0,6,0,0,0,0,0,0,4,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,9,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,10,0,1,8,0,0,22,0,0,0,0,0,0,0
2023-04-08T14,154,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,12,0,0,0,29,0,0,0,0,0,1,0,0,12,9,0,0,7,0,0,0,0,0,0,5,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,12,0,1,5,0,0,20,0,0,0,0,0,0,0
2023-04-08T15,168,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,14,1,0,0,25,0,0,0,0,0,1,0,0,13,12,0,0,8,0,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,2,7,0,0,0,15,0,0,7,0,0,20,0,0,0,0,0,0,0
2023-04-08T16,165,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,2,0,0,0,6,1,0,0,29,0,0,0,0,0,3,0,0,5,9,1,0,3,0,0,0,2,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,3,7,0,0,0,15,0,1,4,0,0,26,0,0,0,0,0,0,0
2023-04-08T17,169,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,7,1,0,1,0,1,0,0,0,30,0,0,0,0,0,2,0,0,14,13,0,0,2,0,0,0,1,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,2,0,0,0,4,5,0,0,0,13,0,1,1,0,0,25,0,0,0,0,0,0,0
2023-04-08T18,193,1,0,0,0,1,0,0,0,1,3,0,0,0,0,5,0,0,7,2,0,0,0,4,0,0,0,35,1,0,0,0,0,5,0,0,7,16,0,0,0,0,0,1,1,0,0,1,0,0,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,4,6,0,0,0,9,0,1,2,0,0,37,0,0,0,0,1,0,0
2023-04-08T19,178,2,0,0,1,1,0,1,0,0,3,0,0,0,0,2,0,0,10,2,0,0,0,4,0,0,0,40,1,0,0,0,0,1,0,0,7,10,0,0,2,0,0,1,1,0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,3,0,1,35,0,0,0,0,1,0,0
2023-04-08T20,159,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,38,0,0,0,0,0,1,0,0,11,13,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,1,0,0,0,2,5,0,0,0,2,0,2,1,0,1,24,0,0,0,1,0,0,0
2023-04-08T21,195,1,0,0,0,1,1,1,0,0,2,0,0,0,0,2,0,0,7,1,0,0,0,1,0,0,2,34,0,0,0,0,0,3,0,1,14,18,0,0,1,0,0,0,0,0,0,1,0,0,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,4,6,0,0,0,3,0,1,0,0,0,54,0,0,0,1,0,0,0
2023-04-08T22,150,4,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,11,1,0,0,18,0,0,0,0,0,3,0,2,9,12,0,0,0,0,0,0,1,0,0,0,0,0,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,6,0,0,0,2,0,0,0,0,1,26,0,1,0,0,0,0,0
2023-04-08T23,130,2,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,13,1,0,0,14,0,0,0,0,0,2,0,1,8,10,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,6,0,0,0,2,0,3,0,0,2,23,0,0,0,0,0,0,0
