bucket,total,--,AE,AR,AT,AU,BA,BD,BE,BG,BH,BO,BR,BY,BZ,CA,CH,CI,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GH,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MC,MD,MK,MM,MO,MW,MX,MY,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PT,RO,RS,RU,RW,SE,SG,SK,TH,TR,TW,TZ,UA,UG,US,UZ,VE,VN,ZA,ZM,ZW
2023-12-12T06,75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,8,0,1,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,1,0,0,0,30,0,0,0,0,0,0
2023-12-12T07,67,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,5,0,2,0,4,0,0,0,20,0,0,1,0,0,0
2023-12-12T08,65,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,8,0,0,1,8,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,3,1,1,6,0,2,0,1,0,0,0,12,0,0,0,1,0,0
2023-12-12T09,71,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,2,1,2,6,0,2,0,4,0,0,0,16,0,0,1,0,0,0
2023-12-12T10,70,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,3,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,3,0,2,5,0,3,0,3,0,0,0,13,0,0,0,0,0,0
2023-12-12T11,95,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,13,0,0,0,7,2,0,0,0,0,1,0,0,2,5,0,1,1,1,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,1,0,0,0,3,0,1,7,0,5,0,2,0,0,0,21,0,0,1,0,0,0
2023-12-12T12,116,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,18,0,0,0,6,0,0,0,0,0,3,0,0,4,2,0,0,1,2,0,0,0,0,1,0,0,0,1,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,7,0,13,1,2,0,0,0,25,1,1,0,0,0,0
2023-12-12T13,113,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,6,0,0,0,0,0,0,0,1,6,8,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,2,0,0,0,0,0,1,0,2,5,0,14,0,3,0,1,0,16,1,1,1,0,0,0
2023-12-12T14,122,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,21,0,0,0,12,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,2,0,0,0,0,0,3,0,3,5,0,21,0,4,0,2,0,13,0,0,2,1,0,0
2023-12-12T15,128,1,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,13,0,0,0,13,0,0,0,1,0,6,0,0,4,7,0,0,0,0,0,0,0,2,0,0,2,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0,0,1,0,0,1,0,0,2,0,4,6,0,14,0,2,0,2,0,18,0,0,1,0,0,0
2023-12-12T16,134,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,10,0,0,2,26,0,0,0,3,0,3,0,0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,1,0,1,0,1,0,1,0,6,5,0,9,0,4,0,1,0,14,0,0,0,0,0,0
2023-12-12T17,173,4,0,0,1,1,0,0,0,1,0,0,1,0,0,6,2,0,0,7,0,0,0,43,0,0,0,0,0,2,0,2,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,1,2,0,2,0,3,5,0,16,0,3,0,1,0,26,0,0,1,0,0,0
2023-12-12T18,167,0,0,0,1,0,0,0,2,1,0,0,1,0,0,3,2,0,0,4,0,0,0,43,0,0,0,0,0,1,0,0,5,15,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,1,0,2,0,0,0,3,1,3,0,1,0,7,5,0,9,1,2,0,0,0,21,0,0,3,0,0,0
2023-12-12T19,171,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,2,0,0,10,0,0,0,42,0,0,0,0,0,2,0,1,7,16,0,0,0,1,0,0,0,0,0,0,0,0,1,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,2,1,2,0,5,5,0,6,1,2,0,0,0,23,0,0,0,0,0,0
2023-12-12T20,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,8,0,0,0,26,0,0,0,0,0,2,0,0,7,19,0,0,0,1,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,3,0,0,0,1,0,5,5,0,5,1,1,0,0,0,17,0,0,0,0,0,0
2023-12-12T21,160,0,1,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,6,0,0,0,23,0,0,0,0,0,2,0,0,9,18,0,0,0,0,0,1,0,0,0,0,0,0,1,18,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,12,0,0,1,0,0,0,1,1,0,0,2,1,2,5,0,3,1,1,0,0,0,31,0,0,1,0,0,0
2023-12-12T22,138,0,0,0,1,1,0,0,0,0,0,2,1,0,0,6,1,0,0,11,1,0,1,18,0,0,0,0,0,1,0,0,7,12,0,0,0,1,0,1,0,0,0,0,1,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,0,0,0,0,1,0,0,2,0,2,5,0,3,0,1,0,0,0,27,0,0,3,0,0,0
2023-12-12T23,104,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,0,0,0,7,1,0,1,9,1,0,0,0,0,3,0,0,2,11,0,0,0,0,0,1,0,0,0,0,2,0,0,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,1,0,1,1,1,5,0,2,0,1,0,0,0,20,0,0,1,1,0,0
2023-12-13T00,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,7,0,0,0,15,0,0,0,0,0,2,0,0,2,9,0,0,0,3,0,0,0,0,0,0,4,0,5,2,19,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,2,0,0,0,0,0,0,6,0,1,6,0,2,0,1,0,0,0,69,0,0,2,0,0,0
2023-12-13T01,123,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,8,1,0,1,6,0,0,0,0,0,1,0,0,4,10,0,0,0,2,0,0,0,0,0,0,0,0,0,4,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,2,0,1,6,0,2,0,1,0,0,0,42,0,0,0,0,0,0
2023-12-13T02,150,0,0,1,0,0,0,1,0,1,0,0,1,0,0,15,0,0,0,15,0,0,0,4,0,0,0,0,0,1,0,0,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,7,0,2,5,0,1,0,2,0,0,0,71,0,0,0,0,0,0
2023-12-13T03,116,0,0,1,0,0,0,1,1,0,0,0,1,0,0,14,1,0,0,12,1,0,0,11,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,2,0,1,5,0,1,1,2,0,0,0,38,0,0,1,0,0,0
2023-12-13T04,139,1,0,1,0,1,0,2,0,0,0,0,3,0,0,5,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,1,1,0,0,1,0,1,6,0,1,0,1,1,0,0,63,0,0,0,0,0,0
2023-12-13T05,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,9,0,0,0,6,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,1,0,0,0,2,0,1,6,0,0,0,1,1,1,0,33,0,0,1,0,0,0
2023-12-13T06,67,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,3,0,2,5,0,3,1,1,0,0,0,13,0,0,1,0,0,1
2023-12-13T07,84,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13,0,0,0,6,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,1,0,0,0,1,0,1,7,0,6,0,1,0,0,0,21,0,0,0,0,0,1
2023-12-13T08,86,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,7,0,0,0,8,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,2,7,0,3,0,1,0,0,0,26,0,0,0,0,0,0
2023-12-13T09,90,3,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,13,0,0,0,8,0,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,1,0,0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,1,1,8,0,3,0,2,0,0,0,16,0,1,0,0,0,0
2023-12-13T10,104,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,10,1,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,3,0,5,0,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,3,0,1,7,0,0,0,3,0,0,0,17,0,0,1,0,0,0
2023-12-13T11,85,2,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,1,5,0,6,1,4,0,0,0,13,0,0,3,0,0,0
2023-12-13T12,134,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,9,1,0,0,0,0,0,0,0,5,6,0,0,0,4,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,2,0,1,0,1,0,2,0,1,16,0,11,0,3,0,0,0,28,0,0,3,0,0,0
2023-12-13T13,119,1,0,1,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,12,1,0,0,15,1,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,0,2,15,0,20,0,2,0,0,0,19,0,0,0,0,0,0
2023-12-13T14,132,2,2,1,1,0,0,0,0,0,0,0,1,0,0,2,2,0,1,16,1,0,0,16,1,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0,0,2,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,3,1,1,16,0,13,0,2,0,1,0,19,0,0,3,0,0,0
2023-12-13T15,140,1,0,1,0,0,0,0,0,1,0,0,4,0,0,7,1,0,0,15,1,0,0,18,0,0,0,0,0,2,0,0,6,6,0,0,0,0,0,0,0,2,0,0,2,0,0,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,1,0,2,0,0,0,1,8,0,10,0,1,0,0,0,24,0,1,2,0,0,0
2023-12-13T16,133,0,0,0,1,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8,0,0,0,23,0,0,1,0,0,5,0,0,10,8,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,2,0,0,0,0,0,1,5,0,9,0,2,0,0,0,24,0,0,0,0,0,0
2023-12-13T17,156,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,10,1,0,0,33,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,5,0,3,0,3,0,1,6,0,9,0,2,0,0,0,24,0,0,0,1,0,0
2023-12-13T18,171,0,0,0,0,0,0,0,2,0,0,0,2,0,0,7,1,0,0,5,0,0,0,39,0,0,0,0,0,1,0,0,7,13,0,0,0,0,0,0,1,0,0,0,2,0,0,16,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,5,2,2,0,2,0,3,5,0,9,0,2,0,0,0,30,0,0,0,0,0,0
2023-12-13T19,178,2,0,0,1,0,0,1,2,0,0,0,1,0,0,3,1,0,0,8,0,0,1,38,0,0,0,0,0,1,0,0,7,15,0,0,0,1,0,0,0,0,0,0,2,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,1,3,0,0,0,1,9,0,5,2,1,0,0,0,42,0,0,1,0,0,0
2023-12-13T20,174,1,0,1,0,0,0,2,1,0,0,0,4,0,0,4,2,0,0,8,0,0,0,27,0,0,0,0,0,0,0,0,9,22,0,0,0,1,0,0,0,1,0,0,0,0,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,3,1,1,0,2,0,2,6,0,1,1,2,0,0,0,34,0,0,0,1,0,0
2023-12-13T21,171,1,0,1,0,0,0,0,3,0,0,0,2,0,0,3,2,0,1,7,0,0,1,26,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,1,0,0,14,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,4,4,1,0,2,0,2,7,0,0,0,2,0,0,0,33,0,0,0,0,0,0
2023-12-13T22,144,2,0,1,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,18,0,0,1,16,0,0,0,0,0,2,0,0,7,13,0,0,0,0,0,0,0,1,0,0,1,1,0,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,2,0,0,0,0,0,3,6,0,1,0,1,0,0,0,30,0,0,0,0,0,0
2023-12-13T23,144,1,0,1,1,0,1,0,0,0,0,0,1,0,0,12,1,0,0,13,0,0,1,9,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,1,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,1,0,0,1,1,0,5,0,0,0,3,0,0,0,52,0,0,0,0,0,0
2023-12-14T00,135,1,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,0,0,21,0,0,0,6,0,0,0,0,0,2,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,2,0,0,0,1,0,0,6,0,0,0,1,0,0,0,54,0,0,0,0,0,0
2023-12-14T01,114,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,1,0,0,15,0,0,0,5,0,0,0,0,0,1,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,2,0,1,6,0,0,0,1,0,0,0,50,0,0,0,0,0,0
2023-12-14T02,94,2,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,24,0,0,0,4,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,3,0,1,5,0,0,0,1,0,0,0,29,0,0,0,0,0,0
2023-12-14T03,122,1,0,0,0,3,0,0,0,0,0,0,2,0,0,11,0,0,0,25,0,0,0,2,0,0,1,0,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,1,1,0,1,0,45,0,0,0,0,0,0
2023-12-14T04,105,2,0,0,0,1,0,0,0,0,0,0,1,0,0,13,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,8,0,0,0,2,0,0,0,39,0,0,0,0,0,0
2023-12-14T05,103,3,1,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,24,0,0,0,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,9,0,2,0,1,0,0,0,28,0,0,0,0,0,0
2023-12-14T06,102,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,3,0,1,6,0,0,0,3,0,0,0,33,0,0,0,0,0,0
2023-12-14T07,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,9,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,5,0,0,0,2,0,0,0,27,0,0,1,0,0,0
2023-12-14T08,131,1,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,21,0,0,0,13,1,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,2,0,2,0,1,0,60,0,0,1,0,0,0
2023-12-14T09,155,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,11,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,2,0,1,6,0,1,1,2,0,0,0,92,0,0,1,0,0,0
2023-12-14T10,132,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,4,0,0,0,0,0,2,0,0,6,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,3,0,1,0,1,0,0,5,0,4,0,7,0,0,0,68,0,0,0,0,0,0
2023-12-14T11,89,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,1,8,0,0,0,0,0,2,0,0,1,3,0,0,0,6,0,0,0,0,0,0,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,4,0,1,5,0,5,0,6,0,0,0,19,0,0,0,0,0,0
2023-12-14T12,144,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,13,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,4,0,0,12,0,13,1,5,0,0,0,35,0,0,0,0,0,0
2023-12-14T13,126,1,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,20,0,0,1,5,0,0,0,0,0,1,0,0,4,2,0,0,0,8,0,0,0,0,0,0,2,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,2,0,1,9,0,15,0,2,0,0,0,30,0,0,1,0,0,0
2023-12-14T14,115,1,0,0,0,1,0,1,0,0,0,0,1,0,0,7,1,0,0,17,0,0,0,8,0,0,0,0,0,1,0,1,6,6,0,0,0,2,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,1,0,4,0,3,0,2,10,0,5,0,1,0,0,0,22,0,1,1,0,0,0
2023-12-14T15,96,2,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,7,0,0,0,12,0,0,0,0,0,1,0,1,6,5,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,4,0,2,5,0,8,0,3,0,0,0,17,0,0,0,0,0,0
2023-12-14T16,132,1,2,2,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,5,0,0,1,20,0,0,0,0,0,2,0,1,15,3,0,0,0,2,0,0,0,0,3,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,1,1,0,2,0,3,5,0,9,1,2,0,0,0,26,0,0,2,0,0,0
2023-12-14T17,154,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,9,0,0,0,21,0,0,0,0,0,5,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,0,5,0,5,5,0,9,0,1,0,0,0,30,0,0,2,0,0,0
2023-12-14T18,163,1,0,0,1,0,1,0,3,1,0,0,1,0,0,8,2,0,0,5,0,0,1,40,1,0,0,0,0,2,0,0,7,12,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,2,1,0,4,0,10,5,0,6,0,0,0,0,0,24,0,0,1,0,0,0
2023-12-14T19,184,1,0,0,0,0,1,0,1,0,0,0,2,0,0,2,1,0,1,7,0,0,1,48,0,0,0,0,0,3,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,1,0,0,0,1,0,2,1,1,0,2,0,3,5,0,4,0,0,0,0,0,33,0,0,0,0,0,0
2023-12-14T20,191,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,2,0,0,14,1,0,0,33,1,0,1,0,0,2,0,0,13,21,0,0,0,1,0,0,0,0,5,0,0,0,0,14,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1,0,0,0,0,0,2,2,0,0,2,0,3,6,1,1,0,1,0,0,0,31,0,0,0,0,0,0
2023-12-14T21,170,0,0,1,1,0,1,0,1,1,0,0,2,0,0,7,2,0,0,16,3,0,0,24,0,0,1,0,0,2,0,0,7,16,0,0,0,1,0,1,0,0,1,0,0,0,1,14,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,1,0,3,4,0,1,4,0,0,6,0,1,0,1,0,0,0,27,0,0,1,0,0,0
2023-12-14T22,133,0,0,3,0,1,1,0,1,0,0,0,2,0,0,7,1,0,0,3,2,0,1,16,1,0,0,0,0,1,0,0,4,14,0,0,0,1,0,0,0,0,0,0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,1,0,0,3,0,3,5,0,1,0,1,0,0,0,28,0,0,1,1,0,0
2023-12-14T23,124,1,1,1,0,0,1,0,0,0,0,0,2,0,0,8,1,0,1,15,0,0,1,13,0,0,0,0,0,0,0,0,2,12,0,0,0,1,0,0,0,2,0,0,1,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,2,2,0,0,3,0,1,6,0,1,0,0,0,0,0,28,0,0,0,0,0,0
2023-12-15T00,125,0,0,1,1,0,0,0,0,0,0,0,3,0,0,13,1,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,1,0,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,1,1,0,0,6,0,1,7,0,0,0,0,0,0,0,42,0,0,1,0,0,0
2023-12-15T01,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,1,7,0,0,0,0,0,2,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,1,0,6,0,2,0,2,0,0,0,44,0,0,1,0,0,0
