bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,MM,MO,MT,MU,MX,MY,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RE,RO,RS,RU,RW,SC,SE,SG,SI,SK,SN,TH,TL,TN,TR,TW,UA,US,UY,VE,VN,ZA,ZM
2023-11-14T07,69,2,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,6,0,0,0,1,0,0,0,0,0,19,0,1,0,0,0
2023-11-14T08,61,2,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
2023-11-14T09,91,2,0,1,1,2,0,0,1,0,0,0,0,3,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,1,0,4,0,1,0,1,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,2,9,0,0,0,0,0,0,1,2,0,25,0,0,0,0,0
2023-11-14T10,100,2,0,1,0,2,0,0,2,0,1,1,0,2,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,3,0,1,0,3,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,3,0,0,3,6,0,0,0,0,1,0,0,1,0,23,0,0,0,0,0
2023-11-14T11,83,3,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,2,5,0,0,0,2,0,0,0,1,0,20,0,0,0,1,0
2023-11-14T12,85,1,0,0,1,2,0,0,0,1,0,2,0,2,1,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,1,6,0,0,0,1,0,0,0,2,0,14,0,0,2,0,0
2023-11-14T13,104,6,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,5,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,7,0,0,0,7,0,0,1,3,0,16,0,0,0,1,0
2023-11-14T14,139,1,0,1,0,2,0,0,0,0,0,2,0,7,1,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,7,0,0,3,0,0,0,1,0,1,0,0,0,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,4,8,0,0,0,16,0,0,0,3,1,21,0,0,0,0,0
2023-11-14T15,139,2,0,0,0,2,0,0,0,0,0,1,0,3,1,0,0,0,15,1,0,0,0,0,14,2,0,0,0,0,0,2,0,0,6,4,0,0,3,0,1,0,0,0,1,0,0,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6,0,0,2,7,0,0,0,15,0,0,1,6,1,22,0,0,1,0,0
2023-11-14T16,124,1,0,0,2,1,0,0,0,1,0,1,0,1,1,0,0,0,6,2,0,0,0,1,13,0,0,0,0,0,0,4,0,0,14,5,0,0,1,0,1,0,2,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,2,5,0,0,0,14,0,0,1,3,0,14,2,0,1,0,0
2023-11-14T17,185,3,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,6,1,0,0,0,0,34,0,0,0,0,0,0,6,0,0,25,6,0,0,2,0,1,0,2,0,0,0,0,0,26,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,5,0,0,0,10,0,0,1,2,0,24,0,0,1,0,0
2023-11-14T18,187,4,0,0,1,1,1,0,0,2,0,2,0,4,2,0,0,0,6,0,0,0,0,0,45,0,0,0,0,0,0,6,0,0,16,10,0,0,2,0,0,0,1,0,1,0,0,0,13,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,8,6,0,0,0,7,0,0,2,2,0,19,0,0,1,1,0
2023-11-14T19,183,3,0,0,1,1,2,0,1,2,0,0,0,3,4,0,0,0,3,0,0,0,0,0,43,0,0,0,0,0,0,4,0,0,12,11,0,0,1,0,0,1,1,0,0,0,0,0,12,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4,5,0,0,0,9,0,0,3,0,0,26,0,0,1,0,0
2023-11-14T20,158,2,1,0,0,1,1,0,1,3,0,1,0,6,2,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0,0,2,0,0,13,14,0,0,2,0,0,0,1,0,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,4,0,1,0,0,4,0,1,1,0,4,6,0,0,0,8,0,0,1,0,0,18,0,0,0,0,0
2023-11-14T21,142,3,0,0,0,1,1,0,0,1,0,3,0,5,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0,0,6,13,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,3,6,0,0,0,4,0,0,0,2,0,26,0,0,0,0,0
2023-11-14T22,127,1,0,0,0,1,0,0,0,1,0,1,0,3,2,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,3,0,1,0,0,1,0,3,0,0,1,6,0,1,0,2,0,0,1,0,0,30,0,0,0,0,0
2023-11-14T23,125,3,1,0,0,1,0,0,0,1,0,2,0,8,2,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,1,0,0,16,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,0,1,0,0,1,0,3,0,0,3,6,0,1,0,1,0,0,0,0,0,30,0,0,0,0,0
2023-11-15T00,133,2,1,0,0,1,0,0,0,0,0,3,0,15,1,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,7,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,1,0,57,0,0,0,0,1
2023-11-15T01,108,1,0,1,0,1,0,0,0,0,0,2,0,8,1,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,4,0,0,1,0,0,1,6,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,2,0,0,0,1,0,47,0,0,0,0,0
2023-11-15T02,148,3,0,0,0,1,0,0,0,0,0,5,0,12,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,6,0,2,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,4,0,70,0,0,1,0,0
2023-11-15T03,97,4,0,1,0,1,0,0,0,0,0,4,0,13,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,42,0,0,1,0,0
2023-11-15T04,102,2,0,1,0,1,0,0,2,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,1,1,0,59,0,0,0,0,0
2023-11-15T05,109,2,1,1,0,2,0,0,1,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,5,0,0,0,1,0,0,1,0,0,59,0,0,0,0,0
2023-11-15T06,85,1,0,0,0,1,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,1,0,54,0,0,0,0,0
2023-11-15T07,97,5,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,1,0,0,2,0,0,42,0,0,2,0,0
2023-11-15T08,76,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0
2023-11-15T09,93,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,12,1,0,0,0,0,0,2,0,0,8,13,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0
2023-11-15T10,100,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,1,1,1,1,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,1,0,0,1,0,2,2,0,1,6,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
2023-11-15T11,115,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,2,0,2,0,3,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,6,0,0,0,4,0,0,0,3,0,41,0,0,1,0,0
2023-11-15T12,100,4,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,5,0,0,3,0,1,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,9,0,0,0,2,0,0,0,3,0,13,0,0,1,0,0
2023-11-15T13,133,4,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,13,1,0,0,0,0,16,1,0,0,0,0,1,1,0,0,3,3,0,0,3,0,1,0,0,0,2,0,0,0,3,0,8,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,4,0,2,0,0,1,8,0,0,0,7,0,0,0,3,0,34,0,0,0,0,0
2023-11-15T14,135,3,0,0,0,2,0,0,0,4,0,2,0,2,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,2,3,0,0,2,0,0,0,0,0,5,0,0,0,2,0,4,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,5,0,0,1,5,0,0,0,13,0,0,0,3,0,33,0,0,1,0,0
2023-11-15T15,156,3,1,0,1,1,0,0,0,0,0,2,0,4,2,0,1,0,17,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,0,0,2,0,0,2,0,5,0,0,2,9,0,0,0,15,0,0,1,1,0,44,0,0,3,0,0
2023-11-15T16,159,1,0,0,1,1,0,0,0,0,0,1,0,6,1,0,1,0,4,0,0,0,0,0,32,1,0,0,0,0,0,3,0,1,7,7,0,0,3,0,1,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,1,0,1,0,0,4,0,2,0,0,1,8,0,0,0,17,0,0,0,0,0,28,0,0,1,0,0
2023-11-15T17,212,2,0,0,1,1,0,0,0,0,0,2,0,3,1,0,0,0,5,1,0,0,0,0,30,5,0,0,0,0,0,2,0,0,9,5,0,1,1,0,0,2,9,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,2,0,1,0,0,3,0,1,0,0,2,10,0,0,0,17,0,0,0,1,0,58,0,0,1,0,0
2023-11-15T18,208,2,0,0,2,2,0,0,0,1,0,0,0,6,2,0,0,0,3,1,0,0,0,0,51,0,0,0,0,0,0,6,0,0,4,8,0,0,1,0,0,1,0,0,5,0,0,0,15,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,4,0,0,0,0,2,0,4,0,0,3,8,0,0,0,7,0,0,3,2,0,47,0,0,0,0,0
2023-11-15T19,199,2,0,2,2,1,0,0,0,2,0,3,0,4,3,0,1,0,2,0,0,0,0,0,45,0,0,0,0,0,0,4,0,0,13,12,0,0,1,0,0,0,0,0,8,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,1,0,0,2,0,2,0,0,2,5,0,2,0,7,0,0,4,3,0,33,0,0,0,0,0
2023-11-15T20,183,5,0,1,2,1,1,0,0,3,0,2,0,6,1,0,1,0,3,0,0,0,0,0,22,0,0,0,0,0,0,1,0,1,14,11,0,0,1,0,1,2,3,0,2,0,0,0,15,0,5,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,5,0,0,0,1,0,0,1,0,0,41,0,0,1,0,0
2023-11-15T21,188,3,0,1,2,1,1,0,0,0,0,3,0,5,1,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,12,18,0,0,1,0,1,2,0,0,2,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,0,1,0,0,0,0,3,0,1,0,0,0,0,6,0,0,2,6,1,0,0,1,0,0,2,0,0,53,0,0,1,0,0
2023-11-15T22,151,2,0,0,0,1,0,0,0,0,0,3,0,6,2,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,1,2,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,10,0,0,1,0,0,1,0,1,0,3,0,0,1,0,3,0,0,3,5,0,0,0,3,0,0,1,0,0,29,0,0,0,0,0
2023-11-15T23,122,4,0,0,0,1,0,0,0,0,0,1,0,7,2,0,0,1,17,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,14,0,0,1,0,0,0,0,0,1,0,0,0,8,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,1,5,0,0,0,3,0,0,0,0,0,33,0,0,0,0,0
2023-11-16T00,191,3,0,0,0,1,0,0,0,0,0,1,0,11,2,0,0,1,18,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,2,13,0,0,0,0,0,0,4,0,1,0,3,0,4,0,10,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,1,5,0,0,0,1,0,0,2,0,0,83,0,0,0,0,0
2023-11-16T01,129,1,0,1,0,2,0,0,0,0,0,0,0,8,0,0,0,0,12,1,0,1,0,0,3,1,0,0,0,0,0,2,0,1,1,3,0,0,0,0,0,1,0,0,0,0,2,0,3,1,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,7,0,0,0,1,0,0,1,0,0,55,0,0,0,0,0
2023-11-16T02,114,2,0,1,0,1,0,1,0,0,1,1,0,9,0,0,0,0,15,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,4,5,0,0,1,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,7,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
2023-11-16T03,118,3,0,0,0,1,0,1,1,0,0,2,0,9,0,0,0,0,14,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,6,0,0,0,2,0,0,0,0,0,45,0,0,2,0,0
2023-11-16T04,88,2,0,0,0,1,0,0,1,0,0,0,1,7,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,1,0,40,0,0,0,0,0
2023-11-16T05,76,1,0,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,1,0,30,0,0,0,0,0
2023-11-16T06,79,2,0,0,1,2,0,0,1,0,0,1,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,1,7,0,1,0,2,0,0,1,0,0,19,0,0,0,0,0
2023-11-16T07,67,2,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,25,0,1,0,0,0
2023-11-16T08,67,3,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,5,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0
2023-11-16T09,79,4,0,0,0,2,0,0,0,0,0,1,0,3,1,0,0,0,5,1,0,0,0,0,8,0,0,0,0,0,0,2,0,0,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,5,0,0,0,1,0,0,2,0,0,23,0,0,1,0,0
2023-11-16T10,81,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,4,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,5,0,0,0,3,0,0,1,4,0,17,0,0,0,0,0
2023-11-16T11,91,1,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,4,2,0,0,5,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,7,0,0,2,4,0,20,0,0,0,0,0
2023-11-16T12,81,2,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,2,0,0,9,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,17,0,0,0,1,0,0,1,1,0,16,0,0,0,1,0
2023-11-16T13,125,4,0,1,0,1,0,0,0,0,0,2,0,3,1,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,13,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,1,0,1,0,1,0,0,0,0,5,0,0,0,8,0,0,0,14,0,0,1,3,0,28,0,0,1,0,0
2023-11-16T14,121,1,0,1,0,1,1,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,1,11,0,0,0,0,0,0,1,0,0,9,2,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,0,8,0,0,0,16,0,0,2,12,0,23,0,0,0,0,0
2023-11-16T15,130,2,0,1,1,2,0,0,0,0,0,3,0,7,1,0,0,0,7,0,0,0,0,0,13,0,0,0,0,1,0,3,0,0,4,6,0,1,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4,0,0,1,5,0,0,0,15,0,0,1,5,0,21,0,0,0,0,0
2023-11-16T16,147,2,2,2,1,1,0,0,0,1,0,0,0,4,2,0,0,1,5,0,0,0,0,2,19,0,0,0,0,0,0,3,0,0,12,8,0,1,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,3,0,1,0,0,1,0,4,0,1,1,5,0,0,0,17,0,0,1,3,0,17,0,0,0,0,0
2023-11-16T17,155,0,1,1,2,1,0,0,0,1,0,1,0,3,2,0,0,0,8,0,0,0,0,1,29,0,0,0,0,0,0,2,0,0,16,7,0,1,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,5,0,0,0,13,0,0,0,3,0,27,0,0,0,0,0
2023-11-16T18,188,3,0,1,0,1,0,0,0,2,0,0,0,5,3,0,0,0,6,1,0,0,0,1,42,0,0,0,0,0,0,3,0,0,19,11,0,1,1,0,0,0,1,0,0,0,0,0,20,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,1,0,0,1,0,5,0,0,2,5,0,0,0,5,0,0,1,2,0,33,0,0,0,0,0
