bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,MM,MO,MT,MU,MX,MY,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RE,RO,RS,RU,RW,SC,SE,SG,SI,SK,SN,TH,TL,TN,TR,TW,UA,US,UY,VE,VN,ZA,ZM
2023-11-16T19,205,4,0,1,2,1,0,0,0,0,0,3,0,5,1,0,0,0,5,1,0,0,0,0,51,1,0,0,0,0,0,2,0,0,14,29,0,0,0,0,0,1,0,0,0,0,0,0,14,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,5,0,0,0,2,0,0,1,2,0,36,0,0,1,0,0
2023-11-16T20,173,4,0,1,1,1,0,0,0,2,0,3,0,6,2,0,0,0,3,0,0,0,0,0,31,0,0,0,0,0,0,2,0,0,19,21,0,0,2,0,0,0,1,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0,1,3,0,23,0,0,1,0,0
2023-11-16T21,146,2,0,1,0,1,0,0,0,1,0,4,0,7,2,0,0,0,4,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,12,17,0,0,0,0,0,0,0,0,1,0,0,0,14,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,9,1,0,1,0,0,0,0,4,0,2,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,1,0,20,0,0,1,0,0
2023-11-16T22,124,2,0,1,0,1,0,0,0,1,1,2,0,5,1,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,1,5,0,0,0,1,0,0,0,0,0,27,0,0,1,0,0
2023-11-16T23,110,2,0,1,0,2,0,0,0,0,0,2,0,8,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,1,1,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,0,0,28,0,0,1,0,0
2023-11-17T00,129,3,0,2,0,2,0,0,0,0,0,4,0,19,0,0,0,0,3,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,1,3,0,0,0,4,0,1,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,46,0,0,0,0,0
2023-11-17T01,102,2,0,2,0,1,0,0,0,0,0,2,0,10,1,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,1,1,0,35,0,0,1,0,0
2023-11-17T02,95,2,0,2,1,1,0,0,0,0,0,4,0,11,0,0,0,0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,0,0,30,0,0,0,1,0
2023-11-17T03,97,2,0,0,0,1,0,1,0,0,0,2,0,12,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,6,0,0,0,2,0,0,0,0,0,38,0,0,0,0,0
2023-11-17T04,82,4,0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0
2023-11-17T05,91,3,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0
2023-11-17T06,66,1,0,0,0,2,0,0,0,0,1,1,0,4,0,0,0,0,5,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,0,0,0,1,0,0,0,2,0,22,0,0,0,0,0
2023-11-17T07,93,4,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,6,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,1,8,0,0,0,1,0,0,0,1,0,24,0,0,1,1,0
2023-11-17T08,112,5,1,1,0,2,0,0,0,0,0,3,0,2,1,0,0,0,7,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,3,0,0,0,2,0,9,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,1,10,0,0,0,2,0,0,0,3,0,26,0,0,2,1,0
2023-11-17T09,91,3,0,1,0,2,0,0,0,0,0,2,0,3,2,0,0,0,3,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,6,0,0,0,0,0,0,0,1,0,21,0,0,0,1,0
2023-11-17T10,88,4,1,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,8,1,0,0,0,0,7,0,0,0,0,2,0,0,0,0,3,5,0,0,2,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,0,0,0,1,0,0,0,3,0,22,0,0,0,0,0
2023-11-17T11,85,3,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0,1,7,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,3,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,6,0,0,0,8,0,0,0,3,0,18,0,0,1,0,0
2023-11-17T12,87,3,1,1,1,6,0,0,0,0,0,0,0,5,2,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,1,5,0,0,0,11,0,0,0,3,0,10,0,0,1,0,0
2023-11-17T13,115,3,0,1,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,15,0,0,0,0,0,0,0,0,1,5,2,0,0,3,0,0,1,1,0,2,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,0,0,1,6,0,0,0,13,0,0,1,6,0,19,0,0,2,0,0
2023-11-17T14,134,1,1,0,1,1,0,0,0,0,0,1,0,3,2,0,0,0,5,1,0,0,0,1,17,0,0,0,0,3,0,0,0,0,2,5,0,0,6,0,1,1,1,0,1,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,0,1,0,3,0,0,1,0,1,0,4,0,0,2,6,0,0,0,14,0,0,1,3,0,26,0,0,2,0,0
2023-11-17T15,120,2,2,0,1,1,0,0,0,1,0,2,0,2,0,0,0,0,8,1,0,0,0,0,19,0,0,0,0,2,0,1,0,0,6,4,0,0,3,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,5,0,0,0,15,0,0,0,5,0,23,0,0,1,0,0
2023-11-17T16,144,2,0,1,1,1,0,0,0,1,0,0,0,4,3,1,0,0,9,1,0,0,0,0,22,0,0,0,0,1,0,3,0,0,6,5,0,0,1,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,2,0,1,0,0,1,0,1,0,0,3,7,0,0,0,18,0,0,0,6,0,25,0,0,1,0,0
2023-11-17T17,134,3,1,1,3,1,0,0,0,1,0,1,0,2,0,1,0,0,2,1,0,0,0,0,23,0,0,0,0,0,0,6,0,1,9,5,0,0,1,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,0,0,16,0,0,1,1,0,24,0,0,0,0,0
2023-11-17T18,172,3,0,0,1,1,0,0,0,1,0,1,0,4,2,0,0,0,7,1,0,0,0,0,38,0,0,0,0,0,0,8,0,0,10,7,0,1,0,0,0,0,0,0,1,0,1,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,3,0,2,0,1,0,0,2,0,1,0,0,2,5,1,0,0,17,0,0,1,1,0,23,0,0,1,0,0
2023-11-17T19,192,2,1,0,1,1,0,0,0,3,0,1,0,4,1,0,0,0,6,1,0,0,0,0,32,0,0,0,0,0,0,4,0,0,12,16,0,1,0,0,0,0,0,0,1,0,1,0,11,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,3,0,1,0,0,3,0,4,0,0,2,5,0,0,0,13,0,0,2,1,0,33,0,0,0,0,0
2023-11-17T20,161,4,1,0,1,1,0,0,0,0,0,1,0,8,2,0,0,0,3,1,0,0,0,0,19,0,0,0,0,0,1,3,0,1,9,16,0,2,0,0,0,0,0,0,1,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,6,5,0,0,0,10,0,0,2,0,1,23,0,0,0,0,0
2023-11-17T21,164,3,0,0,2,1,0,0,1,2,0,1,1,7,2,0,0,0,7,1,0,0,0,0,22,0,0,0,0,0,1,2,0,0,9,13,0,1,1,0,0,0,1,0,3,0,0,0,19,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,5,6,0,0,0,4,0,0,3,0,1,23,0,0,0,0,0
2023-11-17T22,140,1,0,0,1,1,0,0,1,2,0,0,0,4,2,0,0,1,4,1,0,0,0,0,18,0,0,0,0,0,0,5,0,0,9,22,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,5,0,0,0,4,0,0,1,0,0,23,0,0,0,0,0
2023-11-17T23,107,6,0,0,0,2,0,0,0,1,0,1,0,7,3,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0,1,4,0,0,7,9,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,6,0,1,0,2,0,0,0,0,0,22,0,0,0,0,0
2023-11-18T00,141,3,0,0,0,3,0,0,0,0,0,0,0,4,2,0,0,0,5,2,0,0,0,1,6,0,0,0,0,0,0,3,0,0,7,15,0,0,2,0,1,1,0,0,5,0,0,0,11,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,1,0,0,0,0,0,0,2,0,3,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,1,0,36,0,0,0,1,0
2023-11-18T01,105,1,0,1,0,2,0,0,0,0,0,0,0,10,1,0,0,0,3,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,10,0,0,2,0,1,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,5,0,0,0,3,0,0,0,1,0,36,0,0,0,1,0
2023-11-18T02,80,2,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,39,0,0,0,0,0
2023-11-18T03,78,1,0,1,1,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,1,1,0,42,0,0,0,0,0
2023-11-18T04,102,1,1,2,0,2,0,0,2,0,0,0,0,7,0,0,0,1,5,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,55,0,0,1,0,0
2023-11-18T05,72,1,0,0,1,2,0,0,1,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,33,0,0,0,0,0
2023-11-18T06,69,3,0,0,0,5,0,0,1,0,1,0,0,7,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,5,0,0,0,3,0,0,1,2,0,22,0,0,0,0,0
2023-11-18T07,81,3,0,0,0,2,0,0,2,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,9,0,0,0,6,0,0,0,2,0,28,0,0,0,0,0
2023-11-18T08,84,3,0,1,0,2,0,0,1,0,0,1,0,4,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,3,0,2,1,0,0,11,0,0,0,3,0,0,0,1,0,22,0,0,0,0,0
2023-11-18T09,89,1,0,0,0,3,0,0,2,1,0,0,0,2,1,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,11,3,0,0,2,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0
2023-11-18T10,81,2,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,11,4,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,5,0,0,0,4,0,0,0,0,0,16,0,0,1,0,0
2023-11-18T11,96,3,0,0,1,2,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,7,0,0,1,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,5,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0
2023-11-18T12,109,1,0,0,0,3,0,0,1,2,0,2,0,3,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,6,0,0,0,8,0,0,1,1,0,42,0,0,0,0,0
2023-11-18T13,112,1,0,0,0,2,0,0,1,1,0,1,0,1,1,0,0,0,8,0,0,0,0,0,14,1,0,0,0,0,0,0,0,2,7,6,0,0,4,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,4,0,0,0,0,1,0,2,0,0,0,7,0,0,0,13,0,0,1,0,0,19,0,0,0,0,0
2023-11-18T14,158,5,0,0,0,1,0,0,1,1,0,1,0,6,1,0,0,0,5,0,1,0,0,1,15,0,0,0,0,0,0,1,0,0,10,8,0,0,8,0,0,0,0,1,4,0,1,0,7,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,1,6,0,0,0,12,0,0,0,5,0,30,0,0,1,1,0
2023-11-18T15,166,4,0,0,0,1,1,0,1,0,2,2,0,5,1,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,11,0,0,4,0,0,0,0,0,6,0,1,0,7,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,1,0,4,0,1,0,0,0,0,3,0,0,0,5,0,0,0,23,0,0,2,8,0,23,0,0,2,0,0
2023-11-18T16,171,2,0,0,0,2,0,0,1,1,0,1,0,5,2,0,0,0,17,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,12,10,0,2,1,0,0,0,0,0,3,1,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,3,5,0,0,0,13,0,0,1,7,0,26,0,0,1,0,0
2023-11-18T17,151,1,0,0,1,2,1,0,1,1,0,0,0,4,1,0,0,1,13,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0,10,5,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,2,0,1,0,0,3,0,2,0,0,0,5,0,0,0,15,0,0,1,1,0,24,0,0,1,0,0
2023-11-18T18,172,1,0,1,1,1,0,0,1,1,1,2,0,6,1,0,0,0,16,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,11,7,0,0,0,0,1,1,0,0,0,0,0,0,11,0,10,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,1,0,0,1,0,2,0,0,0,5,0,0,0,13,0,0,1,2,0,22,0,1,0,0,0
2023-11-18T19,172,2,0,1,1,1,1,0,1,3,1,3,0,6,1,0,0,0,12,0,0,0,0,0,28,0,0,0,0,1,0,2,0,0,6,13,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8,0,0,1,0,1,0,4,0,0,1,6,0,0,0,10,0,0,0,3,0,22,0,0,0,0,0
2023-11-18T20,183,3,0,0,0,1,0,0,1,3,0,1,0,10,1,0,0,0,13,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,8,11,0,0,0,0,0,1,0,0,1,0,0,0,11,0,7,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,5,0,1,0,0,1,0,8,0,1,1,7,0,0,0,9,0,0,2,1,0,32,0,0,1,0,0
2023-11-18T21,218,2,0,1,0,1,0,0,1,0,0,1,0,10,2,0,0,0,19,0,0,0,1,0,27,0,0,0,0,0,0,4,0,0,6,13,0,0,0,0,0,1,0,0,1,0,0,2,18,0,5,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,6,0,1,0,0,3,0,3,0,0,2,7,0,0,0,5,0,0,1,1,0,56,0,0,2,0,0
2023-11-18T22,142,2,0,1,0,1,0,0,1,1,0,0,0,6,1,0,0,0,8,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,8,18,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2,0,0,1,5,0,0,0,3,0,0,0,0,0,27,0,0,0,0,0
2023-11-18T23,119,1,0,1,0,0,0,0,1,1,0,0,0,8,1,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,1,13,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0
