bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CV,CY,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JE,JP,KE,KH,KM,KR,KW,KZ,LA,LT,LU,LV,MA,MD,MK,MM,MN,MO,MQ,MT,MU,MV,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RE,RO,RS,RU,RW,SA,SD,SE,SG,SI,SK,SZ,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,WS,ZA,ZW
2023-01-03T00,158,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,1,6,0,0,0,1,1,1,0,0,0,81,0,0,1,0,0,1,1
2023-01-03T01,96,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,0,0,5,1,0,0,0,0,37,0,0,1,0,0,0,0
2023-01-03T02,160,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,4,0,0,0,0,0,99,0,0,0,1,0,1,0
2023-01-03T03,102,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,14,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,9,0,0,0,5,0,0,1,0,0,38,0,0,0,0,0,0,0
2023-01-03T04,105,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13,0,0,0,0,11,1,0,0,0,9,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,2,0,1,2,0,0,33,0,0,0,0,0,0,0
2023-01-03T05,96,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,1,0,0,0,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0
2023-01-03T06,95,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,18,1,0,0,0,5,0,0,0,0,0,1,0,0,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11,0,0,0,2,0,1,0,0,0,26,0,0,0,0,0,1,0
2023-01-03T07,189,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,9,0,0,0,0,0,1,0,0,3,3,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,1,0,0,0,0,0,117,0,0,0,1,0,1,0
2023-01-03T08,113,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,1,0,9,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,6,0,0,0,1,0,0,1,0,0,48,0,0,0,0,0,2,0
2023-01-03T09,85,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,8,0,0,0,0,1,0,0,0,2,3,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,5,0,0,0,1,0,0,1,0,0,21,0,0,0,0,0,0,0
2023-01-03T10,93,3,0,0,1,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,12,0,0,0,0,11,0,0,0,0,1,4,0,0,5,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,2,0,0,1,0,0,15,0,0,0,0,0,0,0
2023-01-03T11,76,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,0,4,5,0,0,0,0,0,1,0,1,0,0,0,0,5,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
2023-01-03T12,96,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,17,0,1,0,0,0,1,0,0,4,5,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,2,6,0,0,0,1,0,0,5,0,0,13,0,0,0,0,0,0,0
2023-01-03T13,161,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,0,9,0,0,0,0,13,0,1,0,0,0,1,0,0,4,6,0,0,3,0,0,1,0,0,0,0,0,0,10,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,1,1,5,1,0,0,3,0,1,1,0,0,62,0,0,0,0,0,0,0
2023-01-03T14,122,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,3,0,0,0,0,18,0,1,0,0,0,0,0,0,7,13,0,0,5,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,6,1,0,0,5,0,0,2,1,0,18,0,0,0,0,1,0,0
2023-01-03T15,110,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,2,0,1,12,9,0,0,1,0,0,0,0,0,2,0,0,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,5,0,1,1,0,0,14,0,0,0,0,1,0,0
2023-01-03T16,205,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,1,0,14,0,0,0,0,36,0,0,0,0,0,4,0,3,19,11,0,0,2,0,0,0,0,1,1,0,0,0,16,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,13,0,0,0,6,0,3,4,0,0,26,0,0,1,0,0,0,0
2023-01-03T17,206,3,1,0,1,2,1,0,0,0,3,0,0,0,0,0,2,0,0,1,0,16,0,0,0,0,49,1,0,0,0,0,2,0,1,26,13,0,0,2,0,0,0,1,1,1,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,9,0,0,0,2,0,3,3,0,0,16,0,0,1,2,0,0,0
2023-01-03T18,225,2,1,0,2,1,0,0,0,0,5,0,0,0,0,0,5,1,0,0,0,16,0,0,0,0,58,0,0,0,0,0,5,0,0,11,20,0,0,1,0,0,0,0,0,0,0,0,0,26,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,4,6,0,0,0,2,0,2,0,0,0,22,0,0,0,1,0,0,0
2023-01-03T19,210,2,1,0,2,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,14,0,0,0,0,42,0,0,0,0,0,10,0,0,13,17,0,0,0,0,0,0,0,0,1,0,1,0,20,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,4,5,0,0,0,2,0,2,0,0,0,23,0,0,0,1,0,0,0
2023-01-03T20,191,2,0,0,3,0,0,0,0,0,2,0,0,1,0,0,5,2,0,0,0,16,0,0,1,1,40,0,1,0,0,0,4,0,0,15,12,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0,0,0,4,0,0,1,0,0,2,0,1,0,0,0,2,6,0,0,0,0,0,2,0,0,0,22,0,0,0,1,0,0,0
2023-01-03T21,177,4,0,0,0,0,0,0,0,0,2,0,0,1,1,0,5,2,0,1,0,14,0,0,0,1,37,0,0,0,0,0,3,0,0,14,13,0,1,0,0,0,0,1,0,0,0,0,0,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,1,0,0,1,5,1,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0
2023-01-03T22,142,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,5,0,0,1,0,2,0,0,0,1,27,0,0,0,0,0,2,0,0,11,9,0,1,0,0,0,0,1,0,0,0,0,0,21,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,2,6,1,0,0,1,0,1,0,1,0,27,0,0,0,0,0,0,0
2023-01-03T23,116,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,2,0,0,6,8,0,1,2,0,0,1,0,0,0,0,0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0
2023-01-04T00,150,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,21,1,0,0,0,5,0,0,0,0,14,0,0,0,0,0,2,0,0,4,5,0,1,0,0,0,1,0,0,2,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,2,1,0,0,1,8,0,0,0,0,0,0,1,0,0,53,0,0,0,0,0,0,0
2023-01-04T01,130,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,2,1,0,0,0,10,0,0,0,0,0,2,0,0,6,6,0,1,0,0,0,1,1,0,1,0,1,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0
2023-01-04T02,89,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,4,0,1,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,1,1,0,0,0,0,0,19,0,0,0,0,0,0,0
2023-01-04T03,76,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,0,0,0,0,0,0,1,0,0,37,0,0,0,0,0,0,0
2023-01-04T04,123,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,5,0,0,1,0,2,1,0,0,0,8,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,2,0,0,1,1,0,68,0,0,0,1,0,0,0
2023-01-04T05,80,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,2,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,2,0,0,3,0,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,1,0,0,0,0,0,24,0,0,0,1,0,0,0
2023-01-04T06,61,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,6,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
2023-01-04T07,65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,5,0,0,0,2,0,0,0,0,0,30,0,0,0,0,0,0,0
2023-01-04T08,149,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,7,2,0,1,0,0,0,0,0,2,3,0,1,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,3,6,0,1,0,3,0,1,0,0,0,98,0,0,0,1,0,0,0
2023-01-04T09,143,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,1,0,3,1,0,0,0,20,0,0,1,0,0,0,0,0,4,7,0,1,2,2,0,0,0,0,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,2,9,0,0,0,4,0,1,1,0,0,49,0,0,0,0,0,0,0
2023-01-04T10,94,3,0,0,0,0,3,0,0,0,1,0,0,0,2,0,4,0,0,0,0,3,1,1,0,0,14,0,0,0,0,0,2,0,0,6,5,0,1,4,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,0,1,0,0,1,0,0,15,0,0,0,0,0,1,0
2023-01-04T11,122,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,1,0,0,7,5,0,0,2,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,6,0,1,0,0,0,45,0,0,0,0,0,0,0
2023-01-04T12,127,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,2,0,0,11,9,0,0,3,1,1,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,14,0,1,0,4,0,2,4,0,0,22,0,0,0,2,0,0,0
2023-01-04T13,107,3,1,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,19,0,1,0,0,0,0,0,0,9,3,0,0,2,1,1,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,2,6,0,0,0,3,0,1,4,0,0,18,0,0,0,2,0,0,0
2023-01-04T14,115,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0,4,2,0,2,0,1,0,0,1,0,22,0,0,0,0,0,0,0,1,9,3,0,0,1,0,0,1,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,8,0,0,0,12,0,1,0,0,0,14,0,0,0,0,0,0,0
2023-01-04T15,131,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,1,0,1,0,2,1,0,0,0,27,0,1,0,0,0,1,0,3,9,6,0,0,0,0,1,1,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,14,0,1,0,1,0,18,0,0,0,1,0,0,0
2023-01-04T16,158,5,1,0,0,2,0,0,0,0,0,0,0,1,3,0,5,1,0,0,0,1,0,0,0,0,32,0,0,0,0,0,3,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,18,0,5,1,0,0,18,0,0,0,1,0,1,0
2023-01-04T17,179,7,0,0,0,4,0,0,0,0,0,0,0,2,2,0,4,1,0,0,0,1,0,0,0,0,36,0,0,1,0,0,3,0,0,12,9,0,0,0,0,0,0,0,0,2,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,8,0,1,0,0,0,32,0,0,1,2,0,1,0
2023-01-04T18,206,5,0,0,0,1,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,46,0,0,0,0,0,7,0,0,15,15,0,0,4,0,0,0,0,0,1,0,0,0,19,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,4,8,0,0,0,9,0,1,0,0,0,25,0,0,1,0,0,0,0
2023-01-04T19,198,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,10,2,0,3,0,1,0,0,0,1,64,0,0,0,0,0,5,0,1,12,14,0,0,1,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,3,0,2,1,0,0,23,0,0,0,0,0,0,0
2023-01-04T20,183,3,0,0,2,0,0,0,0,0,2,0,0,0,4,0,9,1,0,3,0,1,1,0,0,1,39,0,0,0,0,0,5,0,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,1,7,0,0,0,2,0,2,0,0,0,22,0,0,0,1,0,0,0
2023-01-04T21,197,2,0,0,2,0,0,0,0,0,2,0,0,0,6,0,5,1,0,0,0,2,1,1,0,0,44,0,0,1,0,1,4,0,0,15,9,0,0,1,0,0,0,0,0,2,0,0,0,19,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,1,0,0,4,7,0,0,0,1,0,2,0,0,0,31,0,0,1,0,0,1,0
2023-01-04T22,184,2,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,2,0,0,0,4,1,0,0,0,30,0,0,0,0,1,2,0,0,15,6,0,0,1,0,0,0,0,0,2,0,0,0,22,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,3,1,0,0,3,10,0,0,0,2,0,0,1,0,0,31,0,0,1,1,0,0,0
2023-01-04T23,128,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,0,5,0,3,0,0,0,0,20,0,0,0,0,0,1,0,0,8,6,0,0,1,0,0,0,0,0,1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,5,0,0,0,1,0,0,1,0,0,36,0,0,0,0,0,0,0
2023-01-05T00,138,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,16,1,0,5,0,4,0,0,0,0,17,0,0,0,0,0,1,0,0,3,8,0,0,1,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,1,1,0,0,48,0,0,0,0,0,0,0
2023-01-05T01,185,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5,0,0,0,2,0,0,0,1,0,106,0,0,0,0,0,0,0
2023-01-05T02,132,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,6,0,0,0,2,0,0,1,0,0,73,0,0,0,0,0,0,0
2023-01-05T03,137,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,24,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,1,0,73,0,0,0,0,0,0,0
2023-01-05T04,240,4,0,0,0,0,79,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,6,0,0,0,7,0,0,0,0,0,0,0,0,24,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,1,0,1,0,0,0,77,0,1,0,1,0,0,0
2023-01-05T05,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,1,0,0,0,0,0,67,0,1,0,1,0,0,0
2023-01-05T06,153,4,1,0,1,0,2,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,83,0,0,0,0,0,0,0
2023-01-05T07,94,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,1,0,0,2,2,0,0,4,0,0,1,0,0,0,0,0,0,1,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,1,0,0,3,0,0,23,0,0,0,0,0,0,0
2023-01-05T08,156,3,0,0,0,0,79,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,3,0,0,5,3,0,1,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,0,3,0,0,15,0,0,1,0,0,0,0
