bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CV,CY,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JE,JP,KE,KH,KM,KR,KW,KZ,LA,LT,LU,LV,MA,MD,MK,MM,MN,MO,MQ,MT,MU,MV,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RE,RO,RS,RU,RW,SA,SD,SE,SG,SI,SK,SZ,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,WS,ZA,ZW
2023-01-05T09,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,3,0,0,1,0,0,19,0,0,1,0,0,0,0
2023-01-05T10,114,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,2,0,0,5,6,0,0,1,0,0,0,1,0,0,0,1,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,6,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0,0,0
2023-01-05T11,106,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,1,0,0,5,6,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,7,0,0,0,3,0,0,1,0,0,18,0,0,0,2,0,1,0
2023-01-05T12,186,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,14,0,1,0,0,0,0,0,0,7,6,0,0,15,0,0,1,0,0,2,0,0,0,7,0,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,16,0,0,0,9,0,0,4,1,0,55,0,0,0,2,0,0,0
2023-01-05T13,224,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0,1,0,0,24,4,0,0,18,0,0,0,55,0,4,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,7,0,0,3,0,0,36,0,0,0,0,0,0,0
2023-01-05T14,176,3,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,0,0,0,1,16,0,0,0,0,24,0,0,0,0,0,0,0,0,4,8,0,0,6,0,0,0,0,0,0,0,0,0,9,0,6,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,7,0,0,0,15,0,0,2,0,0,38,0,0,0,1,0,0,0
2023-01-05T15,143,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,13,0,0,0,0,26,0,0,0,0,0,0,0,2,6,12,0,1,2,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,15,0,0,1,0,0,22,0,0,0,0,0,0,0
2023-01-05T16,127,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,35,0,0,0,0,0,1,0,1,8,8,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,1,0,9,0,0,0,0,0,23,0,0,0,0,0,0,0
2023-01-05T17,145,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,25,0,0,0,0,0,1,0,0,8,6,0,1,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,3,0,0,0,2,5,0,0,0,6,0,0,0,0,0,47,0,0,0,0,0,0,0
2023-01-05T18,167,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,0,1,0,0,0,0,0,1,48,0,0,0,0,0,4,0,2,5,16,0,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,6,0,2,0,0,0,29,0,0,1,0,0,0,0
2023-01-05T19,241,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2,0,0,0,0,0,0,0,1,53,1,0,0,0,0,5,0,2,7,24,0,1,1,0,1,1,34,0,1,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,1,0,3,0,0,3,1,0,0,0,3,0,0,0,1,6,0,0,0,3,0,2,0,1,0,26,0,0,1,0,0,0,0
2023-01-05T20,279,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,2,0,0,0,2,0,0,0,0,41,0,0,0,0,1,5,0,0,16,16,0,2,2,0,1,0,55,0,0,0,1,0,17,0,13,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,1,1,5,0,0,1,1,0,1,0,1,0,0,0,2,9,0,0,0,2,0,2,2,0,0,35,0,0,0,0,0,0,0
2023-01-05T21,221,3,0,0,0,0,0,0,0,0,2,1,0,0,2,0,4,1,0,2,0,2,0,0,0,1,35,0,0,0,0,0,4,0,1,13,24,0,1,0,0,0,0,1,0,1,0,1,0,20,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,7,0,0,0,2,0,1,2,0,0,59,0,0,0,0,0,0,0
2023-01-05T22,151,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,2,0,3,0,0,0,0,21,0,0,0,0,1,5,0,0,7,15,0,0,1,0,0,0,0,0,2,0,0,0,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,2,6,0,0,0,2,0,1,0,0,0,32,0,0,0,0,0,0,0
2023-01-05T23,135,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,12,1,0,0,0,5,0,0,0,0,22,0,0,0,0,0,3,0,0,2,11,0,0,0,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,6,0,0,0,2,0,1,1,0,0,31,0,0,0,0,0,0,0
2023-01-06T00,122,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,1,0,0,0,2,0,0,0,0,16,0,0,0,0,0,1,0,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0
2023-01-06T01,91,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,0,0,4,1,0,0,0,3,0,0,0,0,0,1,0,0,6,3,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,32,0,0,0,0,0,0,0
2023-01-06T02,152,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,1,0,117,0,0,0,0,0,0,0
2023-01-06T03,74,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,2,0,0,28,0,0,0,1,0,0,0
2023-01-06T04,61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,0
2023-01-06T05,88,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,6,1,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,5,0,0,39,0,0,0,0,0,0,0
2023-01-06T06,67,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,3,0,0,27,0,0,0,0,0,0,0
2023-01-06T07,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0
2023-01-06T08,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,7,0,1,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0
2023-01-06T09,83,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,17,0,0,0,0,0,1,0,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,7,0,0,0,0,0,0,2,0,1,23,0,0,0,0,0,0,0
2023-01-06T10,74,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,1,13,0,0,0,0,0,0,0
2023-01-06T11,80,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,20,0,0,0,0,0,1,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,5,0,0,11,0,0,0,0,0,0,0
2023-01-06T12,91,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,19,0,0,0,0,0,1,0,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,1,0,1,3,2,0,13,0,0,0,0,0,0,0
2023-01-06T13,83,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,6,0,0,0,0,20,0,1,0,0,0,2,0,1,4,4,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,0,1,0,0,2,0,0,9,0,0,0,0,0,0,0
2023-01-06T14,93,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,5,0,0,0,0,24,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,4,0,2,3,0,0,13,0,0,0,0,0,0,0
2023-01-06T15,108,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,26,0,0,0,0,0,3,0,0,5,4,0,0,4,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,8,0,1,1,0,0,14,0,0,0,0,0,1,0
2023-01-06T16,147,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,3,0,1,10,7,0,0,5,0,0,1,0,0,1,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,15,0,1,2,0,0,21,0,0,0,0,0,0,0
2023-01-06T17,147,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,5,0,1,10,7,0,0,5,0,0,1,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,2,6,0,0,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0
2023-01-06T18,172,3,1,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,43,0,0,0,0,1,3,0,0,12,11,0,0,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,2,0,0,1,0,0,4,0,1,0,0,0,2,7,0,0,0,4,0,4,0,0,0,23,0,0,0,0,0,0,0
2023-01-06T19,210,3,0,0,0,1,0,0,0,0,2,0,0,0,3,0,8,1,0,1,0,8,0,0,0,0,50,0,0,0,0,0,4,0,0,13,11,0,0,1,0,1,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,19,1,0,0,0,0,0,0,3,0,0,1,0,0,2,0,3,0,1,0,2,6,0,0,0,2,0,2,1,0,0,32,0,0,0,0,0,0,0
2023-01-06T20,168,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,0,0,0,1,1,0,0,0,47,0,0,0,0,0,6,0,0,13,12,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,8,0,0,0,4,0,1,1,0,0,20,0,0,0,0,0,0,0
2023-01-06T21,168,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,11,1,0,0,0,1,2,0,0,0,36,0,0,0,0,0,3,0,0,19,16,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,2,0,3,0,0,0,14,0,0,0,0,0,0,0
2023-01-06T22,156,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,37,0,0,0,0,0,1,0,1,9,15,0,0,1,0,0,1,0,0,1,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,1,6,0,0,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0
2023-01-06T23,133,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,1,0,2,9,18,0,0,0,0,0,0,1,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,3,6,0,0,0,0,0,3,1,0,0,26,0,0,1,0,0,0,0
2023-01-07T00,109,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,1,0,0,0,1,0,0,0,0,14,1,0,0,0,0,3,0,0,3,10,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0
2023-01-07T01,97,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,2,0,0,2,4,0,0,4,0,0,0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0,0,0
2023-01-07T02,92,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,12,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,35,0,0,2,1,0,0,0
2023-01-07T03,163,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,0,0,1,0,110,0,0,2,1,0,0,0
2023-01-07T04,143,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,12,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,2,0,0,92,0,0,0,0,0,0,0
2023-01-07T05,110,4,0,0,0,0,3,0,0,0,0,0,0,0,1,1,6,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
2023-01-07T06,214,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,1,0,0,0,6,0,0,0,0,0,2,0,0,1,5,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1,0,0,1,0,0,163,0,0,0,1,0,0,0
2023-01-07T07,125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,7,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,1,0,0,1,0,1,88,0,0,0,0,0,0,0
2023-01-07T08,68,1,0,0,0,1,0,1,2,0,0,1,0,0,0,1,5,0,0,0,0,3,1,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,0,0,1,18,0,0,0,2,0,0,0
2023-01-07T09,174,2,0,0,0,0,3,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,6,3,0,0,2,0,0,1,5,0,3,0,0,0,6,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,1,0,1,98,0,0,0,1,0,0,0
2023-01-07T10,136,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,5,4,0,3,2,0,0,1,0,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,1,0,0,0,0,0,57,0,0,0,2,0,0,0
2023-01-07T11,136,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,7,0,0,0,9,0,0,0,0,16,1,0,0,1,0,0,0,2,6,12,0,0,2,0,1,1,1,0,1,0,0,1,6,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,6,0,0,0,3,0,0,3,0,0,30,0,0,0,1,0,0,0
2023-01-07T12,107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,0,0,0,3,0,0,0,5,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,6,0,1,0,4,0,0,2,0,0,18,0,0,0,0,0,0,0
2023-01-07T13,122,2,0,0,1,1,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,6,7,0,0,5,0,0,2,0,0,1,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,6,0,1,4,2,0,19,0,0,0,3,0,0,0
2023-01-07T14,165,5,0,0,1,1,0,0,0,0,0,0,0,0,3,0,6,1,0,0,0,12,0,0,0,0,31,0,0,0,0,0,2,0,0,11,7,0,0,7,0,0,3,0,0,2,0,0,0,9,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,8,0,0,0,12,0,0,7,1,0,17,0,0,0,2,0,0,0
2023-01-07T15,150,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,7,0,0,0,0,25,0,0,0,0,0,3,0,0,13,12,0,0,5,0,0,3,0,0,2,0,0,0,15,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,3,8,0,0,0,10,0,1,3,1,0,16,0,0,0,0,0,0,0
2023-01-07T16,168,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8,1,0,0,0,4,0,0,0,0,27,0,0,0,0,0,4,0,0,15,11,0,1,1,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,6,0,0,0,14,0,2,4,3,0,24,0,0,0,0,0,0,0
2023-01-07T17,175,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,6,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,0,0,0,1,5,0,0,0,11,0,2,1,3,0,28,0,0,0,0,0,0,0
